HH_ID,AGE_REF,FAM_SIZE,BLS_URBN,REGION,CUTENURE,VEHQ,FINLWT21,TOTEXPCQ,HOUSCQ,TRANSCQ,FOODCQ,HEALTHCQ,ENTERTCQ,MORTGAGE_QTR
0421487,68,2,1,3.0,1,3,20883.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421488,59,2,1,4.0,4,2,31750.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421489,39,1,1,,4,0,18108.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421494,49,1,1,2.0,4,1,34397.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421495,28,1,1,4.0,4,1,23581.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421496,62,2,1,1.0,4,0,23875.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421497,32,2,1,4.0,4,2,39457.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421499,43,3,1,3.0,1,3,46303.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421503,30,3,2,4.0,1,2,64840.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421505,65,1,1,3.0,1,1,33021.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421508,36,7,2,2.0,1,4,47679.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421514,64,1,1,4.0,4,1,13091.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421515,59,1,1,4.0,1,3,11571.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421517,72,2,1,3.0,1,1,29630.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421519,45,3,1,4.0,4,0,31416.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421521,52,2,1,4.0,4,1,17855.883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421526,75,1,1,1.0,4,0,23517.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421528,32,3,1,4.0,4,1,18639.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421530,35,6,1,3.0,1,2,23260.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421531,54,3,1,3.0,1,2,36212.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421534,61,2,1,1.0,2,2,23673.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421535,57,1,1,3.0,1,4,31767.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421536,68,2,1,4.0,4,1,26082.929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421537,44,4,1,4.0,1,1,14359.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421538,53,1,1,4.0,4,1,25876.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421541,87,1,1,2.0,4,0,23337.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421542,55,1,1,4.0,1,1,18895.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421544,54,4,1,3.0,2,4,34540.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421545,39,3,1,1.0,4,0,25550.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421547,69,2,1,3.0,1,2,38278.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421548,63,1,1,3.0,2,1,30077.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421549,36,5,1,1.0,1,0,23193.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421553,73,2,1,3.0,2,2,39278.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421554,43,3,1,4.0,1,1,17879.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421567,30,4,1,2.0,4,1,18702.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421572,64,1,1,2.0,1,0,15302.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421576,82,2,1,2.0,2,2,18031.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421579,66,1,1,2.0,1,1,24129.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421580,66,1,1,4.0,2,1,23347.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421581,63,1,1,3.0,2,1,35847.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421582,50,4,1,3.0,1,2,15893.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421587,34,2,1,3.0,4,0,46528.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421588,35,4,1,1.0,1,1,34416.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421590,63,2,1,,2,3,25950.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421591,59,2,1,4.0,1,3,10362.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421592,45,3,1,3.0,1,3,53785.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421596,74,1,1,3.0,2,2,20193.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421597,37,2,1,1.0,4,1,28514.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421598,66,3,1,3.0,2,3,24074.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421599,25,2,1,1.0,4,0,99054.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421601,36,1,1,1.0,4,0,30681.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421606,50,4,1,3.0,1,3,15893.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421607,67,2,1,3.0,2,3,15279.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421608,58,2,1,3.0,4,2,32177.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421609,60,2,1,3.0,2,2,27253.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421610,38,5,2,2.0,1,2,50162.802,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421611,61,2,1,4.0,1,2,23319.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421616,79,1,1,1.0,4,0,24283.599,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421617,53,6,1,,4,3,12255.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421619,36,5,1,1.0,1,3,24821.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421620,35,11,1,2.0,4,2,59030.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421621,58,1,1,1.0,4,1,25495.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421624,41,5,1,3.0,4,2,44571.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421625,87,1,1,3.0,2,1,29518.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421627,42,4,1,3.0,4,2,59945.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421629,63,2,1,2.0,2,2,26863.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421633,39,1,1,2.0,4,1,17538.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421636,72,1,1,2.0,2,0,28767.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421638,57,1,1,3.0,4,0,33206.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421641,34,2,1,1.0,4,3,30816.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421643,63,1,1,4.0,2,2,22480.651,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421646,55,1,1,2.0,2,1,24011.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421651,76,3,1,3.0,1,3,32141.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421654,68,2,2,3.0,1,5,46233.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421655,81,1,1,3.0,4,0,32361.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421660,34,5,1,3.0,1,2,51958.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421665,50,3,1,2.0,1,2,28269.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421668,74,1,1,3.0,4,1,19899.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421674,47,4,1,4.0,1,2,28363.847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421675,68,2,2,1.0,1,2,6575.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421676,47,4,1,2.0,1,2,16523.564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421678,82,1,1,1.0,4,0,13278.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421680,51,3,1,3.0,1,8,29955.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421681,78,1,1,3.0,2,1,31122.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421683,41,2,1,2.0,5,0,32133.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421686,55,4,1,4.0,1,8,3292.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421687,49,4,1,4.0,1,5,25579.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421688,45,3,1,1.0,1,2,21183.577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421689,60,1,1,4.0,2,4,23209.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421692,34,4,2,3.0,1,6,38350.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421693,87,3,1,,2,1,9920.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421695,55,1,1,2.0,4,2,15463.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421696,36,4,2,2.0,2,2,28788.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421698,55,2,1,3.0,1,2,34869.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421701,27,6,1,3.0,4,2,35925.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421703,80,1,2,3.0,2,2,25134.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421704,64,1,1,4.0,4,0,22391.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421706,50,2,1,4.0,1,4,28638.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421711,48,4,1,2.0,1,3,18357.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421713,36,4,1,4.0,1,2,1837.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421719,40,6,1,3.0,1,3,61786.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421723,31,8,1,4.0,4,1,11427.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421726,44,2,1,4.0,1,4,30753.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421729,48,1,1,3.0,1,1,19114.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421731,42,1,1,4.0,1,3,19053.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421735,41,4,1,2.0,1,3,14662.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421737,71,2,1,1.0,2,1,30345.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421739,44,1,1,3.0,1,2,32648.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421740,24,1,1,4.0,4,1,23301.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421741,41,8,1,3.0,1,4,39705.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421742,41,5,1,3.0,1,2,54216.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421743,60,3,1,3.0,1,1,21296.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421745,57,3,1,3.0,1,6,29305.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421746,70,2,1,2.0,2,2,15965.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421749,70,2,1,2.0,1,1,14707.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421751,74,2,1,4.0,2,2,25520.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421753,29,1,1,2.0,4,1,40018.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421754,48,4,1,4.0,2,2,30266.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421757,68,2,1,2.0,2,2,22772.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421759,77,1,1,2.0,2,1,14711.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421763,57,4,1,4.0,4,0,16359.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421769,67,2,1,1.0,1,1,20489.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421772,49,5,2,4.0,4,2,14603.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421780,62,4,1,3.0,4,2,46016.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421782,64,4,1,4.0,1,3,25022.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421784,39,2,1,2.0,1,2,18058.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421786,68,2,1,3.0,2,1,18902.876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421788,74,1,2,3.0,4,0,49517.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421795,36,3,1,4.0,2,1,8028.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421798,78,2,2,2.0,1,3,39695.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421801,62,2,1,3.0,2,4,22377.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421804,69,1,1,4.0,2,1,12834.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421805,56,4,1,4.0,4,0,31353.901,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421806,64,2,1,1.0,1,3,18465.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421807,33,2,1,,1,3,37720.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421808,69,1,1,4.0,2,2,6208.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421812,52,2,1,1.0,4,1,25428.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421813,44,1,1,2.0,1,1,13821.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421820,77,2,1,2.0,1,3,15802.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421822,70,2,2,1.0,2,2,15023.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421824,75,1,2,1.0,2,2,14035.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421828,33,6,1,3.0,1,4,30232.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421829,87,1,1,4.0,1,0,12217.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421830,25,1,1,3.0,4,1,24406.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421835,29,6,1,2.0,1,3,10284.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421837,76,2,1,4.0,2,3,16033.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421841,73,2,1,4.0,2,2,25274.969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421844,53,3,1,1.0,1,5,25764.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421845,50,4,2,1.0,1,5,10022.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421846,69,2,1,3.0,2,2,15003.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421848,45,4,1,,1,4,28720.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421851,65,1,1,2.0,1,2,10955.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421852,87,2,1,4.0,2,1,15729.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421857,57,1,1,2.0,4,1,18600.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421858,60,1,1,4.0,4,1,23260.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421861,42,2,1,3.0,1,3,31286.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421862,70,2,2,3.0,2,1,23622.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421863,56,7,1,1.0,4,4,32331.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421864,52,3,1,2.0,2,6,30859.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421865,73,2,1,2.0,2,0,22913.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421866,87,2,1,4.0,2,1,23243.876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421872,47,5,1,4.0,1,2,8478.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421874,87,2,1,2.0,2,1,24054.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421877,62,2,1,2.0,1,2,24536.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421878,63,5,2,4.0,2,2,7935.863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421879,50,5,1,2.0,2,3,16669.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421886,63,1,1,3.0,2,1,16335.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421889,58,2,1,,2,5,27469.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421890,69,1,1,2.0,4,2,26297.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421891,43,5,1,1.0,1,3,20693.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421893,67,2,1,2.0,4,2,30026.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421894,56,1,1,4.0,4,1,14430.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421897,27,3,1,4.0,4,1,21897.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421901,76,2,1,4.0,2,0,9781.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421911,29,2,1,3.0,4,1,48405.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421915,67,1,1,4.0,1,1,17951.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421922,60,2,1,3.0,1,3,36910.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421925,63,1,1,3.0,4,0,18826.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421929,24,3,1,3.0,4,2,58490.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421933,39,1,1,3.0,1,3,33466.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421936,64,3,1,1.0,1,2,27890.863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421937,79,2,1,4.0,2,3,13664.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421938,56,4,1,3.0,1,2,30656.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421939,27,1,1,2.0,1,1,18949.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421944,76,2,1,3.0,1,4,28300.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421949,50,2,2,4.0,1,6,9958.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421952,63,2,1,3.0,1,5,27555.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421956,37,1,1,3.0,1,1,35378.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421957,46,3,1,1.0,4,0,34493.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421958,75,2,1,1.0,1,2,15497.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421959,70,1,1,3.0,2,2,16626.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421960,78,4,1,1.0,2,0,14347.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421969,55,2,1,1.0,2,2,31446.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421981,63,2,1,3.0,2,2,9120.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421982,47,6,1,4.0,1,5,3862.708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421986,42,1,1,2.0,4,1,10329.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421988,42,4,1,3.0,1,3,44037.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421991,47,4,1,3.0,1,2,37812.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421992,79,2,1,1.0,2,4,21516.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421996,52,2,1,1.0,1,0,26698.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421997,30,1,1,4.0,4,1,52585.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0421999,87,3,1,3.0,2,4,12294.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422003,26,2,1,3.0,1,7,40226.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422016,53,2,1,4.0,4,0,33650.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422017,68,2,1,1.0,4,0,22151.839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422018,22,1,1,4.0,4,1,28817.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422023,54,3,1,4.0,1,2,26183.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422027,65,2,1,2.0,2,4,14873.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422029,26,1,1,3.0,4,1,43054.969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422031,27,3,1,2.0,4,0,22231.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422032,71,2,2,3.0,1,1,48827.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422034,33,2,1,1.0,4,1,31563.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422036,36,4,1,3.0,4,1,53589.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422037,59,2,1,,2,4,13475.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422038,87,1,1,4.0,4,0,25443.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422039,42,4,1,4.0,4,1,17383.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422040,56,1,1,3.0,1,2,14970.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422047,23,4,1,3.0,5,0,38249.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422051,64,2,1,1.0,1,0,20489.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422056,52,2,2,3.0,2,3,36804.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422058,50,3,1,1.0,2,2,29513.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422061,40,7,1,1.0,1,2,38389.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422066,44,4,1,2.0,1,1,14774.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422075,36,1,1,2.0,1,1,20146.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422076,34,4,1,4.0,1,1,26976.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422078,36,2,1,4.0,1,3,15278.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422080,87,1,1,3.0,4,0,32279.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422083,69,1,1,3.0,2,1,19530.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422084,64,1,1,3.0,4,2,7293.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422085,60,2,1,1.0,1,4,17812.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422086,61,1,1,1.0,2,2,28279.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422087,66,5,1,2.0,2,3,17670.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422088,50,3,1,1.0,4,4,46728.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422091,60,2,1,,2,5,26495.663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422097,63,1,1,2.0,2,5,27384.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422100,37,5,2,2.0,4,3,25642.979,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422101,44,4,1,3.0,1,2,35061.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422103,59,3,1,2.0,1,1,12126.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422105,52,2,1,3.0,4,0,17086.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422107,24,1,1,4.0,4,1,11451.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422109,22,2,1,4.0,4,2,4054.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422111,46,4,1,4.0,2,2,23211.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422117,47,4,1,1.0,4,2,23684.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422118,65,3,1,1.0,1,0,25916.863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422119,20,2,2,4.0,4,4,32792.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422120,78,2,1,2.0,2,0,15650.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422125,67,1,2,3.0,2,2,50959.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422126,62,3,1,,2,2,15878.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422130,41,3,1,3.0,2,2,33031.887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422132,32,3,1,4.0,4,2,9323.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422134,56,1,1,3.0,2,0,18536.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422135,49,4,1,2.0,1,4,9602.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422137,66,2,1,3.0,2,2,12956.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422138,63,1,1,2.0,2,2,18036.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422139,59,2,1,4.0,2,2,18282.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422143,62,2,1,1.0,2,2,34540.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422145,68,4,1,2.0,4,1,33829.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422146,28,4,1,4.0,1,4,36182.877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422147,45,1,1,3.0,1,2,34133.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422150,58,1,1,,2,1,13655.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422152,33,4,1,3.0,1,3,38624.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422154,82,1,1,4.0,1,1,21349.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422156,77,1,1,1.0,2,1,25618.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422157,68,2,1,3.0,1,2,26827.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422166,76,2,1,1.0,2,3,19392.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422167,27,1,1,2.0,4,0,30316.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422168,38,5,2,4.0,4,3,13973.542,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422174,82,1,1,3.0,2,0,30006.817,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422175,44,4,1,2.0,2,3,34039.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422176,28,2,1,3.0,4,2,41107.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422177,87,2,1,2.0,2,2,13898.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0422178,52,3,1,1.0,1,1,26475.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
