NEWID,TAX_UNIT,AGE_TP,AGE_SP,TAXYR_CY,TAXYR_PY,DEPCNT,FICAR_CY,FICAR_PY,FILESTAT,FRATE_CY,FRATE_PY,SOI_ST,SOI_ST_,SRATE_CY,SRATE_PY,WAGE_HD,WAGE_HD_,WAGE_SP,WAGE_SP_,OTHTXINC,OTHT_INC,TAXPENS,TAXPENS_,SOSSECB,SOSSECB_,NONTXINC,NONT_INC,RNTPAID,RNTPAID_,PROPTXPD,PROP_XPD,AMTDEDCT,AMTD_DCT,CHLDCARE,CHLD_ARE,DEPUND13,DEPU_D13,DEPUND17,DEPU_D17,DEPUND18,DEPU_D18,OTHDEDCT,OTHD_DCT,FTAXOWE,STAXOWE,FTAXO_PY,FTAXO_CY,STAXO_PY,STAXO_CY,FICA_PY,FICA_CY,FDAGI_PY,FDAGI_CY,STAGI_PY,STAGI_CY,CHDTX_PY,CHDTX_CY,ADDTX_PY,ADDTX_CY,DPCAR_PY,DPCAR_CY,EITCR_PY,EITCR_CY,AMTIN_PY,AMTIN_CY,AMTOW_PY,AMTOW_CY,FRGTX_PY,FRGTX_CY,FTXBC_PY,FTXBC_CY,SSTDD_PY,SSTDD_CY,SITDD_PY,SITDD_CY,SPRCR_PY,SPRCR_CY,SDCAR_PY,SDCAR_CY,SEITC_PY,SEITC_CY,DIVINC
04267414,1,0,0,2020,2019,1,.15300,.15300,2,.12000,.12000,21,D,.04750,.04750,48501,D,4992,D,0,D,0,D,0,D,0,D,0,D,1400,D,0,D,0,D,1,D,1,D,1,D,7884,D,1076,1752,1103,1048,1762,1742,8184,8184,53493,53493,52293,50988,2000,2000,0,0,0,0,0,0,53493,53493,0,0,3103,3048,3103,3048,4500,4500,0,0,0,0,0,0,0,0,0
04267424,1,0,0,2020,2019,5,.15300,.15300,1,.06060,.06060,0,T,.00000,.00000,27000,D,0,D,0,D,0,D,0,D,0,D,0,D,1900,D,3752,D,0,D,2,D,3,D,3,D,0,D,-8637,0,-8554,-8720,0,0,4131,4131,27000,27000,0,0,865,835,3675,3675,0,0,4879,5045,27000,27000,0,0,865,835,865,835,0,0,0,0,0,0,0,0,0,0,0
04267424,2,0,0,2020,2019,5,.00000,.00000,1,-.4500,-.4500,0,T,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2,D,3,D,3,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04267504,1,67,0,2020,2019,1,.05400,.05400,2,.24000,.24000,05,D,.09300,.09300,244882,D,36225,D,0,D,0,D,0,D,0,D,0,D,1600,D,120,D,0,D,0,D,0,D,1,D,21404,D,63308,24856,63403,63213,24947,24766,29404,29999,346213,346213,346213,337769,500,500,0,0,0,0,0,0,324809,324809,0,0,63903,63713,63903,63713,9074,9074,6457,6477,0,0,0,0,0,0,0
04267524,1,0,0,2020,2019,0,.00000,.00000,1,-.0765,-.0765,22,D,-.0229,-.0229,0,D,0,D,0,D,0,D,13339,D,0,D,2868,D,0,D,17,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04267534,1,0,30,2020,2019,0,.03800,.03800,2,.31880,.31880,44,D,.00000,.00000,244882,D,173000,D,0,D,0,D,0,D,0,D,0,D,4000,D,0,D,0,D,0,D,0,D,0,D,22524,D,82474,0,82779,82169,0,0,46589,47779,404476,404476,0,0,0,0,0,0,0,0,0,0,381952,381952,0,0,82779,82169,82779,82169,0,0,0,0,0,0,0,0,0,0,0
04267554,1,46,0,2020,2019,2,.15300,.15300,2,.11350,.11350,47,D,.05440,.05440,90000,D,0,D,0,D,0,D,0,D,0,D,0,D,5000,D,80,D,0,D,2,D,2,D,2,D,13684,D,3777,3175,3780,3775,3183,3166,13770,13770,90000,90000,90000,87805,4000,4000,0,0,0,0,0,0,76316,76316,0,0,7780,7775,7780,7775,9000,9000,21936,21384,0,0,0,0,0,0,0
04267564,1,0,0,2020,2019,0,.00000,.00000,1,.20630,.20630,33,D,.06210,.06210,0,D,0,D,0,D,64064,D,24730,D,0,D,0,D,0,D,80,D,0,D,0,D,0,D,0,D,18396,D,9919,2540,9953,9886,2544,2537,0,0,85085,85085,64064,62501,0,0,0,0,0,0,0,0,66689,66689,0,0,9953,9886,9953,9886,8000,8000,18476,18025,0,0,0,0,0,0,0
04267594,1,0,0,2020,2019,2,.00000,.00000,1,.00000,.00000,44,D,.00000,.00000,0,D,0,D,6071,D,18000,D,0,D,0,D,0,D,4000,D,844,D,0,D,0,D,0,D,0,D,4460,D,0,0,0,0,0,0,0,0,24071,24071,0,0,572,542,0,0,0,0,0,0,24071,24071,0,0,572,542,572,542,0,0,0,0,0,0,0,0,0,0,0
04267754,1,0,0,2020,2019,1,.15300,.15300,2,.10000,.10000,33,D,.04000,.04000,0,D,36076,D,0,D,0,D,0,D,0,D,0,D,18760,D,0,D,0,D,0,D,0,D,0,D,3896,D,648,501,668,628,497,506,5520,5520,36076,36076,36076,35196,500,500,0,0,0,0,0,0,36076,36076,0,0,1168,1128,1168,1128,16050,16050,22656,21860,0,0,0,0,0,0,0
04267764,1,0,0,2020,2019,2,.00000,.00000,1,-.0765,-.0765,34,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,6000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,15000,6000,5854,0,0,0,0,0,0,0
04267784,1,0,0,2020,2019,0,.00000,.00000,1,-.0765,-.0765,10,D,.00000,.00000,0,D,0,D,0,D,2150,D,18535,D,0,D,0,D,900,D,0,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,2150,2150,0,0,0,0,0,0,0,0,0,0,2150,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04267794,1,0,67,2020,2019,0,.15300,.07070,2,.24000,.24000,05,D,.09300,.09300,68197,D,134631,D,0,D,0,D,16024,D,0,D,0,D,10400,D,5864,D,0,D,0,D,0,D,0,D,0,D,33410,11681,33553,33267,11767,11595,30818,31033,214048,214048,200428,195540,0,0,0,0,0,0,0,0,214048,214048,0,0,33553,33267,33553,33267,9074,9074,0,0,0,0,0,0,0,0,0
04267814,1,27,0,2020,2019,0,.15300,.15300,2,.12000,.12000,05,D,.06000,.06000,85000,D,30000,D,0,D,0,D,0,D,0,D,0,D,2500,D,0,D,0,D,0,D,0,D,0,D,9972,D,8756,2696,8784,8729,2728,2664,17595,17595,100833,100833,100833,98374,0,0,0,0,0,0,0,0,100833,100833,0,0,8784,8729,8784,8729,9074,9074,12472,12168,0,0,0,0,0,0,0
04267824,1,49,0,2020,2019,2,.02900,.02900,1,.32000,.32000,06,D,.04710,.04710,175000,D,0,D,0,D,0,D,0,D,0,D,0,D,3000,D,1500,D,0,D,0,D,1,D,1,D,10040,D,31543,7997,31705,31381,7997,7997,21555,22150,189750,189750,189750,185122,2500,2500,0,0,0,0,0,0,179710,179710,0,0,34205,33881,34205,33881,0,0,0,0,0,0,0,0,0,0,0
04267824,2,0,0,2020,2019,2,.00000,.00000,1,-.3400,-.3400,06,D,-.0340,-.0340,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1,D,1,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04267834,1,0,63,2020,2019,0,.15300,.15300,2,.07650,.07650,0,T,.00000,.00000,0,D,20077,D,0,D,0,D,13963,D,0,D,0,D,950,D,0,D,0,D,0,D,0,D,0,D,0,D,-112,0,-99,-125,0,0,3072,3072,20077,20077,0,0,0,0,0,0,0,0,99,125,20077,20077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04267844,1,0,0,2020,2019,2,.15300,.15300,2,.24000,.24000,05,D,.10250,.10250,50000,D,80000,D,0,D,72000,D,0,D,0,D,49900,D,0,D,220,D,0,D,2,D,2,D,2,D,14400,D,26146,10479,26289,26003,10571,10388,19890,19890,199150,199150,199150,194293,4000,4000,0,0,0,0,0,0,199150,199150,0,0,30289,30003,30289,30003,9074,9074,13835,13675,0,0,0,0,0,0,0
04267854,1,0,0,2020,2019,3,.00000,.00000,1,-.0765,-.0765,47,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,400,D,0,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04267884,1,0,0,2020,2019,0,.00000,.00000,1,-.0765,-.0765,39,D,.00000,.00000,0,D,0,D,0,D,0,D,8400,D,0,D,2160,D,0,D,65,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04267894,1,49,0,2020,2019,2,.15300,.15300,2,.22000,.22000,50,D,.06270,.06270,70000,D,72000,D,0,D,0,D,0,D,0,D,0,D,4500,D,465,D,0,D,0,D,1,D,2,D,7484,D,14977,6984,15089,14864,7003,6965,21726,21726,142000,142000,142000,138537,2500,2500,0,0,0,0,0,0,142000,142000,0,0,17589,17364,17589,17364,0,0,7484,7301,0,0,0,0,0,0,0
04267904,1,0,0,2020,2019,1,.15300,.15300,2,.12000,.12000,14,D,.04950,.04950,17310,D,58839,D,0,D,0,D,0,D,0,D,0,D,2700,D,750,D,0,D,0,D,0,D,0,D,9600,D,5294,3297,5322,5267,3297,3297,11651,11651,76149,76149,76149,74292,500,500,0,0,0,0,0,0,76149,76149,0,0,5822,5767,5822,5767,0,0,0,0,135,132,0,0,0,0,0
04267934,1,0,0,2020,2019,0,.15300,.15300,1,.12000,.12000,12,D,.07600,.07600,32000,D,0,D,0,D,0,D,0,D,0,D,12000,D,0,D,40,D,0,D,0,D,0,D,0,D,0,D,2169,1699,2183,2156,1708,1690,4896,4896,32010,32010,32010,31229,0,0,0,0,0,0,0,0,32010,32010,0,0,2183,2156,2183,2156,2200,2200,1748,1688,0,0,0,0,0,0,0
04267944,1,0,0,2020,2019,2,.00000,.00000,1,-.0765,-.0765,0,T,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1000,D,0,D,0,D,0,D,0,D,0,D,433,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04267964,1,0,0,2020,2019,0,.15300,.15300,1,.12000,.12000,10,D,.00000,.00000,48486,D,0,D,0,D,0,D,0,D,0,D,0,D,4800,D,0,D,0,D,0,D,0,D,0,D,6324,D,4147,0,4160,4133,0,0,7418,7418,48486,48486,0,0,0,0,0,0,0,0,0,0,48486,48486,0,0,4160,4133,4160,4133,0,0,0,0,0,0,0,0,0,0,0
04268014,1,0,70,2020,2019,0,.15300,.15300,2,.12000,.12000,39,D,.03070,.03070,0,D,38729,D,0,D,30566,D,41099,D,0,D,0,D,1800,D,4680,D,0,D,0,D,0,D,0,D,3080,D,9008,1189,9036,8981,1189,1189,5926,5926,104229,104229,38729,37784,0,0,0,0,0,0,0,0,104229,104229,0,0,9036,8981,9036,8981,0,0,0,0,0,0,0,0,0,0,0
04268054,1,0,0,2020,2019,0,.00000,.00000,1,-.0765,-.0765,05,D,-.0639,-.0639,0,D,0,D,0,D,0,D,20287,D,0,D,4872,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4537,4537,0,0,0,0,0,0,0,0,0
04268084,1,0,0,2020,2019,0,.00000,.00000,1,-.0765,-.0765,36,D,.00000,.00000,0,D,0,D,0,D,0,D,10135,D,0,D,8100,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04268094,1,0,0,2020,2019,0,.15300,.15300,1,.12000,.12000,19,D,.03520,.03520,43530,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1284,D,3552,1265,3566,3538,1269,1261,6660,6660,43530,43530,43530,42468,0,0,0,0,0,0,0,0,43530,43530,0,0,3566,3538,3566,3538,0,0,0,0,0,0,0,0,0,0,0
04268154,1,0,68,2020,2019,0,.00000,.00000,2,.22200,.22200,26,D,.05220,.15330,0,D,0,D,0,D,74000,D,51480,D,0,D,0,D,3600,D,253,D,0,D,0,D,0,D,0,D,10740,D,8529,1399,8557,8502,1443,1354,0,0,100238,100238,100238,97793,0,0,0,0,0,0,0,0,100238,100238,0,0,8557,8502,8557,8502,25700,25463,0,0,0,0,0,0,0,0,0
04268174,1,0,26,2020,2019,0,.15300,.15300,2,.22000,.22000,45,D,.06250,.06250,90000,D,45000,D,0,D,0,D,0,D,0,D,0,D,1600,D,80,D,0,D,0,D,0,D,0,D,10024,D,15937,6577,16049,15824,6594,6560,20655,20655,135000,135000,135000,131707,0,0,0,0,0,0,0,0,135000,135000,0,0,16049,15824,16049,15824,0,0,0,0,0,0,0,0,0,0,0
04268184,1,0,0,2020,2019,2,.15300,.15300,1,.21060,.21060,01,D,.06450,.06450,24921,D,0,D,0,D,0,D,0,D,0,D,7920,D,0,D,109,D,0,D,1,D,1,D,2,D,240,D,-6065,782,-5987,-6143,792,772,3813,3813,24921,24921,24921,24313,657,627,1400,1400,0,0,4587,4743,24921,24921,0,0,657,627,657,627,4296,4469,2255,2200,0,0,0,0,0,0,0
04268184,2,0,0,2020,2019,2,.00000,.00000,1,-.4000,-.4000,01,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1,D,1,D,2,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4700,4700,0,0,0,0,0,0,0,0,0
04268204,1,45,0,2020,2019,1,.15300,.15300,1,.12000,.12000,0,T,.00000,.00000,70000,D,0,D,0,D,0,D,0,D,0,D,0,D,600,D,25,D,0,D,0,D,1,D,1,D,3052,D,3301,0,3321,3280,0,0,10710,10710,65000,65000,0,0,2000,2000,0,0,0,0,0,0,65000,65000,0,0,5321,5280,5321,5280,0,0,0,0,0,0,0,0,0,0,0
04268224,1,0,0,2020,2019,3,.00000,.00000,1,-.0765,-.0765,44,D,.00000,.00000,0,D,0,D,0,D,1438,D,0,D,0,D,0,D,2500,D,233,D,0,D,0,D,0,D,0,D,17922,D,0,0,0,0,0,0,0,0,2328,2328,0,0,0,0,0,0,0,0,0,0,2328,2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04268244,1,28,0,2020,2019,2,.15300,.15300,2,.12000,.12000,34,D,.05510,.05510,47000,D,43000,D,0,D,0,D,0,D,0,D,0,D,1400,D,0,D,0,D,2,D,2,D,2,D,4904,D,3457,3526,3484,3429,3544,3508,13770,13770,90000,90000,90000,87805,4000,4000,0,0,0,0,0,0,90000,90000,0,0,7484,7429,7484,7429,20000,20000,6304,6150,0,0,0,0,0,0,0
04268274,1,0,0,2020,2019,3,.00000,.00000,1,-.0765,-.0765,28,D,-.0077,-.0077,0,D,0,D,0,D,1200,D,0,D,0,D,7320,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,4735,4735,4735,4620,0,0,0,0,0,0,0,0,4735,4735,0,0,0,0,0,0,10100,10100,0,0,0,0,0,0,0,0,0
04268324,1,0,0,2020,2019,3,.15300,.15300,1,.21060,.21060,36,D,.00000,.00000,25377,D,0,D,0,D,0,D,0,D,0,D,8400,D,0,D,0,D,0,D,2,D,2,D,2,D,0,D,-7369,0,-7291,-7447,0,0,3883,3883,25377,25377,25377,24758,703,673,2800,2800,0,0,4491,4647,25377,25377,0,0,703,673,703,673,0,0,0,0,0,0,0,0,1347,1360,0
04268334,1,56,0,2020,2019,1,.15300,.15300,2,.12000,.12000,31,D,.05530,.05530,23100,D,68000,D,0,D,0,D,0,D,0,D,21600,D,0,D,300,D,0,D,0,D,0,D,0,D,0,D,6898,1813,6926,6871,1850,1776,13938,13938,89513,89513,91100,88878,500,500,0,0,0,0,0,0,89513,89513,0,0,7426,7371,7426,7371,0,0,0,0,0,0,0,0,0,0,0
04268374,1,0,32,2020,2019,0,.15300,.15300,2,.12000,.12000,44,D,.00000,.00000,72880,D,21124,D,0,D,0,D,0,D,0,D,15600,D,0,D,145,D,0,D,0,D,0,D,0,D,0,D,7937,0,7964,7909,0,0,14383,14383,94004,94004,0,0,0,0,0,0,0,0,0,0,94004,94004,0,0,7964,7909,7964,7909,0,0,0,0,0,0,0,0,0,0,0
04268384,1,0,0,2020,2019,0,.15300,.15300,1,.22000,.22000,50,D,.07020,.07020,62000,D,0,D,0,D,0,D,0,D,0,D,0,D,3000,D,0,D,0,D,0,D,0,D,0,D,5004,D,5394,2328,5451,5338,2347,2308,9486,9486,55800,55800,55800,54439,0,0,0,0,0,0,0,0,55800,55800,0,0,5451,5338,5451,5338,6049,6212,5004,4882,0,0,0,0,0,0,0
04268384,2,0,0,2020,2019,0,.15300,.15300,1,.10000,.10000,50,D,.04320,.04320,20508,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,821,361,831,811,368,355,3138,3138,20508,20508,20508,20008,0,0,0,0,0,0,0,0,20508,20508,0,0,831,811,831,811,10284,10344,0,0,0,0,0,0,0,0,0
04268384,3,50,0,2020,2019,1,.15300,.15300,1,.27980,.27980,50,D,.08320,.08320,39098,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1,D,1,D,0,D,-315,1346,-106,-523,1374,1319,5982,5982,39098,39098,39098,38144,2000,2000,0,0,0,0,319,695,39098,39098,0,0,2213,2172,2213,2172,8752,8966,0,0,0,0,0,0,13,27,0
04268404,1,0,0,2020,2019,2,.00000,.00000,1,-.0765,-.0765,0,T,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2700,D,1,D,0,D,0,D,0,D,0,D,1573,D,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04268444,1,0,0,2020,2019,0,.00000,.00000,1,-.0765,-.0765,03,D,.00000,.00000,0,D,0,D,0,D,0,D,11239,D,0,D,0,D,0,D,60,D,0,D,0,D,0,D,0,D,0,D,0,-25,0,0,-25,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12200,12200,292,287,0,0,0,0,0,0,0
04268474,1,0,0,2020,2019,4,.00000,.00000,1,-.4000,-.4000,31,D,-.1560,-.1560,0,D,0,D,0,D,0,D,0,D,0,D,18000,D,0,D,0,D,0,D,2,D,2,D,2,D,240,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04268484,1,0,0,2020,2019,2,.15300,.15300,2,.12000,.12000,05,D,.06000,.06000,57478,D,35907,D,0,D,0,D,0,D,0,D,22800,D,0,D,0,D,0,D,1,D,1,D,1,D,0,D,5363,1680,5390,5335,1729,1632,14288,14288,93385,93385,93385,91107,2500,2500,0,0,0,0,0,0,93385,93385,0,0,7890,7835,7890,7835,9074,9074,0,0,0,0,0,0,0,0,0
04268584,1,0,0,2020,2019,0,.00000,.00000,1,-.0765,-.0765,36,D,.00000,.00000,0,D,0,D,0,D,0,D,16135,D,0,D,0,D,3200,D,0,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04268644,1,0,0,2020,2019,3,.15300,.15300,1,.06060,.06060,36,D,.00000,.00000,28000,D,0,D,0,D,0,D,0,D,0,D,3360,D,0,D,0,D,0,D,3,D,3,D,3,D,0,D,-8576,0,-8493,-8659,0,0,4284,4284,28000,28000,28000,27317,965,935,3825,3825,0,0,4668,4834,28000,28000,0,0,965,935,965,935,0,0,0,0,0,0,0,0,1400,1415,0
04268664,1,55,0,2020,2019,1,.15300,.15300,1,.12000,.12000,19,D,.05280,.05280,55200,D,0,D,0,D,0,D,0,D,0,D,0,D,790,D,312,D,0,D,1,D,1,D,1,D,5804,D,2125,1716,2145,2104,1733,1700,8446,8446,55200,55200,55200,53854,2000,2000,0,0,0,0,0,0,55200,55200,0,0,4145,4104,4145,4104,0,0,0,0,0,0,0,0,0,0,0
04268684,1,0,0,2020,2019,3,.15300,.15300,1,.22860,.22860,21,D,.04750,.04750,124000,D,0,D,0,D,0,D,0,D,0,D,0,D,3000,D,0,D,0,D,1,D,3,D,3,D,11800,D,10329,4208,10385,10273,4217,4200,18972,18972,117478,117478,117478,114613,6000,6000,0,0,0,0,0,0,105678,105678,0,0,16385,16273,16385,16273,4500,4500,14800,14439,0,0,0,0,0,0,0
04268684,2,0,0,2020,2019,0,.15300,.15300,1,.12000,.12000,21,D,.04750,.04750,37579,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2838,1470,2851,2824,1474,1466,5750,5750,37579,37579,37579,36662,0,0,0,0,0,0,0,0,37579,37579,0,0,2851,2824,2851,2824,2250,2250,0,0,0,0,0,0,0,0,0
04268694,1,0,0,2020,2019,3,.15300,.15300,2,.22000,.22000,05,D,.08690,.08690,130000,D,0,D,0,D,0,D,0,D,0,D,0,D,12000,D,60,D,0,D,0,D,1,D,1,D,15936,D,11543,2953,11611,11474,3028,2878,19890,19890,130000,130000,130000,126829,3000,3000,0,0,0,0,0,0,114064,114064,0,0,14611,14474,14611,14474,9074,9074,22926,22512,0,0,0,0,0,0,0
