NEWID,TAX_UNIT,AGE_TP,AGE_SP,TAXYR_CY,TAXYR_PY,DEPCNT,FICAR_CY,FICAR_PY,FILESTAT,FRATE_CY,FRATE_PY,SOI_ST,SOI_ST_,SRATE_CY,SRATE_PY,WAGE_HD,WAGE_HD_,WAGE_SP,WAGE_SP_,OTHTXINC,OTHT_INC,TAXPENS,TAXPENS_,SOSSECB,SOSSECB_,NONTXINC,NONT_INC,RNTPAID,RNTPAID_,PROPTXPD,PROP_XPD,AMTDEDCT,AMTD_DCT,CHLDCARE,CHLD_ARE,DEPUND13,DEPU_D13,DEPUND17,DEPU_D17,DEPUND18,DEPU_D18,OTHDEDCT,OTHD_DCT,FTAXOWE,STAXOWE,FTAXO_PY,FTAXO_CY,STAXO_PY,STAXO_CY,FICA_PY,FICA_CY,FDAGI_PY,FDAGI_CY,STAGI_PY,STAGI_CY,CHDTX_PY,CHDTX_CY,ADDTX_PY,ADDTX_CY,DPCAR_PY,DPCAR_CY,EITCR_PY,EITCR_CY,AMTIN_PY,AMTIN_CY,AMTOW_PY,AMTOW_CY,FRGTX_PY,FRGTX_CY,FTXBC_PY,FTXBC_CY,SSTDD_PY,SSTDD_CY,SITDD_PY,SITDD_CY,SPRCR_PY,SPRCR_CY,SDCAR_PY,SDCAR_CY,SEITC_PY,SEITC_CY,DIVINC
04215084,1,0,0,2020,2019,5,.15300,.15300,2,.00000,.00000,0,T,.00000,.00000,16000,D,30000,D,13000,D,0,D,0,D,0,D,0,D,700,D,522,D,0,D,3,D,4,D,5,D,1716,D,-5600,0,-5600,-5600,0,0,7038,7038,47022,47022,0,0,2327,2272,5600,5600,0,0,0,0,47022,47022,0,0,2327,2272,2327,2272,0,0,0,0,0,0,0,0,0,0,0
04215144,1,0,0,2020,2019,0,.00000,.00000,1,.22000,.22000,29,D,.00000,.00000,0,D,0,D,0,D,40000,D,0,D,0,D,8400,D,0,D,1221,D,0,D,0,D,0,D,0,D,0,D,5042,0,5070,4957,0,0,0,0,54070,54070,0,0,0,0,0,0,0,0,0,0,54070,54070,0,0,5070,4957,5070,4957,0,0,0,0,0,0,0,0,0,0,0
04215154,1,0,0,2020,2019,0,.15300,.15300,1,.21840,.21840,48,D,.00000,.00000,68000,D,0,D,0,D,0,D,0,D,0,D,0,D,5700,D,0,D,0,D,0,D,0,D,0,D,13208,D,6462,0,6479,6409,0,0,10404,10404,68001,68001,0,0,0,0,0,0,0,0,0,0,54793,54793,0,0,6479,6409,6479,6409,0,0,0,0,0,0,0,0,0,0,0
04215174,1,0,0,2020,2019,2,.00000,.00000,1,.12000,.12000,10,D,.00000,.00000,0,D,0,D,0,D,2400,D,0,D,0,D,0,D,3030,D,2675,D,0,D,0,D,0,D,0,D,8280,D,3585,0,3595,3554,0,0,0,0,58950,58950,0,0,1000,1000,0,0,0,0,0,0,58950,58950,0,0,4595,4554,4595,4554,0,0,0,0,0,0,0,0,0,0,0
04215194,1,0,0,2020,2019,3,.00000,.00000,1,-.0765,-.0765,05,D,-.0639,-.0639,0,D,0,D,0,D,240,D,0,D,0,D,15600,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,240,240,240,234,0,0,0,0,0,0,0,0,240,240,0,0,0,0,0,0,9074,9074,0,0,0,0,0,0,0,0,0
04215214,1,0,0,2020,2019,1,.15300,.15300,1,.22000,.22000,05,D,.08000,.08000,85000,D,0,D,0,D,0,D,0,D,0,D,31380,D,0,D,0,D,0,D,0,D,0,D,0,D,80,D,8562,2003,8601,8445,2033,1914,13005,13005,85000,85000,85000,82927,500,500,0,0,0,0,0,0,85000,85000,0,0,9101,8945,9101,8945,9074,9074,80,78,0,0,0,0,0,0,0
04215264,1,0,0,2020,2019,0,.00000,.00000,1,.22200,.22200,33,D,.06210,.06210,0,D,0,D,0,D,32904,D,4399,D,0,D,9324,D,0,D,98,D,0,D,0,D,0,D,0,D,3300,D,2660,1255,2667,2639,1260,1240,0,0,36041,36041,32904,32101,0,0,0,0,0,0,0,0,36041,36041,0,0,2667,2639,2667,2639,8000,8000,3398,3315,0,0,0,0,0,0,0
04215284,1,32,0,2020,2019,1,.15300,.15300,2,.25980,.25980,05,D,.00000,.00000,0,D,32000,D,0,D,0,D,0,D,0,D,16500,D,0,D,0,D,0,D,1,D,1,D,1,D,0,D,-3659,0,-3619,-3781,0,0,4896,4896,32000,32000,32000,31220,760,720,1240,1280,0,0,2379,2501,32000,32000,0,0,760,720,760,720,9074,9074,0,0,0,0,0,0,0,0,0
04215304,1,40,0,2020,2019,4,.06120,.06120,2,.24000,.24000,01,D,.03700,.03730,244882,D,56358,D,0,D,0,D,0,D,0,D,0,D,1200,D,0,D,0,D,4,D,4,D,4,D,13628,D,46719,10951,46791,46505,10967,10903,32665,33260,301240,301240,301240,293893,8000,8000,0,0,0,0,0,0,301240,301240,0,0,54791,54505,54791,54505,4000,4000,29306,28839,0,0,0,0,0,0,0
04215314,1,54,0,2020,2019,1,.15300,.15300,1,.12000,.12000,44,D,.00000,.00000,68000,D,0,D,0,D,0,D,0,D,0,D,0,D,4000,D,0,D,0,D,1,D,1,D,1,D,5788,D,2894,0,2904,2863,0,0,10404,10404,61524,61524,0,0,2000,2000,0,0,0,0,0,0,61524,61524,0,0,4904,4863,4904,4863,0,0,0,0,0,0,0,0,0,0,0
04215314,2,0,0,2020,2019,0,.15300,.15300,1,.12000,.12000,44,D,.00000,.00000,35770,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2628,0,2634,2607,0,0,5473,5473,35770,35770,0,0,0,0,0,0,0,0,0,0,35770,35770,0,0,2634,2607,2634,2607,0,0,0,0,0,0,0,0,0,0,0
04215344,1,0,58,2020,2019,0,.15300,.15300,2,.12000,.12000,33,D,.06210,.06210,44522,D,66687,D,0,D,0,D,0,D,0,D,0,D,4700,D,5535,D,0,D,0,D,0,D,0,D,1240,D,8483,4529,8496,8441,4539,4499,17015,17015,98436,98436,98436,96035,0,0,0,0,0,0,0,0,98436,98436,0,0,8496,8441,8496,8441,16050,16050,11475,10951,0,0,0,0,0,0,0
04215354,1,0,0,2020,2019,0,.02900,.02900,1,.24000,.24000,34,D,.05250,.05250,180000,D,0,D,0,D,11800,D,0,D,0,D,0,D,2800,D,4899,D,0,D,0,D,0,D,0,D,6084,D,27119,7528,27142,27047,7531,7518,21700,22295,153450,153450,153450,149707,0,0,0,0,0,0,0,0,147366,147366,0,0,27142,27047,27142,27047,10000,10000,8884,8667,0,0,0,0,0,0,0
04215364,1,0,0,2020,2019,2,.00000,.00000,1,-.0765,-.0765,05,D,-.0639,-.0639,0,D,0,D,0,D,0,D,0,D,0,D,6000,D,0,D,0,D,0,D,0,D,0,D,0,D,60,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9074,9074,60,59,0,0,0,0,0,0,0
04215374,1,0,42,2020,2019,2,.03800,.03800,2,.37000,.37000,06,D,.04500,.04500,180000,D,244882,D,0,D,0,D,0,D,0,D,0,D,2200,D,155,D,0,D,2,D,2,D,2,D,13896,D,87849,18017,88031,87301,18022,18004,46855,48045,424882,424882,424882,414519,2756,2756,0,0,0,0,0,0,424882,424882,0,0,90787,90057,90787,90057,0,0,0,0,0,0,0,0,0,0,0
04215384,1,0,0,2020,2019,0,.15300,.15300,1,.12000,.12000,05,D,.04780,.04780,27578,D,0,D,0,D,0,D,0,D,0,D,17700,D,0,D,600,D,0,D,0,D,0,D,0,D,160,D,1644,208,1651,1624,215,187,4219,4219,27578,27578,27578,26905,0,0,0,0,0,0,0,0,27578,27578,0,0,1651,1624,1651,1624,4537,4537,760,741,0,0,0,0,19,24,0
04215414,1,0,0,2020,2019,0,.00000,.00000,1,-.0765,-.0765,50,D,.07200,.07030,0,D,0,D,0,D,0,D,18223,D,0,D,11496,D,0,D,100,D,0,D,0,D,0,D,0,D,600,D,0,-457,0,0,-454,-465,0,0,3661,3661,3661,3572,0,0,0,0,0,0,0,0,3661,3661,0,0,0,0,0,0,10866,10866,600,585,454,454,0,0,0,0,0
04215424,1,0,0,2020,2019,0,.02900,.02900,1,.23880,.23880,48,D,.00000,.00000,156000,D,0,D,0,D,0,D,0,D,0,D,0,D,4200,D,472,D,0,D,0,D,0,D,0,D,14460,D,25007,0,25032,24934,0,0,21004,21599,149000,149000,0,0,0,0,0,0,0,0,0,0,134540,134540,0,0,25032,24934,25032,24934,0,0,0,0,0,0,0,0,0,0,0
04215444,1,0,0,2020,2019,2,.15300,.15300,2,.22000,.22000,10,D,.00000,.00000,121711,D,8000,D,0,D,0,D,0,D,0,D,0,D,4000,D,650,D,0,D,0,D,0,D,1,D,0,D,13829,0,13885,13660,0,0,19846,19846,129711,129711,0,0,1000,1000,0,0,0,0,0,0,129711,129711,0,0,14885,14660,14885,14660,0,0,0,0,0,0,0,0,0,0,0
04215444,2,0,0,2020,2019,2,.00000,.00000,1,-.3400,-.3400,10,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04215454,1,39,0,2020,2019,2,.15300,.15300,1,-.1500,-.1500,33,D,.04000,.04000,15000,D,0,D,0,D,0,D,0,D,0,D,16716,D,0,D,0,D,0,D,2,D,2,D,2,D,0,D,-7726,-2351,-7703,-7795,-2336,-2394,2295,2295,15000,15000,15000,14634,1498,1493,1875,1875,0,0,5828,5920,15000,15000,0,0,1498,1493,1498,1493,11200,11200,0,0,0,0,0,0,1676,1675,0
04215474,1,0,69,2020,2019,0,.15300,.15300,2,.12000,.12000,37,D,.05000,.05000,60697,D,27177,D,0,D,0,D,0,D,0,D,0,D,4500,D,620,D,0,D,0,D,0,D,0,D,9596,D,7059,3297,7073,7018,3304,3276,13445,13445,87874,87874,87874,85731,0,0,0,0,0,0,0,0,87874,87874,0,0,7073,7018,7073,7018,12700,12700,0,0,0,0,0,0,0,0,0
04215484,1,0,0,2020,2019,0,.00000,.00000,1,-.0765,-.0765,25,D,.00000,.00000,0,D,0,D,0,D,0,D,10800,D,0,D,0,D,580,D,100,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,2300,680,663,0,0,0,0,0,0,0
04215494,1,0,36,2020,2019,3,.15300,.15300,2,.12000,.12000,33,D,.06210,.06210,0,D,102000,D,0,D,0,D,0,D,0,D,0,D,18760,D,0,D,0,D,3,D,3,D,3,D,12768,D,2910,2616,2924,2869,2623,2594,15606,15606,102000,102000,102000,99512,6000,6000,0,0,0,0,0,0,102000,102000,0,0,8924,8869,8924,8869,16050,16050,31528,30515,0,0,0,0,0,0,0
04215534,1,0,0,2020,2019,2,.00000,.00000,1,-.0765,-.0765,0,T,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,4000,D,0,D,0,D,0,D,0,D,0,D,2448,D,0,0,0,0,0,0,0,0,3279,3279,0,0,0,0,0,0,0,0,0,0,3279,3279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04215544,1,0,0,2020,2019,1,.15300,.15300,1,.00980,.00980,06,D,.06100,.06100,11000,D,0,D,0,D,0,D,0,D,0,D,0,D,900,D,1000,D,0,D,1,D,1,D,1,D,5904,D,-4090,-28,-3996,-4372,-15,-66,1683,1683,24067,24067,24067,23480,572,542,1275,1275,0,0,2721,3097,24067,24067,0,0,572,542,572,542,0,0,0,0,0,0,0,0,272,302,0
04215544,3,0,0,2020,2019,0,.15300,.15300,1,.07650,.07650,06,D,.00770,.00770,10000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-442,-44,-426,-490,-43,-49,1530,1530,10000,10000,10000,9756,0,0,0,0,0,0,426,490,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,48,0
04215674,1,30,0,2020,2019,2,.15300,.15300,2,.12000,.12000,36,D,.02930,.03020,45000,D,20000,D,0,D,0,D,0,D,0,D,15000,D,0,D,100,D,0,D,2,D,2,D,2,D,0,D,146,1144,160,105,1149,1131,9945,9945,62300,62300,62300,60781,4000,4000,0,0,0,0,0,0,62300,62300,0,0,4160,4105,4160,4105,0,0,0,0,0,0,0,0,0,0,0
04215724,1,0,0,2020,2019,0,.00000,.00000,1,-.0765,-.0765,23,D,.04330,.04260,0,D,0,D,0,D,0,D,12811,D,0,D,0,D,1200,D,1281,D,0,D,0,D,0,D,0,D,8687,D,0,-501,0,0,-501,-502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,462,0,0,0,0,0
04215764,1,0,0,2020,2019,2,.00000,.00000,1,.12000,.12000,14,D,.00000,.00000,0,D,0,D,0,D,22000,D,0,D,0,D,0,D,6300,D,0,D,0,D,0,D,0,D,0,D,2400,D,591,0,601,560,0,0,0,0,34000,34000,12000,11707,1000,1000,0,0,0,0,0,0,34000,34000,0,0,1601,1560,1601,1560,0,0,0,0,256,250,0,0,0,0,0
04215794,1,0,0,2020,2019,0,.00000,.00000,1,-.0765,-.0765,50,D,.00000,.00000,0,D,0,D,0,D,0,D,18259,D,0,D,0,D,800,D,50,D,0,D,0,D,0,D,0,D,2464,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10866,10866,2464,2404,0,0,0,0,0,0,0
04215804,1,0,0,2020,2019,0,.00000,.00000,1,.10000,.10000,05,D,.00000,.00000,0,D,0,D,0,D,13000,D,6708,D,0,D,0,D,1300,D,760,D,0,D,0,D,0,D,0,D,0,D,75,0,80,60,0,0,0,0,13000,13000,13000,12683,0,0,0,0,0,0,0,0,13000,13000,0,0,80,60,80,60,4537,4537,2060,2010,0,0,0,0,0,0,0
04215814,1,0,0,2020,2019,0,.00000,.00000,1,-.0765,-.0765,19,D,-.0038,-.0038,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1200,D,0,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04215824,1,50,0,2020,2019,0,.15300,.15300,2,.22000,.22000,21,D,.04750,.05000,24000,D,101857,D,0,D,0,D,0,D,0,D,0,D,2900,D,0,D,0,D,0,D,0,D,0,D,3284,D,14002,5378,14058,13833,5390,5340,19256,19256,125952,125952,124752,121680,0,0,0,0,0,0,0,0,125952,125952,0,0,14058,13833,14058,13833,4500,4500,0,0,0,0,0,0,0,0,0
04215824,2,0,0,2020,2019,0,.15300,.15300,1,.17650,.17650,21,D,.00000,.07860,12536,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-219,139,-198,-283,186,0,1918,1918,12536,12536,12536,12230,0,0,0,0,0,0,232,296,12536,12536,0,0,34,14,34,14,1880,1835,0,0,0,0,0,0,116,145,0
04215824,3,0,0,2020,2019,0,.15300,.15300,1,.17650,.10000,21,D,.08570,.04750,16160,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,386,452,396,357,456,439,2472,2472,16160,16160,16160,15766,0,0,0,0,0,0,0,19,16160,16160,0,0,396,376,396,376,2250,2250,0,0,0,0,0,0,0,9,0
04215874,1,0,27,2020,2019,0,.15300,.15300,2,.22000,.22000,11,D,.05750,.05750,75000,D,65000,D,0,D,0,D,0,D,0,D,26400,D,0,D,78,D,0,D,0,D,0,D,0,D,1200,D,14893,6463,14949,14724,6470,6444,21420,21420,130000,130000,130000,126829,0,0,0,0,0,0,0,0,130000,130000,0,0,14949,14724,14949,14724,6000,6000,0,0,0,0,0,0,0,0,0
04215884,1,0,0,2020,2019,2,.15300,.15300,2,.12000,.12000,22,D,.05050,.05050,60000,D,0,D,0,D,0,D,0,D,0,D,0,D,500,D,20,D,0,D,2,D,2,D,2,D,2640,D,-130,2014,-116,-171,2020,1995,9180,9180,60000,60000,60000,58537,3884,3829,116,171,0,0,0,0,60000,60000,0,0,3884,3829,3884,3829,0,0,0,0,0,0,0,0,0,0,0
04215904,1,0,0,2020,2019,0,.15300,.15300,1,.12000,.12000,0,T,.00000,.00000,42000,D,0,D,0,D,0,D,2000,D,0,D,0,D,4300,D,2644,D,0,D,0,D,0,D,0,D,4284,D,3579,0,3586,3559,0,0,6426,6426,43700,43700,0,0,0,0,0,0,0,0,0,0,43700,43700,0,0,3586,3559,3586,3559,0,0,0,0,0,0,0,0,0,0,0
04215904,2,0,0,2020,2019,0,.15300,.15300,1,.12000,.12000,0,T,.00000,.00000,33151,D,0,D,0,D,0,D,1652,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2412,0,2419,2392,0,0,5072,5072,33977,33977,0,0,0,0,0,0,0,0,0,0,33977,33977,0,0,2419,2392,2419,2392,0,0,0,0,0,0,0,0,0,0,0
04215914,1,59,0,2020,2019,0,.03800,.03800,2,.32000,.32000,05,D,.09300,.09300,244882,D,160000,D,0,D,0,D,0,D,0,D,0,D,3600,D,20,D,0,D,0,D,0,D,0,D,12384,D,85165,31167,85347,84617,31218,31013,46095,47285,407882,407882,407882,397934,0,0,0,0,0,0,0,0,407882,407882,0,0,85347,84617,85347,84617,9074,9074,0,0,0,0,0,0,0,0,0
04215924,1,0,0,2020,2019,1,.15300,.15300,1,.10000,.10000,44,D,.00000,.00000,24601,D,0,D,300,D,0,D,0,D,0,D,0,D,3400,D,16,D,0,D,0,D,0,D,0,D,2568,D,148,0,155,125,0,0,3764,3764,24901,24901,0,0,500,500,0,0,0,0,0,0,24901,24901,0,0,655,625,655,625,0,0,0,0,0,0,0,0,0,0,0
04215924,2,0,0,2020,2019,0,.15300,.15300,1,.12000,.12000,44,D,.00000,.00000,26694,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1538,0,1545,1518,0,0,4084,4084,26694,26694,0,0,0,0,0,0,0,0,0,0,26694,26694,0,0,1545,1518,1545,1518,0,0,0,0,0,0,0,0,0,0,0
04215964,1,0,0,2020,2019,0,.00000,.00000,1,-.0765,-.0765,34,D,.00000,.00000,0,D,0,D,0,D,0,D,22135,D,0,D,0,D,960,D,0,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,960,937,0,0,0,0,0,0,0
04215974,1,0,39,2020,2019,0,.02900,.02900,2,.22000,.22000,33,D,.07360,.07360,0,D,150000,D,0,D,0,D,0,D,0,D,14400,D,0,D,0,D,0,D,0,D,0,D,0,D,120,D,19249,8198,19305,19080,8215,8145,20830,21425,149800,149800,149800,146146,0,0,0,0,0,0,0,0,149800,149800,0,0,19305,19080,19305,19080,16050,16050,120,117,0,0,0,0,0,0,0
04215984,1,0,0,2020,2019,1,.15300,.15300,2,.12000,.12000,11,D,.05750,.05750,34839,D,68243,D,0,D,0,D,0,D,0,D,0,D,3000,D,205,D,0,D,1,D,1,D,1,D,2448,D,7040,4742,7054,6999,4749,4720,15772,15772,103082,103082,103082,100568,2000,2000,0,0,0,0,0,0,103082,103082,0,0,9054,8999,9054,8999,6000,6000,0,0,0,0,0,0,0,0,0
04215994,1,0,0,2020,2019,0,.15300,.15300,1,.12000,.12000,33,D,.06210,.06210,42000,D,0,D,0,D,0,D,0,D,0,D,6600,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,3375,1820,3382,3355,1824,1805,6426,6426,42000,42000,42000,40976,0,0,0,0,0,0,0,0,42000,42000,0,0,3382,3355,3382,3355,8000,8000,0,0,0,0,0,0,0,0,0
04215994,2,0,0,2020,2019,0,.15300,.15300,1,.12000,.12000,33,D,.06210,.06210,33921,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2406,1318,2413,2385,1323,1303,5190,5190,33921,33921,33921,33094,0,0,0,0,0,0,0,0,33921,33921,0,0,2413,2385,2413,2385,8000,8000,0,0,0,0,0,0,0,0,0
04216014,1,0,0,2020,2019,0,.15300,.15300,1,.22000,.22000,39,D,.03070,.03070,60000,D,0,D,0,D,0,D,0,D,0,D,8400,D,0,D,95,D,0,D,0,D,0,D,0,D,0,D,6346,1842,6375,6262,1842,1842,9180,9180,60000,60000,60000,58537,0,0,0,0,0,0,0,0,60000,60000,0,0,6375,6262,6375,6262,0,0,0,0,0,0,0,0,0,0,0
04216064,1,0,50,2020,2019,1,.15300,.15300,2,.22000,.22000,21,D,.05000,.05250,61478,D,80000,D,0,D,0,D,0,D,0,D,0,D,2100,D,0,D,0,D,0,D,0,D,0,D,612,D,16918,6002,16974,16749,6009,5980,21646,21646,141478,141478,140278,136827,500,500,0,0,0,0,0,0,141478,141478,0,0,17474,17249,17474,17249,4500,4500,0,0,0,0,0,0,0,0,0
04216064,2,0,0,2020,2019,0,.15300,.15300,1,.12000,.12000,21,D,.04750,.04750,50000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,4335,2062,4342,4315,2064,2056,7650,7650,50000,50000,50000,48781,0,0,0,0,0,0,0,0,50000,50000,0,0,4342,4315,4342,4315,2250,2250,0,0,0,0,0,0,0,0,0
04216074,1,67,0,2020,2019,0,.15300,.15300,2,.22200,.22200,01,D,.03480,.03510,49373,D,0,D,0,D,2300,D,32453,D,0,D,0,D,3180,D,110,D,0,D,0,D,0,D,0,D,0,D,5873,1703,5887,5832,1706,1696,7554,7554,77988,77988,51673,50413,0,0,0,0,0,0,0,0,77988,77988,0,0,5887,5832,5887,5832,4000,4000,7067,6895,0,0,0,0,0,0,0
04216084,1,58,0,2020,2019,0,.15300,.15300,2,.15000,.15000,10,D,.00000,.00000,26000,D,0,D,0,D,2000,D,16560,D,0,D,10068,D,0,D,55,D,0,D,0,D,0,D,0,D,0,D,429,0,439,399,0,0,3978,3978,28786,28786,0,0,0,0,0,0,0,0,0,0,28786,28786,0,0,439,399,439,399,0,0,0,0,0,0,0,0,0,0,0
