QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOF,PROP0NOF,OWNYF,OWNYF_,NEWMRRT,NEWMRRT_,ORGMRTX,ORGMRTX_,QMRTTERM,QMRT_ERM,MRTPMTX,MRTPMTX_,PAYPROTX,PAYP_OTX,PAYPROIN,PAYP_OIN,PAYMORIN,PAYM_RIN,PAYOTHER,PAYO_HER,QESCROWX,QESC_OWX,QPRINM1X,QPRI_M1X,QPRINM2X,QPRI_M2X,QPRINM3X,QPRI_M3X,QADINT1X,QADI_T1X,QADINT2X,QADI_T2X,QADINT3X,QADI_T3X,QRFINDAT,QRFI_DAT,FRSTPYMO,FRST_YMO,FRSTPYYR,FRST_YYR,FIXEDRTE,FIXE_RTE,QNEWDATE,QNEW_ATE,QBLNCM1X,QBLN_M1X,QBLNCM2X,QBLN_M2X,QBLNCM3X,QBLN_M3X,LOAN_NOF,LOAN0NOF,VARRTE,VARRTE_,INTONLY,INTONLY_,OTHRTE,OTHRTE_,PAYMT1X,PAYMT1X_,PAYMT2X,PAYMT2X_,PAYMT3X,PAYMT3X_,PAYPRINI,PAYP_INI,PAYINT,PAYINT_,REFI,REFI_
20202,04214874,26,0,5,01,D,100,D,.0400,D,161000,D,30,D,924,D,3,D,4,D,,A,,A,155,D,258,D,258,D,259,D,511,D,511,D,510,D,,A,06,D,2017,D,1,D,012020,D,153426,D,153168,D,152910,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04214994,25,0,5,01,D,100,D,.0504,D,140000,D,30,D,1100,D,,A,4,D,,A,,A,345,D,287,D,288,D,289,D,468,D,467,D,466,D,,A,04,D,2009,D,1,D,,A,111485,D,111198,D,110910,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04215034,12,0,5,01,D,100,D,.0398,D,45000,D,15,D,600,D,3,D,4,D,,A,,A,268,D,241,D,241,D,242,D,91,D,91,D,90,D,,A,02,D,2013,D,1,D,,A,27571,D,27331,D,27090,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04215054,20,0,5,01,D,100,D,.0634,D,50000,D,30,D,462,D,,B,,B,,B,,B,151,D,106,D,107,D,107,D,205,D,204,D,204,D,,A,02,D,2007,D,1,D,,A,38803,D,38697,D,38590,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04215084,24,0,5,01,D,100,D,.0397,D,44509,D,10,D,450,D,,A,,A,,A,,A,0,D,306,D,307,D,308,D,144,D,143,D,142,D,,A,10,D,2019,D,1,D,,A,43598,D,43292,D,42985,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04215154,22,0,5,01,D,100,D,.0398,D,210000,D,30,D,1596,D,3,D,4,D,,A,,A,596,D,398,D,399,D,401,D,602,D,601,D,599,D,,A,03,D,2013,D,1,D,,A,181454,D,181056,D,180656,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04215174,45,0,5,01,D,100,D,.0400,D,143574,D,15,D,1410,D,3,D,4,D,,A,,A,348,D,649,D,651,D,653,D,413,D,411,D,409,D,,A,05,D,2017,D,1,D,,A,123907,D,123258,D,122607,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04215304,15,0,5,01,D,100,D,.0397,D,350000,D,30,D,1900,D,3,D,4,D,,A,,A,235,D,528,D,529,D,531,D,1137,D,1136,D,1134,D,,A,01,D,2019,D,1,D,,A,343803,D,343275,D,342746,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04215314,14,0,5,01,D,100,D,.0430,D,151000,D,30,D,1578,D,3,D,4,D,,A,,A,831,D,264,D,265,D,265,D,483,D,482,D,482,D,,A,04,D,2014,D,1,D,,A,134914,D,134650,D,134386,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04215354,27,0,5,01,D,100,D,.0397,D,147253,D,20,D,1154,D,3,D,4,D,,A,,A,264,D,,A,,A,403,D,,A,,A,487,D,,A,03,D,2020,D,1,D,032020,D,,A,,A,147253,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04215354,56,0,5,01,D,100,D,.0475,D,108250,D,15,D,1132,D,3,D,4,D,,A,,A,290,D,442,D,444,D,,A,400,D,398,D,,A,032020,D,08,D,2018,D,1,D,,A,100993,D,100551,D,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20202,04215374,31,0,1,01,D,100,D,.0385,D,400000,D,30,D,2400,D,3,D,4,D,,A,,A,525,D,715,D,717,D,719,D,1160,D,1158,D,1156,D,,A,02,D,2015,D,1,D,,A,361637,D,360922,D,360205,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04215424,42,0,5,01,D,100,D,.0488,D,231810,D,30,D,2096,D,3,D,,A,,A,,A,869,D,389,D,390,D,392,D,838,D,837,D,835,D,,A,08,D,2013,D,1,D,,A,206164,D,205775,D,205385,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04215474,11,0,1,01,D,100,D,.0450,D,225000,D,30,D,1716,D,3,D,4,D,,A,,A,576,D,339,D,340,D,342,D,801,D,800,D,798,D,,A,01,D,2017,D,1,D,,A,213604,D,213265,D,212925,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04215494,12,0,5,01,D,100,D,.0400,D,330000,D,30,D,5409,T,3,D,4,D,,A,,A,2625,D,509,D,511,D,513,D,1066,D,1064,D,1062,D,,A,04,D,2018,D,1,D,,A,319685,D,319176,D,318665,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04215544,33,0,5,01,D,100,D,.0510,D,114000,D,30,D,867,D,3,D,4,D,,A,,A,248,D,146,D,147,D,148,D,473,D,472,D,471,D,,A,05,D,2018,D,1,D,,A,111199,D,111052,D,110905,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04215724,24,0,5,01,D,100,D,.0660,F,130000,F,30,F,887,F,3,F,4,F,5,F,,A,57,F,233,F,235,F,236,F,597,F,595,F,594,F,,A,05,F,2009,F,1,F,,A,108484,F,108251,F,108016,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04215794,17,0,5,01,D,100,D,.0530,D,47100,D,30,D,404,D,3,D,4,D,5,D,,A,142,D,56,D,57,D,57,D,206,D,205,D,205,D,,A,03,D,2019,D,1,D,,A,46549,D,46493,D,46436,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04215824,11,0,5,01,D,100,D,.0743,D,79490,D,30,D,784,D,3,D,4,D,,A,,A,232,D,277,D,278,D,280,D,275,D,274,D,272,D,,A,05,D,1999,D,1,D,,A,44495,D,44219,D,43940,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04215884,21,0,5,01,D,100,D,.0400,D,15300,D,30,D,1220,D,3,D,,A,,A,,A,1147,D,23,D,23,D,23,D,50,D,50,D,50,D,,A,04,D,2019,D,1,D,,A,15099,D,15077,D,15054,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04215904,17,0,5,02,D,300,D,.0400,D,145000,D,15,D,1073,D,,A,,A,,A,,A,0,D,541,D,543,D,545,D,359,D,357,D,355,D,,A,10,D,2017,D,2,D,,A,128382,D,127738,D,127091,D,01,D,,C,,C,,C,900,D,900,D,900,D,1,D,2,D,2,D
20202,04215914,21,0,5,01,D,100,D,.0454,D,300000,D,10,D,3115,D,,A,,A,,A,,A,0,D,1973,T,1917,T,1915,T,1020,D,1012,D,1004,D,,A,10,D,2018,D,1,D,,A,269500,D,267405,D,265302,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04215924,7,0,5,01,D,100,D,.0790,F,33500,F,15,F,339,F,,B,,B,,B,,B,21,F,103,F,104,F,105,F,215,F,214,F,213,F,,A,06,F,2019,F,1,F,,A,32599,F,32496,F,32392,F,01,D,,C,,C,,C,,A,,A,,A,1,D,2,D,1,D
20202,04216064,14,0,5,01,D,100,D,.0400,D,35000,D,30,D,2233,D,3,D,4,D,5,D,,A,2066,D,116,D,116,D,116,D,51,D,51,D,51,D,,A,03,D,1999,D,1,D,,A,15403,D,15288,D,15172,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04216104,17,0,5,01,D,100,D,.0400,F,125677,F,30,F,600,F,,C,,C,,C,,C,0,F,342,F,343,F,344,F,258,F,257,F,256,F,,A,03,F,2004,F,1,F,,A,77429,F,77087,F,76744,F,01,D,,C,,C,,C,,A,,A,,A,,C,,A,2,D
20202,04216114,25,0,1,01,D,100,D,.0500,D,150000,D,30,D,842,D,3,D,4,D,5,D,,A,37,D,540,D,542,D,544,D,265,D,263,D,261,D,,A,01,D,1998,D,1,D,,A,63716,D,63177,D,62635,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04216194,24,0,5,01,D,100,D,.0417,D,400000,D,30,D,2000,D,3,D,,A,,A,,A,51,D,710,D,713,D,715,D,1239,D,1236,D,1234,D,,A,04,D,2014,D,1,D,,A,356497,D,355787,D,355074,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04216514,28,0,5,01,D,100,D,.0400,D,88000,D,30,D,905,D,3,D,4,D,,A,,A,485,D,,A,,A,144,D,,A,,A,276,D,,A,01,D,2017,D,1,D,032020,D,,A,,A,82878,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04216514,60,0,5,01,D,100,D,.0400,D,88000,D,30,D,789,D,3,D,4,D,,A,,A,369,D,143,D,143,D,,A,277,D,277,D,,A,032020,D,01,D,2017,D,1,D,,A,83164,D,83021,D,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20202,04216544,26,0,5,01,D,100,D,.0800,F,36000,F,30,F,326,F,,B,,B,,B,,B,62,F,76,F,77,F,77,F,188,F,187,F,187,F,,A,07,F,2005,F,1,F,,A,28160,F,28084,F,28007,F,01,D,,A,2,D,,A,,A,,A,,A,1,D,2,D,2,D
20202,04216604,19,0,5,01,D,100,D,.0425,D,315000,D,30,D,2200,D,3,D,4,D,5,D,,A,650,D,504,D,506,D,507,D,1046,D,1044,D,1043,D,,A,07,D,2016,D,1,D,,A,295367,D,294863,D,294357,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04216654,10,0,5,01,D,100,D,.0650,D,130000,D,30,D,1069,D,3,D,4,D,5,D,,A,247,D,128,D,128,D,129,D,694,D,694,D,693,D,,A,10,D,2018,D,1,D,,A,128164,D,128036,D,127908,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04216744,29,0,5,01,D,100,D,.0397,D,804516,T,30,D,5409,T,3,D,4,D,,A,,A,1265,D,906,D,909,D,912,D,2029,D,2026,D,2023,D,,A,09,D,2019,D,1,D,,A,751698,T,754975,T,751626,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04216754,22,0,5,01,D,100,D,.0600,D,100075,D,30,D,600,D,,A,,A,,A,,A,0,D,597,D,,A,,A,3,D,,A,,A,,A,02,D,1990,D,1,D,,A,597,D,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04216764,48,0,5,01,D,100,D,.0397,D,365000,D,30,D,2567,D,3,D,4,D,5,D,,A,831,D,530,D,532,D,534,D,1206,D,1204,D,1202,D,,A,12,D,2019,D,1,D,,A,364472,D,363941,D,363409,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04216764,49,0,5,02,D,200,D,.0365,D,242000,D,30,D,1706,D,3,D,4,D,5,D,,A,599,D,419,D,420,D,421,D,688,D,687,D,686,D,,A,09,D,2016,D,1,D,,A,226248,D,225830,D,225410,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04216864,22,0,5,01,D,100,D,.0500,D,300000,D,30,D,2600,D,3,D,4,D,,A,,A,990,D,680,D,683,D,686,D,930,D,927,D,924,D,,A,04,D,2007,D,1,D,,A,223170,D,222489,D,221806,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04216874,21,0,5,01,D,100,D,.0584,F,392000,F,30,F,2769,F,3,F,,A,,A,,A,459,F,1012,F,1017,F,1022,F,1298,F,1293,F,1288,F,,A,04,F,2004,F,1,F,,A,266742,F,265731,F,264714,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04216884,12,0,5,01,D,100,D,.0587,D,291432,D,30,D,2100,D,3,D,4,D,,A,,A,377,D,692,D,695,D,699,D,1031,D,1028,D,1024,D,,A,08,D,2005,D,1,D,,A,210805,D,210113,D,209418,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04216924,18,0,5,01,D,100,D,.0440,D,130000,D,30,D,663,D,,B,,B,,B,,B,12,D,220,D,221,D,222,D,431,D,430,D,429,D,,A,09,D,2014,D,1,D,,A,117451,D,117230,D,117009,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04216984,22,0,5,01,D,100,D,.0446,D,97152,D,10,D,1005,D,,A,,A,,A,,A,0,D,926,D,930,D,933,D,79,D,75,D,72,D,,A,11,D,2011,D,1,D,,A,21192,D,20266,D,19336,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04217064,40,0,5,01,D,100,D,.0425,D,250000,D,15,D,1900,D,,B,,B,,B,,B,19,D,1039,D,1042,D,1046,D,842,D,839,D,835,D,,A,01,D,2019,D,1,D,,A,237818,D,236779,D,235736,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04217114,17,0,5,01,D,100,D,.0450,D,167914,D,30,D,1329,D,3,D,4,D,,A,,A,478,D,333,D,334,D,335,D,518,D,517,D,516,D,,A,12,D,2010,D,1,D,,A,138181,D,137848,D,137514,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04217134,15,0,5,01,D,100,D,.0446,D,98947,D,30,D,768,D,3,D,4,D,5,D,,A,269,D,192,D,193,D,194,D,307,D,306,D,305,D,,A,06,D,2011,D,1,D,,A,82513,D,82321,D,82128,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04217194,12,0,1,01,D,100,D,.0397,D,339509,D,30,D,1615,D,,A,,A,,A,,A,0,D,492,D,493,D,495,D,1123,D,1122,D,1120,D,,A,01,D,2020,D,1,D,,A,339509,D,339017,D,338524,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04217264,28,0,5,01,D,100,D,.0385,D,278962,D,40,D,1500,D,3,D,4,D,,A,,A,360,D,293,D,294,D,295,D,847,D,846,D,845,D,,A,05,D,2015,D,1,D,,A,263959,D,263666,D,263371,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04217294,25,0,5,01,D,100,D,.0365,F,366000,F,30,F,2020,F,3,F,4,F,,A,,A,346,F,647,F,649,F,651,F,1027,F,1025,F,1023,F,,A,03,F,2016,F,1,F,,A,337714,F,337067,F,336418,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04217314,30,0,5,01,D,100,D,.0446,D,188971,D,30,D,1395,D,3,D,4,D,5,D,,A,442,D,361,D,362,D,363,D,592,D,591,D,590,D,,A,11,D,2011,D,1,D,,A,159402,D,159041,D,158680,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04217354,22,0,5,01,D,100,D,.0425,D,79000,D,30,D,799,D,3,D,4,D,,A,,A,410,D,158,D,159,D,159,D,231,D,230,D,230,D,,A,04,D,2011,D,1,D,,A,65140,D,64981,D,64822,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04217394,10,0,5,01,D,100,D,.0510,D,68000,D,30,D,800,D,3,D,4,D,,A,,A,431,D,83,D,84,D,84,D,286,D,285,D,285,D,,A,03,D,2019,D,1,D,,A,67185,D,67101,D,67017,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04217414,11,0,5,01,D,100,D,.0397,D,250000,D,30,D,2200,D,3,D,4,D,5,D,,A,1011,D,369,D,370,D,372,D,820,D,819,D,817,D,,A,07,D,2019,D,1,D,,A,247810,D,247441,D,247071,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04217424,12,0,5,01,D,100,D,.0641,F,96979,F,15,F,1000,F,3,F,4,F,,A,,A,160,F,767,F,771,F,775,F,73,F,69,F,65,F,,A,06,F,2006,F,1,F,,A,13616,F,12849,F,12078,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04217434,11,0,5,01,D,100,D,.0725,D,95000,D,30,D,750,D,,B,,B,,B,,B,102,D,139,D,140,D,141,D,509,D,508,D,507,D,,A,04,D,2011,D,1,D,,A,84188,D,84049,D,83908,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04217454,22,0,5,01,D,100,D,.0417,D,804516,T,30,D,3446,D,3,D,4,D,,A,,A,522,D,1077,D,1081,D,1085,D,1847,D,1843,D,1839,D,,A,01,D,2014,D,1,D,,A,751698,T,754975,T,751626,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04217494,16,0,5,01,D,100,D,.0760,D,190000,D,30,D,2000,D,3,D,4,D,,A,,A,658,D,744,D,748,D,753,D,598,D,594,D,589,D,,A,11,D,1997,D,1,D,,A,94493,D,93750,D,93001,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04217694,12,0,5,01,D,100,D,.0575,D,100000,D,30,D,780,D,,A,4,D,,A,,A,196,D,243,D,244,D,245,D,341,D,340,D,339,D,,A,05,D,2005,D,1,D,,A,71133,D,70890,D,70646,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04217824,13,0,5,01,D,100,D,.0513,F,302000,F,30,F,2164,F,3,F,4,F,5,F,,A,519,F,360,F,362,F,363,F,1285,F,1283,F,1282,F,,A,09,F,2019,F,1,F,,A,300575,F,300215,F,299853,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04217844,25,0,5,01,D,100,D,.0440,D,64502,D,30,D,475,D,3,D,,A,,A,,A,152,D,104,D,105,D,105,D,219,D,218,D,218,D,,A,10,D,2015,D,1,D,,A,59661,D,59557,D,59452,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04217984,18,0,5,01,D,100,D,.0400,D,16290,D,5,D,600,D,3,D,4,D,,A,,A,300,D,260,D,261,D,262,D,40,D,39,D,38,D,,A,08,D,2018,D,1,D,,A,12000,D,11740,D,11479,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04218064,27,0,5,01,D,100,D,.0398,D,72000,D,15,D,1400,D,3,D,4,D,,A,,A,868,D,378,D,380,D,381,D,154,D,152,D,151,D,,A,08,D,2013,D,1,D,,A,46327,D,45949,D,45569,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04218074,34,0,5,01,D,100,D,.0365,D,161648,D,20,D,1223,D,3,D,4,D,5,D,,A,273,D,518,D,519,D,521,D,432,D,431,D,429,D,,A,09,D,2016,D,1,D,,A,142185,D,141667,D,141148,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04218134,38,0,5,01,D,100,D,.0400,D,179000,D,30,D,900,D,3,D,,A,,A,,A,45,D,281,D,282,D,283,D,574,D,573,D,572,D,,A,12,D,2017,D,1,D,,A,172277,D,171996,D,171714,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04218134,39,0,5,01,D,100,D,.0582,D,15135,D,30,D,89,D,,A,,A,,A,,A,0,D,42,D,42,D,42,D,47,D,47,D,47,D,,A,01,D,2003,D,1,D,,A,9723,D,9681,D,9639,D,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04218204,11,0,5,01,D,100,D,.0584,D,71610,D,30,D,680,D,3,D,4,D,,A,,A,258,D,181,D,182,D,183,D,241,D,240,D,239,D,,A,07,D,2004,D,1,D,,A,49455,D,49274,D,49091,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04218284,20,0,5,01,D,100,D,.0525,D,180000,D,30,D,1319,D,3,D,4,D,,A,,A,325,D,220,D,220,D,221,D,774,D,774,D,773,D,,A,11,D,2018,D,1,D,,A,177025,D,176806,D,176585,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04218284,21,0,5,01,D,100,D,.0525,D,6000,D,30,D,65,D,,B,,B,,B,,B,32,D,7,D,7,D,7,D,26,D,26,D,26,D,,A,09,D,2018,D,1,D,,A,5888,D,5881,D,5874,D,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04218294,8,0,5,01,D,100,D,.0582,F,15135,F,30,F,89,F,,A,,A,,A,,A,0,F,42,F,42,F,42,F,47,F,47,F,47,F,,A,01,F,2003,F,1,F,,A,9723,F,9681,F,9639,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04218354,37,0,5,01,D,100,D,.0550,D,181000,D,30,D,1398,D,3,D,4,D,,A,,A,370,D,,A,,A,202,D,,A,,A,826,D,,A,11,D,2019,D,1,D,032020,D,,A,,A,180201,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04218354,60,0,5,01,D,100,D,.0550,D,181000,D,30,D,1360,D,3,D,4,D,,A,,A,332,D,203,D,204,D,,A,825,D,824,D,,A,032020,D,08,D,2019,D,1,D,,A,179999,D,179796,D,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20202,04218444,25,0,5,01,D,100,D,.0550,D,250000,D,12,D,2501,D,,B,,B,,B,,B,126,D,1246,D,1252,D,1258,D,1129,D,1123,D,1117,D,,A,10,D,2019,D,1,D,,A,246296,D,245049,D,243798,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04218454,20,0,5,01,D,100,D,.0417,D,153828,D,15,D,1151,D,,A,,A,,A,,A,0,D,778,D,780,D,783,D,373,D,371,D,368,D,,A,06,D,2014,D,1,D,,A,107412,D,106635,D,105854,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04218484,16,0,5,01,D,100,D,.0488,D,127000,D,30,D,871,D,3,D,,A,,A,,A,199,D,266,D,267,D,268,D,406,D,405,D,404,D,,A,01,D,2009,D,1,D,,A,99897,D,99631,D,99364,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04218514,13,0,5,01,D,100,D,.0513,D,123000,D,30,D,958,D,3,D,4,D,,A,,A,288,D,225,D,226,D,227,D,445,D,444,D,443,D,,A,05,D,2011,D,1,D,,A,104168,D,103944,D,103718,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04218614,41,0,1,01,D,100,D,.0425,D,182949,D,30,D,1090,D,3,D,4,D,,A,,A,190,D,415,D,416,D,418,D,485,D,484,D,482,D,,A,04,D,2008,D,1,D,,A,136957,D,136542,D,136126,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04218644,38,0,5,02,D,300,D,.0410,D,144868,D,30,D,700,D,,A,,A,,A,,A,0,D,226,D,226,D,227,D,474,D,474,D,473,D,,A,09,D,2017,D,1,D,,A,138854,D,138629,D,138402,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04218724,24,0,5,01,D,100,D,.0500,F,150000,F,30,F,842,F,3,F,4,F,5,F,,A,37,F,540,F,542,F,544,F,265,F,263,F,261,F,,A,01,F,1998,F,1,F,,A,63716,F,63177,F,62635,F,01,D,1,D,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04218774,25,0,5,01,D,100,D,.0525,D,56000,D,30,D,738,D,3,D,4,D,,A,,A,429,D,140,D,141,D,142,D,149,D,148,D,147,D,,A,01,D,2005,D,1,D,,A,38532,D,38391,D,38250,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04218914,19,0,5,01,D,100,D,.0538,D,360000,D,30,D,2547,D,3,D,,A,,A,,A,530,D,708,D,711,D,714,D,1309,D,1306,D,1303,D,,A,07,D,2009,D,1,D,,A,291950,D,291242,D,290530,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04219154,19,0,5,01,D,100,D,.0500,D,125000,D,30,D,850,D,3,D,4,D,,A,,A,179,D,244,D,245,D,246,D,427,D,426,D,425,D,,A,04,D,2010,D,1,D,,A,102418,D,102173,D,101928,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04219224,29,0,5,01,D,100,D,.0365,D,249214,D,15,D,1800,D,,A,,A,,A,,A,0,D,1206,D,1209,D,1213,D,594,D,591,D,587,D,,A,01,D,2016,D,1,D,,A,195452,D,194246,D,193037,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04219334,16,0,5,01,D,100,D,.0417,D,63616,D,15,D,685,D,3,D,4,D,,A,,A,209,D,327,D,328,D,330,D,149,D,148,D,146,D,,A,01,D,2014,D,1,D,,A,42801,D,42474,D,42146,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04219364,19,0,5,01,D,100,D,.0413,D,155000,D,30,D,858,D,,B,,B,,B,,B,106,D,318,D,319,D,320,D,434,D,433,D,432,D,,A,12,D,2010,D,1,D,,A,126155,D,125837,D,125518,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20202,04219384,41,0,5,01,D,100,D,.0430,D,250000,D,30,D,1500,D,3,D,4,D,5,D,,A,263,D,368,D,369,D,370,D,869,D,868,D,867,D,,A,04,D,2018,D,1,D,,A,242573,D,242205,D,241836,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04219394,19,0,5,01,D,100,D,.0430,D,59900,D,30,D,457,D,3,D,4,D,5,D,,A,161,D,99,D,100,D,100,D,197,D,196,D,196,D,,A,05,D,2015,D,1,D,,A,54865,D,54765,D,54665,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04219444,13,0,5,01,D,100,D,.0488,D,207739,D,30,D,1100,D,,A,,A,,A,,A,0,D,269,D,270,D,271,D,831,D,830,D,829,D,,A,12,D,2018,D,1,D,,A,204339,D,204070,D,203800,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04219494,55,0,5,01,D,100,D,.0397,D,304801,D,15,D,2500,D,3,D,4,D,,A,,A,250,D,1279,D,1283,D,1288,D,971,D,967,D,962,D,042020,D,04,D,2019,D,1,D,,A,293477,D,292198,D,290915,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20202,04219524,15,0,5,01,D,100,D,.0450,D,168000,D,30,D,1200,D,3,D,4,D,,A,,A,349,D,253,D,254,D,255,D,598,D,597,D,596,D,,A,01,D,2017,D,1,D,,A,159499,D,159246,D,158992,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20202,04219564,11,0,5,01,D,100,D,.0400,D,215000,D,30,D,1480,D,3,D,4,D,,A,,A,454,D,417,D,419,D,420,D,609,D,607,D,606,D,,A,07,D,2012,D,1,D,,A,182596,D,182178,D,181759,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
