QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TRNONCUX,TRNO_CUX,TRNONCUY,TRNO_CUY
20211,04423953,18,8,1,47,E,190,D
20211,04461593,47,0,1,,H,,A
20211,04461593,47,1,1,20,E,120,D
20211,04461593,47,2,1,7,E,140,D
20211,04461593,47,3,1,108,E,150,D
20211,04461593,47,4,1,6,E,160,D
20211,04461593,47,5,1,41,E,190,D
20211,04466313,17,0,1,,H,,A
20211,04466313,17,1,1,123,G,100,D
20211,04466313,17,2,1,27,G,110,D
20211,04466313,17,3,1,58,G,120,D
20211,04466313,17,4,1,199,G,130,D
20211,04466313,17,5,1,10,G,140,D
20211,04466313,17,6,1,305,G,150,D
20211,04466313,17,7,1,59,G,170,D
20211,04466313,17,8,1,36,G,190,D
20211,04466313,17,9,1,138,G,210,D
20211,04466313,17,10,1,45,G,220,D
20211,04471873,19,0,1,,H,,A
20211,04471873,19,1,1,98,E,100,D
20211,04471873,19,2,1,22,E,110,D
20211,04503483,40,0,1,,H,,A
20211,04503483,40,1,1,334,E,100,D
20211,04503483,40,2,1,85,E,110,D
20211,04503483,40,3,1,103,E,120,D
20211,04503483,40,4,1,804,E,130,D
20211,04503483,40,5,1,20,E,140,D
20211,04503483,40,6,1,874,E,150,D
20211,04503483,40,7,1,853,E,160,D
20211,04503483,40,8,1,127,E,190,D
20211,04505763,60,0,1,,H,,A
20211,04505763,60,1,1,64,E,120,D
20211,04505763,60,2,1,16,E,140,D
20211,04505763,60,3,1,337,E,150,D
20211,04505763,60,4,1,21,E,160,D
20211,04505763,60,5,1,130,E,190,D
20211,04506563,22,0,1,,H,,A
20211,04506563,22,1,1,362,E,100,D
20211,04506563,22,2,1,93,E,110,D
20211,04506563,22,3,1,117,E,120,D
20211,04506563,22,4,1,879,E,130,D
20211,04506563,22,5,1,21,E,140,D
20211,04506563,22,6,1,956,E,150,D
20211,04506563,22,7,1,933,E,160,D
20211,04506563,22,8,1,139,E,190,D
20211,04510053,30,0,1,,H,,A
20211,04510053,30,1,1,64,E,120,D
20211,04510053,30,2,1,12,E,140,D
20211,04510053,30,3,1,530,E,150,D
20211,04510053,30,4,1,517,E,160,D
20211,04510053,30,5,1,77,E,190,D
20211,04510173,38,0,1,,H,,A
20211,04510173,38,1,1,91,E,100,D
20211,04510173,38,2,1,23,E,110,D
20211,04510173,38,3,1,28,E,120,D
20211,04510173,38,4,1,224,E,130,D
20211,04510173,38,5,1,5,E,140,D
20211,04510173,38,6,1,240,E,150,D
20211,04510173,38,7,1,234,E,160,D
20211,04510173,38,8,1,35,E,190,D
20211,04510173,38,9,1,58,E,210,D
20211,04510173,38,10,1,62,E,220,D
20211,04510893,66,0,1,,H,,A
20211,04510893,66,1,1,292,E,100,D
20211,04510893,66,2,1,75,E,110,D
20211,04510893,66,3,1,91,E,120,D
20211,04510893,66,4,1,17,E,140,D
20211,04510893,66,5,1,775,E,150,D
20211,04510893,66,6,1,752,E,160,D
20211,04510893,66,7,1,112,E,190,D
20211,04510893,66,8,1,186,E,210,D
20211,04510893,66,9,1,200,E,220,D
20211,04511363,32,0,1,,H,,A
20211,04511363,32,1,1,74,E,100,D
20211,04511363,32,2,1,27,E,110,D
20211,04511363,32,3,1,42,E,120,D
20211,04511363,32,4,1,185,E,130,D
20211,04511363,32,5,1,7,E,140,D
20211,04511363,32,6,1,290,E,150,D
20211,04511363,32,7,1,6,E,170,D
20211,04511363,32,8,1,78,E,190,D
20211,04511363,32,9,1,43,E,210,D
20211,04511363,32,10,1,68,E,220,D
20211,04514303,31,0,1,,H,,A
20211,04514303,31,1,1,26,E,120,D
20211,04514303,31,2,1,6,E,140,D
20211,04514303,31,3,1,130,E,150,D
20211,04514303,31,4,1,8,E,160,D
20211,04514303,31,5,1,50,E,190,D
20211,04546922,52,0,1,,H,,A
20211,04546922,52,1,1,78,E,120,D
20211,04546922,52,2,1,18,E,140,D
20211,04546922,52,3,1,662,E,150,D
20211,04546922,52,4,1,646,E,160,D
20211,04546922,52,5,1,96,E,190,D
20211,04547442,39,0,1,,H,,A
20211,04547442,39,1,1,12,E,210,D
20211,04547442,39,2,1,18,E,220,D
20211,04566302,48,0,1,,H,,A
20211,04566302,48,1,1,132,E,120,D
20211,04566302,48,2,1,25,E,140,D
20211,04566302,48,3,1,1104,E,150,D
20211,04566302,48,4,1,1078,E,160,D
20211,04566302,48,5,1,161,E,190,D
20211,04567592,18,0,1,,H,,A
20211,04567592,18,1,1,28,E,100,D
20211,04567592,18,2,1,7,E,110,D
20211,04567592,18,3,1,15,E,120,D
20211,04567592,18,4,1,77,E,130,D
20211,04567592,18,5,1,2,E,140,D
20211,04567592,18,6,1,127,E,150,D
20211,04567592,18,7,1,1,E,170,D
20211,04567592,18,8,1,19,E,190,D
20211,04567592,18,9,1,24,E,210,D
20211,04570102,37,0,1,,H,,A
20211,04570102,37,1,1,29,E,120,D
20211,04570102,37,2,1,4,E,140,D
20211,04570102,37,3,1,138,E,150,D
20211,04570102,37,4,1,5,E,160,D
20211,04570102,37,5,1,24,E,190,D
20211,04571552,81,0,1,,H,,A
20211,04571552,81,1,1,52,E,100,D
20211,04571552,81,2,1,12,E,110,D
20211,04571552,81,3,1,15,E,120,D
20211,04571552,81,4,1,2,E,140,D
20211,04571552,81,5,1,127,E,150,D
20211,04571552,81,6,1,124,E,160,D
20211,04571552,81,7,1,18,E,190,D
20211,04573572,43,0,1,,H,,A
20211,04573572,43,1,1,12,E,120,D
20211,04573572,43,2,1,1,E,140,D
20211,04573572,43,3,1,68,E,150,D
20211,04573572,43,4,1,1,E,170,D
20211,04573572,43,5,1,18,E,190,D
20211,04575932,15,0,1,,H,,A
20211,04575932,15,1,1,96,E,100,D
20211,04575932,15,2,1,20,E,110,D
20211,04575932,15,3,1,62,E,120,D
20211,04575932,15,4,1,232,E,130,D
20211,04575932,15,5,1,11,E,140,D
20211,04575932,15,6,1,313,E,150,D
20211,04575932,15,7,1,14,E,190,D
20211,04575932,15,8,1,54,E,210,D
20211,04575932,15,9,1,198,E,220,D
20211,04611171,19,0,1,,H,,A
20211,04611171,19,1,1,5,E,100,D
20211,04611171,19,2,1,1,E,120,D
20211,04611171,19,3,1,4,E,130,D
20211,04611171,19,4,1,7,E,150,D
20211,04611171,19,5,1,1,E,190,D
20211,04611171,19,6,1,1,E,210,D
20211,04611171,19,7,1,1,E,220,D
20211,04657181,22,0,1,,H,,A
20211,04657181,22,1,1,26,E,100,D
20211,04657181,22,2,1,10,E,110,D
20211,04657181,22,3,1,19,E,120,D
20211,04657181,22,4,1,2,E,140,D
20211,04657181,22,5,1,108,E,150,D
20211,04657181,22,6,1,2,E,170,D
20211,04657181,22,7,1,29,E,190,D
20211,04661981,24,0,1,,H,,A
20211,04661981,24,1,1,59,E,100,D
20211,04661981,24,2,1,25,E,110,D
20211,04661981,24,3,1,36,E,120,D
20211,04661981,24,4,1,157,E,130,D
20211,04661981,24,5,1,6,E,140,D
20211,04661981,24,6,1,246,E,150,D
20211,04661981,24,7,1,5,E,170,D
20211,04661981,24,8,1,66,E,190,D
20211,04679411,50,0,1,,H,,A
20211,04679411,50,1,1,57,E,210,D
20211,04679411,50,2,1,63,E,220,D
20211,04683561,25,0,1,,H,,A
20211,04683561,25,1,1,26,E,120,D
20211,04683561,25,2,1,184,E,130,D
20211,04683561,25,3,1,4,E,140,D
20211,04683561,25,4,1,201,E,150,D
20211,04683561,25,5,1,196,E,160,D
20211,04683561,25,6,1,29,E,190,D
20211,04688181,25,0,1,,H,,A
20211,04688181,25,1,1,53,E,120,D
20211,04688181,25,2,1,4,E,140,D
20211,04688181,25,3,1,262,E,150,D
20211,04688181,25,4,1,51,E,170,D
20211,04688181,25,5,1,30,E,190,D
20211,04688241,72,0,1,,H,,A
20211,04688241,72,1,1,251,E,100,D
20211,04688241,72,2,1,67,E,110,D
20211,04688241,72,3,1,382,E,130,D
