QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,JMKPURQV,JMKP_RQV,JNONFDQV,JNON_DQV,JOTHSTQV,JOTH_TQV,JDINEOQV,JDIN_OQV,JALOUTQV,JALO_TQV,JMLPAYQV,JMLP_YQV,JSCHMLQV,JSCH_LQV,JMKGRCQV,JMKG_CQV,JALHOMQV,JALH_MQV,CIGARETX,CIGA_ETX,JCIGARQV,JCIG_RQV,JOTBACQV,JOTB_CQV,OTHTBACX,OTHT_ACX
20202,04214874,44,0,1,2600,D,650,D,,A,2600,D,0,D,,A,,A,1950,D,60,D,50,D,650,D,,A,,A
20202,04214884,28,0,1,1300,D,65,D,,A,650,D,226,F,,A,,A,1235,D,195,D,,A,,A,,A,,A
20202,04214894,9,0,1,624,D,0,D,,A,0,D,0,D,,A,,A,624,D,0,D,,A,,A,,A,,A
20202,04214944,20,0,1,260,D,65,D,,A,78,D,0,D,52,D,,A,195,D,0,D,,A,,A,,A,,A
20202,04214954,25,0,1,10400,D,6500,D,,A,1300,D,0,D,,A,,A,3900,D,0,D,,A,,A,,A,,A
20202,04214964,18,0,1,520,D,368,F,,A,390,D,0,D,,A,,A,1349,F,120,D,,A,,A,,A,,A
20202,04214974,34,0,1,1300,D,195,D,,A,390,D,0,D,,A,,A,1105,D,60,D,,A,,A,,A,,A
20202,04214994,52,0,1,1950,D,650,D,650,D,130,D,300,D,,A,,A,1300,D,600,D,,A,,A,,A,,A
20202,04215034,28,0,1,1950,D,260,D,,A,0,D,0,D,,A,,A,1690,D,0,D,,A,,A,,A,,A
20202,04215054,33,0,1,650,D,325,D,390,D,390,D,0,D,,A,,A,325,D,0,D,,A,,A,,A,,A
20202,04215084,50,0,1,1950,D,0,D,,A,325,D,0,D,,A,,A,1950,D,90,D,,A,,A,,A,,A
20202,04215144,31,0,1,260,D,65,D,,A,130,D,92,F,,A,,A,195,D,60,D,,A,,A,,A,,A
20202,04215154,47,0,1,1625,D,130,D,,A,325,D,0,D,,A,,A,1495,D,0,D,,A,,A,,A,,A
20202,04215174,64,0,1,1300,D,260,D,,A,2600,D,0,D,,A,,A,1040,D,0,D,,A,,A,,A,,A
20202,04215194,15,0,1,1300,D,520,D,,A,780,D,75,D,,A,,A,780,D,300,D,10,D,130,D,,A,,A
20202,04215214,29,0,1,3900,D,1300,D,,A,286,D,0,D,,A,,A,2600,D,180,D,20,D,260,D,,A,,A
20202,04215264,16,0,1,1300,D,130,D,375,F,0,D,0,D,,A,,A,1170,D,0,D,,A,,A,,A,,A
20202,04215284,14,0,1,1300,D,390,D,260,D,260,D,60,D,,A,,A,910,D,90,D,,A,,A,,A,,A
20202,04215304,28,0,1,2600,D,650,D,,A,1560,D,0,D,,A,,A,1950,D,0,D,,A,,A,,A,,A
20202,04215314,31,0,1,520,D,195,D,,A,260,D,0,D,,A,,A,325,D,0,D,,A,,A,,A,,A
20202,04215344,44,0,1,845,D,325,D,195,D,260,D,300,D,,A,,A,520,D,300,D,,A,,A,,A,,A
20202,04215354,54,0,1,650,D,130,D,,A,1040,D,90,D,,A,,A,520,D,120,D,,A,,A,,A,,A
20202,04215364,16,0,1,650,D,104,D,,A,130,D,0,D,,A,,A,546,D,0,D,,A,,A,,A,,A
20202,04215374,46,0,1,2600,D,650,D,,A,3250,D,150,D,,A,70,D,1950,D,0,D,,A,,A,,A,,A
20202,04215384,20,0,1,1300,D,195,D,,A,208,D,0,D,,A,,A,1105,D,0,D,,A,,A,,A,,A
20202,04215414,16,0,1,650,D,104,D,,A,0,D,0,D,,A,,A,546,D,60,D,,A,,A,,A,,A
20202,04215424,71,0,1,1950,D,325,D,,A,650,D,150,D,,A,,A,1625,D,60,D,,A,,A,,A,,A
20202,04215444,36,0,1,3900,D,650,D,,A,0,D,0,D,,A,,A,3250,D,450,D,,A,,A,,A,,A
20202,04215454,12,0,1,910,D,130,D,,A,195,D,0,D,,A,,A,780,D,0,D,,A,,A,,A,,A
20202,04215474,22,0,1,520,D,65,D,,A,0,D,0,D,,A,,A,455,D,0,D,,A,,A,,A,,A
20202,04215484,20,0,1,546,D,65,D,260,D,0,D,0,D,,A,,A,481,D,0,D,25,D,325,D,,A,,A
20202,04215494,20,0,1,3250,D,650,D,,A,0,D,0,D,,A,,A,2600,D,0,D,,A,,A,,A,,A
20202,04215534,35,0,1,1950,D,390,D,,A,130,D,0,D,,A,,A,1560,D,0,D,,A,,A,,A,,A
20202,04215544,50,0,1,975,D,455,D,,A,1300,D,150,D,,A,,A,520,D,150,D,,A,,A,,A,,A
20202,04215674,24,0,1,1300,D,260,D,325,D,195,D,0,D,,A,,A,1040,D,120,D,,A,,A,325,D,25,D
20202,04215724,33,0,1,650,D,156,D,,A,52,D,0,D,,A,,A,494,D,0,D,,A,,A,,A,,A
20202,04215764,39,0,1,1300,D,195,D,,A,325,D,0,D,,A,,A,1105,D,60,D,,A,,A,,A,,A
20202,04215794,31,0,1,650,D,390,D,325,D,78,D,0,D,,A,,A,260,D,585,D,,A,,A,,A,,A
20202,04215804,34,0,1,975,D,130,D,,A,390,D,0,D,,A,,A,845,D,0,D,,A,,A,,A,,A
20202,04215814,18,0,1,0,D,,A,,A,0,D,125,F,,A,,A,0,D,177,F,,A,,A,,A,,A
20202,04215824,26,0,1,2600,D,260,D,,A,0,D,0,D,,A,,A,2340,D,0,D,,A,,A,,A,,A
20202,04215874,27,0,1,1300,D,130,D,260,D,520,D,0,D,,A,,A,1170,D,0,D,,A,,A,,A,,A
20202,04215884,33,0,1,1950,D,325,D,,A,780,D,0,D,,A,,A,1625,D,0,D,,A,,A,,A,,A
20202,04215904,36,0,1,520,D,0,D,,A,195,D,0,D,,A,,A,520,D,15,D,,A,,A,,A,,A
20202,04215914,40,0,1,1300,D,65,D,390,D,325,D,0,D,,A,,A,1235,D,75,D,,A,,A,,A,,A
20202,04215924,25,0,1,910,D,390,D,,A,260,D,0,D,,A,,A,520,D,0,D,,A,,A,,A,,A
20202,04215964,21,0,1,1625,D,325,D,,A,0,D,0,D,,A,,A,1300,D,0,D,,A,,A,,A,,A
20202,04215974,21,0,1,1300,D,390,D,,A,0,D,0,D,,A,,A,910,D,150,D,,A,,A,,A,,A
20202,04215984,40,0,1,1300,D,195,D,390,D,0,D,0,D,,A,,A,1105,D,0,D,,A,,A,,A,,A
20202,04215994,18,0,1,2600,D,650,D,,A,1300,D,180,D,,A,,A,1950,D,180,D,,A,,A,,A,,A
20202,04216014,21,0,1,650,D,65,D,65,D,650,D,60,D,,A,,A,585,D,105,D,,A,,A,,A,,A
20202,04216064,28,0,1,2340,D,780,D,,A,520,D,135,D,,A,,A,1560,D,0,D,,A,,A,,A,,A
20202,04216074,37,0,1,1300,D,130,D,,A,520,D,0,D,,A,,A,1170,D,0,D,,A,,A,,A,,A
20202,04216084,20,0,1,2600,D,390,D,,A,0,D,0,D,,A,,A,2210,D,300,D,,A,,A,,A,,A
20202,04216094,37,0,1,585,D,195,D,390,D,260,D,0,D,,A,,A,390,D,60,D,,A,,A,,A,,A
20202,04216104,40,0,1,2600,D,325,D,,A,0,D,0,D,,A,336,D,2275,D,0,D,,A,,A,,A,,A
20202,04216114,42,0,1,2600,D,780,D,,A,390,D,0,D,,A,,A,1820,D,0,D,,A,,A,,A,,A
20202,04216164,12,0,1,1235,D,195,D,,A,0,D,0,D,,A,,A,1040,D,0,D,,A,,A,,A,,A
20202,04216174,32,0,1,1560,D,520,D,,A,169,D,0,D,,A,,A,1040,D,0,D,,A,,A,,A,,A
20202,04216194,43,0,1,1950,D,325,D,702,F,650,D,0,D,,A,,A,1625,D,150,D,,A,,A,,A,,A
20202,04216204,33,0,1,5200,D,1300,D,,A,1950,D,0,D,,A,,A,3900,D,360,D,70,D,910,D,,A,,A
20202,04216214,36,0,1,1950,D,260,D,780,D,0,D,0,D,,A,,A,1690,D,120,D,,A,,A,,A,,A
20202,04216244,29,0,1,1300,D,195,D,,A,0,D,0,D,,A,,A,1105,D,0,D,,A,,A,,A,,A
20202,04216254,15,0,1,260,D,308,F,,A,0,D,0,D,,A,,A,968,F,0,D,,A,,A,,A,,A
20202,04216274,29,0,1,3250,D,1040,D,,A,0,D,0,D,,A,,A,2210,D,0,D,,A,,A,,A,,A
20202,04216294,23,0,1,1625,D,650,D,,A,845,D,0,D,,A,,A,975,D,120,D,,A,,A,,A,,A
20202,04216334,36,0,1,390,D,195,D,,A,585,D,270,D,,A,,A,195,D,45,D,,A,,A,,A,,A
20202,04216364,27,0,1,650,D,65,D,,A,0,D,0,D,,A,,A,585,D,0,D,,A,,A,,A,,A
20202,04216384,15,0,1,1560,D,130,D,,A,0,D,0,D,,A,,A,1430,D,0,D,,A,,A,,A,,A
20202,04216414,28,0,1,1950,D,130,D,325,D,1950,D,0,D,,A,,A,1820,D,600,D,10,D,130,D,,A,,A
20202,04216434,32,0,1,78,D,221,D,325,D,0,D,0,D,,A,,A,968,F,0,D,,A,,A,,A,,A
20202,04216464,37,0,1,130,D,65,D,,A,1300,D,360,D,,A,,A,65,D,15,D,,A,,A,,A,,A
20202,04216514,58,0,1,1300,D,471,F,,A,260,D,0,D,,A,,A,1846,F,0,D,,A,,A,,A,,A
20202,04216544,48,0,1,1300,D,52,D,,A,260,D,0,D,,A,,A,1248,D,0,D,,A,,A,,A,,A
20202,04216554,10,0,1,910,D,130,D,,A,0,D,0,D,,A,,A,780,D,0,D,,A,,A,,A,,A
20202,04216604,38,0,1,1950,D,260,D,,A,0,D,0,D,,A,,A,1690,D,150,D,,A,,A,,A,,A
20202,04216654,18,0,1,975,D,260,D,,A,260,D,0,D,,A,,A,715,D,30,D,,A,,A,,A,,A
20202,04216684,25,0,1,1235,D,234,D,,A,0,D,0,D,,A,,A,1001,D,0,D,,A,,A,,A,,A
20202,04216744,51,0,1,3250,D,390,D,,A,260,D,0,D,,A,,A,2860,D,30,D,,A,,A,,A,,A
20202,04216754,38,0,1,780,D,65,D,,A,0,D,0,D,,A,,A,715,D,120,D,,A,,A,,A,,A
20202,04216764,81,0,1,3705,D,741,D,65,D,2015,D,105,D,,A,152,D,2964,D,600,D,42,D,546,D,,A,,A
20202,04216784,12,0,1,1560,D,390,D,,A,520,D,0,D,,A,,A,1170,D,0,D,,A,,A,,A,,A
20202,04216804,93,0,1,2353,D,156,D,,A,1976,D,60,D,,A,,A,2197,D,300,D,,A,,A,,A,,A
20202,04216814,33,0,1,1040,D,520,D,,A,390,D,0,D,,A,,A,520,D,0,D,,A,,A,,A,,A
20202,04216834,5,0,1,1300,D,390,D,,A,0,D,60,D,,A,,A,910,D,90,D,,A,,A,260,D,20,D
20202,04216864,48,0,1,2600,D,650,D,,A,325,D,0,D,,A,,A,1950,D,30,D,,A,,A,,A,,A
20202,04216874,43,0,1,5200,D,260,D,,A,0,D,0,D,,A,,A,4940,D,0,D,,A,,A,,A,,A
20202,04216884,29,0,1,3900,D,1950,D,650,D,650,D,0,D,,A,,A,1950,D,90,D,,A,,A,,A,,A
20202,04216894,20,0,1,910,D,130,D,,A,780,D,0,D,,A,,A,780,D,0,D,,A,,A,,A,,A
20202,04216924,41,0,1,1300,D,260,D,,A,260,D,0,D,,A,,A,1040,D,0,D,,A,,A,,A,,A
20202,04216934,25,0,1,1950,D,650,D,,A,260,D,0,D,,A,,A,1300,D,0,D,50,D,650,D,,A,,A
20202,04216954,16,0,1,1560,D,270,F,,A,650,D,0,D,,A,,A,866,F,0,D,,A,,A,,A,,A
20202,04216964,45,0,1,2275,D,390,D,390,D,650,D,60,D,,A,,A,1885,D,60,D,50,D,650,D,,A,,A
20202,04216984,42,0,1,1300,D,260,D,650,D,1040,D,0,D,,A,,A,1040,D,0,D,,A,,A,,A,,A
20202,04217014,40,0,1,2600,D,325,D,,A,520,D,0,D,,A,,A,2275,D,0,D,25,D,325,D,,A,,A
20202,04217034,34,0,1,520,D,270,F,,A,0,D,0,D,,A,,A,866,F,0,D,,A,,A,,A,,A
20202,04217044,8,0,1,2275,D,260,D,,A,0,D,0,D,,A,,A,2015,D,0,D,,A,,A,,A,,A
20202,04217064,60,0,1,3250,D,2600,D,,A,650,D,0,D,,A,,A,650,D,180,D,,A,,A,,A,,A
20202,04217114,43,0,1,1300,D,130,D,,A,520,D,0,D,,A,,A,1170,D,0,D,,A,,A,,A,,A
20202,04217134,23,0,1,2340,D,520,D,780,D,1690,D,0,D,,A,,A,1820,D,0,D,,A,,A,,A,,A
20202,04217194,27,0,1,2600,D,325,D,,A,1300,D,0,D,,A,,A,2275,D,0,D,,A,,A,,A,,A
20202,04217234,24,0,1,5200,D,1625,D,,A,0,D,0,D,,A,,A,3575,D,0,D,,A,,A,,A,,A
20202,04217264,53,0,1,1625,D,520,D,,A,325,D,75,D,,A,,A,1105,D,75,D,50,D,650,D,,A,,A
20202,04217294,40,0,1,975,D,130,D,130,D,260,D,30,D,,A,,A,845,D,30,D,,A,,A,,A,,A
20202,04217314,53,0,1,1430,D,260,D,325,D,390,D,0,D,250,D,,A,1170,D,0,D,,A,,A,,A,,A
20202,04217354,42,0,1,2275,D,195,D,,A,1122,F,0,D,,A,300,D,2080,D,210,D,,A,,A,,A,,A
20202,04217374,39,0,1,5200,D,1560,D,2366,D,0,D,0,D,,A,,A,3640,D,0,D,,A,,A,,A,,A
20202,04217394,22,0,1,1001,D,308,F,260,D,1625,D,0,D,,A,,A,968,F,120,D,,A,,A,,A,,A
20202,04217404,41,0,1,650,D,130,D,,A,390,D,0,D,,A,,A,520,D,450,D,,A,,A,,A,,A
20202,04217414,33,0,1,1950,D,524,F,,A,1300,D,0,D,,A,,A,2125,F,0,D,,A,,A,,A,,A
20202,04217424,25,0,1,2600,D,520,D,,A,650,D,0,D,,A,,A,2080,D,0,D,,A,,A,,A,,A
20202,04217434,22,0,1,1560,D,390,D,260,D,0,D,0,D,,A,,A,1170,D,0,D,6,D,78,D,,A,,A
20202,04217454,48,0,1,4108,D,975,D,,A,650,D,0,D,,A,,A,3133,D,120,D,,A,,A,325,D,25,D
20202,04217464,26,0,1,1718,F,,A,,A,691,F,0,D,,A,,A,1368,F,0,D,,A,,A,,A,,A
20202,04217494,32,0,1,650,D,130,D,,A,0,D,0,D,,A,,A,520,D,0,D,,A,,A,,A,,A
20202,04217514,40,0,1,1300,D,130,D,,A,130,D,0,D,,A,,A,1170,D,0,D,,A,,A,,A,,A
20202,04217534,12,0,1,1300,D,390,D,,A,130,D,151,F,,A,,A,910,D,148,F,30,D,390,D,,A,,A
20202,04217544,23,0,1,3900,D,650,D,,A,1300,D,0,D,,A,,A,3250,D,300,D,,A,,A,,A,,A
20202,04217574,45,0,1,1625,D,195,D,,A,520,D,0,D,,A,,A,1430,D,60,D,,A,,A,,A,,A
20202,04217594,31,0,1,1287,D,130,D,,A,130,D,0,D,,A,,A,1157,D,0,D,,A,,A,,A,,A
20202,04217634,8,0,1,1300,D,195,D,,A,260,D,0,D,,A,,A,1105,D,0,D,,A,,A,,A,,A
20202,04217694,22,0,1,1625,D,520,D,,A,780,D,0,D,,A,,A,1105,D,135,D,,A,,A,,A,,A
20202,04217724,28,0,1,3250,D,650,D,260,D,260,D,0,D,,A,,A,2600,D,15,D,70,D,910,D,,A,,A
20202,04217804,22,0,1,1690,D,390,D,,A,260,D,0,D,,A,,A,1300,D,0,D,,A,,A,,A,,A
20202,04217824,32,0,1,2600,D,650,D,,A,260,D,60,D,,A,,A,1950,D,0,D,,A,,A,,A,,A
20202,04217844,41,0,1,1040,D,65,D,0,D,585,D,0,D,,A,,A,975,D,300,D,,A,,A,,A,,A
20202,04217864,23,0,1,975,D,130,D,,A,0,D,0,D,,A,,A,845,D,0,D,,A,,A,,A,,A
20202,04217884,12,0,1,390,D,65,D,,A,0,D,0,D,,A,,A,325,D,120,D,10,D,130,D,,A,,A
20202,04217954,20,0,1,650,D,195,D,,A,520,D,0,D,,A,,A,455,D,0,D,,A,,A,,A,,A
20202,04217984,41,0,1,650,D,65,D,,A,260,D,0,D,,A,,A,585,D,0,D,,A,,A,,A,,A
20202,04218014,62,0,1,1560,D,260,D,,A,260,D,0,D,,A,,A,1300,D,0,D,,A,,A,,A,,A
20202,04218044,26,0,1,650,D,65,D,13,D,195,D,0,D,,A,,A,585,D,0,D,,A,,A,,A,,A
20202,04218054,17,0,1,2275,D,975,D,,A,650,D,0,D,,A,,A,1300,D,0,D,,A,,A,,A,,A
20202,04218064,47,0,1,1560,D,195,D,390,D,650,D,0,D,,A,,A,1365,D,0,D,,A,,A,,A,,A
20202,04218074,55,0,1,2210,D,390,D,,A,910,D,0,D,,A,,A,1820,D,0,D,,A,,A,,A,,A
20202,04218084,57,0,1,715,D,39,D,,A,117,D,0,D,,A,,A,676,D,0,D,,A,,A,,A,,A
20202,04218124,20,0,1,1300,D,130,D,,A,0,D,0,D,,A,,A,1170,D,0,D,,A,,A,,A,,A
20202,04218134,56,0,1,3900,D,1300,D,,A,650,D,0,D,,A,,A,2600,D,0,D,,A,,A,,A,,A
20202,04218204,29,0,1,1300,D,325,D,,A,130,D,0,D,,A,,A,975,D,0,D,,A,,A,,A,,A
20202,04218224,40,0,1,260,D,26,D,104,D,0,D,0,D,,A,,A,234,D,0,D,,A,,A,,A,,A
20202,04218244,16,0,1,1198,F,,A,,A,356,F,125,F,,A,,A,968,F,177,F,,A,,A,,A,,A
20202,04218284,43,0,1,2600,D,130,D,,A,390,D,0,D,,A,,A,2470,D,0,D,,A,,A,,A,,A
20202,04218294,18,0,1,845,D,130,D,,A,0,D,0,D,,A,,A,715,D,0,D,,A,,A,,A,,A
20202,04218304,11,0,1,1300,D,130,D,,A,260,D,0,D,,A,,A,1170,D,0,D,,A,,A,,A,,A
20202,04218354,58,0,1,1300,D,0,D,,A,650,D,0,D,,A,,A,1300,D,0,D,,A,,A,130,D,10,D
20202,04218374,30,0,1,975,D,0,D,,A,520,D,0,D,,A,,A,975,D,0,D,,A,,A,,A,,A
20202,04218414,31,0,1,650,D,65,D,,A,182,D,0,D,,A,,A,585,D,0,D,,A,,A,,A,,A
20202,04218444,49,0,1,2210,D,650,D,,A,1300,D,300,D,,A,,A,1560,D,300,D,,A,,A,,A,,A
20202,04218454,40,0,1,1950,D,325,D,,A,520,D,0,D,,A,,A,1625,D,120,D,,A,,A,,A,,A
20202,04218464,33,0,1,910,D,130,D,,A,260,D,0,D,,A,,A,780,D,0,D,,A,,A,,A,,A
20202,04218484,36,0,1,2600,D,650,D,,A,910,D,0,D,,A,,A,1950,D,600,D,,A,,A,,A,,A
20202,04218514,28,0,1,975,D,65,D,,A,91,D,0,D,,A,,A,910,D,30,D,,A,,A,,A,,A
20202,04218524,38,0,1,1950,D,325,D,,A,0,D,0,D,,A,,A,1625,D,0,D,,A,,A,,A,,A
20202,04218574,15,0,1,650,D,325,D,,A,260,D,0,D,,A,,A,325,D,0,D,,A,,A,,A,,A
20202,04218584,16,0,1,1105,D,65,D,130,D,325,D,0,D,,A,,A,1040,D,0,D,,A,,A,,A,,A
20202,04218614,64,0,1,2600,D,650,D,,A,650,D,60,D,,A,,A,1950,D,60,D,,A,,A,,A,,A
20202,04218624,27,0,1,2600,D,325,D,,A,0,D,0,D,,A,,A,2275,D,0,D,,A,,A,,A,,A
20202,04218634,25,0,1,1950,D,260,D,,A,0,D,0,D,,A,,A,1690,D,0,D,,A,,A,,A,,A
20202,04218644,72,0,1,1560,D,130,D,,A,195,D,0,D,,A,,A,1430,D,60,D,,A,,A,,A,,A
20202,04218654,28,0,1,1300,D,325,D,260,D,260,D,60,D,,A,,A,975,D,45,D,,A,,A,,A,,A
20202,04218664,27,0,1,1820,D,0,D,,A,390,D,0,D,,A,,A,1820,D,0,D,,A,,A,,A,,A
20202,04218724,42,0,1,1300,D,0,D,286,D,260,D,24,D,,A,,A,1300,D,24,D,,A,,A,,A,,A
20202,04218744,31,0,1,650,D,325,D,325,D,325,D,0,D,,A,,A,325,D,150,D,,A,,A,,A,,A
20202,04218774,47,0,1,1560,D,325,D,,A,325,D,30,D,,A,,A,1235,D,60,D,,A,,A,,A,,A
20202,04218784,22,0,1,1716,D,91,D,,A,0,D,0,D,,A,,A,1625,D,0,D,,A,,A,,A,,A
20202,04218794,18,0,1,1950,D,390,D,650,D,650,D,0,D,,A,240,D,1560,D,0,D,,A,,A,,A,,A
20202,04218864,15,0,1,650,D,65,D,,A,0,D,0,D,,A,,A,585,D,0,D,,A,,A,,A,,A
20202,04218894,55,0,1,1300,D,780,D,,A,1300,D,150,D,,A,,A,520,D,60,D,,A,,A,,A,,A
20202,04218904,47,0,1,780,D,325,D,390,D,91,D,0,D,,A,,A,455,D,30,D,,A,,A,,A,,A
20202,04218914,40,0,1,2080,D,260,D,,A,195,D,0,D,,A,24,D,1820,D,0,D,,A,,A,,A,,A
20202,04218934,52,0,1,1950,D,650,D,39,D,0,D,0,D,,A,,A,1300,D,0,D,,A,,A,,A,,A
20202,04218944,24,0,1,520,D,0,D,,A,390,D,0,D,,A,,A,520,D,0,D,,A,,A,,A,,A
20202,04218974,24,0,1,1300,D,260,D,390,D,390,D,0,D,,A,,A,1040,D,150,D,,A,,A,,A,,A
20202,04219014,24,0,1,910,D,260,D,,A,143,D,0,D,,A,,A,650,D,0,D,,A,,A,,A,,A
20202,04219114,41,0,1,845,D,546,D,,A,650,D,60,D,,A,,A,299,D,300,D,,A,,A,,A,,A
20202,04219154,32,0,1,2080,D,1040,D,,A,195,D,0,D,,A,,A,1040,D,0,D,,A,,A,,A,,A
20202,04219224,53,0,1,2600,D,1300,D,,A,650,D,300,D,,A,,A,1300,D,300,D,,A,,A,,A,,A
20202,04219254,15,0,1,650,D,65,D,,A,325,D,0,D,,A,,A,585,D,0,D,75,D,975,D,,A,,A
20202,04219294,30,0,1,1430,D,130,D,,A,1040,D,75,D,,A,,A,1300,D,180,D,,A,,A,,A,,A
20202,04219334,36,0,1,1300,D,520,D,,A,2600,D,0,D,,A,,A,780,D,0,D,,A,,A,,A,,A
20202,04219364,34,0,1,3081,D,260,D,,A,455,D,0,D,,A,,A,2821,D,138,D,,A,,A,,A,,A
20202,04219374,60,0,1,1300,D,195,D,,A,1950,D,0,D,,A,,A,1105,D,0,D,,A,,A,,A,,A
20202,04219384,59,0,1,3250,D,650,D,,A,390,D,0,D,,A,,A,2600,D,0,D,,A,,A,,A,,A
20202,04219394,37,0,1,520,D,130,D,,A,130,D,0,D,,A,,A,390,D,0,D,,A,,A,,A,,A
20202,04219444,30,0,1,1950,D,390,D,,A,390,D,0,D,,A,,A,1560,D,300,D,,A,,A,,A,,A
20202,04219494,53,0,1,1950,D,650,D,,A,0,D,0,D,,A,,A,1300,D,1200,D,,A,,A,,A,,A
20202,04219524,35,0,1,2080,D,1040,D,650,D,0,D,0,D,,A,,A,1040,D,90,D,,A,,A,,A,,A
20202,04219564,28,0,1,1950,D,455,D,,A,1170,D,0,D,,A,,A,1495,D,0,D,,A,,A,,A,,A
20202,04219574,15,0,1,4550,D,1105,D,,A,0,D,0,D,,A,,A,3445,D,150,D,,A,,A,,A,,A
20202,04219584,41,0,1,2925,D,368,F,,A,2600,D,0,D,,A,,A,1349,F,0,D,,A,,A,,A,,A
20202,04219594,24,0,1,1300,D,260,D,,A,390,D,0,D,,A,,A,1040,D,0,D,,A,,A,,A,,A
20202,04219604,14,0,1,1300,D,65,D,,A,65,D,0,D,,A,,A,1235,D,0,D,,A,,A,,A,,A
20202,04219694,49,0,1,2015,D,455,D,130,D,260,D,30,D,,A,,A,1560,D,45,D,,A,,A,,A,,A
20202,04219814,15,0,1,1105,D,325,D,,A,260,D,0,D,,A,,A,780,D,0,D,,A,,A,,A,,A
20202,04219824,36,0,1,1950,D,390,D,260,D,130,D,15,D,,A,,A,1560,D,300,D,,A,,A,,A,,A
20202,04219864,31,0,1,260,D,52,D,325,D,650,D,0,D,,A,,A,208,D,0,D,35,D,455,D,,A,,A
20202,04219884,44,0,1,1950,D,325,D,,A,520,D,254,F,,A,,A,1625,D,299,F,,A,,A,,A,,A
20202,04219914,28,0,1,1755,D,195,D,,A,0,D,0,D,,A,,A,1560,D,0,D,,A,,A,,A,,A
20202,04219924,48,0,1,1300,D,195,D,,A,1040,D,60,D,,A,,A,1105,D,30,D,,A,,A,,A,,A
20202,04219964,31,0,1,1300,D,130,D,,A,650,D,60,D,,A,,A,1170,D,75,D,,A,,A,,A,,A
20202,04219974,25,0,1,910,D,130,D,,A,260,D,0,D,,A,,A,780,D,0,D,,A,,A,,A,,A
20202,04219994,25,0,1,1300,D,260,D,,A,0,D,0,D,,A,,A,1040,D,0,D,,A,,A,,A,,A
20202,04220034,57,0,1,1300,D,650,D,,A,780,D,150,D,,A,,A,650,D,450,D,,A,,A,520,D,40,D
20202,04220164,17,0,1,390,D,65,D,650,D,0,D,0,D,,A,,A,325,D,0,D,,A,,A,,A,,A
20202,04220174,9,0,1,1300,D,260,D,,A,691,F,0,D,,A,,A,1040,D,0,D,,A,,A,,A,,A
20202,04220184,17,0,1,845,D,156,D,,A,0,D,0,D,,A,,A,689,D,0,D,,A,,A,,A,,A
20202,04220234,56,0,1,1625,D,130,D,,A,390,D,0,D,,A,,A,1495,D,0,D,,A,,A,,A,,A
20202,04220274,46,0,1,650,D,130,D,,A,0,D,0,D,,A,,A,520,D,150,D,,A,,A,,A,,A
20202,04220294,11,0,1,975,D,0,D,,A,520,D,0,D,,A,,A,975,D,0,D,,A,,A,,A,,A
20202,04220314,27,0,1,455,D,13,D,,A,1040,D,450,D,,A,,A,442,D,30,D,,A,,A,,A,,A
20202,04220324,27,0,1,1300,D,130,D,,A,0,D,0,D,,A,,A,1170,D,0,D,,A,,A,,A,,A
20202,04220344,11,0,1,1950,D,0,D,,A,691,F,0,D,,A,,A,1950,D,0,D,,A,,A,,A,,A
20202,04220364,9,0,1,1690,D,364,D,,A,650,D,0,D,,A,,A,1326,D,0,D,,A,,A,,A,,A
20202,04220374,37,0,1,3055,D,611,D,195,D,0,D,0,D,,A,,A,2444,D,0,D,75,D,975,D,,A,,A
20202,04220384,15,0,1,65,D,0,D,,A,0,D,0,D,,A,,A,65,D,0,D,30,D,390,D,,A,,A
20202,04220394,17,0,1,2600,D,650,D,,A,0,D,0,D,,A,,A,1950,D,0,D,,A,,A,,A,,A
20202,04220404,71,0,1,1521,D,299,D,455,D,0,D,0,D,,A,,A,1222,D,0,D,,A,,A,,A,,A
20202,04220474,8,0,1,1950,D,390,D,,A,0,D,0,D,,A,,A,1560,D,0,D,,A,,A,,A,,A
20202,04220514,43,0,1,1560,D,260,D,,A,650,D,0,D,,A,,A,1300,D,300,D,,A,,A,,A,,A
20202,04220564,29,0,1,1950,D,585,D,,A,520,D,0,D,,A,,A,1365,D,0,D,,A,,A,,A,,A
20202,04220584,33,0,1,3250,D,1300,D,,A,0,D,120,D,,A,18,D,1950,D,90,D,,A,,A,,A,,A
20202,04220614,40,0,1,2119,D,169,D,,A,0,D,0,D,600,D,,A,1950,D,150,D,,A,,A,,A,,A
20202,04220664,34,0,1,3900,D,1300,D,,A,260,D,0,D,,A,160,D,2600,D,0,D,,A,,A,,A,,A
20202,04220754,26,0,1,1300,D,585,D,,A,390,D,60,D,,A,,A,715,D,114,D,,A,,A,,A,,A
20202,04220764,47,0,1,780,D,0,D,780,D,1300,D,0,D,,A,225,D,780,D,1800,D,,A,,A,,A,,A
20202,04220784,51,0,1,3120,D,1040,D,,A,1560,D,390,D,,A,,A,2080,D,150,D,,A,,A,,A,,A
20202,04220804,11,0,1,390,D,65,D,,A,0,D,0,D,,A,,A,325,D,0,D,,A,,A,,A,,A
20202,04220834,29,0,1,650,D,130,D,,A,130,D,0,D,,A,,A,520,D,0,D,,A,,A,,A,,A
20202,04220844,42,0,1,1820,D,260,D,,A,325,D,24,D,,A,,A,1560,D,120,D,,A,,A,,A,,A
