QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,JMKPURQV,JMKP_RQV,JNONFDQV,JNON_DQV,JOTHSTQV,JOTH_TQV,JDINEOQV,JDIN_OQV,JALOUTQV,JALO_TQV,JMLPAYQV,JMLP_YQV,JSCHMLQV,JSCH_LQV,JMKGRCQV,JMKG_CQV,JALHOMQV,JALH_MQV,CIGARETX,CIGA_ETX,JCIGARQV,JCIG_RQV,JOTBACQV,JOTB_CQV,OTHTBACX,OTHT_ACX
20204,04379373,74,0,1,1820,D,390,D,,A,130,D,0,D,,A,,A,1430,D,0,D,,A,,A,,A,,A
20204,04379383,44,0,1,975,D,65,D,,A,455,D,0,D,,A,,A,910,D,60,D,,A,,A,,A,,A
20204,04379393,28,0,1,650,D,650,D,,A,39,D,0,D,,A,,A,0,D,0,D,8,D,104,D,,A,,A
20204,04379413,30,0,1,2600,D,650,D,,A,1300,D,0,D,,A,,A,1950,D,150,D,15,D,195,D,,A,,A
20204,04379433,13,0,1,2600,D,650,D,,A,1300,D,0,D,,A,,A,1950,D,0,D,,A,,A,,A,,A
20204,04379443,39,0,1,2431,D,1131,D,,A,117,D,0,D,,A,,A,1300,D,75,D,,A,,A,,A,,A
20204,04379463,46,0,1,1690,D,130,D,,A,0,D,0,D,,A,,A,1560,D,0,D,,A,,A,,A,,A
20204,04379503,15,0,1,2600,D,0,D,,A,0,D,0,D,,A,,A,2600,D,0,D,,A,,A,,A,,A
20204,04379523,78,0,1,3250,D,325,D,,A,416,D,0,D,,A,,A,2925,D,150,D,,A,,A,,A,,A
20204,04379563,21,0,1,1300,D,390,D,130,D,260,D,0,D,,A,,A,910,D,90,D,,A,,A,,A,,A
20204,04379593,23,0,1,1625,D,195,D,,A,390,D,0,D,,A,,A,1430,D,0,D,,A,,A,,A,,A
20204,04379603,21,0,1,2275,D,260,D,,A,910,D,0,D,,A,,A,2015,D,0,D,,A,,A,,A,,A
20204,04379623,19,0,1,1300,D,195,D,,A,260,D,0,D,,A,,A,1105,D,0,D,,A,,A,,A,,A
20204,04379683,40,0,1,1950,D,650,D,,A,0,D,0,D,,A,,A,1300,D,0,D,,A,,A,,A,,A
20204,04379693,36,0,1,1040,D,130,D,,A,325,D,0,D,,A,,A,910,D,0,D,,A,,A,520,D,40,D
20204,04379713,21,0,1,780,D,78,D,,A,65,D,0,D,,A,,A,702,D,0,D,,A,,A,,A,,A
20204,04379733,58,0,1,3900,D,975,D,260,D,1170,D,0,D,,A,,A,2925,D,225,D,,A,,A,,A,,A
20204,04379753,27,0,1,975,D,260,D,260,D,130,D,0,D,,A,,A,715,D,0,D,,A,,A,,A,,A
20204,04379763,26,0,1,585,D,0,D,,A,0,D,0,D,,A,,A,585,D,0,D,,A,,A,,A,,A
20204,04379773,24,0,1,2600,D,1885,D,1300,D,260,D,0,D,,A,,A,715,D,600,D,,A,,A,,A,,A
20204,04379783,14,0,1,975,D,130,D,,A,0,D,0,D,,A,,A,845,D,60,D,,A,,A,,A,,A
20204,04379804,40,0,1,3900,D,260,D,,A,650,D,0,D,,A,15,D,3640,D,0,D,,A,,A,,A,,A
20204,04379823,65,0,1,2600,D,631,F,,A,1560,D,0,D,,A,,A,2578,F,120,D,,A,,A,,A,,A
20204,04379833,12,0,1,130,D,65,D,,A,0,D,0,D,,A,,A,65,D,0,D,,A,,A,,A,,A
20204,04379873,35,0,1,1950,D,325,D,,A,390,D,0,D,,A,,A,1625,D,255,D,60,D,780,D,,A,,A
20204,04379883,14,0,1,650,D,117,D,,A,0,D,0,D,,A,,A,533,D,0,D,,A,,A,,A,,A
20204,04379963,6,0,1,3900,D,585,D,650,D,0,D,0,D,,A,,A,3315,D,0,D,,A,,A,,A,,A
20204,04379973,35,0,1,1950,D,520,D,,A,0,D,0,D,,A,,A,1430,D,150,D,30,D,390,D,,A,,A
20204,04379994,12,0,1,2600,D,910,D,,A,0,D,0,D,,A,,A,1690,D,0,D,,A,,A,,A,,A
20204,04380003,20,0,1,2600,D,325,D,,A,1300,D,60,D,,A,,A,2275,D,150,D,,A,,A,,A,,A
20204,04380024,19,0,1,1300,D,195,D,,A,325,D,0,D,,A,,A,1105,D,0,D,18,D,234,D,,A,,A
20204,04380033,65,0,1,1560,D,1040,D,1950,D,0,D,0,D,,A,,A,520,D,0,D,,A,,A,,A,,A
20204,04380053,36,0,1,1300,D,650,D,325,D,0,D,0,D,,A,,A,650,D,0,D,15,D,195,D,,A,,A
20204,04380093,31,0,1,3250,D,441,F,,A,975,D,145,F,,A,,A,1474,F,191,F,,A,,A,,A,,A
20204,04380133,25,0,1,1625,D,325,D,325,D,585,D,45,D,,A,,A,1300,D,90,D,,A,,A,,A,,A
20204,04380153,11,0,1,1040,D,260,D,,A,0,D,0,D,,A,,A,780,D,0,D,,A,,A,,A,,A
20204,04380183,40,0,1,1300,D,390,D,,A,390,D,15,D,,A,,A,910,D,30,D,,A,,A,,A,,A
20204,04380204,19,0,1,390,D,0,D,,A,390,D,0,D,,A,,A,390,D,0,D,,A,,A,,A,,A
20204,04380233,12,0,1,650,D,65,D,,A,65,D,0,D,,A,,A,585,D,0,D,,A,,A,,A,,A
20204,04380254,23,0,1,1040,D,325,D,,A,780,D,0,D,,A,,A,715,D,0,D,,A,,A,,A,,A
20204,04380263,38,0,1,780,D,0,D,195,D,0,D,0,D,,A,,A,780,D,0,D,,A,,A,,A,,A
20204,04380303,25,0,1,1690,D,520,D,,A,325,D,0,D,,A,,A,1170,D,0,D,,A,,A,,A,,A
20204,04380353,51,0,1,2600,D,650,D,130,D,390,D,90,D,,A,,A,1950,D,60,D,,A,,A,,A,,A
20204,04380383,16,0,1,1300,D,520,D,,A,260,D,0,D,,A,,A,780,D,60,D,,A,,A,,A,,A
20204,04380393,63,0,1,650,D,130,D,13,D,650,D,0,D,,A,,A,520,D,0,D,,A,,A,,A,,A
20204,04380473,54,0,1,2080,D,390,D,,A,195,D,0,D,,A,,A,1690,D,300,D,20,D,260,D,,A,,A
20204,04380503,18,0,1,975,D,390,D,,A,0,D,0,D,,A,,A,585,D,60,D,,A,,A,,A,,A
20204,04380513,16,0,1,3250,D,325,D,,A,6500,D,600,D,,A,,A,2925,D,600,D,,A,,A,,A,,A
20204,04380533,29,0,1,1950,D,390,D,,A,325,D,0,D,,A,,A,1560,D,0,D,,A,,A,,A,,A
20204,04380553,52,0,1,2600,D,1300,D,,A,1950,D,0,D,,A,,A,1300,D,0,D,,A,,A,,A,,A
20204,04380603,41,0,1,1560,D,650,D,650,D,390,D,0,D,,A,,A,910,D,90,D,,A,,A,,A,,A
20204,04380613,27,0,1,650,D,65,D,,A,260,D,0,D,,A,,A,585,D,0,D,,A,,A,,A,,A
20204,04380723,23,0,1,1040,D,260,D,,A,260,D,0,D,,A,,A,780,D,0,D,,A,,A,,A,,A
20204,04380793,14,0,1,650,D,195,D,,A,156,D,0,D,,A,,A,455,D,0,D,,A,,A,,A,,A
20204,04380803,25,0,1,1950,D,260,D,650,D,0,D,0,D,,A,,A,1690,D,45,D,,A,,A,,A,,A
20204,04380823,45,0,1,1300,D,130,D,,A,1040,D,0,D,,A,,A,1170,D,300,D,,A,,A,,A,,A
20204,04380833,30,0,1,1300,D,260,D,,A,1300,D,0,D,,A,,A,1040,D,180,D,,A,,A,,A,,A
20204,04380873,7,0,1,1950,D,260,D,,A,664,F,114,F,,A,,A,1690,D,136,F,,A,,A,,A,,A
20204,04380883,24,0,1,975,D,325,D,,A,325,D,0,D,,A,,A,650,D,0,D,,A,,A,,A,,A
20204,04380903,34,0,1,1040,D,0,D,,A,1300,D,0,D,,A,,A,1040,D,450,D,,A,,A,,A,,A
20204,04380933,24,0,1,910,D,130,D,,A,104,D,0,D,,A,,A,780,D,66,D,,A,,A,,A,,A
20204,04380954,15,0,1,1040,D,0,D,,A,260,D,0,D,,A,,A,1040,D,0,D,10,D,130,D,,A,,A
20204,04380964,33,0,1,1170,D,390,D,,A,0,D,0,D,,A,,A,780,D,0,D,,A,,A,,A,,A
20204,04381013,13,0,1,260,D,0,D,,A,1560,D,0,D,,A,,A,260,D,150,D,,A,,A,,A,,A
20204,04381033,45,0,1,1300,D,650,D,650,D,260,D,120,D,,A,,A,650,D,150,D,,A,,A,,A,,A
20204,04381063,36,0,1,780,D,65,D,,A,195,D,0,D,,A,,A,715,D,120,D,,A,,A,,A,,A
20204,04381173,13,0,1,1950,D,260,D,,A,0,D,0,D,,A,,A,1690,D,0,D,,A,,A,,A,,A
20204,04381203,41,0,1,1300,D,0,D,390,D,0,D,0,D,,A,,A,1300,D,60,D,,A,,A,104,D,8,D
20204,04381283,29,0,1,1170,D,260,D,,A,650,D,0,D,,A,,A,910,D,45,D,,A,,A,,A,,A
20204,04381333,54,0,1,1560,D,260,D,,A,455,D,30,D,,A,,A,1300,D,90,D,,A,,A,,A,,A
20204,04381343,9,0,1,520,D,65,D,,A,0,D,0,D,,A,,A,455,D,120,D,20,D,260,D,,A,,A
20204,04381413,22,0,1,1950,D,650,D,,A,1300,D,0,D,,A,,A,1300,D,0,D,,A,,A,,A,,A
20204,04381423,30,0,1,2600,D,650,D,,A,1300,D,0,D,,A,,A,1950,D,0,D,,A,,A,,A,,A
20204,04381453,49,0,1,3900,D,0,D,1300,D,1300,D,0,D,,A,,A,3900,D,90,D,,A,,A,,A,,A
20204,04381473,23,0,1,3250,D,1300,D,,A,325,D,0,D,,A,,A,1950,D,75,D,,A,,A,,A,,A
20204,04381483,40,0,1,1040,D,0,D,,A,260,D,0,D,,A,,A,1040,D,48,D,,A,,A,,A,,A
20204,04381493,15,0,1,520,D,52,D,,A,0,D,0,D,,A,,A,468,D,0,D,,A,,A,,A,,A
20204,04381533,15,0,1,1950,D,520,D,,A,1300,D,0,D,,A,,A,1430,D,750,D,,A,,A,,A,,A
20204,04381553,67,0,1,2340,D,260,D,,A,975,D,0,D,,A,,A,2080,D,900,D,,A,,A,,A,,A
20204,04381643,31,0,1,2600,D,260,D,,A,520,D,126,F,,A,,A,2340,D,137,F,,A,,A,,A,,A
20204,04381653,31,0,1,1586,D,286,D,104,D,325,D,0,D,,A,,A,1300,D,45,D,30,D,390,D,,A,,A
20204,04381673,28,0,1,715,D,195,D,,A,260,D,0,D,,A,,A,520,D,0,D,,A,,A,65,D,5,D
20204,04381693,30,0,1,2275,D,130,D,,A,650,D,15,D,,A,,A,2145,D,150,D,,A,,A,,A,,A
20204,04381703,26,0,1,2600,D,650,D,,A,650,D,0,D,,A,,A,1950,D,180,D,,A,,A,,A,,A
20204,04381713,57,0,1,1820,D,130,D,507,D,260,D,0,D,,A,,A,1690,D,75,D,,A,,A,,A,,A
20204,04381743,33,0,1,2600,D,0,D,325,D,1625,D,0,D,,A,,A,2600,D,30,D,,C,630,F,13,D,1,D
20204,04381763,24,0,1,1434,F,,A,,A,649,F,132,F,,A,,A,1143,F,194,F,,A,,A,,A,,A
20204,04381863,25,0,1,1300,D,260,D,,A,260,D,0,D,,A,,A,1040,D,60,D,,A,,A,,A,,A
20204,04381883,22,0,1,1300,D,260,D,,A,0,D,0,D,,A,,A,1040,D,0,D,,A,,A,,A,,A
20204,04381913,19,0,1,910,D,195,D,,A,650,D,0,D,,A,,A,715,D,72,D,9,D,117,D,,A,,A
20204,04381933,42,0,1,3900,D,650,D,780,D,325,D,0,D,,A,,A,3250,D,150,D,50,D,650,D,,A,,A
20204,04381973,37,0,1,1300,D,0,D,,A,0,D,0,D,,A,,A,1300,D,0,D,,A,,A,,A,,A
20204,04381983,34,0,1,5850,D,975,D,,A,0,D,0,D,,A,,A,4875,D,720,D,125,D,1625,D,,A,,A
20204,04382033,36,0,1,2340,D,195,D,,A,520,D,0,D,,A,,A,2145,D,0,D,,A,,A,,A,,A
20204,04382063,35,0,1,3900,D,975,D,,A,0,D,0,D,,A,,A,2925,D,0,D,,A,,A,,A,,A
20204,04382073,41,0,1,780,D,65,D,,A,325,D,0,D,,A,,A,715,D,0,D,,A,,A,,A,,A
20204,04382113,38,0,1,1300,D,130,D,,A,650,D,0,D,,A,,A,1170,D,300,D,,A,,A,,A,,A
20204,04382163,23,0,1,3250,D,325,D,,A,0,D,0,D,,A,,A,2925,D,0,D,,A,,A,,A,,A
20204,04382173,7,0,1,1750,F,,A,,A,0,D,0,D,,A,,A,1388,F,0,D,45,D,585,D,,A,,A
20204,04382193,68,0,1,2340,D,234,D,,A,169,D,0,D,,A,,A,2106,D,144,D,,A,,A,,A,,A
20204,04382243,20,0,1,1690,D,390,D,,A,1300,D,0,D,,A,,A,1300,D,0,D,,A,,A,,A,,A
20204,04382263,29,0,1,1300,D,260,D,975,D,650,D,0,D,,A,,A,1040,D,0,D,25,D,325,D,,A,,A
20204,04382273,38,0,1,2600,D,441,F,,A,780,D,0,D,,A,,A,1474,F,0,D,,A,,A,,A,,A
20204,04382293,33,0,1,1300,D,0,D,,A,0,D,0,D,,A,,A,1300,D,0,D,,A,,A,,A,,A
20204,04382374,22,0,1,1040,D,130,D,,A,0,D,0,D,,A,,A,910,D,0,D,25,D,325,D,,A,,A
20204,04382383,27,0,1,1300,D,260,D,,A,0,D,0,D,,A,,A,1040,D,0,D,,A,,A,,A,,A
20204,04382423,90,0,1,1950,D,325,D,650,D,975,D,150,D,,A,312,D,1625,D,150,D,,A,,A,,A,,A
20204,04382443,32,0,1,1300,D,0,D,,A,610,F,0,D,,A,,A,1300,D,0,D,40,D,520,D,,A,,A
20204,04382453,51,0,1,4290,D,780,D,,A,2600,D,0,D,,A,,A,3510,D,0,D,,A,,A,,A,,A
20204,04382483,59,0,1,1300,D,499,F,,A,390,D,0,D,,A,,A,1709,F,60,D,,A,,A,,A,,A
20204,04382513,15,0,1,650,D,130,D,,A,260,D,0,D,,A,,A,520,D,30,D,,A,,A,,A,,A
20204,04382523,27,0,1,1950,D,260,D,,A,0,D,0,D,,A,,A,1690,D,0,D,15,D,195,D,,A,,A
20204,04382533,23,0,1,390,D,130,D,,A,0,D,0,D,,A,,A,260,D,0,D,70,D,910,D,65,D,5,D
20204,04382563,30,0,1,2600,D,260,D,,A,0,D,0,D,,A,,A,2340,D,0,D,,A,,A,,A,,A
20204,04382593,22,0,1,1105,D,65,D,,A,130,D,0,D,,A,,A,1040,D,360,D,,C,538,F,,A,,A
20204,04382623,25,0,1,650,D,130,D,,A,130,D,0,D,,A,,A,520,D,0,D,28,D,364,D,,A,,A
20204,04382633,35,0,1,1170,D,130,D,,A,0,D,0,D,,A,,A,1040,D,90,D,,A,,A,,A,,A
20204,04382653,39,0,1,1560,D,0,D,,A,520,D,0,D,,A,,A,1560,D,120,D,,A,,A,,A,,A
20204,04382683,31,0,1,650,D,130,D,,A,195,D,0,D,,A,,A,520,D,60,D,,A,,A,,A,,A
20204,04382703,41,0,1,260,D,195,D,,A,0,D,0,D,,A,,A,65,D,0,D,,A,,A,,A,,A
20204,04382713,29,0,1,975,D,260,D,,A,0,D,0,D,,A,,A,715,D,300,D,100,D,1300,D,,A,,A
20204,04382723,56,0,1,2860,D,260,D,,A,0,D,0,D,,A,,A,2600,D,180,D,,A,,A,,A,,A
20204,04382733,17,0,1,1040,D,195,D,,A,0,D,0,D,,A,,A,845,D,0,D,,A,,A,,A,,A
20204,04382753,18,0,1,1625,D,390,D,,A,0,D,0,D,,A,,A,1235,D,0,D,,A,,A,,A,,A
20204,04382773,16,0,1,3250,D,650,D,,A,1300,D,0,D,246,F,,A,2600,D,0,D,,A,,A,,A,,A
20204,04382813,18,0,1,1300,D,390,D,,A,1950,D,240,D,,A,,A,910,D,1200,D,,A,,A,,A,,A
20204,04382843,37,0,1,1300,D,130,D,455,D,1300,D,30,D,,A,,A,1170,D,0,D,,A,,A,,A,,A
20204,04382853,29,0,1,1300,D,260,D,260,D,65,D,0,D,107,D,,A,1040,D,45,D,,A,,A,,A,,A
20204,04382893,48,0,1,1950,D,325,D,,A,520,D,0,D,,A,,A,1625,D,0,D,,A,,A,,A,,A
20204,04382973,44,0,1,1950,D,325,D,,A,1625,D,150,D,,A,,A,1625,D,150,D,,A,,A,,A,,A
20204,04383023,33,0,1,1560,D,299,F,,A,664,F,0,D,,A,,A,932,F,75,D,,A,,A,,A,,A
20204,04383044,35,0,1,1300,D,260,D,,A,390,D,0,D,,A,,A,1040,D,0,D,,A,,A,,A,,A
20204,04383053,47,0,1,6500,D,1950,D,,A,1820,D,0,D,,A,,A,4550,D,240,D,,A,,A,,A,,A
20204,04383063,27,0,1,3250,D,390,D,,A,1300,D,0,D,,A,,A,2860,D,0,D,,A,,A,,A,,A
20204,04383083,15,0,1,1950,D,390,D,520,D,0,D,0,D,,A,,A,1560,D,0,D,,A,,A,,A,,A
20204,04383103,26,0,1,2600,D,910,D,,A,780,D,119,F,,A,90,D,1690,D,240,D,,A,,A,,A,,A
20204,04383123,24,0,1,325,D,65,D,,A,0,D,0,D,,A,,A,260,D,0,D,,A,,A,,A,,A
20204,04383143,23,0,1,3250,D,325,D,,A,260,D,0,D,,A,,A,2925,D,0,D,,A,,A,,A,,A
20204,04383173,11,0,1,1040,D,195,D,,A,0,D,0,D,,A,,A,845,D,0,D,10,D,130,D,,A,,A
20204,04383223,42,0,1,1300,D,325,D,325,D,260,D,0,D,,A,,A,975,D,0,D,,A,,A,,A,,A
20204,04383233,36,0,1,520,D,104,D,1040,D,520,D,0,D,,A,,A,416,D,60,D,,A,,A,,A,,A
20204,04383283,27,0,1,1950,D,650,D,650,D,650,D,0,D,,A,,A,1300,D,150,D,,A,,A,,A,,A
20204,04383333,24,0,1,1750,F,,A,,A,597,F,114,F,,A,,A,1388,F,142,F,,A,,A,,A,,A
20204,04383363,19,0,1,1300,D,130,D,,A,0,D,0,D,,A,,A,1170,D,0,D,,A,,A,,A,,A
20204,04383463,32,0,1,3900,D,390,D,1300,D,650,D,0,D,,A,,A,3510,D,240,D,50,D,650,D,,A,,A
20204,04383473,29,0,1,1560,D,325,D,,A,520,D,0,D,,A,,A,1235,D,0,D,,A,,A,,A,,A
20204,04383543,24,0,1,1300,D,520,D,,A,0,D,0,D,,A,,A,780,D,0,D,,A,,A,650,D,50,D
20204,04383553,29,0,1,845,D,195,D,650,D,650,D,0,D,,A,,A,650,D,75,D,,A,,A,,A,,A
20204,04383563,12,0,1,195,D,0,D,,A,0,D,0,D,,A,,A,195,D,90,D,,A,,A,,A,,A
20204,04383613,52,0,1,845,D,65,D,,A,65,D,0,D,,A,,A,780,D,0,D,,A,,A,,A,,A
20204,04383643,25,0,1,1300,D,65,D,,A,780,D,0,D,,A,,A,1235,D,15,D,,A,,A,,A,,A
20204,04383663,27,0,1,1300,D,130,D,195,D,585,D,0,D,,A,,A,1170,D,0,D,,A,,A,,A,,A
20204,04383693,9,0,1,780,D,104,D,,A,0,D,0,D,,A,,A,676,D,0,D,,A,,A,,A,,A
20204,04383713,50,0,1,6500,D,650,D,,A,6500,D,30,D,,A,,A,5850,D,60,D,,A,,A,,A,,A
20204,04383743,68,0,1,1066,D,260,D,585,D,91,D,0,D,,A,,A,806,D,0,D,,A,,A,,A,,A
20204,04383773,32,0,1,1430,D,325,D,,A,325,D,0,D,,A,,A,1105,D,0,D,,A,,A,,A,,A
20204,04383803,21,0,1,572,D,340,F,,A,1300,D,0,D,,A,,A,1138,F,0,D,,A,,A,,A,,A
20204,04383833,23,0,1,2600,D,260,D,,A,650,D,0,D,,A,20,D,2340,D,0,D,,A,,A,,A,,A
20204,04383873,37,0,1,780,D,234,D,,A,260,D,0,D,,A,,A,546,D,0,D,,A,,A,,A,,A
20204,04383903,29,0,1,1300,D,260,D,650,D,0,D,0,D,,A,,A,1040,D,0,D,,A,,A,,A,,A
20204,04383943,34,0,1,975,D,325,D,,A,0,D,0,D,,A,,A,650,D,0,D,,A,,A,,A,,A
20204,04384024,41,0,1,2275,D,455,D,,A,520,D,0,D,,A,40,D,1820,D,0,D,,A,,A,,A,,A
20204,04384074,15,0,1,780,D,0,D,,A,130,D,0,D,,A,,A,780,D,90,D,,A,,A,,A,,A
20204,04384113,27,0,1,2600,D,780,D,325,D,1040,D,0,D,,A,,A,1820,D,0,D,,A,,A,,A,,A
20204,04384133,25,0,1,1300,D,0,D,,A,390,D,0,D,,A,,A,1300,D,0,D,,A,,A,,A,,A
20204,04384153,35,0,1,1755,D,364,D,,A,585,D,0,D,,A,,A,1391,D,120,D,,A,,A,,A,,A
20204,04384184,30,0,1,3250,D,0,D,,A,0,D,0,D,,A,,A,3250,D,0,D,,A,,A,,A,,A
20204,04384203,18,0,1,650,D,104,D,,A,130,D,0,D,,A,,A,546,D,0,D,,A,,A,,A,,A
20204,04384243,24,0,1,520,D,0,D,,A,260,D,0,D,,A,,A,520,D,0,D,,A,,A,,A,,A
20204,04384253,21,0,1,1300,D,650,D,,A,650,D,0,D,,A,,A,650,D,0,D,,A,,A,,A,,A
20204,04384273,29,0,1,2600,D,0,D,845,D,2600,D,0,D,,A,,A,2600,D,150,D,20,D,260,D,,A,,A
20204,04384283,14,0,1,1950,D,975,D,,A,0,D,0,D,,A,,A,975,D,0,D,,A,,A,,A,,A
20204,04384353,22,0,1,1950,D,455,D,390,D,975,D,0,D,,A,,A,1495,D,0,D,,A,,A,,A,,A
20204,04384373,35,0,1,1300,D,260,D,,A,390,D,0,D,,A,,A,1040,D,45,D,,A,,A,,A,,A
20204,04384383,22,0,1,1950,D,195,D,,A,390,D,0,D,,A,,A,1755,D,45,D,,A,,A,,A,,A
20204,04384393,19,0,1,1170,D,260,D,,A,390,D,0,D,,A,,A,910,D,0,D,,A,,A,,A,,A
20204,04384403,49,0,1,1950,D,482,F,,A,2600,D,0,D,,A,,A,1998,F,0,D,40,D,520,D,455,D,35,D
20204,04384433,52,0,1,1040,D,0,D,455,D,1300,D,0,D,,A,,A,1040,D,60,D,,A,,A,364,D,28,D
20204,04384493,11,0,1,780,D,130,D,,A,0,D,0,D,,A,,A,650,D,0,D,,A,,A,,A,,A
20204,04384553,17,0,1,1300,D,260,D,325,D,260,D,0,D,,A,,A,1040,D,30,D,,A,,A,,A,,A
20204,04384563,29,0,1,1300,D,0,D,,A,1300,D,0,D,,A,,A,1300,D,0,D,,A,,A,,A,,A
20204,04384633,36,0,1,520,D,130,D,,A,0,D,0,D,,A,,A,390,D,0,D,,A,,A,,A,,A
20204,04384693,17,0,1,1625,D,130,D,,A,0,D,0,D,,A,,A,1495,D,0,D,,A,,A,,A,,A
20204,04384703,30,0,1,910,D,130,D,,A,0,D,0,D,,A,,A,780,D,0,D,,A,,A,,A,,A
20204,04384723,32,0,1,3900,D,0,D,325,D,650,D,0,D,,A,,A,3900,D,0,D,,A,,A,,A,,A
20204,04384733,20,0,1,1950,D,650,D,,A,0,D,0,D,,A,,A,1300,D,0,D,25,D,325,D,,A,,A
20204,04384743,33,0,1,390,D,0,D,377,D,2158,D,198,D,,A,,A,390,D,0,D,,A,,A,,A,,A
20204,04384773,60,0,1,975,D,195,D,,A,0,D,0,D,,A,,A,780,D,150,D,,A,,A,,A,,A
20204,04384783,54,0,1,3900,D,650,D,,A,1300,D,150,D,,A,,A,3250,D,300,D,,A,,A,,A,,A
20204,04384793,31,0,1,2600,D,1105,D,,A,0,D,0,D,,A,,A,1495,D,60,D,,A,,A,,A,,A
20204,04384813,18,0,1,1300,D,256,F,,A,390,D,117,F,,A,,A,861,F,140,F,,A,,A,,A,,A
20204,04384833,28,0,1,1820,D,390,D,,A,2275,D,0,D,,A,,A,1430,D,0,D,,A,,A,,A,,A
20204,04384843,71,0,1,5200,D,650,D,,A,1170,D,0,D,,A,,A,4550,D,450,D,,A,,A,,A,,A
20204,04384853,46,0,1,3900,D,585,D,,A,0,D,0,D,,A,,A,3315,D,300,D,,A,,A,,A,,A
20204,04384884,34,0,1,1950,D,520,D,260,D,2600,D,0,D,,A,,A,1430,D,0,D,42,D,546,D,,A,,A
20204,04384903,48,0,1,1170,D,195,D,,A,455,D,0,D,,A,,A,975,D,0,D,,A,,A,,A,,A
20204,04384943,49,0,1,2600,D,975,D,,A,1950,D,150,D,,A,,A,1625,D,360,D,,A,,A,,A,,A
20204,04384983,28,0,1,2600,D,1300,D,,A,273,D,0,D,,A,,A,1300,D,210,D,40,D,520,D,,A,,A
20204,04384994,27,0,1,3445,D,195,D,,A,494,D,0,D,,A,,A,3250,D,0,D,,A,,A,,A,,A
20204,04385004,24,0,1,1300,D,390,D,,A,390,D,0,D,,A,,A,910,D,0,D,,A,,A,,A,,A
20204,04385033,28,0,1,650,D,65,D,650,D,520,D,0,D,,A,,A,585,D,90,D,,A,,A,,A,,A
20204,04385133,63,0,1,325,D,0,D,,A,650,D,120,D,,A,,A,325,D,0,D,,A,,A,,A,,A
20204,04385153,30,0,1,1755,D,390,D,,A,0,D,0,D,,A,,A,1365,D,0,D,,A,,A,,A,,A
20204,04385183,16,0,1,1300,D,376,F,,A,1950,D,0,D,,A,,A,1298,F,90,D,,A,,A,,A,,A
20204,04385193,48,0,1,650,D,130,D,975,D,195,D,0,D,,A,,A,520,D,0,D,,A,,A,,A,,A
20204,04385213,41,0,1,2925,D,299,D,,A,910,D,0,D,,A,,A,2626,D,240,D,,A,,A,,A,,A
20204,04385273,54,0,1,845,D,65,D,130,D,585,D,0,D,,A,,A,780,D,0,D,,A,,A,130,D,10,D
20204,04385284,13,0,1,1560,D,325,D,,A,0,D,0,D,,A,,A,1235,D,0,D,,A,,A,,A,,A
20204,04385343,64,0,1,1625,D,169,D,,A,325,D,0,D,,A,,A,1456,D,0,D,,A,,A,,A,,A
20204,04385354,17,0,1,1950,D,650,D,,A,0,D,0,D,,A,,A,1300,D,135,D,,A,,A,,A,,A
20204,04385363,31,0,1,845,D,130,D,,A,0,D,0,D,,A,,A,715,D,0,D,,A,,A,,A,,A
20204,04385393,51,0,1,1560,D,130,D,260,D,1300,D,0,D,,A,,A,1430,D,0,D,,A,,A,,A,,A
20204,04385403,35,0,1,2600,D,390,D,,A,260,D,0,D,,A,,A,2210,D,75,D,,A,,A,,A,,A
20204,04385423,42,0,1,2600,D,1300,D,,A,260,D,0,D,,A,,A,1300,D,150,D,,A,,A,,A,,A
20204,04385573,19,0,1,1950,D,260,D,650,D,1950,D,60,D,,A,,A,1690,D,90,D,,A,,A,,A,,A
20204,04385603,7,0,1,1300,D,325,D,,A,260,D,0,D,,A,,A,975,D,0,D,,A,,A,,A,,A
20204,04385633,20,0,1,1750,F,,A,,A,0,D,0,D,,A,,A,1388,F,0,D,,A,,A,,A,,A
20204,04385653,37,0,1,2340,D,650,D,,A,0,D,0,D,,A,,A,1690,D,0,D,,A,,A,,A,,A
20204,04385703,40,0,1,3250,D,390,D,,A,2600,D,300,D,,A,,A,2860,D,240,D,,A,,A,,A,,A
20204,04385723,36,0,1,1560,D,156,D,,A,650,D,0,D,,A,,A,1404,D,150,D,,A,,A,,A,,A
20204,04385733,35,0,1,1300,D,130,D,,A,325,D,0,D,,A,,A,1170,D,240,D,,A,,A,,A,,A
20204,04385743,35,0,1,650,D,0,D,,A,650,D,0,D,,A,,A,650,D,120,D,,A,,A,227,F,,C
20204,04385753,36,0,1,650,D,441,F,455,D,636,F,0,D,,A,,A,1474,F,0,D,,A,,A,,A,,A
20204,04385763,33,0,1,1950,D,650,D,,A,390,D,60,D,,A,,A,1300,D,240,D,50,D,650,D,,A,,A
20204,04385773,26,0,1,650,D,195,D,65,D,650,D,0,D,,A,,A,455,D,30,D,,A,,A,,A,,A
20204,04385783,6,0,1,0,D,,A,39,D,0,D,0,D,,A,,A,0,D,0,D,20,D,260,D,,A,,A
20204,04385823,29,0,1,1950,D,650,D,,A,325,D,225,D,,A,,A,1300,D,900,D,,A,,A,,A,,A
20204,04385843,53,0,1,4550,D,650,D,,A,1300,D,0,D,,A,,A,3900,D,300,D,50,D,650,D,,A,,A
