QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,LSDNUM,LSDNUM_,LSDCODE,LSDCODE_,MODELYR,MODELYR_,PRCBSNSZ,PRCB_NSZ,NUMPAY,NUMPAY_,PMTMONTH,PMTM_NTH,PAYEXPX,PAYEXPX_,PAYTIME,PAYTIME_,EMPLYEXP,EMPL_EXP,TRADEEXP,TRAD_EXP,DOWNEXP,DOWNEXP_,DNEMPEXP,DNEM_EXP,LSDENDMO,LSDE_DMO,QADPMT1X,QADP_T1X,QADPMT2X,QADP_T2X,QADPMT3X,QADP_T3X,QEXTRA1X,QEXT_A1X,QEXTRA2X,QEXT_A2X,QEXTRA3X,QEXT_A3X,QADDOWNX,QADD_WNX,QADFEEX,QADFEEX_,LSD__AKE,LSDENDYR,LSDE_DYR,PMTYEAR,PMTYEAR_,LSD_MAKE
20203,04511873,25,0,1,01,D,105,D,2013,D,,A,36,D,08,D,151,D,3,D,,A,,A,8500,D,,A,,A,,A,,A,151,D,,A,,A,,A,8500,D,,A,D,,A,2020,D,TOY
20203,04512481,12,0,1,01,D,105,D,2020,D,,A,39,D,12,D,235,D,3,D,,A,8000,D,,A,,A,,A,235,D,235,D,235,D,,A,,A,,A,,A,,A,D,,A,2019,D,TOY
20203,04512721,15,0,1,01,D,105,D,2019,D,,A,36,D,09,D,300,D,3,D,,A,,A,3600,D,,A,,A,300,D,300,D,300,D,,A,,A,,A,3600,D,,A,D,,A,2019,D,TOY
20203,04512781,6,0,1,01,D,105,D,2018,D,,A,48,D,09,D,300,D,3,D,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,,A,,A,,A,,A,D,,A,2018,D,INF
20203,04513021,19,0,1,01,D,105,D,2020,D,.90,D,60,D,06,D,320,D,3,D,,A,,A,,A,,A,,A,320,D,320,D,320,D,,A,,A,,A,,A,,A,D,,A,2020,D,TOY
20203,04513081,14,0,1,01,D,105,D,2017,D,,A,36,D,12,D,248,D,3,D,,A,,A,2000,D,,A,,A,248,D,248,D,248,D,,A,,A,,A,2000,D,,A,D,,A,2017,D,LIN
20203,04513081,15,0,1,02,D,105,D,2018,D,,A,36,D,02,F,417,D,3,D,,A,,A,2500,D,,A,,A,417,D,417,D,417,D,,A,,A,,A,2500,D,,A,D,,A,2018,D,LIN
20203,04513461,15,0,1,01,D,105,D,2020,D,,A,36,D,07,D,300,D,3,D,,A,,A,,A,,A,,A,,A,300,D,300,D,,A,,A,,A,,A,,A,D,,A,2020,D,JEE
20203,04513461,16,0,1,02,D,105,D,2018,D,,A,36,D,10,D,419,D,3,D,,A,,A,,A,,A,,A,419,D,419,D,419,D,,A,,A,,A,,A,,A,D,,A,2018,D,FOR
20203,04513461,17,0,1,03,D,105,D,2019,D,,A,36,D,01,D,450,D,3,D,,A,,A,,A,,A,,A,450,D,450,D,450,D,,A,,A,,A,,A,,A,D,,A,2019,D,FOR
20203,04513651,8,0,1,01,D,105,D,2019,D,,A,42,D,11,D,300,D,3,D,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,,A,,A,,A,,A,D,,A,2018,D,JEE
20203,04513651,9,0,1,02,D,105,D,2018,D,,A,42,D,07,D,300,D,3,D,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,,A,,A,,A,,A,D,,A,2018,D,JEE
20203,04513741,9,0,1,01,D,105,D,2019,D,,A,39,D,09,F,296,D,3,D,,A,,A,,A,,A,,A,296,D,296,D,296,D,,A,,A,,A,,A,,A,D,,A,2019,D,JEE
20203,04513831,3,0,1,01,D,105,D,2018,D,,A,36,D,05,D,310,D,3,D,,A,,A,1000,D,,A,,A,310,D,310,D,310,D,,A,,A,,A,1000,D,,A,D,,A,2018,D,HON
20203,04513861,7,0,1,01,D,105,D,2018,D,,A,36,D,06,D,246,D,3,D,,A,,A,,A,,A,,A,246,D,246,D,246,D,,A,,A,,A,,A,,A,D,,A,2018,D,TOY
20203,04514253,11,0,1,01,D,105,D,2019,D,,A,36,D,03,D,672,D,3,D,,A,,C,2000,D,,A,,A,672,D,672,D,672,D,,A,,A,,A,2000,D,,A,D,,A,2019,D,LEX
20204,04310244,22,0,5,01,D,105,D,2020,D,,A,36,D,01,D,409,D,3,D,,A,,A,,A,,A,,A,409,D,409,D,409,D,,A,,A,,A,,A,,A,D,,A,2020,D,SUB
20204,04310874,9,0,1,01,D,105,D,2019,D,,A,36,D,01,D,350,D,3,D,,A,,A,,A,,A,,A,350,D,350,D,350,D,,A,,A,,A,,A,,A,D,,A,2019,D,LEX
20204,04311064,18,0,1,01,D,105,D,2020,D,,A,24,D,09,D,156,D,3,D,,A,,A,3800,D,,A,,A,,A,,A,156,D,,A,,A,,A,3800,D,,A,D,,A,2020,D,CHE
20204,04311364,5,0,1,01,D,105,D,2019,D,,A,36,D,07,D,284,D,3,D,,A,,A,,A,,A,,A,284,D,284,D,284,D,,A,,A,,A,,A,,A,D,,A,2019,D,DOD
20204,04311364,6,0,1,02,D,105,D,2017,D,,A,24,D,01,D,250,D,3,D,,A,,A,,A,,A,,A,250,D,250,D,250,D,,A,,A,,A,,A,,A,D,,A,2019,D,GMC
20204,04311934,37,0,5,01,D,105,D,2019,D,,A,36,D,10,D,199,D,3,D,,A,,A,500,D,,A,,A,199,D,199,D,199,D,,A,,A,,A,500,D,,A,D,,A,2019,D,JEE
20204,04312034,41,0,1,01,D,105,D,2019,D,,A,36,D,02,D,500,D,3,D,,A,17000,D,4000,D,,A,,A,500,D,500,D,500,D,,A,,A,,A,4000,D,,A,D,,A,2019,D,VOV
20204,04312324,14,0,5,01,D,105,D,2018,D,,A,24,D,10,D,202,D,3,D,,A,,A,1000,D,,A,07,D,202,D,,A,,A,,A,,A,,A,1000,D,,A,D,,A,2018,D,BUI
20204,04312324,15,0,1,02,D,105,D,2020,D,,A,36,D,08,D,189,D,3,D,,A,,A,,A,,A,,A,,A,189,D,189,D,,A,,A,,A,,A,,A,D,,A,2020,D,BUI
20204,04312624,6,0,5,01,D,105,D,2020,D,,A,36,D,01,D,389,D,3,D,,A,,A,,A,,A,,A,389,D,389,D,389,D,,A,,A,,A,,A,,A,D,,A,2020,D,CHE
20204,04312624,7,0,5,02,D,105,D,2019,D,,A,36,D,07,D,400,D,3,D,,A,,A,400,D,,A,,A,400,D,400,D,400,D,,A,,A,,A,400,D,,A,D,,A,2019,D,CHE
20204,04312724,13,0,5,01,D,105,D,2018,D,,A,36,D,05,D,1100,D,3,D,1100,D,,A,,A,,A,,A,0,D,0,D,0,D,,A,,A,,A,,A,,A,D,,A,2018,D,BMW
20204,04313104,10,0,5,01,D,105,D,2019,D,,A,36,D,03,D,392,D,3,D,,A,,A,,A,,A,,A,392,D,392,D,392,D,50,D,50,D,50,D,,A,,A,D,,A,2019,D,TOY
20204,04313274,24,0,5,01,D,105,D,2020,D,,A,36,D,11,D,399,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,,A,2020,D,NIS
20204,04313724,9,0,5,01,D,105,D,2018,D,,A,36,D,01,D,319,D,3,D,,A,,A,3000,D,,A,,A,319,D,319,D,319,D,,A,,A,,A,3000,D,,A,D,,A,2018,D,DOD
20204,04313774,23,0,5,01,D,105,D,2018,D,,A,36,D,01,D,395,D,3,D,,A,,A,,A,,A,09,D,395,D,395,D,395,D,,A,,A,,A,,A,1000,D,D,,A,2018,D,CHE
20204,04313774,24,0,5,02,D,105,D,2018,D,,A,36,D,01,D,458,D,3,D,,A,,A,,A,,A,09,D,458,D,458,D,458,D,,A,,A,,A,,A,,A,D,,A,2018,D,CHE
20204,04313814,22,0,5,01,D,105,D,2017,D,,A,,C,03,F,370,D,3,D,,A,,A,,A,,A,08,D,370,D,370,D,370,D,,A,,A,,A,,A,,A,D,,A,2019,F,TOY
20204,04314184,11,0,5,01,D,105,D,2019,D,,A,39,D,08,D,360,D,3,D,,A,,C,,A,,A,,A,360,D,360,D,360,D,,A,,A,,A,,A,,A,D,,A,2019,D,GMC
20204,04314244,13,0,5,01,D,105,D,2018,D,,A,36,D,11,D,420,D,3,D,,A,,A,,A,,A,07,D,420,D,,A,,A,,A,,A,,A,,A,,A,D,,A,2018,D,TOY
20204,04314264,13,0,5,01,D,105,D,2019,D,,A,36,D,01,D,371,D,3,D,,A,,A,,A,,A,,A,371,D,371,D,371,D,,A,,A,,A,,A,,A,D,,A,2019,D,FOR
20204,04314274,8,0,1,01,D,105,D,2016,D,,A,60,D,07,D,550,D,3,D,,A,,A,,A,,A,,A,550,D,550,D,550,D,,A,,A,,A,,A,,A,D,,A,2016,D,HYU
20204,04314744,24,0,5,01,D,105,D,2004,D,,A,36,D,04,D,296,D,3,D,,A,,A,500,D,,A,,A,296,D,296,D,296,D,,A,,A,,A,500,D,,A,D,,A,2019,D,CHE
20204,04314744,25,0,5,02,D,105,D,2008,D,,A,36,D,02,D,298,D,3,D,,A,,A,500,D,,A,,A,298,D,298,D,298,D,,A,,A,,A,500,D,,A,D,,A,2018,D,PON
20204,04314744,26,0,5,03,D,105,D,,C,,A,36,D,06,D,290,D,3,D,,A,,A,500,D,,A,,A,290,D,290,D,290,D,,A,,A,,A,500,D,,A,D,,A,2019,D,DOD
20204,04314794,7,0,5,01,D,105,D,2014,D,,A,60,D,05,D,480,D,3,D,,A,,A,1000,D,,A,,A,480,D,480,D,480,D,,A,,A,,A,1000,D,,A,D,,A,2020,D,TOY
20204,04315214,29,0,5,01,D,105,D,2018,D,,A,36,D,09,D,862,D,3,D,,A,21000,D,,A,,A,,A,862,D,862,D,862,D,,A,,A,,A,,A,,A,D,,A,2018,D,BMW
20204,04315244,24,0,5,01,D,105,D,2019,D,,A,39,D,07,D,725,D,3,D,,A,5500,D,,A,,A,,A,725,D,725,D,725,D,,A,,A,,A,,A,,A,D,,A,2019,D,GMC
20204,04315244,25,0,5,02,D,105,D,2018,D,,A,39,D,07,D,551,D,3,D,,A,18000,D,,A,,A,,A,551,D,551,D,551,D,,A,,A,,A,,A,,A,D,,A,2018,D,FOR
20204,04315484,9,0,1,01,D,105,D,2018,D,,A,36,D,12,D,333,D,3,D,,A,,A,1500,D,,A,,A,333,D,333,D,333,D,,A,,A,,A,1500,D,,A,D,,A,2018,D,CHE
20204,04316044,18,0,5,01,D,105,D,2016,D,,A,51,D,10,D,461,D,3,D,,A,5000,D,,A,,A,,A,461,D,461,D,461,D,,A,,A,,A,,A,,A,D,,A,2016,D,TOY
20204,04316044,19,0,1,02,D,105,D,2016,D,,A,52,D,10,D,461,D,3,D,,A,,A,,A,,A,,A,461,D,461,D,461,D,,A,,A,,A,,A,,A,D,,A,2016,D,TOY
20204,04316444,25,0,5,01,D,105,D,2015,D,,A,36,D,08,D,360,D,3,D,,A,,A,,A,,A,07,D,360,D,,A,,A,5,D,,A,,A,,A,,A,D,,A,2016,D,SUB
20204,04317234,13,0,5,01,D,105,D,2018,D,,A,36,D,12,D,380,D,3,D,,A,,A,,A,,A,,A,380,D,380,D,380,D,,A,,A,,A,,A,,A,D,,A,2019,D,FOR
20204,04317624,14,0,5,01,D,105,D,2018,D,,A,36,D,07,D,569,D,3,D,500,D,,C,,C,,A,,A,69,D,69,D,69,D,,A,,A,,A,,B,,A,D,,A,2018,D,GMC
20204,04317824,19,0,1,01,D,105,D,2019,D,,A,36,D,11,D,281,D,3,D,,A,1000,D,3000,D,,A,,A,281,D,281,D,281,D,,A,,A,,A,3000,D,,A,D,,A,2019,D,SUB
20204,04317914,15,0,5,01,D,105,D,,C,,A,48,D,05,D,302,D,3,D,,A,,A,,A,,A,,A,302,D,302,D,302,D,,A,,A,,A,,A,,A,D,,A,2018,D,ACU
20204,04317914,16,0,5,02,D,105,D,,C,,A,48,D,08,D,300,D,3,D,,A,,A,,A,,A,07,D,300,D,,A,,A,,A,,A,,A,,A,,A,A,,A,2017,D,
20204,04317914,17,0,1,03,D,105,D,,C,,A,,C,11,F,300,D,,C,,A,,A,2500,D,,A,,A,300,D,300,D,300,D,,A,,A,,A,2500,D,,A,D,,A,2020,F,ACU
20204,04318454,21,0,5,01,D,105,D,2019,D,,A,36,D,10,D,424,D,3,D,,A,,C,6000,D,,A,,A,424,D,424,D,424,D,,A,,A,,A,6000,D,,A,D,,A,2019,D,FOR
20204,04318454,22,0,1,02,D,105,D,2019,D,,A,36,D,07,D,436,D,3,D,,A,,A,,A,,A,,A,436,D,436,D,436,D,,A,,A,,A,,A,,A,D,,A,2019,D,TOY
20204,04318714,9,0,5,01,D,105,D,2019,D,,A,60,D,11,D,460,D,3,D,,A,,A,1000,D,,A,,A,460,D,460,D,460,D,,A,,A,,A,1000,D,,A,D,,A,2019,D,FOR
20204,04319414,22,0,1,01,D,105,D,2019,D,,A,36,D,09,D,480,D,3,D,,A,,A,4000,D,,A,,A,480,D,480,D,480,D,,A,,A,,A,4000,D,,A,D,,A,2019,D,HYU
20204,04319414,23,0,1,02,D,105,D,2019,D,,A,36,D,08,D,435,D,3,D,,A,,A,3000,D,,A,,A,435,D,435,D,435,D,,A,,A,,A,3000,D,,A,D,,A,2019,D,RAM
20204,04319744,8,0,5,01,D,105,D,2018,D,,A,36,D,02,D,364,D,3,D,,A,,A,,A,,A,,A,364,D,364,D,364,D,,A,,A,,A,,A,,A,D,,A,2018,D,TOY
20204,04319774,10,0,5,01,D,105,D,2019,D,,A,3,D,05,D,289,D,3,D,,A,,A,,A,,A,,A,289,D,289,D,289,D,,A,,A,,A,,A,,A,D,,A,2019,D,SUB
20204,04319814,13,0,5,02,D,105,D,2020,D,,A,36,D,04,D,301,D,3,D,,A,,A,2500,D,,A,,A,301,D,301,D,301,D,,A,,A,,A,2500,D,,A,D,,A,2020,D,CHE
20204,04319884,4,0,1,01,D,105,D,,C,,A,,C,05,F,,C,,C,,A,,A,,A,,A,,A,530,F,530,F,530,F,,A,,A,,A,,A,,A,A,,A,2017,D,
20204,04320844,35,0,5,01,D,105,D,2018,D,,A,36,D,06,D,600,D,3,D,,A,2500,D,3000,D,,A,,A,600,D,600,D,600,D,15,D,15,D,15,D,3000,D,,A,D,,A,2018,D,CHE
20204,04321004,13,0,5,01,D,105,D,2019,D,,A,36,D,03,D,598,D,3,D,,A,,A,,A,,A,,A,598,D,598,D,598,D,,A,,A,,A,,A,,A,D,,A,2019,D,CHE
20204,04321024,11,0,5,01,D,105,D,2018,D,,A,39,D,05,D,414,D,3,D,,A,,A,3000,D,,A,,A,414,D,414,D,414,D,,A,,A,,A,3000,D,,A,D,,A,2018,D,GMC
20204,04321674,31,0,5,01,D,105,D,2018,D,,A,36,D,05,D,256,D,3,D,,A,,A,4000,D,,A,,A,256,D,256,D,256,D,,A,,A,,A,4000,D,,A,D,,A,2018,D,SUB
20204,04322774,19,0,5,02,D,105,D,2020,D,,A,36,D,07,D,308,D,3,D,,A,,A,12000,D,,A,,A,308,D,308,D,308,D,,A,,A,,A,12000,D,,A,D,,A,2020,D,KIA
20204,04322804,7,0,5,01,D,105,D,2019,D,,A,36,D,11,D,680,D,3,D,,A,,A,2000,D,,A,,A,680,D,680,D,680,D,,A,,A,,A,2000,D,,A,D,,A,2019,D,CHE
20204,04322874,40,0,5,01,D,105,D,2017,D,,A,36,D,03,F,466,D,3,D,,A,,A,,A,,A,,A,466,D,466,D,466,D,,A,,A,,A,,A,,A,D,,A,2017,D,AUD
20204,04323354,25,0,5,01,D,105,D,2018,D,,A,36,D,12,F,533,D,3,D,,A,,C,3500,D,,A,,A,533,D,533,D,533,D,,A,,A,,A,3500,D,,A,D,,A,2018,D,VOV
20204,04323724,12,0,5,02,D,105,D,2020,D,,A,36,D,09,D,435,D,3,D,,A,,A,,A,,A,,A,,A,435,D,435,D,,A,,A,,A,,A,,A,D,,A,2020,D,LEX
20204,04323754,22,0,5,01,D,105,D,2018,D,.30,D,36,D,02,D,265,D,3,D,,A,,A,,A,,A,,A,265,D,265,D,265,D,,A,,A,,A,,A,,A,D,,A,2019,D,NIS
20204,04324314,14,0,5,01,D,105,D,2018,D,,A,36,D,03,D,427,D,3,D,,A,300,D,,A,,A,,A,427,D,427,D,427,D,,A,,A,,A,,A,,A,D,,A,2018,D,CHE
20204,04324404,16,0,5,03,D,105,D,2020,D,,A,24,D,03,D,318,D,3,D,,A,,A,2000,D,2000,D,,A,318,D,318,D,318,D,,A,,A,,A,0,D,,A,D,,A,2020,D,CHE
20204,04325254,15,0,1,01,D,105,D,2019,D,,A,36,D,02,D,461,D,3,D,,A,,A,,A,,A,,A,461,D,461,D,461,D,,A,,A,,A,,A,,A,D,,A,2019,D,JEE
20204,04325624,13,0,5,01,D,105,D,2019,D,,A,42,D,01,D,319,D,3,D,,A,2500,D,,A,,A,,A,319,D,319,D,319,D,,A,,A,,A,,A,,A,D,,A,2019,D,SUB
20204,04325634,10,0,5,01,D,105,D,2019,D,,A,36,D,10,F,260,D,3,D,,A,,A,5000,D,,A,,A,260,D,260,D,260,D,,A,,A,,A,5000,D,,A,D,,A,2019,D,HON
20204,04325994,18,0,5,01,D,105,D,2014,D,,A,60,D,09,D,1100,D,3,D,,A,,C,,A,,A,,A,1100,D,1100,D,1100,D,,A,,A,,A,,A,,A,D,,A,2014,D,LAN
20204,04326084,4,0,1,01,D,105,D,2018,D,,A,60,D,01,D,990,D,3,D,,A,1500,D,,A,,A,,A,990,D,990,D,990,D,100,D,100,D,100,D,,A,,A,D,,A,2018,D,FOR
20204,04326264,21,0,5,02,D,105,D,2020,D,,A,3,D,07,D,390,D,3,D,,A,,A,,A,,A,,A,390,D,390,D,390,D,,A,,A,,A,,A,,A,D,,A,2020,D,BUI
20204,04326404,12,0,1,01,D,105,D,2018,D,,A,36,D,04,D,503,D,3,D,,A,,A,2500,D,,A,,A,503,D,503,D,503,D,,A,,A,,A,2500,D,,A,D,,A,2018,D,HON
20204,04326414,17,0,5,01,D,105,D,2019,D,,A,36,D,01,D,193,D,3,D,,A,11000,D,,A,,A,,A,193,D,193,D,193,D,,A,,A,,A,,A,,A,D,,A,2019,D,HYU
20204,04327004,7,0,5,01,D,105,D,2019,D,,A,36,D,01,D,409,D,3,D,,A,,A,,A,,A,,A,409,D,409,D,409,D,,A,,A,,A,,A,,A,D,,A,2020,D,KIA
20204,04327974,7,0,5,01,D,105,D,2019,D,,A,28,D,08,D,200,D,3,D,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,,A,,A,,A,,A,D,,A,2019,D,HON
20204,04328084,9,0,5,01,D,105,D,2018,D,,A,36,D,09,D,400,D,3,D,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2018,D,FOR
20204,04328684,19,0,5,01,D,105,D,2019,D,,A,36,D,06,D,164,D,3,D,,A,7000,D,,A,,A,,A,164,D,164,D,164,D,,A,,A,,A,,A,,A,D,,A,2019,D,JEE
20204,04328814,6,0,1,01,D,105,D,2017,D,,A,36,D,09,D,240,D,3,D,,A,,A,3000,D,,A,,A,,A,240,D,240,D,,A,,A,,A,3000,D,,A,D,,A,2020,D,TOY
20204,04328974,19,0,5,01,D,105,D,2019,D,,A,36,D,05,D,415,D,3,D,,A,7000,D,,A,,A,,A,415,D,415,D,415,D,,A,,A,,A,,A,,A,D,,A,2019,D,TOY
20204,04329374,7,0,5,01,D,105,D,2019,D,,A,46,D,11,D,300,D,3,D,,A,,A,300,D,,A,,A,300,D,300,D,300,D,,A,,A,,A,300,D,,A,D,,A,2019,D,VOK
20204,04330474,19,0,5,01,D,105,D,2019,D,,A,36,D,07,D,350,D,3,D,,A,,A,7000,D,,A,,A,350,D,350,D,350,D,,A,,A,,A,7000,D,,A,D,,A,2019,D,BUI
20204,04341724,6,0,1,01,D,105,D,,C,,A,,C,02,F,230,D,3,D,,A,,A,,A,,A,,A,230,D,230,D,230,D,,A,,A,,A,,A,,A,A,,A,2020,F,
20204,04342074,9,0,5,02,D,105,D,2020,D,,A,36,D,08,D,344,D,3,D,,A,,A,2843,D,,A,,A,344,D,344,D,344,D,,A,,A,,A,2843,D,,A,D,,A,2020,D,TOY
20204,04342564,14,0,5,01,D,105,D,2019,D,,A,36,D,06,D,500,D,3,D,,A,,A,,A,,A,,A,500,D,500,D,500,D,,A,,A,,A,,A,,A,D,,A,2019,D,VOV
20204,04342634,9,0,5,01,D,105,D,2018,D,,A,36,D,08,D,529,D,3,D,,A,,A,,A,,A,,A,529,D,529,D,529,D,,A,,A,,A,,A,,A,D,,A,2018,D,DOD
20204,04342774,11,0,5,01,D,105,D,2018,D,,A,36,D,09,F,558,D,3,D,,A,,C,,A,,A,10,F,558,D,558,D,558,D,,A,,A,,A,,A,,A,D,,A,2018,D,CAD
20204,04343794,7,0,5,01,D,105,D,2020,D,,A,,C,02,D,600,D,3,D,,A,,A,,A,,A,,A,600,D,600,D,600,D,,A,,A,,A,,A,,A,D,,A,2020,D,VOV
20204,04343794,8,0,5,02,D,105,D,2018,D,,A,,C,08,F,640,D,3,D,,A,,A,,A,,A,,A,640,D,640,D,640,D,,A,,A,,A,,A,,A,D,,A,2018,D,FOR
20204,04344164,11,0,1,01,D,105,D,2021,D,,A,42,D,11,D,300,D,3,D,,A,,A,1000,D,,A,,A,,A,,A,300,D,,A,,A,26,D,1000,D,,A,D,,A,2020,D,JEE
20204,04344634,16,0,5,01,D,105,D,2017,D,,A,36,D,01,D,200,D,3,D,,A,5000,D,3000,D,,A,10,D,200,D,200,D,,A,,A,,A,,A,3000,D,,A,D,,A,2018,D,TOY
20204,04344634,17,0,1,02,D,105,D,2020,D,,A,36,D,10,D,299,D,3,D,,A,,A,5000,D,,A,,A,,A,299,D,299,D,,A,,A,,A,5000,D,,A,D,,A,2020,D,TOY
20204,04344874,19,0,5,01,D,105,D,2017,D,,A,36,D,12,D,383,D,3,D,,A,24000,D,4000,D,,A,,A,383,D,383,D,383,D,,A,,A,,A,4000,D,,A,D,,A,2017,D,LEX
20204,04345564,11,0,1,01,D,105,D,2021,D,,A,36,D,09,D,660,D,3,D,,A,,A,,A,,A,,A,660,D,660,D,660,D,,A,,A,,A,,A,,A,D,,A,2020,D,CHE
20204,04345754,18,0,5,01,D,105,D,2018,D,,A,60,D,10,D,417,D,3,D,,A,,A,,A,,A,,A,417,D,417,D,417,D,,A,,A,,A,,A,,A,D,,A,2019,D,JEE
20204,04346364,20,0,5,01,D,105,D,2020,D,,A,36,D,08,D,276,D,3,D,,A,2000,D,,A,,A,,A,276,D,276,D,276,D,,A,,A,,A,,A,,A,D,,A,2020,D,NIS
20204,04346984,5,0,5,01,D,105,D,2015,D,,A,36,D,01,D,350,D,3,D,,A,,A,350,D,,A,,A,350,D,350,D,350,D,20,D,20,D,20,D,350,D,,A,D,,A,2018,D,KIA
20204,04347214,15,0,5,01,D,105,D,2017,D,,A,36,D,01,D,300,D,3,D,,A,,A,4000,D,,A,09,D,300,D,,A,,A,,A,,A,,A,4000,D,,A,D,,A,2018,D,NIS
20204,04347214,16,0,1,02,D,105,D,2020,D,,A,36,D,10,D,180,D,3,D,,A,,A,5000,D,,A,,A,,A,180,D,180,D,,A,,A,,A,5000,D,,A,D,,A,2020,D,NIS
20204,04347464,22,0,5,01,D,105,D,2019,D,,A,36,D,04,D,629,D,3,D,,A,3000,D,5000,D,,A,,A,629,D,629,D,629,D,,A,,A,,A,5000,D,,A,D,,A,2019,D,BMW
20204,04347644,9,0,1,01,D,105,D,2020,D,,A,36,D,11,D,139,D,3,D,,A,23500,D,,A,,A,,A,,A,,A,139,D,,A,,A,,A,,A,,A,D,,A,2020,D,FOR
20204,04348174,9,0,5,01,D,105,D,2018,D,,A,36,D,03,D,361,D,3,D,,A,,A,1250,D,,A,,A,361,D,361,D,361,D,,A,,A,,A,1250,D,,A,D,,A,2019,D,INF
20204,04348314,11,0,5,01,D,105,D,2018,D,,A,48,D,11,D,321,D,3,D,,A,,A,,A,,A,11,D,321,D,321,D,321,D,,A,,A,,A,,A,2000,D,D,,A,2018,D,HON
20204,04348494,19,0,5,01,D,105,D,2017,D,,A,36,D,05,D,300,D,3,D,,A,,A,,A,,A,11,D,300,D,300,D,300,D,,A,,A,,A,,A,,A,D,,A,2017,D,CAD
20204,04348494,20,0,1,02,D,105,D,2020,D,,A,36,D,11,D,450,D,3,D,,A,,A,8000,D,,A,,A,,A,,A,450,D,,A,,A,,A,8000,D,,A,D,,A,2020,D,CAD
20204,04348714,9,0,5,01,D,105,D,2018,D,,A,48,D,03,F,400,D,3,D,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2018,D,CHE
20204,04349164,14,0,5,01,D,105,D,2019,D,,A,36,D,03,D,500,D,3,D,,A,,A,,A,,A,,A,500,D,500,D,500,D,,A,,A,,A,,A,,A,D,,A,2019,D,TOY
20204,04351934,4,0,5,01,D,105,D,2019,D,,A,36,D,10,F,700,D,3,D,,A,,A,,A,,A,,A,700,D,700,D,700,D,,A,,A,,A,,A,,A,D,,A,2019,F,MRB
20204,04351934,5,0,1,02,D,105,D,2019,D,,A,48,D,09,F,640,D,3,D,,A,,A,,A,,A,,A,640,D,640,D,640,D,,A,,A,,A,,A,,A,D,,A,2019,D,MRB
20204,04379103,8,0,1,01,D,105,D,2017,D,,A,,C,07,F,,C,,C,,A,,A,,A,,A,,A,340,F,340,F,340,F,,A,,A,,A,,A,,A,D,,A,2017,D,CAD
20204,04379563,10,0,5,01,D,105,D,2012,D,,A,24,D,08,D,200,D,3,D,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,,A,,A,,A,,A,D,,A,2019,D,GMC
20204,04379683,12,0,5,01,D,105,D,2017,D,,A,36,D,02,D,249,D,3,D,,A,,A,,A,,A,,A,249,D,249,D,249,D,,C,,C,,C,,A,,A,D,,A,2017,D,FOR
20204,04379753,12,0,5,01,D,105,D,2018,D,,A,36,D,11,D,316,D,3,D,,A,,A,,A,,A,,A,316,D,316,D,316,D,,A,,A,,A,,A,,A,D,,A,2019,D,GMC
20204,04380093,16,0,1,01,D,105,D,,C,,A,12,D,09,D,300,D,3,D,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,,A,,A,,A,,A,D,,A,2020,D,VOV
20204,04380153,4,0,1,01,D,105,D,2016,D,,A,,C,05,D,230,D,3,D,,A,,A,,A,,A,,A,230,D,230,D,230,D,,A,,A,,A,,A,,A,D,,A,2016,D,HON
20204,04380513,5,0,5,01,D,105,D,2019,D,,A,30,D,04,F,500,D,3,D,,A,,A,,A,,A,,A,500,D,500,D,500,D,,A,,A,,A,,A,,A,D,,A,2019,D,BMW
20204,04380603,19,0,5,01,D,105,D,2018,D,,A,36,D,11,D,280,D,3,D,,A,,A,3000,D,,A,,A,280,D,280,D,280,D,,A,,A,,A,3000,D,,A,D,,A,2018,D,KIA
20204,04381203,16,0,5,01,D,105,D,2019,D,,A,36,D,12,D,434,D,3,D,,A,,A,434,D,,A,,A,434,D,434,D,434,D,,A,,A,,A,434,D,,A,D,,A,2019,D,TOY
20204,04381883,9,0,5,01,D,105,D,2017,D,,A,,C,09,F,600,D,3,D,,A,,A,,A,,A,,A,600,D,600,D,600,D,,A,,A,,A,,A,,A,D,,A,2017,D,LEX
20204,04381883,10,0,5,02,D,105,D,2017,D,,A,,C,06,F,,C,3,D,,A,,A,,A,,A,,A,409,F,409,F,409,F,,A,,A,,A,,A,,A,D,,A,2017,D,LEX
20204,04382113,17,0,5,02,D,105,D,2020,D,,A,39,D,07,D,375,D,3,D,,A,,A,,A,,A,,A,375,D,375,D,375,D,,A,,A,,A,,A,,A,D,,A,2020,D,JEE
20204,04382703,16,0,1,01,D,105,D,2019,D,,A,60,D,07,D,982,D,3,D,,A,,A,5000,D,,A,,A,982,D,982,D,982,D,70,D,70,D,70,D,5000,D,,A,D,,A,2020,D,FOR
