QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,LSDNUM,LSDNUM_,LSDCODE,LSDCODE_,MODELYR,MODELYR_,PRCBSNSZ,PRCB_NSZ,NUMPAY,NUMPAY_,PMTMONTH,PMTM_NTH,PAYEXPX,PAYEXPX_,PAYTIME,PAYTIME_,EMPLYEXP,EMPL_EXP,TRADEEXP,TRAD_EXP,DOWNEXP,DOWNEXP_,DNEMPEXP,DNEM_EXP,LSDENDMO,LSDE_DMO,QADPMT1X,QADP_T1X,QADPMT2X,QADP_T2X,QADPMT3X,QADP_T3X,QEXTRA1X,QEXT_A1X,QEXTRA2X,QEXT_A2X,QEXTRA3X,QEXT_A3X,QADDOWNX,QADD_WNX,QADFEEX,QADFEEX_,LSD__AKE,LSDENDYR,LSDE_DYR,PMTYEAR,PMTYEAR_,LSD_MAKE
20203,04275004,12,0,5,01,D,105,D,2018,D,,A,36,D,10,D,214,D,3,D,,A,,A,,A,,A,,A,214,D,214,D,214,D,,A,,A,,A,,A,,A,D,,A,2018,D,HYU
20203,04275194,13,0,5,01,D,105,D,2018,D,,A,36,D,01,D,210,D,3,D,,A,,A,4000,D,,A,,A,210,D,210,D,210,D,,A,,A,,A,4000,D,,A,D,,A,2019,D,JEE
20203,04275574,15,0,5,01,D,105,D,2019,D,,A,36,D,11,D,350,D,3,D,,A,,A,3000,D,,A,,A,350,D,350,D,350,D,,A,,A,,A,3000,D,,A,D,,A,2018,D,SUB
20203,04275574,16,0,1,02,D,105,D,2020,D,,A,36,D,07,D,280,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,,A,2020,D,SUB
20203,04275944,11,0,5,01,D,105,D,2019,D,,A,24,D,10,D,204,D,3,D,,A,2500,D,3000,D,,A,,A,204,D,204,D,204,D,,A,,A,,A,3000,D,,A,D,,A,2019,D,CHE
20203,04276314,51,0,5,01,D,105,D,2019,D,,A,48,D,01,D,500,D,3,D,,A,,A,,A,,A,,A,500,D,500,D,500,D,,A,,A,,A,,A,,A,D,,A,2019,D,HON
20203,04276314,52,0,5,02,D,105,D,2018,D,,A,48,D,10,F,600,D,3,D,,A,,A,,A,,A,,A,600,D,600,D,600,D,,A,,A,,A,,A,,A,D,,A,2018,D,CHE
20203,04277074,13,0,5,01,D,105,D,2009,D,,A,36,D,08,D,293,D,3,D,,A,,A,2000,D,,A,,A,293,D,293,D,293,D,,A,,A,,A,2000,D,,A,D,,A,2019,D,HON
20203,04277534,14,0,5,01,D,105,D,2018,D,,A,24,D,10,D,250,D,3,D,,A,,A,,A,,A,,A,250,D,250,D,250,D,,A,,A,,A,,A,,A,D,,A,2018,D,BUI
20203,04278894,7,0,1,01,D,105,D,2020,D,,A,36,D,08,D,255,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,,A,2020,D,FOR
20203,04278914,11,0,5,01,D,105,D,2018,D,,A,36,D,04,D,185,D,3,D,,A,,A,6000,D,,A,,A,185,D,185,D,185,D,,A,,A,,A,6000,D,,A,D,,A,2018,D,GMC
20203,04279204,22,0,5,01,D,105,D,2019,D,,A,36,D,08,D,325,D,3,D,,A,,A,,A,,A,,A,325,D,325,D,325,D,,A,,A,,A,,A,,A,D,,A,2019,D,SUB
20203,04279394,36,0,5,01,D,105,D,2019,D,,A,36,D,07,D,554,D,3,D,,A,,A,4000,D,,A,,A,554,D,554,D,554,D,,A,,A,,A,4000,D,,A,D,,A,2019,D,BMW
20203,04280644,21,0,5,01,D,105,D,2017,D,,A,36,D,03,F,400,D,3,D,,A,,A,1000,D,,A,,A,400,D,400,D,400,D,,A,,A,,A,1000,D,,A,D,,A,2017,D,VOV
20203,04280804,13,0,1,01,D,105,D,2020,D,,A,36,D,06,D,294,D,3,D,,A,1000,D,,A,,A,,A,,A,294,D,294,D,,A,,A,,A,,A,,A,D,,A,2020,D,TOY
20203,04281314,42,0,5,01,D,105,D,2017,D,,A,36,D,03,D,473,D,3,D,,A,,A,5000,D,,A,,A,473,D,473,D,473,D,,A,,A,,A,5000,D,,A,D,,A,2017,D,DOD
20203,04281314,43,0,5,02,D,105,D,2019,D,,A,36,D,07,D,522,D,3,D,,A,,A,,A,,A,,A,522,D,522,D,522,D,,A,,A,,A,,A,,A,D,,A,2019,D,DOD
20203,04281554,6,0,5,01,D,105,D,2016,D,,A,48,D,04,D,320,D,3,D,,A,,A,,A,,A,,A,320,D,320,D,320,D,,A,,A,,A,,A,,A,D,,A,2016,D,TOY
20203,04281624,18,0,5,01,D,105,D,2018,D,,A,36,D,08,D,,C,3,D,,A,,A,1000,D,,A,,A,336,F,336,F,336,F,,A,,A,,A,1000,D,,A,D,,A,2018,D,SUB
20203,04281924,15,0,5,01,D,105,D,2019,D,,A,36,D,02,D,1000,D,3,D,,A,,A,25000,D,,A,,A,1000,D,1000,D,1000,D,,A,,A,,A,25000,D,,A,D,,A,2019,D,MRB
20203,04281924,16,0,5,02,D,105,D,2019,D,,A,36,D,02,D,1000,D,3,D,,A,,A,25000,D,,A,,A,1000,D,1000,D,1000,D,,A,,A,,A,25000,D,,A,D,,A,2019,D,MRB
20203,04282074,24,0,5,01,D,105,D,2017,D,,A,36,D,10,D,345,D,3,D,,A,,A,3000,D,,A,,A,345,D,345,D,345,D,,A,,A,,A,3000,D,,A,D,,A,2017,D,TOY
20203,04282074,25,0,5,02,D,105,D,2019,D,,A,36,D,03,D,310,D,3,D,,A,,A,3000,D,,A,,A,310,D,310,D,310,D,,A,,A,,A,3000,D,,A,D,,A,2019,D,TOY
20203,04282424,8,0,5,01,D,105,D,2019,D,,A,,C,10,F,230,D,3,D,,A,,A,,A,,A,07,D,230,D,230,D,230,D,,A,,A,,A,,A,,A,D,,A,2019,D,HON
20203,04282424,9,0,5,02,D,105,D,2018,D,,A,,C,01,F,560,D,3,D,,A,,A,,A,,A,,A,560,D,560,D,560,D,,A,,A,,A,,A,,A,D,,A,2018,D,LAN
20203,04282424,10,0,1,03,D,105,D,2020,D,,A,,C,07,D,550,D,3,D,,A,1000,F,,A,,A,,A,,A,,A,550,D,,A,,A,,A,,A,,A,D,,A,2020,D,BMW
20203,04282544,27,0,5,01,D,105,D,2018,D,,A,24,D,11,D,392,D,3,D,,A,,A,,A,,A,,A,392,D,392,D,392,D,,A,,A,,A,,A,,A,D,,A,2018,D,FOR
20203,04282544,28,0,5,02,D,105,D,2018,D,,A,36,D,01,D,380,D,3,D,,A,,A,,A,,A,,A,380,D,380,D,380,D,,A,,A,,A,,A,,A,D,,A,2018,D,FOR
20203,04282744,9,0,5,01,D,105,D,2011,D,,A,32,D,03,D,320,D,3,D,,A,,A,3000,D,,A,,A,320,D,320,D,320,D,,A,,A,,A,3000,D,,A,D,,A,2020,D,HON
20203,04283004,3,0,1,01,D,105,D,2018,D,,A,,C,10,F,300,D,3,D,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,,A,,A,,A,,A,D,,A,2018,D,HON
20203,04283564,10,0,5,01,D,105,D,2020,D,,A,36,D,02,D,280,D,3,D,,A,,A,3000,D,,A,,A,280,D,280,D,280,D,,A,,A,,A,3000,D,,A,D,,A,2020,D,TOY
20203,04284104,13,0,5,01,D,105,D,2019,D,,A,36,D,01,D,420,D,3,D,,A,,A,3000,D,,A,,A,420,D,420,D,420,D,,A,,A,,A,3000,D,,A,D,,A,2019,D,SUB
20203,04285154,14,0,5,01,D,105,D,2018,D,,A,36,D,09,D,500,D,3,D,,A,,A,3000,D,,A,,A,500,D,500,D,500,D,,A,,A,,A,3000,D,,A,D,,A,2018,D,ACU
20203,04285984,11,0,5,01,D,105,D,2017,D,,A,36,D,10,D,383,D,3,D,,A,,A,2700,D,,A,07,D,383,D,383,D,383,D,,A,,A,,A,2700,D,,A,D,,A,2017,D,MAZ
20203,04285984,12,0,1,02,D,105,D,2020,D,,A,36,D,07,D,386,D,3,D,,A,,A,2500,D,,A,,A,,A,,A,386,D,,A,,A,,A,2500,D,,A,D,,A,2020,D,MAZ
20203,04286044,24,0,5,01,D,105,D,2012,D,,A,48,D,10,D,300,D,3,D,,A,,A,2000,D,,A,,A,300,D,300,D,300,D,,A,,A,,A,2000,D,,A,D,,A,2015,D,JEE
20203,04286044,25,0,5,02,D,105,D,2005,D,,A,,C,08,D,250,D,3,D,,A,,A,,A,,A,,A,250,D,250,D,250,D,,A,,A,,A,,A,,A,D,,A,2017,D,FOR
20203,04287364,8,0,5,01,D,105,D,2020,D,,A,36,D,12,D,700,D,3,D,,A,,A,3000,D,,A,,A,700,D,700,D,700,D,,A,,A,,A,3000,D,,A,D,,A,2019,D,VOV
20203,04287364,9,0,1,02,D,105,D,2020,D,,A,36,D,12,D,750,D,3,D,,A,,A,,A,,A,,A,750,D,750,D,750,D,,A,,A,,A,,A,,A,D,,A,2019,D,VOV
20203,04288244,19,0,5,01,D,105,D,2019,D,,A,36,D,01,D,468,D,3,D,,A,,A,,A,,A,,A,468,D,468,D,468,D,,A,,A,,A,,A,,A,D,,A,2020,D,DOD
20203,04288634,10,0,5,01,D,105,D,2016,D,,A,,C,08,F,488,D,3,D,,A,8000,D,,A,,A,,A,488,D,488,D,488,D,,A,,A,,A,,A,,A,D,,A,2016,D,TOY
20203,04288874,11,0,5,01,D,105,D,2018,D,,A,36,D,05,F,650,D,3,D,,A,,A,,A,,A,,A,650,D,650,D,650,D,,A,,A,,A,,A,,A,D,,A,2018,F,BMW
20203,04288874,12,0,1,02,D,105,D,2020,D,,A,36,D,07,D,500,D,3,D,,A,900,F,3500,D,,A,,A,,A,500,D,500,D,,A,,A,,A,3500,D,,A,D,,A,2020,D,TES
20203,04288994,23,0,5,01,D,105,D,2019,D,,A,36,D,01,D,335,D,3,D,,A,,A,,A,,A,,A,335,D,335,D,335,D,,A,,A,,A,,A,,A,D,,A,2019,D,MAZ
20203,04288994,24,0,5,02,D,105,D,2018,D,,A,36,D,09,D,250,D,3,D,,A,,A,,A,,A,,A,250,D,250,D,250,D,,A,,A,,A,,A,,A,D,,A,2018,D,TOY
20203,04289104,8,0,5,01,D,105,D,2018,D,,A,36,D,06,D,500,D,3,D,,A,,A,,A,,A,,A,500,D,500,D,500,D,,A,,A,,A,,A,,A,D,,A,2018,D,HON
20203,04289134,18,0,5,01,D,105,D,2017,D,,A,36,D,09,D,360,D,3,D,,A,,A,,A,,A,,A,360,D,360,D,360,D,,A,,A,,A,,A,,A,D,,A,2017,D,TOY
20203,04289294,10,0,5,01,D,105,D,2018,D,,A,36,D,09,D,350,D,3,D,,A,,A,,A,,A,08,D,350,D,350,D,350,D,,A,,A,,A,,A,300,D,D,,A,2018,D,TOY
20203,04289294,11,0,1,02,D,105,D,2020,D,,A,36,D,09,D,450,D,3,D,,A,,A,2300,D,,A,,A,,A,,A,,A,,A,,A,,A,2300,D,,A,D,,A,2020,D,HON
20203,04290114,9,0,5,01,D,105,D,2018,D,,A,36,D,06,D,385,D,3,D,,A,,A,1000,D,,A,,A,385,D,385,D,385,D,,A,,A,,A,1000,D,,A,D,,A,2018,D,HYU
20203,04290204,14,0,5,01,D,105,D,2020,D,,A,36,D,02,D,445,D,3,D,,A,,A,,A,,A,,A,445,D,445,D,445,D,,A,,A,,A,,A,,A,D,,A,2020,D,NIS
20203,04291924,19,0,5,01,D,105,D,2019,D,,A,24,D,09,D,270,D,3,D,,A,,A,,A,,A,,A,270,D,270,D,270,D,,A,,A,,A,,A,,A,D,,A,2018,D,DOD
20203,04291924,20,0,5,02,D,105,D,2018,D,,A,36,D,09,D,280,D,3,D,,A,,A,,A,,A,,A,280,D,280,D,280,D,,A,,A,,A,,A,,A,D,,A,2017,D,JEE
20203,04292264,21,0,5,01,D,105,D,2019,D,,A,36,D,08,D,401,D,3,D,,A,,A,,A,,A,,A,401,D,401,D,401,D,,A,,A,,A,,A,,A,D,,A,2019,D,TOY
20203,04292524,17,0,5,01,D,105,D,2015,D,,A,60,D,01,D,500,D,3,D,,A,,A,2000,D,,A,06,D,500,D,,A,,A,,A,,A,,A,2000,D,,A,D,,A,2020,D,CHR
20203,04292524,18,0,5,02,D,105,D,2015,D,,A,60,D,08,D,355,D,3,D,,A,,A,,A,,A,,A,355,D,355,D,355,D,,A,,A,,A,,A,,A,D,,A,2015,D,NIS
20203,04293034,23,0,5,01,D,105,D,2019,D,,A,36,D,08,D,422,D,3,D,,A,,A,,A,,A,,A,422,D,422,D,422,D,,A,,A,,A,,A,,A,D,,A,2019,D,HON
20203,04293034,24,0,5,02,D,105,D,2019,D,,A,36,D,08,D,232,D,3,D,,A,,A,,A,,A,,A,232,D,232,D,232,D,,A,,A,,A,,A,,A,D,,A,2019,D,HON
20203,04293344,23,0,1,01,D,105,D,2018,D,,A,1,D,01,D,17E3,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,,A,2018,D,ACU
20203,04293344,24,0,1,02,D,105,D,2019,D,,A,36,D,09,D,345,D,3,D,,A,,A,,C,,A,,A,345,D,345,D,345,D,,A,,A,,A,,B,,A,D,,A,2019,D,HON
20203,04293504,21,0,5,03,D,105,D,2019,D,,A,36,D,12,D,965,D,3,D,,A,,A,,A,,A,,A,965,D,965,D,965,D,,A,,A,,A,,A,,A,D,,A,2019,D,AUD
20203,04293504,22,0,5,04,D,105,D,2019,D,,A,36,D,12,D,570,D,3,D,,A,,A,3000,D,,A,,A,570,D,570,D,570,D,,A,,A,,A,3000,D,,A,D,,A,2019,D,TOY
20203,04293514,16,0,5,01,D,105,D,2019,D,,A,48,D,09,D,400,D,3,D,,A,,A,3000,D,,A,,A,400,D,400,D,400,D,,A,,A,,A,3000,D,,A,D,,A,2019,D,DOD
20203,04293514,17,0,5,02,D,105,D,2019,D,,A,36,D,11,D,460,D,3,D,,A,,A,2000,D,,A,,A,460,D,460,D,460,D,,A,,A,,A,2000,D,,A,D,,A,2019,D,CHE
20203,04293614,9,0,5,01,D,105,D,2019,D,,A,36,D,02,D,518,D,3,D,,A,,A,,A,,A,,A,518,D,518,D,518,D,,A,,A,,A,,A,,A,D,,A,2019,D,TOY
20203,04293944,18,0,5,02,D,105,D,2019,D,,A,36,D,08,D,555,D,3,D,,A,,A,2000,D,,A,,A,555,D,555,D,555,D,,A,,A,,A,2000,D,,A,D,,A,2019,D,NIS
20203,04293944,19,0,5,03,D,105,D,2020,D,,A,36,D,05,D,280,D,3,D,,A,,A,1140,D,,A,,A,280,D,280,D,280,D,10,D,10,D,10,D,1140,D,,A,D,,A,2020,D,NIS
20203,04294224,14,0,5,01,D,105,D,2018,D,,A,60,D,10,D,891,D,3,D,,A,,A,,A,,A,06,D,891,D,,A,,A,,A,,A,,A,,A,,A,D,,A,2017,D,DOD
20203,04294644,15,0,5,01,D,105,D,2019,D,,A,36,D,09,D,420,D,3,D,,A,,A,,A,,A,,A,420,D,420,D,420,D,,A,,A,,A,,A,,A,D,,A,2019,D,FOR
20203,04294644,16,0,5,02,D,105,D,2019,D,,A,24,D,11,D,800,D,3,D,,A,,A,,A,,A,,A,800,D,800,D,800,D,,A,,A,,A,,A,,A,D,,A,2019,D,FOR
20203,04295094,29,0,5,02,D,105,D,2020,D,,A,36,D,01,D,275,D,3,D,,A,,A,,A,,A,,A,275,D,275,D,275,D,,A,,A,,A,,A,,A,D,,A,2020,D,FOR
20203,04295694,18,0,5,01,D,105,D,2017,D,,A,39,D,12,D,214,D,3,D,,A,,A,,A,,A,,A,214,D,214,D,214,D,,A,,A,,A,,A,,A,D,,A,2017,D,BUI
20203,04296024,14,0,5,01,D,105,D,2018,D,,A,36,D,05,D,460,D,3,D,,A,,A,,A,,A,,A,460,D,460,D,460,D,,A,,A,,A,,A,,A,D,,A,2018,D,RAM
20203,04296674,17,0,5,01,D,105,D,2018,D,,A,39,D,05,D,413,D,3,D,,A,,A,6000,D,,A,,A,413,D,413,D,413,D,,A,,A,,A,6000,D,,A,D,,A,2018,D,FOR
20203,04297804,13,0,5,01,D,105,D,2018,D,,A,39,D,10,D,510,D,3,D,,A,,A,510,D,,A,,A,510,D,510,D,510,D,,A,,A,,A,510,D,,A,D,,A,2019,D,BUI
20203,04297994,17,0,5,01,D,105,D,2019,D,,A,36,D,03,D,280,D,3,D,,A,,A,,A,,A,,A,280,D,280,D,280,D,,A,,A,,A,,A,,A,D,,A,2019,D,NIS
20203,04298104,8,0,1,01,D,105,D,2020,D,,A,36,D,06,D,500,D,3,D,,A,,A,,A,,A,,A,500,D,500,D,500,D,,A,,A,,A,,A,,A,D,,A,2020,D,TOY
20203,04298324,23,0,5,01,D,105,D,2020,D,,A,60,D,10,D,319,D,3,D,,A,2500,D,,A,,A,,A,319,D,319,D,319,D,,A,,A,,A,,A,,A,D,,A,2019,D,SUB
20203,04298944,10,0,5,01,D,105,D,2019,D,,A,36,D,08,D,499,D,3,D,,A,,A,2000,D,,A,,A,499,D,499,D,499,D,,A,,A,,A,2000,D,,A,D,,A,2019,D,NIS
20203,04299204,11,0,5,01,D,105,D,2019,D,,A,36,D,03,D,511,D,3,D,,A,,A,,A,,A,,A,511,D,511,D,511,D,,A,,A,,A,,A,,A,D,,A,2019,D,GMC
20203,04311933,27,0,5,01,D,105,D,2019,D,,A,36,D,10,D,199,D,3,D,,A,,A,500,D,,A,,A,199,D,199,D,199,D,,A,,A,,A,500,D,,A,D,,A,2019,D,JEE
20203,04312323,16,0,5,01,D,105,D,2018,D,,A,24,D,10,D,202,D,3,D,,A,,A,1000,D,,A,,A,202,D,202,D,202,D,,A,,A,,A,1000,D,,A,D,,A,2018,D,BUI
20203,04312373,15,0,5,01,D,105,D,2018,D,,A,24,D,05,D,283,D,3,D,,A,,A,,A,,A,05,D,283,D,283,D,,A,,A,,A,,A,,A,,A,D,,A,2018,D,CHE
20203,04312373,16,0,5,02,D,105,D,2019,D,,A,36,D,07,F,,C,3,D,,A,,A,,A,,A,,A,400,F,400,F,400,F,,A,,A,,A,,A,,A,D,,A,2019,F,CHE
20203,04312373,17,0,1,03,D,105,D,2020,D,,A,36,D,06,D,264,D,3,D,,A,,A,1000,D,,A,,A,,A,,A,264,D,,A,,A,,A,1000,D,,A,D,,A,2020,D,CHE
20203,04312623,11,0,5,01,D,105,D,2020,D,,A,36,D,01,D,389,D,3,D,,A,,A,,A,,A,,A,389,D,389,D,389,D,,A,,A,,A,,A,,A,D,,A,2020,D,CHE
20203,04312623,12,0,5,02,D,105,D,2019,D,,A,36,D,07,D,400,D,3,D,,A,,A,400,D,,A,,A,400,D,400,D,400,D,,A,,A,,A,400,D,,A,D,,A,2019,D,CHE
20203,04313103,12,0,5,01,D,105,D,2019,D,,A,36,D,03,D,392,D,3,D,,A,,A,,A,,A,,A,392,D,392,D,392,D,50,D,50,D,50,D,,A,,A,D,,A,2019,D,TOY
20203,04313273,18,0,5,01,D,105,D,2020,D,,A,36,D,11,D,399,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,,A,2020,D,NIS
20203,04313553,18,0,1,01,D,105,D,2018,D,,A,36,D,11,D,386,D,3,D,,A,,A,,A,,A,,A,386,D,386,D,386,D,,A,,A,,A,,A,,A,D,,A,2018,D,ACU
20203,04313723,10,0,5,01,D,105,D,2018,D,,A,36,D,01,D,319,D,3,D,,A,,A,3000,D,,A,,A,319,D,319,D,319,D,,A,,A,,A,3000,D,,A,D,,A,2018,D,DOD
20203,04313773,16,0,5,01,D,105,D,2018,D,,A,36,D,01,D,395,D,3,D,,A,,A,,A,,A,,A,395,D,395,D,395,D,,A,,A,,A,,A,,A,D,,A,2018,D,CHE
20203,04313773,17,0,5,02,D,105,D,2018,D,,A,36,D,01,D,458,D,3,D,,A,,A,,A,,A,,A,458,D,458,D,458,D,,A,,A,,A,,A,,A,D,,A,2018,D,CHE
20203,04313813,17,0,1,01,D,105,D,2017,D,,A,,C,02,F,370,D,3,D,,A,,A,,A,,A,,A,370,D,370,D,370,D,,A,,A,,A,,A,,A,D,,A,2017,D,TOY
20203,04314183,14,0,5,01,D,105,D,2019,D,,A,39,D,08,D,360,D,3,D,,A,,C,,A,,A,,A,360,D,360,D,360,D,,A,,A,,A,,A,,A,D,,A,2019,D,GMC
20203,04314243,14,0,5,01,D,105,D,2018,D,,A,36,D,11,D,420,D,3,D,,A,,A,,A,,A,,A,420,D,420,D,420,D,,A,,A,,A,,A,,A,D,,A,2018,D,TOY
20203,04314263,8,0,1,01,D,105,D,2019,D,,A,36,D,01,D,371,D,3,D,,A,,A,,A,,A,,A,371,D,371,D,371,D,,A,,A,,A,,A,,A,D,,A,2019,D,FOR
20203,04314743,14,0,5,01,D,105,D,2004,D,,A,36,D,04,D,296,D,3,D,,A,,A,500,D,,A,,A,296,D,296,D,296,D,,A,,A,,A,500,D,,A,D,,A,2019,D,CHE
20203,04314743,15,0,5,02,D,105,D,2008,D,,A,36,D,02,D,298,D,3,D,,A,,A,500,D,,A,,A,298,D,298,D,298,D,,A,,A,,A,500,D,,A,D,,A,2018,D,PON
20203,04314743,16,0,5,03,D,105,D,,C,,A,36,D,06,D,290,D,3,D,,A,,A,500,D,,A,,A,290,D,290,D,290,D,,A,,A,,A,500,D,,A,D,,A,2019,D,DOD
20203,04314793,7,0,1,01,D,105,D,2014,D,,A,60,D,05,D,480,D,3,D,,A,,A,1000,D,,A,,A,,A,480,D,480,D,,A,,A,,A,1000,D,,A,D,,A,2020,D,TOY
20203,04315213,27,0,5,01,D,105,D,2018,D,,A,36,D,09,D,862,D,3,D,,A,21000,D,,A,,A,,A,862,D,862,D,862,D,,A,,A,,A,,A,,A,D,,A,2018,D,BMW
20203,04315243,18,0,5,01,D,105,D,2019,D,,A,39,D,07,D,725,D,3,D,,A,5500,D,,A,,A,,A,725,D,725,D,725,D,,A,,A,,A,,A,,A,D,,A,2019,D,GMC
20203,04315243,19,0,5,02,D,105,D,2018,D,,A,39,D,07,D,551,D,3,D,,A,18000,D,,A,,A,,A,551,D,551,D,551,D,,A,,A,,A,,A,,A,D,,A,2018,D,FOR
20203,04316043,23,0,5,01,D,105,D,2016,D,,A,51,D,10,D,461,D,3,D,,A,5000,D,,A,,A,,A,461,D,461,D,461,D,,A,,A,,A,,A,,A,D,,A,2016,D,TOY
20203,04316363,10,0,1,01,D,105,D,2020,D,,A,36,D,07,D,550,D,3,D,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,D,2020,D,2020,D,LEX
20203,04316443,23,0,5,01,D,105,D,2015,D,,A,36,D,08,D,360,D,3,D,,A,,A,,A,,A,,A,360,D,360,D,360,D,5,D,5,D,5,D,,A,,A,D,,A,2016,D,SUB
20203,04317233,20,0,5,01,D,105,D,2018,D,,A,36,D,12,D,380,D,3,D,,A,,A,,A,,A,,A,380,D,380,D,380,D,,A,,A,,A,,A,,A,D,,A,2019,D,FOR
20203,04317623,15,0,5,01,D,105,D,2018,D,,A,36,D,07,D,569,D,3,D,500,D,,C,,C,,A,,A,69,D,69,D,69,D,,A,,A,,A,,B,,A,D,,A,2018,D,GMC
20203,04317913,13,0,5,01,D,105,D,,C,,A,48,D,05,D,302,D,3,D,,A,,A,,A,,A,,A,302,D,302,D,302,D,,A,,A,,A,,A,,A,D,,A,2018,D,ACU
20203,04317913,14,0,5,02,D,105,D,,C,,A,48,D,08,D,300,D,3,D,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,,A,,A,,A,,A,A,,A,2017,D,
20203,04318713,7,0,5,01,D,105,D,2019,D,,A,60,D,11,D,460,D,3,D,,A,,A,1000,D,,A,,A,460,D,460,D,460,D,,A,,A,,A,1000,D,,A,D,,A,2019,D,FOR
20203,04319743,9,0,5,01,D,105,D,2018,D,,A,36,D,02,D,364,D,3,D,,A,,A,,A,,A,,A,364,D,364,D,364,D,,A,,A,,A,,A,,A,D,,A,2018,D,TOY
20203,04319773,10,0,5,01,D,105,D,2019,D,,A,3,D,05,D,289,D,3,D,,A,,A,,A,,A,,A,289,D,289,D,289,D,,A,,A,,A,,A,,A,D,,A,2019,D,SUB
20203,04319813,16,0,5,02,D,105,D,2020,D,,A,36,D,04,D,301,D,3,D,,A,,A,2500,D,,A,,A,301,D,301,D,301,D,,A,,A,,A,2500,D,,A,D,,A,2020,D,CHE
20203,04320843,36,0,5,01,D,105,D,2018,D,,A,36,D,06,D,600,D,3,D,,A,2500,D,3000,D,,A,,A,600,D,600,D,600,D,15,D,15,D,15,D,3000,D,,A,D,,A,2018,D,CHE
20203,04321003,13,0,5,01,D,105,D,2019,D,,A,36,D,03,D,598,D,3,D,,A,,A,,A,,A,,A,598,D,598,D,598,D,,A,,A,,A,,A,,A,D,,A,2019,D,CHE
20203,04321023,12,0,5,01,D,105,D,2018,D,,A,39,D,05,D,414,D,3,D,,A,,A,3000,D,,A,,A,414,D,414,D,414,D,,A,,A,,A,3000,D,,A,D,,A,2018,D,GMC
20203,04321083,26,0,5,01,D,105,D,2020,D,,A,39,D,03,D,550,D,3,D,,A,,A,,A,,A,,A,550,D,550,D,550,D,,A,,A,,A,,A,,A,D,,A,2020,D,SUB
20203,04321083,27,0,5,02,D,105,D,2018,D,,A,39,D,12,D,265,D,3,D,,A,,A,,A,,A,,A,265,D,265,D,265,D,,A,,A,,A,,A,,A,D,,A,2018,D,SUB
20203,04321443,6,0,5,01,D,105,D,2020,D,,A,42,D,03,D,400,D,3,D,,A,1200,D,2000,D,,A,,A,400,D,400,D,400,D,,A,,A,,A,2000,D,,A,D,,A,2020,D,JEE
20203,04321673,23,0,5,01,D,105,D,2018,D,,A,36,D,05,D,256,D,3,D,,A,,A,4000,D,,A,,A,256,D,256,D,256,D,,A,,A,,A,4000,D,,A,D,,A,2018,D,SUB
20203,04322773,16,0,5,01,D,105,D,2017,D,,A,39,D,04,D,308,D,3,D,,A,,A,3600,D,,A,07,D,308,D,308,D,308,D,39,D,39,D,39,D,3600,D,,A,D,,A,2017,D,BUI
20203,04322773,17,0,1,02,D,105,D,2020,D,,A,36,D,07,D,308,D,3,D,,A,,A,12000,D,,A,,A,,A,,A,308,D,,A,,A,,A,12000,D,,A,D,,A,2020,D,KIA
20203,04322803,7,0,5,01,D,105,D,2019,D,,A,36,D,11,D,680,D,3,D,,A,,A,2000,D,,A,,A,680,D,680,D,680,D,,A,,A,,A,2000,D,,A,D,,A,2019,D,CHE
20203,04322873,35,0,5,01,D,105,D,2017,D,,A,36,D,12,F,466,D,3,D,,A,,A,,A,,A,,A,466,D,466,D,466,D,,A,,A,,A,,A,,A,D,,A,2017,D,AUD
20203,04323353,31,0,5,01,D,105,D,2018,D,,A,36,D,04,F,533,D,3,D,,A,,C,3500,D,,A,,A,533,D,533,D,533,D,,A,,A,,A,3500,D,,A,D,,A,2018,D,VOV
20203,04323723,12,0,1,02,D,105,D,2020,D,,A,36,D,09,D,435,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,,A,2020,D,LEX
20203,04323753,24,0,1,01,D,105,D,2018,D,.30,D,36,D,02,D,265,D,3,D,,A,,A,,A,,A,,A,265,D,265,D,265,D,,A,,A,,A,,A,,A,D,,A,2019,D,NIS
20203,04323863,13,0,5,01,D,105,D,2019,D,,A,48,D,08,D,440,D,3,D,,A,,A,,A,,A,,A,440,D,440,D,440,D,,A,,A,,A,,A,,A,D,,A,2019,D,JEE
20203,04324313,11,0,1,01,D,105,D,2018,D,,A,36,D,03,D,427,D,3,D,,A,300,D,,A,,A,,A,427,D,427,D,427,D,,A,,A,,A,,A,,A,D,,A,2018,D,CHE
20203,04324403,26,0,5,03,D,105,D,2020,D,,A,24,D,03,D,318,D,3,D,,A,,A,2000,D,2000,D,,A,318,D,318,D,318,D,,A,,A,,A,0,D,,A,D,,A,2020,D,CHE
