QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,WHATPART,WHAT_ART,TRIPIDBC,TRIP_DBC,NUMSAME,NUMSAME_,EOTRIPMO,EOTR_PMO,NUMNIGHT,NUMN_GHT,FOODDEAL,FOOD_EAL,LODGDEAL,LODG_EAL,TRANDEAL,TRAN_EAL,ELSEDEAL,ELSE_EAL,CMLOCALY,CMLO_ALY,CMPLANEY,CMPL_NEY,CMTRAINY,CMTR_INY,CMBUSY,CMBUSY_,CMSHIPY,CMSHIPY_,RTCARY,RTCARY_,RTMOPEDY,RTMO_EDY,RTBOATY,RTBOATY_,RTCAMPY,RTCAMPY_,RTOTHERY,RTOT_ERY,PVCARY,PVCARY_,PVELSEY,PVELSEY_,PVTRANSY,PVTR_NSY,CMLOCALX,CMLO_ALX,CMPLANEX,CMPL_NEX,CMTRAINX,CMTR_INX,CMBUSX,CMBUSX_,CMSHIPX,CMSHIPX_,RTCARX,RTCARX_,RTMOPEDX,RTMO_EDX,RTBOATX,RTBOATX_,RTCAMPX,RTCAMPX_,RTOTHERX,RTOT_ERX,GASOILX,GASOILX_,TRPTOLLX,TRPT_LLX,PARKINGX,PARK_NGX,LDGCOSTX,LDGC_STX,TRPALCHX,TRPA_CHX,TRPALCGX,TRPA_CGX,TRPSPRTX,TRPS_RTX,TRPETRTX,TRPE_RTX,TRPGFTCX,TRPG_TCX,QTRFLAX,QTRFLAX_,QTRGLAX,QTRGLAX_
20202,04348142,24,0,1,1,D,3,D,1,D,05,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04348142,25,0,1,2,D,4,D,1,D,03,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,12,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,491,D,,A,,A,,A,361,D,21,F,160,D,,A
20202,04348622,16,0,1,1,D,1,D,1,D,05,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A
20202,04348692,28,0,1,1,D,1,D,1,D,04,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,,A,,A,560,D,,A,,A,,A,,A,,A,100,D,,A
20202,04348792,35,0,2,1,D,1,D,1,D,03,D,9,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,12,D,,A,,A,,A,,A,650,D,,A,,A,,A,,A,,A,,A,,A,328,D,22,D,,A,,A,700,D,3,F,,A,,A,20,D,,A,117,F,100,F
20202,04349582,43,0,1,1,D,2,D,1,D,05,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,5,D,,A
20202,04349922,22,0,2,1,D,6,D,1,D,03,D,20,D,1,D,1,D,1,D,1,D,01,D,02,D,,A,04,D,,A,,A,,A,,A,,A,,A,13,D,,A,,A,219,G,4253,G,201,G,88,G,,A,,A,,A,,A,,A,,A,50,D,,A,,A,2463,G,463,G,,A,584,G,1843,G,5115,D,1221,G,,A
20202,04350252,19,0,1,1,D,1,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,75,D,,A,,A,160,D,3,D,,A,28,D,,A,,A,117,D,,A
20202,04350252,20,0,1,1,D,2,D,1,D,03,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,35,D,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A
20202,04350832,37,0,1,1,D,1,D,1,D,05,D,1,D,,A,,A,,A,,A,,A,,A,03,D,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A
20202,04351292,49,0,1,1,D,1,D,1,D,03,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,20,D,15,D
20202,04351572,20,0,1,1,D,1,D,1,D,03,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,,A,180,D,,A,,A,,A,,A,1200,D,,A,,A,,A
20202,04351612,25,0,2,1,D,1,D,1,D,03,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04351712,17,0,1,1,D,2,D,2,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A
20202,04351712,18,0,1,1,D,3,D,2,D,04,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A
20202,04351712,19,0,1,1,D,4,D,2,D,05,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A
20202,04351972,42,0,1,1,D,2,D,1,D,05,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04352022,30,0,1,1,D,1,D,1,D,03,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04378171,32,0,1,1,D,1,D,1,D,03,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,4,F,,A,,A,,A,,A,,A,,A,,A,,A,30,D
20202,04378241,22,0,1,1,D,1,D,1,D,03,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,45,D
20202,04378381,18,0,1,1,D,1,D,1,D,02,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,50,D,,A,,A,,A,100,D,,A,,A,,A,200,D,300,D,100,D
20202,04378611,36,0,1,1,D,1,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,38,D,,A,225,D,,A,,A,80,D,,A,35,D,,A,30,D
20202,04378611,37,0,1,1,D,2,D,1,D,02,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,18,D,,A,160,D,,A,,A,60,D,,A,,A,60,D,,A
20202,04378741,18,0,1,1,D,1,D,1,D,01,D,27,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,16,D,,A,,A,2000,D,,A,,A,,A,1400,D,,A,,A,,A,,A,200,D,100,D,,A,,A,,A,,A,,A,,A,300,D,500,D,50,D
20202,04379221,61,0,1,2,D,1,D,1,D,03,D,28,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,90,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,250,D,200,D,720,D,80,D,300,D,500,D,500,D
20202,04379371,41,0,1,1,D,1,D,1,D,02,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,12,D,,A,,A,,A,,A,0,D,,A,110,D,,A
20202,04379371,42,0,1,1,D,2,D,1,D,03,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,,A,150,D,,A,,A,337,D,,A,500,D,,A
20202,04379691,24,0,1,1,D,1,D,1,D,03,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,12,D,,A,,A,,A,20,D,0,D
20202,04380224,18,0,1,1,D,1,D,1,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,15,D,,A,,A,,A,,A,30,D
20202,04380224,19,0,1,1,D,2,D,1,D,02,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,15,D,,A,,A,,A,,A,30,D
20202,04380224,20,0,1,1,D,3,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,15,D,,A,,A,,A,,A,30,D
20202,04380351,30,0,1,1,D,1,D,1,D,02,D,4,D,1,D,1,D,1,D,2,D,,A,,A,,A,,A,05,D,,A,,A,,A,,A,,A,,A,16,D,,A,60,G,224,G,54,G,45,G,0,D,,A,,A,,A,,A,,A,,A,,A,,A,343,G,66,G,,A,,A,,A,,A,294,G,,A
20202,04380413,34,0,1,2,D,1,D,1,D,01,D,14,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A
20202,04380413,35,0,1,1,D,2,D,1,D,03,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,,A,,A,,A,,A,,A,,A,,A,,A,15,D,,A
20202,04380841,21,0,1,1,D,1,D,1,D,02,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,12,D,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,A,300,D,60,D,,A,,A,2000,D,100,D,25,D,,A,,A,,A,1200,D,225,D
20202,04381031,40,0,1,1,D,1,D,1,D,02,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,50,D,40,D,250,D,700,D,,A,150,D,160,D
20202,04381061,25,0,1,1,D,1,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,160,D,44,D,,A,2500,D,100,D,150,D,,A,,A,,A,400,D,500,D
20202,04381273,20,0,1,1,D,1,D,1,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,20,D,,A,,A,,A,,A,,A,,A,,A,130,D,,A
20202,04381273,21,0,1,1,D,2,D,1,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,55,D,60,D,,A,,A,,A,,A,,A,,A,,A,150,D,,A
20202,04381331,27,0,1,1,D,1,D,1,D,02,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,1500,D,,A,,A,,A,,A,,A,100,D,,A,80,D,180,D,75,D,,A,,A,,A,100,D,325,D,,A
20202,04381403,26,0,1,1,D,1,D,1,D,03,D,2,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,60,D,713,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,F,,A,,A,,A,19,F,521,F,,A
20202,04381571,7,0,1,1,D,1,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04381641,29,0,1,1,D,1,D,1,D,01,D,6,D,1,D,1,D,1,D,2,D,,A,,A,,A,,A,05,D,,A,,A,,A,,A,,A,13,D,,A,,A,,A,1303,G,,A,,A,0,D,,A,,A,,A,,A,,A,80,D,,A,140,D,464,G,192,G,,A,,A,,A,,A,121,G,,A
20202,04381711,27,0,1,1,D,1,D,1,D,02,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,5,D,,A,550,D,30,D,,A,,A,,A,,A,120,D,,A
20202,04381711,28,0,1,1,D,2,D,1,D,01,D,1,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,110,D,154,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,24,D,185,D,,A,,A,,A,,A,,A,,A,,A
20202,04381741,26,0,1,1,D,1,D,1,D,03,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,170,D,,A,,A,300,D,50,D,,A,,A,,A,,A,450,D,150,D
20202,04381794,33,0,1,1,D,1,D,1,D,02,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,110,D,25,D,,A,140,D,,A,,A,,A,,A,,A,60,D,20,D
20202,04381931,18,0,1,1,D,1,D,1,D,03,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,12,D,,A,,A,,A,,A,410,D,,A,,A,,A,,A,,A,,A,,A,125,D,50,D,,A,,A,150,D,20,D,,A,,A,25,D,,A,70,D,,A
20202,04382111,20,0,1,1,D,1,D,1,D,02,D,3,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,375,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,F,,A
20202,04382191,36,0,1,1,D,1,D,1,D,01,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,182,D,,A,,A,,A,100,D,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,25,D,,A
20202,04382191,37,0,1,1,D,2,D,1,D,01,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,50,D,250,D
20202,04382343,23,0,1,1,D,1,D,1,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,36,D,,A,,A,285,D,,A,,A,,A,,A,,A,140,D,50,D
20202,04382372,12,0,1,1,D,1,D,1,D,02,D,14,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,350,D,200,D
20202,04382651,24,0,1,1,D,1,D,1,D,02,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,15,D,,A
20202,04382863,28,0,1,1,D,1,D,1,D,02,D,2,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,500,D,60,D,,A,,A,,A,,A,240,D,,A
20202,04382871,29,0,1,1,D,1,D,1,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,04,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A
20202,04382871,30,0,1,1,D,2,D,1,D,02,D,2,D,,A,,A,,A,,A,,A,,A,,A,04,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A
20202,04382903,24,0,1,1,D,1,D,1,D,02,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,05,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,486,D,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,F,,A,100,D,,A,,A,170,F,,A
20202,04382971,27,0,1,1,D,1,D,1,D,01,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,5,D,,A,,A,10,D,,A,,A,,A,,A,30,D,,A
20202,04382971,28,0,1,1,D,2,D,1,D,02,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,5,D,,A,,A,10,D,,A,,A,,A,,A,30,D,,A
20202,04382971,29,0,1,1,D,3,D,2,D,03,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,10,D,,A,,A,20,D,,A,,A,,A,,A,60,D,,A
20202,04384124,65,0,1,1,D,1,D,1,D,01,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04384124,66,0,1,1,D,2,D,1,D,02,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,0,D
20202,04384524,25,0,1,1,D,1,D,1,D,02,D,3,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,10,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,750,D,300,D,100,D,,A,10,D,15,D,900,D,50,D
20202,04384591,36,0,1,1,D,1,D,1,D,02,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,20,D,,A,100,D,30,D
20202,04384591,37,0,1,1,D,2,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,20,D,,A,100,D,30,D
20202,04384741,27,0,1,1,D,1,D,1,D,03,D,2,D,,A,,A,,A,,A,01,D,,A,03,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,30,D,100,D,,A,140,D,,A
20202,04384763,28,0,1,1,D,1,D,1,D,02,D,4,D,,A,,A,,A,,A,,A,,A,,A,04,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A
20202,04384962,82,0,1,1,D,1,D,1,D,01,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,500,D,60,D,,A,,A,200,D,,A,240,D,80,D
20202,04384962,83,0,1,1,D,2,D,1,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,25,D,10,D,,A,12,D,,A,100,D,90,D,,A,188,D,20,D
20202,04385014,44,0,1,1,D,1,D,1,D,03,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,357,D,,A,,A,,A,,A,200,D,,A,,A,774,D,,A,,A,,A,,A,,A,600,D,,A
20202,04385014,45,0,1,1,D,2,D,1,D,03,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,289,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,180,D,,A
20202,04385131,33,0,1,1,D,1,D,1,D,02,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,13,D,,A,,A,,A,580,D,,A,,A,,A,200,D,,A,,A,,A,,A,100,D,15,D,42,D,800,D,25,D,,A,,A,,A,,A,75,D,40,D
20202,04385191,22,0,1,1,D,1,D,4,D,01,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A
20202,04385191,23,0,1,1,D,2,D,4,D,02,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A,20,D,,A,75,D,,A,150,D
20202,04385191,24,0,1,1,D,3,D,4,D,03,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,15,D,,A,20,D,,A,,A,35,D,,A
20202,04385313,40,0,1,1,D,1,D,1,D,02,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,900,D,,A,,A,,A,180,D,,A,150,D,150,D
20202,04385331,22,0,1,1,D,1,D,1,D,02,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,232,D,,A,,A,,A,,A,,A,100,D,,A
20202,04385831,23,0,1,1,D,1,D,1,D,02,D,6,D,1,D,1,D,1,D,2,D,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,164,G,1468,G,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1448,G,152,G,,A,,A,,A,,A,828,G,,A
20202,04385991,25,0,1,1,D,1,D,1,D,02,D,21,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,16,D,,A,,A,18,D,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,210,D,200,D,400,D
20202,04386011,29,0,1,1,D,1,D,1,D,01,D,7,D,1,D,1,D,1,D,2,D,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,16,D,,A,285,G,3286,G,,A,74,G,144,G,0,D,,A,,A,,A,,A,60,D,,A,,A,7223,W,270,G,,A,40,D,698,D,7500,D,504,G,,A
20202,04386111,24,0,1,1,D,1,D,3,D,01,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,90,D,300,D,100,D,200,D
20202,04386111,25,0,1,1,D,2,D,1,D,02,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,50,D,,A,,A,200,D,200,D,150,D
20202,04386111,26,0,1,1,D,3,D,1,D,02,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,63,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04386111,27,0,1,1,D,4,D,1,D,03,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20202,04386191,40,0,1,1,D,1,D,1,D,02,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,272,D,150,F,,A,,A,,A,150,D,350,F,,A
