QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VOPREGY,VOPREGY_,VOPMO_C,VOPMO_C_,VOPREGX,VOPREGX_,VOPRGY1,VOPRGY1_,VOPRGY2,VOPRGY2_,VOPRGY3,VOPRGY3_,VOPRGY4,VOPRGY4_
20202,04214974,32,0,1,400,D,03,D,37,D,,A,,A,,A,,A
20202,04214994,49,0,1,430,D,01,D,,H,425,D,405,D,415,D,,A
20202,04214994,49,1,1,420,D,01,D,85,E,,A,,A,,A,,A
20202,04214994,50,0,1,430,D,02,D,,H,425,D,405,D,415,D,,A
20202,04214994,50,1,1,420,D,02,D,1000,E,,A,,A,,A,,A
20202,04215154,45,0,1,420,D,03,D,136,D,,A,,A,,A,,A
20202,04215214,27,0,1,420,D,03,D,131,D,,A,,A,,A,,A
20202,04215444,34,0,1,400,D,02,D,50,D,,A,,A,,A,,A
20202,04215804,32,0,1,400,D,03,D,31,D,,A,,A,,A,,A
20202,04215904,34,0,1,420,D,02,D,193,D,,A,,A,,A,,A
20202,04215964,19,0,1,420,D,02,D,138,F,,A,,A,,A,,A
20202,04216204,31,0,1,400,D,03,D,200,D,,A,,A,,A,,A
20202,04216294,21,0,1,400,D,02,D,26,F,,A,,A,,A,,A
20202,04216334,34,0,1,400,D,03,D,29,D,,A,,A,,A,,A
20202,04216414,26,0,1,405,D,01,D,800,D,,A,,A,,A,,A
20202,04216434,30,0,1,420,D,03,D,165,D,,A,,A,,A,,A
20202,04216744,48,0,1,420,D,02,D,300,D,,A,,A,,A,,A
20202,04216744,49,0,1,410,D,02,D,60,D,,A,,A,,A,,A
20202,04216754,36,0,1,420,D,02,D,72,D,,A,,A,,A,,A
20202,04216814,29,0,1,410,D,01,D,100,D,,A,,A,,A,,A
20202,04216814,30,0,2,400,D,01,D,25,D,,A,,A,,A,,A
20202,04216814,31,0,2,430,D,01,D,,H,415,D,410,D,,A,,A
20202,04216814,31,1,2,420,D,01,D,92,E,,A,,A,,A,,A
20202,04216814,31,2,2,410,D,01,D,8,E,,A,,A,,A,,A
20202,04216984,40,0,1,400,D,03,D,25,D,,A,,A,,A,,A
20202,04217014,38,0,2,420,D,01,D,72,D,,A,,A,,A,,A
20202,04217234,22,0,1,420,D,02,D,520,D,,A,,A,,A,,A
20202,04217264,51,0,1,420,D,02,D,300,D,,A,,A,,A,,A
20202,04217354,40,0,1,420,D,03,D,57,D,,A,,A,,A,,A
20202,04217374,37,0,1,400,D,02,D,48,D,,A,,A,,A,,A
20202,04217404,39,0,1,420,D,03,D,279,D,,A,,A,,A,,A
20202,04217414,30,0,1,400,D,02,D,45,D,,A,,A,,A,,A
20202,04217414,31,0,1,400,D,03,D,20,D,,A,,A,,A,,A
20202,04217434,20,0,1,420,D,01,D,45,D,,A,,A,,A,,A
20202,04217534,10,0,1,420,D,03,D,60,D,,A,,A,,A,,A
20202,04217694,20,0,1,420,D,01,D,50,D,,A,,A,,A,,A
20202,04217954,18,0,1,400,D,03,D,5,D,,A,,A,,A,,A
20202,04217984,39,0,1,420,D,02,D,48,D,,A,,A,,A,,A
20202,04218054,15,0,1,400,D,01,D,31,D,,A,,A,,A,,A
20202,04218064,45,0,1,405,D,02,D,300,D,,A,,A,,A,,A
20202,04218084,55,0,1,420,D,03,D,350,D,,A,,A,,A,,A
20202,04218124,18,0,2,420,D,01,D,700,D,,A,,A,,A,,A
20202,04218134,54,0,1,430,D,01,D,,H,415,D,400,D,,A,,A
20202,04218134,54,1,1,420,D,01,D,77,E,,A,,A,,A,,A
20202,04218134,54,2,1,400,D,01,D,13,E,,A,,A,,A,,A
20202,04218224,38,0,1,420,D,03,D,38,D,,A,,A,,A,,A
20202,04218414,29,0,2,420,D,01,D,30,D,,A,,A,,A,,A
20202,04218444,47,0,1,410,D,01,D,20,D,,A,,A,,A,,A
20202,04218484,34,0,1,420,D,03,D,93,D,,A,,A,,A,,A
20202,04218524,36,0,1,420,D,03,D,75,D,,A,,A,,A,,A
20202,04218614,62,0,1,410,D,02,D,15,D,,A,,A,,A,,A
20202,04218634,21,0,1,420,D,02,D,40,D,,A,,A,,A,,A
20202,04218634,22,0,1,420,D,02,D,136,D,,A,,A,,A,,A
20202,04218634,23,0,1,420,D,02,D,236,D,,A,,A,,A,,A
20202,04218894,53,0,1,400,D,02,D,32,D,,A,,A,,A,,A
20202,04218914,38,0,1,400,D,03,D,72,D,,A,,A,,A,,A
20202,04218974,22,0,1,420,D,01,D,120,D,,A,,A,,A,,A
20202,04219014,22,0,1,420,D,02,D,195,D,,A,,A,,A,,A
20202,04219254,13,0,1,400,D,01,D,6,D,,A,,A,,A,,A
20202,04219334,33,0,1,400,D,03,D,60,D,,A,,A,,A,,A
20202,04219334,34,0,1,430,D,03,D,,H,415,D,405,D,410,D,,A
20202,04219334,34,1,1,420,D,03,D,228,E,,A,,A,,A,,A
20202,04219334,34,2,1,405,D,03,D,227,E,,A,,A,,A,,A
20202,04219334,34,3,1,410,D,03,D,45,E,,A,,A,,A,,A
20202,04219574,13,0,1,400,D,03,D,100,D,,A,,A,,A,,A
20202,04219584,38,0,1,420,D,02,D,60,D,,A,,A,,A,,A
20202,04219584,39,0,1,405,D,02,D,260,D,,A,,A,,A,,A
20202,04219694,47,0,1,400,D,03,D,30,D,,A,,A,,A,,A
20202,04219824,34,0,1,400,D,03,D,80,D,,A,,A,,A,,A
20202,04220034,55,0,1,420,D,01,D,30,D,,A,,A,,A,,A
20202,04220274,44,0,1,420,D,02,D,158,D,,A,,A,,A,,A
20202,04220324,25,0,1,420,D,02,D,52,D,,A,,A,,A,,A
20202,04220584,31,0,1,400,D,02,D,60,D,,A,,A,,A,,A
20202,04220844,40,0,1,400,D,03,D,72,D,,A,,A,,A,,A
20202,04220864,33,0,1,420,D,03,D,335,F,,A,,A,,A,,A
20202,04220874,20,0,1,420,D,01,D,265,F,,A,,A,,A,,A
20202,04220974,46,0,1,420,D,02,D,32,D,,A,,A,,A,,A
20202,04221004,37,0,2,400,D,01,D,36,D,,A,,A,,A,,A
20202,04221114,30,0,2,420,D,01,D,105,D,,A,,A,,A,,A
20202,04221194,34,0,1,420,D,02,D,61,D,,A,,A,,A,,A
20202,04221264,33,0,1,400,D,03,D,50,D,,A,,A,,A,,A
20202,04221304,44,0,1,430,D,02,D,,H,410,D,415,D,,A,,A
20202,04221304,44,1,1,410,D,02,D,7,E,,A,,A,,A,,A
20202,04221304,44,2,1,420,D,02,D,80,E,,A,,A,,A,,A
20202,04221374,47,0,1,400,D,01,D,45,D,,A,,A,,A,,A
20202,04221394,55,0,1,420,D,02,D,197,D,,A,,A,,A,,A
20202,04221504,24,0,1,420,D,02,D,107,D,,A,,A,,A,,A
20202,04221504,25,0,2,400,D,01,D,18,D,,A,,A,,A,,A
20202,04221574,30,0,1,400,D,01,D,30,D,,A,,A,,A,,A
20202,04221754,24,0,1,420,D,02,D,280,D,,A,,A,,A,,A
20202,04221824,28,0,1,420,D,02,D,74,D,,A,,A,,A,,A
20202,04221824,29,0,1,420,D,02,D,65,D,,A,,A,,A,,A
20202,04221974,69,0,1,430,D,01,D,,H,410,D,415,D,,A,,A
20202,04221974,69,1,1,410,D,01,D,7,E,,A,,A,,A,,A
20202,04221974,69,2,1,420,D,01,D,84,E,,A,,A,,A,,A
20202,04222144,25,0,1,420,D,03,D,360,D,,A,,A,,A,,A
20202,04222184,18,0,1,420,D,01,D,45,D,,A,,A,,A,,A
20202,04222184,19,0,1,410,D,01,D,60,D,,A,,A,,A,,A
20202,04222204,21,0,2,420,D,01,D,140,D,,A,,A,,A,,A
20202,04222314,25,0,1,420,D,01,D,38,D,,A,,A,,A,,A
20202,04222344,30,0,1,400,D,03,D,50,D,,A,,A,,A,,A
20202,04222344,31,0,1,430,D,03,D,,H,415,D,405,D,410,D,,A
20202,04222344,31,1,1,420,D,03,D,121,E,,A,,A,,A,,A
20202,04222344,31,2,1,405,D,03,D,120,E,,A,,A,,A,,A
20202,04222344,31,3,1,410,D,03,D,24,E,,A,,A,,A,,A
20202,04222424,38,0,1,410,D,03,D,54,D,,A,,A,,A,,A
20202,04222424,39,0,1,420,D,02,D,306,D,,A,,A,,A,,A
20202,04222524,29,0,2,420,D,01,D,79,D,,A,,A,,A,,A
20202,04222694,47,0,1,420,D,02,D,125,D,,A,,A,,A,,A
20202,04222744,26,0,1,400,D,03,D,58,D,,A,,A,,A,,A
20202,04222744,27,0,1,420,D,03,D,338,D,,A,,A,,A,,A
20202,04222974,43,0,1,400,D,02,D,28,F,,A,,A,,A,,A
20202,04223204,34,0,1,420,D,01,D,130,F,,A,,A,,A,,A
20202,04223344,49,0,1,410,D,01,D,25,D,,A,,A,,A,,A
20202,04223344,50,0,1,420,D,01,D,97,D,,A,,A,,A,,A
20202,04223524,61,0,1,410,D,02,D,202,D,,A,,A,,A,,A
20202,04223624,32,0,1,405,D,03,D,67,D,,A,,A,,A,,A
20202,04223864,32,0,1,430,D,03,D,,H,410,D,415,D,,A,,A
20202,04223864,32,1,1,410,D,03,D,17,E,,A,,A,,A,,A
20202,04223864,32,2,1,420,D,03,D,83,E,,A,,A,,A,,A
20202,04224034,55,0,1,420,D,02,D,260,D,,A,,A,,A,,A
20202,04224034,56,0,1,420,D,03,D,320,D,,A,,A,,A,,A
20202,04224084,73,0,1,410,D,02,D,7,D,,A,,A,,A,,A
20202,04224084,74,0,1,420,D,03,D,53,D,,A,,A,,A,,A
20202,04224084,75,0,1,420,D,02,D,72,D,,A,,A,,A,,A
20202,04224314,30,0,1,400,D,02,D,49,D,,A,,A,,A,,A
20202,04224314,31,0,1,420,D,02,D,135,D,,A,,A,,A,,A
20202,04224434,23,0,1,420,D,02,D,210,D,,A,,A,,A,,A
20202,04224664,32,0,1,420,D,03,D,105,D,,A,,A,,A,,A
20202,04224664,33,0,1,405,D,01,D,700,D,,A,,A,,A,,A
20202,04224744,24,0,1,405,D,02,D,110,D,,A,,A,,A,,A
20202,04224954,68,0,1,400,D,01,D,25,D,,A,,A,,A,,A
20202,04224984,72,0,1,420,D,02,D,80,D,,A,,A,,A,,A
20202,04224984,73,0,2,420,D,01,D,250,D,,A,,A,,A,,A
20202,04224984,74,0,2,420,D,01,D,58,D,,A,,A,,A,,A
20202,04225014,27,0,1,420,D,02,D,57,D,,A,,A,,A,,A
20202,04225194,28,0,1,405,D,03,D,140,D,,A,,A,,A,,A
20202,04225194,29,0,1,405,D,02,D,40,D,,A,,A,,A,,A
20202,04225214,16,0,1,400,D,03,D,36,D,,A,,A,,A,,A
20202,04225324,30,0,1,420,D,01,D,53,D,,A,,A,,A,,A
20202,04225444,42,0,1,410,D,01,D,20,D,,A,,A,,A,,A
20202,04225744,51,0,1,430,D,04,D,,H,405,D,415,D,425,D,,A
20202,04225744,51,1,1,405,D,04,D,39,E,,A,,A,,A,,A
20202,04225744,51,2,1,420,D,04,D,68,E,,A,,A,,A,,A
20202,04225744,51,3,1,420,D,04,D,3,E,,A,,A,,A,,A
20202,04225744,52,0,2,430,D,02,D,,H,415,D,405,D,,A,,A
20202,04225744,52,1,2,420,D,02,D,34,E,,A,,A,,A,,A
20202,04225744,52,2,2,405,D,02,D,19,E,,A,,A,,A,,A
20202,04226214,54,0,1,400,D,02,D,35,D,,A,,A,,A,,A
20202,04226374,46,0,1,410,D,02,D,37,D,,A,,A,,A,,A
20202,04226374,47,0,1,410,D,03,D,37,D,,A,,A,,A,,A
20202,04226494,21,0,1,420,D,02,D,400,D,,A,,A,,A,,A
20202,04226494,22,0,1,420,D,02,D,180,D,,A,,A,,A,,A
20202,04226584,28,0,1,410,D,04,D,7,D,,A,,A,,A,,A
20202,04226584,29,0,1,420,D,04,D,75,D,,A,,A,,A,,A
20202,04226644,23,0,1,430,D,02,D,,H,400,D,415,D,,A,,A
20202,04226644,23,1,1,400,D,02,D,40,E,,A,,A,,A,,A
20202,04226644,23,2,1,420,D,02,D,242,E,,A,,A,,A,,A
20202,04226694,16,0,1,420,D,04,D,74,D,,A,,A,,A,,A
20202,04226804,64,0,1,420,D,04,D,116,D,,A,,A,,A,,A
20202,04226894,31,0,1,405,D,02,D,111,D,,A,,A,,A,,A
20202,04226994,19,0,1,420,D,02,D,104,D,,A,,A,,A,,A
20202,04227084,41,0,2,400,D,02,D,50,D,,A,,A,,A,,A
20202,04227134,60,0,1,420,D,03,D,85,D,,A,,A,,A,,A
20202,04227134,61,0,1,420,D,03,D,56,D,,A,,A,,A,,A
20202,04227164,76,0,2,420,D,02,D,103,D,,A,,A,,A,,A
20202,04227184,35,0,1,420,D,03,D,140,D,,A,,A,,A,,A
20202,04227274,31,0,1,405,D,04,D,258,D,,A,,A,,A,,A
20202,04227364,38,0,1,420,D,04,D,120,D,,A,,A,,A,,A
20202,04227444,43,0,1,420,D,03,D,125,D,,A,,A,,A,,A
20202,04227484,40,0,1,420,D,03,D,42,D,,A,,A,,A,,A
20202,04227724,60,0,1,405,D,03,D,326,D,,A,,A,,A,,A
20202,04227774,31,0,1,420,D,03,D,239,D,,A,,A,,A,,A
20202,04227934,47,0,2,420,D,02,D,641,D,,A,,A,,A,,A
20202,04228174,31,0,1,420,D,04,D,73,D,,A,,A,,A,,A
20202,04228254,81,0,1,420,D,02,D,65,D,,A,,A,,A,,A
20202,04228254,82,0,1,420,D,03,D,150,D,,A,,A,,A,,A
20202,04228374,32,0,1,420,D,03,D,40,D,,A,,A,,A,,A
20202,04228374,33,0,1,420,D,03,D,40,D,,A,,A,,A,,A
20202,04228454,56,0,1,420,D,02,D,47,D,,A,,A,,A,,A
20202,04228454,57,0,1,420,D,04,D,141,D,,A,,A,,A,,A
20202,04228464,41,0,1,420,D,04,D,625,F,,A,,A,,A,,A
20202,04228574,22,0,1,430,D,03,D,,H,415,D,410,D,,A,,A
20202,04228574,22,1,1,420,D,03,D,100,E,,A,,A,,A,,A
20202,04228574,22,2,1,410,D,03,D,10,E,,A,,A,,A,,A
20202,04228604,66,0,1,400,D,03,D,80,D,,A,,A,,A,,A
20202,04228774,39,0,1,420,D,03,D,25,F,,A,,A,,A,,A
20202,04228864,58,0,1,420,D,02,D,302,D,,A,,A,,A,,A
20202,04228864,59,0,1,430,D,03,D,,H,405,D,415,D,,A,,A
20202,04228864,59,1,1,405,D,03,D,70,E,,A,,A,,A,,A
20202,04228864,59,2,1,420,D,03,D,507,E,,A,,A,,A,,A
20202,04228934,13,0,1,420,D,02,D,116,D,,A,,A,,A,,A
20202,04229044,46,0,1,410,D,04,D,23,D,,A,,A,,A,,A
20202,04229394,47,0,1,430,D,04,D,,H,415,D,410,D,,A,,A
20202,04229394,47,1,1,420,D,04,D,79,E,,A,,A,,A,,A
20202,04229394,47,2,1,410,D,04,D,31,E,,A,,A,,A,,A
20202,04229894,36,0,1,410,D,03,D,25,D,,A,,A,,A,,A
20202,04229894,37,0,1,400,D,03,D,20,D,,A,,A,,A,,A
20202,04229904,37,0,1,400,D,03,D,45,D,,A,,A,,A,,A
20202,04229904,38,0,1,420,D,03,D,120,D,,A,,A,,A,,A
20202,04229914,37,0,1,400,D,04,D,50,D,,A,,A,,A,,A
20202,04229914,38,0,1,420,D,04,D,78,D,,A,,A,,A,,A
20202,04229914,39,0,2,400,D,02,D,28,D,,A,,A,,A,,A
20202,04230074,33,0,1,400,D,03,D,40,D,,A,,A,,A,,A
20202,04230074,34,0,1,400,D,03,D,40,D,,A,,A,,A,,A
20202,04230124,26,0,1,420,D,03,D,60,D,,A,,A,,A,,A
20202,04230154,39,0,1,400,D,02,D,75,D,,A,,A,,A,,A
20202,04230254,23,0,1,420,D,03,D,300,D,,A,,A,,A,,A
20202,04230274,62,0,1,410,D,03,D,30,D,,A,,A,,A,,A
20202,04230274,63,0,1,430,D,03,D,,H,405,D,415,D,,A,,A
20202,04230274,63,1,1,405,D,03,D,240,E,,A,,A,,A,,A
20202,04230274,63,2,1,420,D,03,D,240,E,,A,,A,,A,,A
20202,04230274,64,0,1,410,D,04,D,40,D,,A,,A,,A,,A
20202,04230274,65,0,1,420,D,04,D,230,D,,A,,A,,A,,A
20202,04230334,31,0,1,410,D,03,D,40,D,,A,,A,,A,,A
20202,04230334,32,0,1,405,D,04,D,300,D,,A,,A,,A,,A
20202,04230444,29,0,1,400,D,02,D,25,D,,A,,A,,A,,A
20202,04230494,26,0,1,420,D,04,D,198,D,,A,,A,,A,,A
20202,04230514,22,0,1,410,D,02,D,15,D,,A,,A,,A,,A
20202,04230584,39,0,1,430,D,02,D,,H,415,D,410,D,,A,,A
20202,04230584,39,1,1,420,D,02,D,250,E,,A,,A,,A,,A
20202,04230584,39,2,1,410,D,02,D,50,E,,A,,A,,A,,A
20202,04230704,36,0,1,410,D,04,D,18,D,,A,,A,,A,,A
20202,04230714,33,0,1,400,D,03,D,37,D,,A,,A,,A,,A
20202,04230824,43,0,1,420,D,02,D,530,D,,A,,A,,A,,A
20202,04231114,23,0,1,420,D,04,D,142,D,,A,,A,,A,,A
20202,04231164,25,0,1,420,D,04,D,60,D,,A,,A,,A,,A
20202,04231164,26,0,2,420,D,02,D,70,D,,A,,A,,A,,A
20202,04231244,7,0,1,400,D,02,D,38,D,,A,,A,,A,,A
20202,04231274,28,0,2,420,D,02,D,70,D,,A,,A,,A,,A
20202,04231334,48,0,1,420,D,03,D,159,D,,A,,A,,A,,A
20202,04231704,26,0,1,420,D,03,D,90,D,,A,,A,,A,,A
20202,04231794,37,0,1,400,D,03,D,85,D,,A,,A,,A,,A
20202,04231834,31,0,1,400,D,03,D,80,D,,A,,A,,A,,A
20202,04231864,45,0,1,420,D,04,D,84,D,,A,,A,,A,,A
20202,04231944,21,0,1,420,D,03,D,48,D,,A,,A,,A,,A
20202,04232304,36,0,1,405,D,04,D,52,D,,A,,A,,A,,A
20202,04232444,32,0,1,400,D,02,D,35,D,,A,,A,,A,,A
20202,04233104,43,0,1,420,D,04,D,148,D,,A,,A,,A,,A
20202,04233164,33,0,2,430,D,02,D,,H,425,D,410,D,,A,,A
20202,04233164,33,1,2,420,D,02,D,92,E,,A,,A,,A,,A
20202,04233164,33,2,2,410,D,02,D,8,E,,A,,A,,A,,A
20202,04233174,21,0,1,420,D,02,D,178,D,,A,,A,,A,,A
20202,04233274,30,0,2,400,D,02,D,40,D,,A,,A,,A,,A
20202,04233274,31,0,2,420,D,02,D,20,D,,A,,A,,A,,A
20202,04233284,14,0,1,430,D,03,D,,H,415,D,410,D,,A,,A
20202,04233284,14,1,1,420,D,03,D,85,E,,A,,A,,A,,A
20202,04233284,14,2,1,410,D,03,D,7,E,,A,,A,,A,,A
20202,04233314,30,0,1,420,D,04,D,36,D,,A,,A,,A,,A
20202,04233344,61,0,1,410,D,03,D,30,D,,A,,A,,A,,A
20202,04233404,42,0,1,420,D,02,D,40,D,,A,,A,,A,,A
20202,04233424,33,0,2,405,D,02,D,3000,D,,A,,A,,A,,A
20202,04233534,28,0,1,420,D,03,D,606,D,,A,,A,,A,,A
20202,04233604,17,0,1,420,D,03,D,187,D,,A,,A,,A,,A
20202,04233634,55,0,1,410,D,02,D,40,D,,A,,A,,A,,A
20202,04233634,56,0,1,420,D,02,D,80,D,,A,,A,,A,,A
20202,04233684,42,0,1,410,D,03,D,32,D,,A,,A,,A,,A
20202,04233684,43,0,1,430,D,04,D,,H,405,D,415,D,,A,,A
20202,04233684,43,1,1,405,D,04,D,53,E,,A,,A,,A,,A
20202,04233684,43,2,1,420,D,04,D,53,E,,A,,A,,A,,A
20202,04233714,18,0,1,420,D,03,D,70,D,,A,,A,,A,,A
20202,04233804,58,0,1,420,D,02,D,72,D,,A,,A,,A,,A
20202,04233804,59,0,1,420,D,04,D,48,D,,A,,A,,A,,A
20202,04233874,47,0,1,405,D,02,D,120,D,,A,,A,,A,,A
20202,04233894,27,0,1,410,D,04,D,67,D,,A,,A,,A,,A
20202,04233924,38,0,1,420,D,03,D,750,D,,A,,A,,A,,A
20202,04234054,43,0,1,420,D,04,D,92,D,,A,,A,,A,,A
20202,04234194,42,0,1,420,D,02,D,350,D,,A,,A,,A,,A
20202,04234234,38,0,1,420,D,02,D,146,D,,A,,A,,A,,A
20202,04234404,76,0,1,420,D,04,D,153,D,,A,,A,,A,,A
20202,04234614,36,0,1,405,D,03,D,1100,D,,A,,A,,A,,A
20202,04234774,32,0,1,420,D,02,D,151,D,,A,,A,,A,,A
20202,04234874,23,0,1,430,D,03,D,,H,425,D,405,D,415,D,,A
20202,04234874,23,1,1,405,D,03,D,328,E,,A,,A,,A,,A
20202,04234874,23,2,1,420,D,03,D,146,E,,A,,A,,A,,A
20202,04234874,23,3,1,420,D,03,D,133,E,,A,,A,,A,,A
20202,04235024,30,0,1,420,D,04,D,188,D,,A,,A,,A,,A
20202,04235094,61,0,1,430,D,04,D,,H,405,D,415,D,,A,,A
20202,04235094,61,1,1,405,D,04,D,76,E,,A,,A,,A,,A
20202,04235094,61,2,1,420,D,04,D,543,E,,A,,A,,A,,A
20202,04235184,17,0,1,410,D,03,D,37,D,,A,,A,,A,,A
20202,04235194,30,0,1,420,D,02,D,300,D,,A,,A,,A,,A
20202,04235264,49,0,1,430,D,02,D,,H,,A,405,D,,A,,A
20202,04235264,49,1,1,400,D,02,D,27,E,,A,,A,,A,,A
20202,04235264,49,2,1,410,D,02,D,46,E,,A,,A,,A,,A
20202,04235264,49,3,1,420,D,02,D,181,E,,A,,A,,A,,A
20202,04235264,49,4,1,420,D,02,D,185,E,,A,,A,,A,,A
20202,04235264,50,0,2,430,D,02,D,,H,,A,405,D,,A,,A
20202,04235264,50,1,2,400,D,02,D,51,E,,A,,A,,A,,A
20202,04235264,50,2,2,410,D,02,D,88,E,,A,,A,,A,,A
20202,04235264,50,3,2,420,D,02,D,346,E,,A,,A,,A,,A
20202,04235264,50,4,2,420,D,02,D,352,E,,A,,A,,A,,A
20202,04235274,42,0,1,420,D,04,D,248,D,,A,,A,,A,,A
20202,04235394,70,0,1,420,D,02,D,306,D,,A,,A,,A,,A
20202,04235404,36,0,1,420,D,04,D,70,D,,A,,A,,A,,A
20202,04235474,17,0,1,400,D,03,D,70,D,,A,,A,,A,,A
20202,04235504,47,0,1,410,D,02,D,85,D,,A,,A,,A,,A
20202,04235504,48,0,1,420,D,02,D,89,D,,A,,A,,A,,A
20202,04235964,64,0,1,420,D,03,D,120,D,,A,,A,,A,,A
20202,04236024,57,0,1,420,D,04,D,80,D,,A,,A,,A,,A
20202,04236054,42,0,1,400,D,05,D,32,D,,A,,A,,A,,A
20202,04236094,29,0,2,420,D,03,D,200,D,,A,,A,,A,,A
20202,04236264,22,0,1,410,D,05,D,7,D,,A,,A,,A,,A
20202,04236264,23,0,1,420,D,05,D,74,D,,A,,A,,A,,A
20202,04236574,56,0,1,420,D,04,D,261,D,,A,,A,,A,,A
20202,04236764,35,0,1,420,D,05,D,75,D,,A,,A,,A,,A
20202,04236814,20,0,1,420,D,05,D,109,D,,A,,A,,A,,A
20202,04236834,29,0,1,430,D,04,D,,H,405,D,415,D,410,D,,A
20202,04236834,29,1,1,420,D,04,D,391,E,,A,,A,,A,,A
20202,04236834,29,2,1,410,D,04,D,509,E,,A,,A,,A,,A
20202,04236944,32,0,1,420,D,03,D,135,D,,A,,A,,A,,A
20202,04237014,41,0,1,420,D,04,D,345,D,,A,,A,,A,,A
20202,04237194,31,0,1,420,D,04,D,274,D,,A,,A,,A,,A
20202,04237194,32,0,2,400,D,03,D,37,D,,A,,A,,A,,A
20202,04237234,34,0,1,400,D,04,D,35,D,,A,,A,,A,,A
20202,04237234,35,0,2,420,D,03,D,130,D,,A,,A,,A,,A
20202,04237294,45,0,1,420,D,05,D,45,D,,A,,A,,A,,A
20202,04237374,25,0,1,410,D,03,D,50,D,,A,,A,,A,,A
20202,04237424,29,0,1,400,D,04,D,26,D,,A,,A,,A,,A
20202,04237644,42,0,1,410,D,05,D,42,D,,A,,A,,A,,A
20202,04237644,43,0,1,405,D,03,D,111,F,,A,,A,,A,,A
20202,04237704,14,0,1,420,D,05,D,14,D,,A,,A,,A,,A
20202,04237734,27,0,1,420,D,04,D,135,D,,A,,A,,A,,A
20202,04237824,44,0,1,420,D,04,D,229,D,,A,,A,,A,,A
20202,04237874,25,0,1,420,D,05,D,163,D,,A,,A,,A,,A
20202,04237904,39,0,1,420,D,05,D,126,D,,A,,A,,A,,A
20202,04237984,19,0,2,420,D,03,D,236,D,,A,,A,,A,,A
20202,04238184,26,0,1,400,D,04,D,43,D,,A,,A,,A,,A
20202,04238204,32,0,1,410,D,04,D,20,D,,A,,A,,A,,A
20202,04238204,33,0,1,405,D,05,D,60,D,,A,,A,,A,,A
20202,04238214,43,0,1,420,D,05,D,415,D,,A,,A,,A,,A
20202,04238304,29,0,1,405,D,04,D,32,D,,A,,A,,A,,A
20202,04238364,36,0,1,420,D,05,D,576,D,,A,,A,,A,,A
20202,04238444,26,0,1,420,D,04,D,150,D,,A,,A,,A,,A
20202,04238494,34,0,1,410,D,05,D,27,D,,A,,A,,A,,A
20202,04238494,35,0,1,405,D,05,D,126,D,,A,,A,,A,,A
20202,04238504,25,0,1,420,D,05,D,64,D,,A,,A,,A,,A
20202,04238514,40,0,1,410,D,04,D,25,D,,A,,A,,A,,A
20202,04238514,41,0,1,420,D,04,D,90,D,,A,,A,,A,,A
20202,04238574,61,0,1,430,D,03,D,,H,415,D,400,D,,A,,A
20202,04238574,61,1,1,420,D,03,D,97,E,,A,,A,,A,,A
20202,04238574,61,2,1,400,D,03,D,17,E,,A,,A,,A,,A
20202,04238604,27,0,1,405,D,03,D,52,D,,A,,A,,A,,A
20202,04238684,21,0,1,420,D,05,D,85,D,,A,,A,,A,,A
20202,04238694,68,0,1,420,D,05,D,55,D,,A,,A,,A,,A
20202,04238724,31,0,2,420,D,03,D,19,D,,A,,A,,A,,A
20202,04238744,27,0,1,410,D,03,D,37,D,,A,,A,,A,,A
20202,04238744,28,0,1,420,D,03,D,125,D,,A,,A,,A,,A
20202,04238774,26,0,1,420,D,03,D,89,D,,A,,A,,A,,A
20202,04238924,57,0,1,420,D,05,D,330,D,,A,,A,,A,,A
20202,04238964,40,0,1,400,D,05,D,65,F,,A,,A,,A,,A
20202,04238994,24,0,2,420,D,03,D,402,D,,A,,A,,A,,A
20202,04239374,51,0,1,420,D,05,D,93,D,,A,,A,,A,,A
20202,04239534,34,0,1,410,D,03,D,39,D,,A,,A,,A,,A
20202,04239534,35,0,1,410,D,05,D,39,D,,A,,A,,A,,A
20202,04239534,36,0,2,405,D,03,D,800,D,,A,,A,,A,,A
20202,04239534,37,0,2,400,D,03,D,60,D,,A,,A,,A,,A
20202,04239534,38,0,2,410,D,03,D,70,D,,A,,A,,A,,A
20202,04239544,34,0,1,420,D,04,D,80,D,,A,,A,,A,,A
20202,04239634,30,0,1,400,D,04,D,56,D,,A,,A,,A,,A
20202,04239694,60,0,1,420,D,03,D,155,D,,A,,A,,A,,A
20202,04239694,61,0,1,420,D,04,D,155,D,,A,,A,,A,,A
20202,04239694,62,0,1,420,D,05,D,310,D,,A,,A,,A,,A
20202,04239704,31,0,1,410,D,04,D,50,D,,A,,A,,A,,A
20202,04239834,61,0,1,410,D,03,D,30,D,,A,,A,,A,,A
20202,04239834,62,0,1,410,D,05,D,13,D,,A,,A,,A,,A
20202,04239834,63,0,1,420,D,03,D,36,D,,A,,A,,A,,A
20202,04239834,64,0,1,430,D,05,D,,H,405,D,415,D,,A,,A
20202,04239834,64,1,1,405,D,05,D,269,E,,A,,A,,A,,A
20202,04239834,64,2,1,420,D,05,D,268,E,,A,,A,,A,,A
20202,04239854,52,0,2,400,D,03,D,45,D,,A,,A,,A,,A
20202,04239854,53,0,2,400,D,03,D,65,D,,A,,A,,A,,A
20202,04239874,29,0,1,420,D,04,D,95,D,,A,,A,,A,,A
