QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VOPREGY,VOPREGY_,VOPMO_C,VOPMO_C_,VOPREGX,VOPREGX_,VOPRGY1,VOPRGY1_,VOPRGY2,VOPRGY2_,VOPRGY3,VOPRGY3_,VOPRGY4,VOPRGY4_
20203,04465081,44,0,1,420,D,06,D,151,D,,A,,A,,A,,A
20203,04465261,28,0,1,420,D,06,D,297,D,,A,,A,,A,,A
20203,04465324,16,0,1,400,D,07,D,32,F,,A,,A,,A,,A
20203,04465411,22,0,1,420,D,06,D,45,D,,A,,A,,A,,A
20203,04465451,23,0,1,420,D,07,D,300,D,,A,,A,,A,,A
20203,04465521,59,0,1,405,D,06,D,312,D,,A,,A,,A,,A
20203,04465581,27,0,1,410,D,07,D,80,D,,A,,A,,A,,A
20203,04465581,28,0,1,420,D,07,D,365,D,,A,,A,,A,,A
20203,04465671,21,0,1,420,D,07,D,200,D,,A,,A,,A,,A
20203,04465821,62,0,1,420,D,06,D,84,D,,A,,A,,A,,A
20203,04465821,63,0,1,420,D,06,D,86,D,,A,,A,,A,,A
20203,04465851,18,0,1,410,D,07,D,30,D,,A,,A,,A,,A
20203,04465851,19,0,1,430,D,07,D,,H,405,D,415,D,,A,,A
20203,04465851,19,1,1,405,D,07,D,40,E,,A,,A,,A,,A
20203,04465851,19,2,1,420,D,07,D,20,E,,A,,A,,A,,A
20203,04466031,24,0,1,410,D,07,D,50,D,,A,,A,,A,,A
20203,04466031,25,0,1,420,D,07,D,150,D,,A,,A,,A,,A
20203,04466081,16,0,1,410,D,06,D,35,D,,A,,A,,A,,A
20203,04466321,38,0,1,420,D,06,D,39,D,,A,,A,,A,,A
20203,04466341,20,0,1,430,D,06,D,,H,405,D,415,D,,A,,A
20203,04466341,20,1,1,420,D,06,D,550,E,,A,,A,,A,,A
20203,04466561,23,0,1,420,D,07,D,55,D,,A,,A,,A,,A
20203,04466791,18,0,1,430,D,07,D,,H,415,D,410,D,,A,,A
20203,04466791,18,1,1,420,D,07,D,65,E,,A,,A,,A,,A
20203,04466791,18,2,1,410,D,07,D,5,E,,A,,A,,A,,A
20203,04466841,21,0,1,420,D,06,D,220,D,,A,,A,,A,,A
20203,04466841,22,0,1,420,D,06,D,45,D,,A,,A,,A,,A
20203,04467061,28,0,1,400,D,05,D,160,D,,A,,A,,A,,A
20203,04467181,28,0,1,410,D,06,D,30,D,,A,,A,,A,,A
20203,04467311,19,0,1,420,D,05,D,430,D,,A,,A,,A,,A
20203,04467391,11,0,1,430,D,06,D,,H,405,D,415,D,,A,,A
20203,04467391,11,1,1,420,D,06,D,114,E,,A,,A,,A,,A
20203,04467411,32,0,1,420,D,06,D,190,D,,A,,A,,A,,A
20203,04467661,24,0,1,430,D,05,D,,H,415,D,405,D,,A,,A
20203,04467661,24,1,1,420,D,05,D,500,E,,A,,A,,A,,A
20203,04467661,25,0,1,430,D,05,D,,H,415,D,405,D,,A,,A
20203,04467661,25,1,1,420,D,05,D,700,E,,A,,A,,A,,A
20203,04467761,42,0,1,405,D,07,D,1107,D,,A,,A,,A,,A
20203,04467761,43,0,1,420,D,07,D,155,D,,A,,A,,A,,A
20203,04467791,39,0,1,405,D,05,D,1500,D,,A,,A,,A,,A
20203,04467891,31,0,1,400,D,05,D,40,F,,A,,A,,A,,A
20203,04467911,50,0,1,400,D,06,D,30,D,,A,,A,,A,,A
20203,04468011,23,0,1,420,D,07,D,120,D,,A,,A,,A,,A
20203,04468151,43,0,1,410,D,06,D,70,D,,A,,A,,A,,A
20203,04468151,44,0,1,420,D,06,D,50,D,,A,,A,,A,,A
20203,04468201,41,0,1,420,D,07,D,26,D,,A,,A,,A,,A
20203,04468291,39,0,1,420,D,07,D,150,D,,A,,A,,A,,A
20203,04468511,35,0,1,420,D,06,D,337,D,,A,,A,,A,,A
20203,04468511,36,0,1,410,D,06,D,50,D,,A,,A,,A,,A
20203,04468521,18,0,1,400,D,07,D,50,F,,A,,A,,A,,A
20203,04468551,27,0,1,420,D,06,D,93,F,,A,,A,,A,,A
20203,04468571,14,0,1,430,D,05,D,,H,415,D,410,D,,A,,A
20203,04468571,14,1,1,420,D,05,D,78,E,,A,,A,,A,,A
20203,04468571,14,2,1,410,D,05,D,7,E,,A,,A,,A,,A
20203,04468671,33,0,1,430,D,07,D,,H,415,D,400,D,425,D,405,D
20203,04468671,33,1,1,420,D,07,D,149,E,,A,,A,,A,,A
20203,04468671,33,2,1,400,D,07,D,31,E,,A,,A,,A,,A
20203,04468671,33,3,1,405,D,07,D,295,E,,A,,A,,A,,A
20203,04468671,33,4,1,410,D,07,D,25,E,,A,,A,,A,,A
20203,04468692,29,0,1,420,D,07,D,310,D,,A,,A,,A,,A
20203,04468771,27,0,1,405,D,05,D,236,D,,A,,A,,A,,A
20203,04468801,22,0,1,400,D,07,D,11,D,,A,,A,,A,,A
20203,04468911,39,0,1,400,D,06,D,100,D,,A,,A,,A,,A
20203,04468951,19,0,1,430,D,07,D,,H,425,D,405,D,415,D,,A
20203,04468951,19,1,1,420,D,07,E,21,E,,A,,A,,A,,A
20203,04468951,19,2,1,405,D,07,E,55,E,,A,,A,,A,,A
20203,04468951,19,3,1,420,D,07,E,25,E,,A,,A,,A,,A
20203,04469011,56,0,1,420,D,07,D,85,D,,A,,A,,A,,A
20203,04469181,33,0,1,420,D,07,D,115,D,,A,,A,,A,,A
20203,04469221,27,0,1,430,D,06,D,,H,415,D,405,D,400,D,,A
20203,04469221,27,1,1,420,D,06,D,335,E,,A,,A,,A,,A
20203,04469221,27,2,1,405,D,06,D,629,E,,A,,A,,A,,A
20203,04469221,27,3,1,400,D,06,D,36,E,,A,,A,,A,,A
20203,04469511,34,0,1,405,D,07,D,92,D,,A,,A,,A,,A
20203,04469811,44,0,1,400,D,07,D,30,D,,A,,A,,A,,A
20203,04469811,45,0,1,400,D,07,D,30,D,,A,,A,,A,,A
20203,04469901,18,0,1,420,D,06,D,64,D,,A,,A,,A,,A
20203,04469931,35,0,1,410,D,06,D,12,D,,A,,A,,A,,A
20203,04469931,36,0,1,420,D,06,D,55,D,,A,,A,,A,,A
20203,04469931,37,0,1,405,D,05,D,480,D,,A,,A,,A,,A
20203,04469974,24,0,1,420,D,07,D,220,D,,A,,A,,A,,A
20203,04470201,33,0,1,430,D,07,D,,H,405,D,415,D,,A,,A
20203,04470201,33,1,1,405,D,07,D,217,E,,A,,A,,A,,A
20203,04470201,33,2,1,420,D,07,D,53,E,,A,,A,,A,,A
20203,04470271,18,0,1,420,D,05,D,200,D,,A,,A,,A,,A
20203,04470311,16,0,1,420,D,07,D,250,D,,A,,A,,A,,A
20203,04470551,43,0,1,410,D,07,D,28,D,,A,,A,,A,,A
20203,04470791,63,0,1,420,D,06,D,147,D,,A,,A,,A,,A
20203,04471331,22,0,1,420,D,07,D,290,D,,A,,A,,A,,A
20203,04471411,31,0,1,420,D,05,D,75,D,,A,,A,,A,,A
20203,04471461,22,0,1,410,D,07,D,16,D,,A,,A,,A,,A
20203,04471511,62,0,1,420,D,05,D,75,D,,A,,A,,A,,A
20203,04471581,17,0,1,420,D,07,D,65,D,,A,,A,,A,,A
20203,04471631,23,0,1,420,D,06,D,348,D,,A,,A,,A,,A
20203,04471691,43,0,1,420,D,05,D,76,D,,A,,A,,A,,A
20203,04471691,44,0,1,420,D,07,D,76,D,,A,,A,,A,,A
20203,04471831,42,0,1,400,D,07,D,20,D,,A,,A,,A,,A
20203,04471831,43,0,1,420,D,07,D,240,D,,A,,A,,A,,A
20203,04472021,13,0,1,410,D,05,D,69,D,,A,,A,,A,,A
20203,04472061,33,0,1,420,D,05,D,75,D,,A,,A,,A,,A
20203,04472061,34,0,1,410,D,05,D,35,D,,A,,A,,A,,A
20203,04472071,35,0,1,410,D,06,D,60,D,,A,,A,,A,,A
20203,04472101,29,0,1,420,D,06,D,28,D,,A,,A,,A,,A
20203,04472141,25,0,1,410,D,07,D,56,D,,A,,A,,A,,A
20203,04472151,57,0,1,420,D,07,D,39,D,,A,,A,,A,,A
20203,04472161,31,0,1,410,D,07,D,17,D,,A,,A,,A,,A
20203,04472161,32,0,1,430,D,05,D,,H,405,D,415,D,,A,,A
20203,04472161,32,1,1,405,D,05,D,158,E,,A,,A,,A,,A
20203,04472161,32,2,1,420,D,05,D,81,E,,A,,A,,A,,A
20203,04472251,74,0,1,430,D,06,D,,H,400,D,415,D,,A,,A
20203,04472251,74,1,1,400,D,06,D,21,E,,A,,A,,A,,A
20203,04472251,74,2,1,420,D,06,D,45,E,,A,,A,,A,,A
20203,04472281,21,0,1,420,D,07,D,140,D,,A,,A,,A,,A
20203,04472381,33,0,1,430,D,07,D,,H,415,D,405,D,,A,,A
20203,04472381,33,1,1,420,D,07,D,520,E,,A,,A,,A,,A
20203,04472381,33,2,1,405,D,07,D,392,E,,A,,A,,A,,A
20203,04472451,43,0,1,410,D,07,D,60,D,,A,,A,,A,,A
20203,04472461,27,0,1,410,D,05,D,70,D,,A,,A,,A,,A
20203,04472461,28,0,1,410,D,07,D,86,D,,A,,A,,A,,A
20203,04472471,12,0,1,420,D,06,D,132,D,,A,,A,,A,,A
20203,04472481,49,0,1,430,D,07,D,,H,410,D,415,D,,A,,A
20203,04472481,49,1,1,410,D,07,D,17,E,,A,,A,,A,,A
20203,04472481,49,2,1,420,D,07,D,131,E,,A,,A,,A,,A
20203,04472521,43,0,1,420,D,07,D,120,D,,A,,A,,A,,A
20203,04503051,25,0,1,420,D,07,D,27,D,,A,,A,,A,,A
20203,04503141,37,0,1,420,D,08,D,120,D,,A,,A,,A,,A
20203,04503251,33,0,1,420,D,07,D,5,D,,A,,A,,A,,A
20203,04503271,22,0,1,430,D,07,D,,H,425,D,405,D,,A,,A
20203,04503271,22,1,1,405,D,07,D,629,E,,A,,A,,A,,A
20203,04503391,39,0,1,420,D,07,D,322,D,,A,,A,,A,,A
20203,04503551,20,0,1,400,D,06,D,25,D,,A,,A,,A,,A
20203,04503621,28,0,1,420,D,08,D,300,D,,A,,A,,A,,A
20203,04503641,9,0,1,410,D,06,D,30,D,,A,,A,,A,,A
20203,04503641,10,0,1,420,D,06,D,358,D,,A,,A,,A,,A
20203,04503691,27,0,1,420,D,07,D,489,D,,A,,A,,A,,A
20203,04503701,32,0,1,400,D,08,D,100,D,,A,,A,,A,,A
20203,04503701,33,0,1,420,D,07,D,120,D,,A,,A,,A,,A
20203,04503721,19,0,1,410,D,08,D,120,D,,A,,A,,A,,A
20203,04503741,28,0,1,430,D,06,D,,H,410,D,415,D,,A,,A
20203,04503741,28,1,1,410,D,06,D,9,E,,A,,A,,A,,A
20203,04503741,28,2,1,420,D,06,D,91,E,,A,,A,,A,,A
20203,04503761,16,0,1,410,D,07,D,30,D,,A,,A,,A,,A
20203,04503761,17,0,1,420,D,06,D,175,D,,A,,A,,A,,A
20203,04503881,24,0,1,400,D,08,D,120,D,,A,,A,,A,,A
20203,04503913,19,0,1,410,D,08,D,120,D,,A,,A,,A,,A
20203,04503921,29,0,1,405,D,07,D,1500,F,,A,,A,,A,,A
20203,04503981,30,0,1,400,D,07,D,95,D,,A,,A,,A,,A
20203,04504141,14,0,1,420,D,07,D,104,D,,A,,A,,A,,A
20203,04504161,45,0,1,420,D,06,D,350,D,,A,,A,,A,,A
20203,04504281,37,0,1,420,D,07,D,75,D,,A,,A,,A,,A
20203,04504391,33,0,1,420,D,08,D,36,D,,A,,A,,A,,A
20203,04504391,34,0,1,420,D,08,D,36,D,,A,,A,,A,,A
20203,04504441,23,0,1,420,D,08,D,375,D,,A,,A,,A,,A
20203,04504501,43,0,1,410,D,08,D,30,D,,A,,A,,A,,A
20203,04504541,48,0,1,420,D,07,D,240,D,,A,,A,,A,,A
20203,04504701,40,0,1,405,D,06,D,476,D,,A,,A,,A,,A
20203,04504904,35,0,1,400,D,07,D,35,D,,A,,A,,A,,A
20203,04504904,36,0,1,420,D,07,D,158,D,,A,,A,,A,,A
20203,04505001,57,0,1,410,D,08,D,80,D,,A,,A,,A,,A
20203,04505001,58,0,1,420,D,08,D,300,D,,A,,A,,A,,A
20203,04505251,43,0,1,400,D,07,D,30,D,,A,,A,,A,,A
20203,04505291,42,0,1,420,D,08,D,75,D,,A,,A,,A,,A
20203,04505321,32,0,1,420,D,08,D,600,D,,A,,A,,A,,A
20203,04505371,22,0,1,410,D,07,D,74,D,,A,,A,,A,,A
20203,04505391,14,0,1,420,D,07,D,50,D,,A,,A,,A,,A
20203,04505401,47,0,1,420,D,06,D,120,D,,A,,A,,A,,A
20203,04505441,27,0,1,400,D,06,D,25,D,,A,,A,,A,,A
20203,04505491,46,0,1,420,D,06,D,375,D,,A,,A,,A,,A
20203,04505491,47,0,1,420,D,07,D,480,D,,A,,A,,A,,A
20203,04505491,48,0,1,420,D,08,D,300,D,,A,,A,,A,,A
20203,04505571,42,0,1,420,D,06,D,70,D,,A,,A,,A,,A
20203,04505621,22,0,1,420,D,07,D,400,D,,A,,A,,A,,A
20203,04505661,28,0,1,420,D,07,D,154,D,,A,,A,,A,,A
20203,04505691,49,0,1,420,D,07,D,320,D,,A,,A,,A,,A
20203,04505691,50,0,1,420,D,07,D,90,D,,A,,A,,A,,A
20203,04505741,20,0,1,410,D,06,D,29,D,,A,,A,,A,,A
20203,04505741,21,0,1,420,D,06,D,185,D,,A,,A,,A,,A
20203,04505901,17,0,1,410,D,06,D,7,D,,A,,A,,A,,A
20203,04505901,18,0,1,420,D,06,D,72,D,,A,,A,,A,,A
20203,04505981,27,0,1,400,D,08,D,58,D,,A,,A,,A,,A
20203,04506161,13,0,1,420,D,08,D,320,D,,A,,A,,A,,A
20203,04506231,33,0,1,420,D,06,D,100,D,,A,,A,,A,,A
20203,04506331,34,0,1,410,D,06,D,21,D,,A,,A,,A,,A
20203,04506381,49,0,1,420,D,08,D,60,D,,A,,A,,A,,A
20203,04506461,27,0,1,420,D,06,D,250,D,,A,,A,,A,,A
20203,04506591,31,0,1,420,D,08,D,50,D,,A,,A,,A,,A
20203,04506631,33,0,1,400,D,07,D,20,D,,A,,A,,A,,A
20203,04506641,33,0,1,400,D,06,D,37,D,,A,,A,,A,,A
20203,04506691,92,0,1,400,D,06,D,35,D,,A,,A,,A,,A
20203,04506691,93,0,1,410,D,07,D,40,D,,A,,A,,A,,A
20203,04506691,94,0,1,420,D,07,D,300,D,,A,,A,,A,,A
20203,04506691,95,0,1,420,D,08,D,235,D,,A,,A,,A,,A
20203,04506831,20,0,1,420,D,06,D,75,D,,A,,A,,A,,A
20203,04507011,34,0,1,420,D,07,D,311,D,,A,,A,,A,,A
20203,04507011,35,0,1,400,D,06,D,95,D,,A,,A,,A,,A
20203,04507091,32,0,1,420,D,08,D,23,D,,A,,A,,A,,A
20203,04507091,33,0,1,410,D,08,D,24,D,,A,,A,,A,,A
20203,04507291,63,0,1,410,D,07,D,25,D,,A,,A,,A,,A
20203,04507351,25,0,1,420,D,08,D,350,D,,A,,A,,A,,A
20203,04507461,31,0,1,420,D,06,D,242,D,,A,,A,,A,,A
20203,04507461,32,0,1,420,D,08,D,185,D,,A,,A,,A,,A
20203,04507651,23,0,1,400,D,06,D,37,D,,A,,A,,A,,A
20203,04507651,24,0,1,420,D,06,D,250,D,,A,,A,,A,,A
20203,04507651,25,0,1,420,D,08,D,243,D,,A,,A,,A,,A
20203,04507651,26,0,1,410,D,07,D,100,D,,A,,A,,A,,A
20203,04507751,20,0,1,410,D,08,D,21,D,,A,,A,,A,,A
20203,04507871,27,0,1,420,D,08,D,120,D,,A,,A,,A,,A
20203,04508131,24,0,1,420,D,08,D,120,D,,A,,A,,A,,A
20203,04508401,52,0,1,410,D,07,D,9,D,,A,,A,,A,,A
20203,04508401,53,0,1,410,D,07,D,29,D,,A,,A,,A,,A
20203,04508411,27,0,1,400,D,07,D,30,D,,A,,A,,A,,A
20203,04508541,36,0,1,420,D,07,D,650,D,,A,,A,,A,,A
20203,04508571,15,0,1,430,D,06,D,,H,415,D,400,D,,A,,A
20203,04508571,15,1,1,420,D,06,D,37,E,,A,,A,,A,,A
20203,04508571,15,2,1,400,D,06,D,18,E,,A,,A,,A,,A
20203,04508591,30,0,1,420,D,07,D,160,D,,A,,A,,A,,A
20203,04508741,24,0,1,430,D,08,D,,H,425,D,405,D,415,D,,A
20203,04508741,24,1,1,420,D,08,D,35,E,,A,,A,,A,,A
20203,04508741,24,2,1,405,D,08,D,86,E,,A,,A,,A,,A
20203,04508741,24,3,1,420,D,08,D,113,E,,A,,A,,A,,A
20203,04508741,25,0,1,430,D,07,D,,H,425,D,405,D,415,D,,A
20203,04508741,25,1,1,420,D,07,D,121,E,,A,,A,,A,,A
20203,04508741,25,2,1,405,D,07,D,293,E,,A,,A,,A,,A
20203,04508741,25,3,1,420,D,07,D,386,E,,A,,A,,A,,A
20203,04508791,15,0,1,400,D,06,D,25,D,,A,,A,,A,,A
20203,04508791,16,0,1,420,D,08,D,160,D,,A,,A,,A,,A
20203,04508811,29,0,1,420,D,07,D,72,D,,A,,A,,A,,A
20203,04508921,36,0,1,420,D,06,D,140,D,,A,,A,,A,,A
20203,04509111,22,0,1,420,D,06,D,113,D,,A,,A,,A,,A
20203,04509291,33,0,1,410,D,07,D,65,D,,A,,A,,A,,A
20203,04509291,34,0,1,420,D,08,D,140,D,,A,,A,,A,,A
20203,04509321,38,0,1,400,D,07,D,20,D,,A,,A,,A,,A
20203,04509321,39,0,1,420,D,07,D,50,D,,A,,A,,A,,A
20203,04509421,24,0,1,400,D,06,D,33,D,,A,,A,,A,,A
20203,04509421,25,0,1,410,D,06,D,200,D,,A,,A,,A,,A
20203,04509451,47,0,1,410,D,08,D,18,D,,A,,A,,A,,A
20203,04509451,48,0,1,420,D,08,D,56,D,,A,,A,,A,,A
20203,04509551,27,0,1,410,D,08,D,26,D,,A,,A,,A,,A
20203,04509551,28,0,1,420,D,08,D,185,F,,A,,A,,A,,A
20203,04509651,34,0,1,420,D,06,D,150,D,,A,,A,,A,,A
20203,04509651,35,0,1,420,D,08,D,150,D,,A,,A,,A,,A
20203,04509701,21,0,1,420,D,07,D,55,F,,A,,A,,A,,A
20203,04509701,22,0,1,410,D,07,D,12,D,,A,,A,,A,,A
20203,04509701,23,0,1,405,D,07,D,500,D,,A,,A,,A,,A
20203,04509721,19,0,1,420,D,06,D,47,D,,A,,A,,A,,A
20203,04509811,43,0,1,420,D,06,D,60,D,,A,,A,,A,,A
20203,04509821,33,0,1,410,D,06,D,85,D,,A,,A,,A,,A
20203,04510031,48,0,1,420,D,07,D,347,D,,A,,A,,A,,A
20203,04510031,49,0,1,420,D,07,D,189,D,,A,,A,,A,,A
20203,04510051,36,0,1,430,D,06,D,,H,415,D,405,D,,A,,A
20203,04510051,36,1,1,420,D,06,D,208,E,,A,,A,,A,,A
20203,04510051,36,2,1,405,D,06,D,392,E,,A,,A,,A,,A
20203,04510081,38,0,1,410,D,08,D,90,D,,A,,A,,A,,A
20203,04510241,18,0,1,420,D,08,D,25,D,,A,,A,,A,,A
20203,04510261,41,0,1,405,D,07,D,300,D,,A,,A,,A,,A
20203,04510311,21,0,1,410,D,07,D,37,D,,A,,A,,A,,A
20203,04510421,55,0,1,420,D,08,D,113,D,,A,,A,,A,,A
20203,04510421,56,0,1,420,D,08,D,120,D,,A,,A,,A,,A
20203,04510501,42,0,1,410,D,06,D,15,D,,A,,A,,A,,A
20203,04510501,43,0,1,420,D,06,D,48,D,,A,,A,,A,,A
20203,04510561,25,0,1,400,D,08,D,28,D,,A,,A,,A,,A
20203,04510581,10,0,1,400,D,07,D,18,D,,A,,A,,A,,A
20203,04510741,24,0,1,405,D,06,D,1200,D,,A,,A,,A,,A
20203,04510761,27,0,1,410,D,08,D,38,D,,A,,A,,A,,A
20203,04510801,41,0,1,400,D,08,D,45,D,,A,,A,,A,,A
20203,04510801,42,0,1,420,D,08,D,150,D,,A,,A,,A,,A
20203,04510821,10,0,1,410,D,08,D,85,F,,A,,A,,A,,A
20203,04510821,11,0,1,420,D,08,D,80,F,,A,,A,,A,,A
20203,04510841,24,0,1,410,D,06,D,35,D,,A,,A,,A,,A
20203,04510841,25,0,1,420,D,06,D,102,D,,A,,A,,A,,A
20203,04510891,57,0,1,420,D,08,D,180,D,,A,,A,,A,,A
20203,04510901,43,0,1,420,D,08,D,60,D,,A,,A,,A,,A
20203,04510901,44,0,1,410,D,08,D,35,D,,A,,A,,A,,A
20203,04511022,12,0,1,410,D,07,D,30,D,,A,,A,,A,,A
20203,04511022,13,0,1,420,D,07,D,180,D,,A,,A,,A,,A
20203,04511111,10,0,1,420,D,08,D,180,D,,A,,A,,A,,A
20203,04511121,39,0,1,420,D,08,D,100,D,,A,,A,,A,,A
20203,04511263,13,0,1,405,D,08,D,128,D,,A,,A,,A,,A
20203,04511301,22,0,1,420,D,08,D,105,D,,A,,A,,A,,A
20203,04511361,37,0,1,420,D,07,D,210,D,,A,,A,,A,,A
20203,04511571,17,0,1,400,D,07,D,100,D,,A,,A,,A,,A
20203,04511671,41,0,1,420,D,08,D,200,D,,A,,A,,A,,A
20203,04511721,37,0,1,420,D,06,D,530,D,,A,,A,,A,,A
20203,04511751,33,0,1,410,D,07,D,70,D,,A,,A,,A,,A
20203,04511751,34,0,1,420,D,06,D,72,D,,A,,A,,A,,A
20203,04511771,25,0,1,420,D,06,D,75,D,,A,,A,,A,,A
20203,04511821,27,0,1,420,D,06,D,100,D,,A,,A,,A,,A
20203,04511873,32,0,1,410,D,08,D,21,D,,A,,A,,A,,A
20203,04511873,33,0,1,420,D,08,D,157,F,,A,,A,,A,,A
20203,04511951,38,0,1,420,D,08,D,750,D,,A,,A,,A,,A
20203,04511951,39,0,1,410,D,08,D,78,D,,A,,A,,A,,A
20203,04512011,31,0,1,400,D,06,D,25,D,,A,,A,,A,,A
20203,04512011,32,0,1,420,D,06,D,61,D,,A,,A,,A,,A
20203,04512021,44,0,1,420,D,07,D,75,D,,A,,A,,A,,A
20203,04512031,45,0,1,420,D,06,D,170,D,,A,,A,,A,,A
20203,04512131,55,0,1,420,D,07,D,173,D,,A,,A,,A,,A
20203,04512201,55,0,1,430,D,06,D,,H,410,D,415,D,,A,,A
20203,04512201,55,1,1,420,D,06,D,108,E,,A,,A,,A,,A
20203,04512261,58,0,1,430,D,06,D,,H,400,D,410,D,,A,,A
20203,04512261,58,1,1,400,D,06,D,195,E,,A,,A,,A,,A
20203,04512261,58,2,1,410,D,06,D,55,E,,A,,A,,A,,A
20203,04512341,41,0,1,420,D,06,D,135,D,,A,,A,,A,,A
20203,04512371,36,0,1,400,D,06,D,10,D,,A,,A,,A,,A
20203,04512451,34,0,1,430,D,08,D,,H,410,D,415,D,,A,,A
20203,04512451,34,1,1,410,D,08,D,6,E,,A,,A,,A,,A
20203,04512451,34,2,1,420,D,08,D,66,E,,A,,A,,A,,A
20203,04512471,38,0,1,410,D,08,D,300,D,,A,,A,,A,,A
20203,04512501,21,0,1,400,D,08,D,40,D,,A,,A,,A,,A
20203,04512541,34,0,1,430,D,08,D,,H,415,D,400,D,,A,,A
20203,04512541,34,1,1,420,D,08,D,132,E,,A,,A,,A,,A
20203,04512541,34,2,1,400,D,08,D,36,E,,A,,A,,A,,A
20203,04512551,20,0,1,430,D,07,D,,H,410,D,415,D,,A,,A
20203,04512551,20,1,1,410,D,07,D,14,E,,A,,A,,A,,A
20203,04512551,20,2,1,420,D,07,D,153,E,,A,,A,,A,,A
20203,04512671,30,0,1,420,D,06,D,35,D,,A,,A,,A,,A
20203,04512711,23,0,1,410,D,08,D,70,F,,A,,A,,A,,A
20203,04513021,49,0,1,400,D,06,D,120,D,,A,,A,,A,,A
20203,04513041,21,0,1,420,D,08,D,90,D,,A,,A,,A,,A
20203,04513051,38,0,1,420,D,07,D,50,D,,A,,A,,A,,A
20203,04513101,20,0,1,420,D,08,D,175,D,,A,,A,,A,,A
20203,04513121,20,0,1,400,D,08,D,110,D,,A,,A,,A,,A
20203,04513141,28,0,1,420,D,08,D,98,D,,A,,A,,A,,A
20203,04513141,29,0,1,420,D,06,D,80,D,,A,,A,,A,,A
20203,04513271,18,0,1,430,D,06,D,,H,410,D,415,D,,A,,A
20203,04513271,18,1,1,410,D,06,D,7,E,,A,,A,,A,,A
20203,04513271,18,2,1,420,D,06,D,83,E,,A,,A,,A,,A
20203,04513301,28,0,1,420,D,07,D,350,D,,A,,A,,A,,A
20203,04513351,35,0,1,420,D,07,D,1200,D,,A,,A,,A,,A
20203,04513351,36,0,1,420,D,08,D,90,D,,A,,A,,A,,A
20203,04513361,29,0,1,420,D,07,D,150,D,,A,,A,,A,,A
20203,04513531,17,0,1,420,D,08,D,112,D,,A,,A,,A,,A
20203,04513581,58,0,1,410,D,08,D,50,D,,A,,A,,A,,A
20203,04513581,59,0,1,420,D,06,D,22,D,,A,,A,,A,,A
20203,04513581,60,0,1,420,D,07,D,193,D,,A,,A,,A,,A
20203,04513581,61,0,1,420,D,07,D,132,D,,A,,A,,A,,A
20203,04513671,26,0,1,405,D,07,D,250,D,,A,,A,,A,,A
20203,04513751,24,0,1,400,D,07,D,25,D,,A,,A,,A,,A
20203,04513911,22,0,1,420,D,07,D,150,F,,A,,A,,A,,A
20203,04513921,23,0,1,420,D,07,D,192,D,,A,,A,,A,,A
20203,04514011,31,0,1,410,D,08,D,65,D,,A,,A,,A,,A
20203,04514011,32,0,1,420,D,08,D,46,D,,A,,A,,A,,A
20203,04514061,45,0,1,420,D,08,D,117,D,,A,,A,,A,,A
20203,04514061,46,0,1,420,D,07,D,180,D,,A,,A,,A,,A
20203,04514061,47,0,1,420,D,06,D,42,D,,A,,A,,A,,A
20203,04514091,35,0,1,400,D,07,D,20,D,,A,,A,,A,,A
20203,04514101,27,0,1,410,D,06,D,50,D,,A,,A,,A,,A
20203,04514141,15,0,1,430,D,07,D,,H,425,D,415,D,,A,,A
20203,04514141,15,1,1,420,D,07,D,7,E,,A,,A,,A,,A
20203,04514141,15,2,1,420,D,07,D,69,E,,A,,A,,A,,A
20203,04514201,22,0,1,410,D,06,D,300,F,,A,,A,,A,,A
20203,04514221,20,0,1,420,D,06,D,40,D,,A,,A,,A,,A
20203,04514281,48,0,1,400,D,08,D,20,D,,A,,A,,A,,A
20203,04514281,49,0,1,410,D,06,D,35,D,,A,,A,,A,,A
20203,04514281,50,0,1,420,D,06,D,170,D,,A,,A,,A,,A
20204,04310174,27,0,1,430,D,09,D,,H,425,D,405,D,415,D,,A
20204,04310174,27,1,1,420,D,09,D,7,E,,A,,A,,A,,A
20204,04310174,27,2,1,405,D,09,D,82,E,,A,,A,,A,,A
20204,04310174,27,3,1,420,D,09,D,3,E,,A,,A,,A,,A
20204,04310174,28,0,2,430,D,07,D,,H,425,D,405,D,415,D,,A
20204,04310174,28,1,2,420,D,07,D,5,E,,A,,A,,A,,A
20204,04310174,28,2,2,405,D,07,D,64,E,,A,,A,,A,,A
20204,04310174,28,3,2,420,D,07,D,3,E,,A,,A,,A,,A
20204,04310204,19,0,1,405,D,09,D,60,D,,A,,A,,A,,A
20204,04310244,45,0,1,400,D,09,D,37,D,,A,,A,,A,,A
20204,04310244,46,0,1,420,D,07,D,200,D,,A,,A,,A,,A
20204,04310294,37,0,2,410,D,07,D,70,D,,A,,A,,A,,A
20204,04310324,35,0,1,420,D,07,D,100,F,,A,,A,,A,,A
20204,04310324,36,0,1,420,D,08,D,108,F,,A,,A,,A,,A
20204,04310414,56,0,1,420,D,08,D,60,D,,A,,A,,A,,A
20204,04310414,57,0,2,420,D,07,D,264,D,,A,,A,,A,,A
20204,04310624,25,0,1,410,D,07,D,30,D,,A,,A,,A,,A
20204,04310624,26,0,1,430,D,08,D,,H,415,D,425,D,405,D,,A
20204,04310624,26,1,1,420,D,08,D,26,E,,A,,A,,A,,A
