QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CONTCODE,CONT_ODE,CONTMO,CONTMO_,CONTEXPX,CONT_XPX,CHCKEFT,CHCKEFT_,REBTUSED,REBT_SED
20202,04214944,1,0,1,150,D,01,D,10,D,,A,,A
20202,04214964,3,0,1,170,D,13,D,50,D,,A,,A
20202,04214974,1,0,1,150,D,13,D,100,D,,A,,A
20202,04214994,4,0,1,170,D,02,D,30,D,,A,,A
20202,04215054,2,0,1,150,D,13,D,200,D,,A,,A
20202,04215084,4,0,1,110,D,13,D,184,D,,A,,A
20202,04215154,2,0,1,170,D,03,D,100,D,,A,,A
20202,04215154,3,0,1,150,D,13,D,500,D,,A,,A
20202,04215174,9,0,1,150,D,13,D,160,D,,A,,A
20202,04215174,10,0,1,160,D,13,D,100,D,,A,,A
20202,04215174,11,0,1,160,D,13,D,19,D,,A,,A
20202,04215214,4,0,2,150,D,01,D,20,D,,A,,A
20202,04215264,1,0,1,150,D,13,D,275,D,,A,,A
20202,04215344,6,0,1,160,D,03,D,310,D,,A,,A
20202,04215354,5,0,1,100,D,01,D,1000,D,,A,,A
20202,04215354,6,0,1,100,D,01,D,2000,D,,A,,A
20202,04215354,7,0,1,120,D,13,D,3000,D,,A,,A
20202,04215354,8,0,1,130,D,01,D,100,D,,A,,A
20202,04215354,9,0,1,160,D,03,D,100,D,,A,,A
20202,04215354,10,0,1,160,D,13,D,12,D,,A,,A
20202,04215364,1,0,1,150,D,13,D,5,D,,A,,A
20202,04215384,3,0,1,150,D,01,D,20,D,,A,,A
20202,04215384,4,0,1,150,D,02,D,20,D,,A,,A
20202,04215384,5,0,2,170,D,01,D,25,D,,A,,A
20202,04215414,2,0,1,150,D,13,D,50,D,,A,,A
20202,04215424,6,0,1,170,D,01,D,2500,D,,A,,A
20202,04215424,7,0,1,170,D,02,D,200,D,,A,,A
20202,04215424,8,0,1,170,D,03,D,1150,D,,A,,A
20202,04215424,9,0,1,160,D,01,D,390,D,,A,,A
20202,04215424,10,0,1,160,D,02,D,690,D,,A,,A
20202,04215424,11,0,1,160,D,03,D,25,D,,A,,A
20202,04215534,3,0,1,150,D,13,D,204,F,,A,,A
20202,04215534,4,0,1,140,D,01,D,60,D,,A,,A
20202,04215544,7,0,1,170,D,13,D,10,D,,A,,A
20202,04215544,8,0,1,140,D,03,D,20,D,,A,,A
20202,04215544,9,0,1,160,D,03,D,60,D,,A,,A
20202,04215724,2,0,1,150,D,13,D,30,D,,A,,A
20202,04215764,6,0,1,170,D,01,D,200,D,,A,,A
20202,04215764,7,0,1,160,D,13,D,200,D,,A,,A
20202,04215764,8,0,2,170,D,01,D,200,D,,A,,A
20202,04215794,1,0,1,170,D,13,D,75,D,,A,,A
20202,04215824,1,0,1,170,D,02,D,75,D,,A,,A
20202,04215874,4,0,1,150,D,13,D,100,D,,A,,A
20202,04215884,3,0,1,150,D,13,D,170,D,,A,,A
20202,04215914,4,0,1,160,D,13,D,20,D,,A,,A
20202,04215924,1,0,1,170,D,13,D,100,D,,A,,A
20202,04215974,1,0,1,170,D,13,D,600,D,,A,,A
20202,04215974,2,0,1,160,D,13,D,10,D,,A,,A
20202,04215984,2,0,1,150,D,13,D,204,F,,A,,A
20202,04216094,2,0,1,150,D,13,D,100,D,,A,,A
20202,04216114,7,0,1,150,D,13,D,16,D,,A,,A
20202,04216114,8,0,1,160,D,13,D,8,D,,A,,A
20202,04216114,9,0,1,160,D,02,D,50,D,,A,,A
20202,04216114,10,0,1,160,D,03,D,150,D,,A,,A
20202,04216194,2,0,1,150,D,13,D,200,D,,A,,A
20202,04216214,3,0,1,170,D,03,D,200,D,,A,,A
20202,04216214,4,0,1,150,D,03,D,20,D,,A,,A
20202,04216244,2,0,1,110,D,13,D,135,D,,A,,A
20202,04216334,1,0,1,170,D,13,D,100,D,,A,,A
20202,04216334,2,0,1,150,D,13,D,3,D,,A,,A
20202,04216384,1,0,1,170,D,13,D,50,D,,A,,A
20202,04216384,2,0,1,170,D,13,D,30,D,,A,,A
20202,04216414,4,0,1,170,D,03,D,70,D,,A,,A
20202,04216544,3,0,1,150,D,13,D,300,D,,A,,A
20202,04216604,2,0,1,150,D,13,D,1000,D,,A,,A
20202,04216744,7,0,1,160,D,03,D,100,D,,A,,A
20202,04216754,1,0,1,150,D,13,D,250,D,,A,,A
20202,04216764,6,0,1,170,D,13,D,20,D,,A,,A
20202,04216764,7,0,1,110,D,13,D,900,D,,A,,A
20202,04216804,4,0,1,100,D,13,D,550,D,,A,,A
20202,04216804,5,0,1,150,D,13,D,350,D,,A,,A
20202,04216804,6,0,1,150,D,13,D,38,D,,A,,A
20202,04216814,2,0,1,170,D,02,D,500,D,,A,,A
20202,04216814,3,0,1,150,D,03,D,100,D,,A,,A
20202,04216814,4,0,2,150,D,01,D,187,D,,A,,A
20202,04216984,3,0,1,150,D,13,D,1090,D,,A,,A
20202,04216984,4,0,2,150,D,01,D,3000,D,,A,,A
20202,04217114,6,0,1,130,D,13,D,12,D,,A,,A
20202,04217294,5,0,1,100,D,13,D,600,D,,A,,A
20202,04217294,6,0,1,150,D,13,D,700,D,,A,,A
20202,04217314,2,0,1,150,D,13,D,50,D,,A,,A
20202,04217314,3,0,1,160,D,03,D,20,D,,A,,A
20202,04217374,4,0,1,150,D,13,D,110,D,,A,,A
20202,04217394,1,0,1,110,D,13,D,840,D,,A,,A
20202,04217414,1,0,1,170,D,01,D,100,D,,A,,A
20202,04217414,2,0,1,170,D,02,D,100,D,,A,,A
20202,04217414,3,0,1,150,D,13,D,120,D,,A,,A
20202,04217454,4,0,1,150,D,01,D,2000,D,,A,,A
20202,04217454,5,0,1,150,D,02,D,1525,D,,A,,A
20202,04217464,2,0,1,160,D,13,D,229,F,,A,,A
20202,04217494,1,0,1,170,D,03,D,150,D,,A,,A
20202,04217494,2,0,1,150,D,13,D,100,D,,A,,A
20202,04217514,3,0,1,150,D,13,D,650,D,,A,,A
20202,04217514,4,0,1,150,D,02,D,3000,D,,A,,A
20202,04217514,5,0,2,150,D,01,D,6400,D,,A,,A
20202,04217544,1,0,1,160,D,03,D,700,D,,A,,A
20202,04217574,1,0,1,150,D,13,D,600,D,,A,,A
20202,04217574,2,0,1,130,D,01,D,150,D,,A,,A
20202,04217574,3,0,1,160,D,13,D,10,D,,A,,A
20202,04217594,2,0,1,170,D,02,D,60,D,,A,,A
20202,04217844,4,0,1,110,D,13,D,300,D,,A,,A
20202,04217984,2,0,1,160,D,01,D,50,D,,A,,A
20202,04218014,6,0,1,150,D,13,D,500,D,,A,,A
20202,04218014,7,0,1,150,D,03,D,800,D,,A,,A
20202,04218014,8,0,1,160,D,13,D,60,D,,A,,A
20202,04218054,1,0,1,150,D,13,D,20,D,,A,,A
20202,04218084,6,0,2,170,D,01,D,150,D,,A,,A
20202,04218134,3,0,1,100,D,13,D,1000,D,,A,,A
20202,04218134,4,0,1,170,D,03,D,100,D,,A,,A
20202,04218204,2,0,1,150,D,13,D,314,F,,A,,A
20202,04218224,5,0,1,160,D,03,D,7,D,,A,,A
20202,04218354,8,0,1,170,D,02,D,100,D,,A,,A
20202,04218354,9,0,1,170,D,03,D,100,D,,A,,A
20202,04218414,3,0,1,150,D,13,D,100,D,,A,,A
20202,04218444,1,0,1,100,D,13,D,100,D,,A,,A
20202,04218464,1,0,1,150,D,13,D,750,D,,A,,A
20202,04218484,3,0,1,100,D,01,D,300,D,,A,,A
20202,04218524,3,0,1,150,D,13,D,325,D,,A,,A
20202,04218524,4,0,1,140,D,02,D,50,D,,A,,A
20202,04218614,14,0,1,100,D,03,D,150,D,,A,,A
20202,04218614,15,0,1,160,D,13,D,50,D,,A,,A
20202,04218644,7,0,1,170,D,13,D,200,D,,A,,A
20202,04218644,8,0,1,160,D,13,D,50,D,,A,,A
20202,04218724,6,0,1,100,D,02,D,40,D,,A,,A
20202,04218724,7,0,1,100,D,03,D,20,D,,A,,A
20202,04218724,8,0,2,100,D,01,D,60,D,,A,,A
20202,04218744,3,0,1,150,D,02,D,100,D,,A,,A
20202,04218894,3,0,1,170,D,13,D,130,D,,A,,A
20202,04218894,4,0,1,170,D,01,D,1000,D,,A,,A
20202,04218894,5,0,1,150,D,13,D,130,D,,A,,A
20202,04218894,6,0,1,150,D,13,D,180,D,,A,,A
20202,04218904,8,0,1,170,D,01,D,20,D,,A,,A
20202,04218904,9,0,1,170,D,03,D,20,D,,A,,A
20202,04218904,10,0,1,150,D,01,D,60,D,,A,,A
20202,04218904,11,0,1,150,D,02,D,60,D,,A,,A
20202,04218904,12,0,2,170,D,01,D,20,D,,A,,A
20202,04218934,1,0,1,140,D,01,D,30,D,,A,,A
20202,04218934,2,0,1,140,D,02,D,30,D,,A,,A
20202,04218974,2,0,1,130,D,13,D,5,D,,A,,A
20202,04218974,3,0,1,160,D,13,D,5,D,,A,,A
20202,04219014,1,0,1,150,D,13,D,314,F,,A,,A
20202,04219114,1,0,1,150,D,02,D,100,D,,A,,A
20202,04219154,5,0,1,150,D,13,D,330,D,,A,,A
20202,04219224,2,0,1,170,D,13,D,50,D,,A,,A
20202,04219224,3,0,1,160,D,13,D,200,D,,A,,A
20202,04219334,5,0,1,110,D,13,D,350,D,,A,,A
20202,04219364,3,0,1,150,D,01,D,50,D,,A,,A
20202,04219374,9,0,2,170,D,01,D,100,D,,A,,A
20202,04219694,3,0,1,150,D,13,D,100,D,,A,,A
20202,04219814,1,0,1,150,D,13,D,314,F,,A,,A
20202,04219864,2,0,1,170,D,13,D,3,D,,A,,A
20202,04219914,5,0,1,150,D,13,D,50,D,,A,,A
20202,04219924,4,0,1,140,D,01,D,50,D,,A,,A
20202,04219924,5,0,1,160,D,02,D,100,D,,A,,A
20202,04219964,2,0,1,150,D,13,D,25,D,,A,,A
20202,04220034,4,0,1,160,D,13,D,40,D,,A,,A
20202,04220034,5,0,2,160,D,01,D,10,D,,A,,A
20202,04220184,4,0,1,180,D,03,D,550,D,,A,,A
20202,04220234,7,0,1,150,D,13,D,400,D,,A,,A
20202,04220234,8,0,1,160,D,03,D,75,D,,A,,A
20202,04220234,9,0,2,160,D,01,D,100,D,,A,,A
20202,04220274,1,0,1,160,D,02,D,500,D,,A,,A
20202,04220324,2,0,1,150,D,02,D,20,D,,A,,A
20202,04220404,7,0,1,100,D,13,D,200,D,,A,,A
20202,04220404,8,0,1,150,D,13,D,20,D,,A,,A
20202,04220584,3,0,1,170,D,02,D,200,D,,A,,A
20202,04220584,4,0,1,170,D,03,D,200,D,,A,,A
20202,04220584,5,0,1,150,D,13,D,160,D,,A,,A
20202,04220664,2,0,1,160,D,13,D,30,D,,A,,A
20202,04220844,1,0,1,170,D,02,D,10,D,,A,,A
20202,04220844,2,0,1,160,D,13,D,10,D,,A,,A
20202,04220844,3,0,1,160,D,01,D,30,D,,A,,A
20202,04220844,4,0,1,160,D,02,D,30,D,,A,,A
20202,04220844,5,0,1,130,D,13,D,5,D,,A,,A
20202,04220884,3,0,1,100,D,02,D,100,D,,A,,A
20202,04220884,4,0,1,150,D,13,D,400,D,,A,,A
20202,04220884,5,0,1,150,D,02,D,700,D,,A,,A
20202,04220884,6,0,1,160,D,13,D,35,D,,A,,A
20202,04220974,10,0,1,170,D,02,D,600,D,,A,,A
20202,04220974,11,0,1,160,D,02,D,20,D,,A,,A
20202,04221004,2,0,1,160,D,01,D,20,D,,A,,A
20202,04221014,2,0,1,170,D,13,D,50,D,,A,,A
20202,04221014,3,0,1,150,D,13,D,100,D,,A,,A
20202,04221054,4,0,1,170,D,02,D,46,D,,A,,A
20202,04221054,5,0,1,170,D,03,D,138,D,,A,,A
20202,04221054,6,0,1,170,D,03,D,1700,D,,A,,A
20202,04221074,11,0,1,100,D,01,D,50,D,,A,,A
20202,04221074,12,0,1,130,D,01,D,70,D,,A,,A
20202,04221074,13,0,1,130,D,02,D,70,D,,A,,A
20202,04221074,14,0,1,130,D,03,D,38,D,,A,,A
20202,04221074,15,0,1,150,D,13,D,150,D,,A,,A
20202,04221074,16,0,1,160,D,03,D,100,D,,A,,A
20202,04221094,4,0,1,140,D,01,D,15,D,,A,,A
20202,04221174,1,0,1,110,D,13,D,800,D,,A,,A
20202,04221184,3,0,1,150,D,13,D,2500,D,,A,,A
20202,04221204,2,0,1,140,D,03,D,35,D,,A,,A
20202,04221204,3,0,1,160,D,13,D,100,D,,A,,A
20202,04221264,3,0,1,150,D,13,D,188,D,,A,,A
20202,04221264,4,0,1,160,D,01,D,50,D,,A,,A
20202,04221304,2,0,1,160,D,13,D,38,D,,A,,A
20202,04221304,3,0,1,150,D,13,D,720,D,,A,,A
20202,04221354,14,0,1,130,D,13,D,10,D,,A,,A
20202,04221374,8,0,1,170,D,03,D,300,D,,A,,A
20202,04221384,9,0,1,160,D,01,D,30,D,,A,,A
20202,04221384,10,0,1,160,D,01,D,30,D,,A,,A
20202,04221384,11,0,1,160,D,01,D,30,D,,A,,A
20202,04221384,12,0,1,160,D,01,D,55,D,,A,,A
20202,04221384,13,0,1,160,D,01,D,25,D,,A,,A
20202,04221384,14,0,1,160,D,02,D,10,D,,A,,A
20202,04221384,15,0,1,160,D,03,D,25,D,,A,,A
20202,04221384,16,0,1,160,D,03,D,75,D,,A,,A
20202,04221384,17,0,1,160,D,03,D,60,D,,A,,A
20202,04221384,18,0,1,160,D,03,D,30,D,,A,,A
20202,04221384,19,0,1,160,D,03,D,36,D,,A,,A
20202,04221394,7,0,1,170,D,02,D,400,D,,A,,A
20202,04221394,8,0,1,150,D,02,D,250,D,,A,,A
20202,04221434,2,0,1,160,D,03,D,110,D,,A,,A
20202,04221524,2,0,1,150,D,13,D,334,F,,A,,A
20202,04221544,3,0,1,130,D,13,D,15,D,,A,,A
20202,04221544,4,0,1,160,D,13,D,600,D,,A,,A
20202,04221544,5,0,1,130,D,13,D,10,D,,A,,A
20202,04221664,1,0,1,170,D,13,D,200,D,,A,,A
20202,04221684,1,0,1,170,D,13,D,160,D,,A,,A
20202,04221744,1,0,1,170,D,01,D,90,D,,A,,A
20202,04221744,2,0,1,160,D,13,D,10,D,,A,,A
20202,04221824,3,0,1,160,D,13,D,30,D,,A,,A
20202,04221844,3,0,1,150,D,02,D,1860,D,,A,,A
20202,04221844,4,0,1,150,D,03,D,1250,D,,A,,A
20202,04221844,5,0,2,150,D,01,D,825,D,,A,,A
20202,04221854,1,0,1,150,D,13,D,120,D,,A,,A
20202,04221964,3,0,1,110,D,13,D,500,D,,A,,A
20202,04221964,4,0,1,150,D,13,D,600,D,,A,,A
20202,04221974,6,0,1,170,D,01,D,100,D,,A,,A
20202,04221974,7,0,1,150,D,03,D,50,D,,A,,A
20202,04222014,7,0,1,170,D,01,D,25,D,,A,,A
20202,04222014,8,0,1,170,D,02,D,105,D,,A,,A
20202,04222014,9,0,1,150,D,01,D,1145,D,,A,,A
20202,04222014,10,0,1,150,D,02,D,1525,D,,A,,A
20202,04222014,11,0,1,150,D,03,D,610,D,,A,,A
20202,04222054,1,0,1,170,D,03,D,50,D,,A,,A
20202,04222054,2,0,2,170,D,01,D,5,D,,A,,A
20202,04222134,9,0,1,150,D,13,D,250,D,,A,,A
20202,04222184,1,0,1,150,D,01,D,12,D,,A,,A
20202,04222214,4,0,1,150,D,13,D,150,D,,A,,A
20202,04222364,9,0,1,170,D,03,D,20,D,,A,,A
20202,04222364,10,0,1,150,D,13,D,20,D,,A,,A
20202,04222444,1,0,1,150,D,02,D,25,D,,A,,A
20202,04222464,1,0,1,150,D,13,D,60,D,,A,,A
20202,04222554,5,0,1,150,D,13,D,40,D,,A,,A
20202,04222694,3,0,1,170,D,02,D,100,D,,A,,A
20202,04222694,4,0,1,170,D,01,D,100,D,,A,,A
20202,04222694,5,0,1,160,D,13,D,200,D,,A,,A
20202,04222764,3,0,1,150,D,13,D,50,D,,A,,A
20202,04222844,6,0,1,170,D,02,D,70,D,,A,,A
20202,04222844,7,0,1,150,D,01,D,240,D,,A,,A
20202,04222844,8,0,1,150,D,02,D,240,D,,A,,A
20202,04222984,2,0,1,150,D,13,D,125,D,,A,,A
20202,04222994,5,0,1,150,D,13,D,150,D,,A,,A
20202,04223044,8,0,1,150,D,13,D,200,D,,A,,A
20202,04223104,1,0,1,110,D,13,D,250,D,,A,,A
20202,04223124,2,0,1,160,D,13,D,30,D,,A,,A
20202,04223154,6,0,1,150,D,13,D,100,D,,A,,A
20202,04223254,4,0,1,100,D,01,D,100,D,,A,,A
20202,04223254,5,0,1,170,D,13,D,25,D,,A,,A
20202,04223254,6,0,1,150,D,13,D,300,D,,A,,A
20202,04223314,4,0,1,150,D,01,D,40,D,,A,,A
20202,04223314,5,0,1,150,D,02,D,40,D,,A,,A
20202,04223344,2,0,1,150,D,13,D,275,D,,A,,A
20202,04223514,5,0,1,170,D,02,D,100,D,,A,,A
20202,04223514,6,0,1,140,D,02,D,100,D,,A,,A
20202,04223514,7,0,1,160,D,01,D,50,D,,A,,A
20202,04223524,7,0,1,170,D,13,D,300,D,,A,,A
20202,04223564,3,0,1,150,D,13,D,175,D,,A,,A
20202,04223654,5,0,1,150,D,02,D,80,D,,A,,A
20202,04223674,2,0,1,150,D,13,D,400,D,,A,,A
20202,04223704,5,0,1,160,D,01,D,200,D,,A,,A
20202,04223704,6,0,2,160,D,01,D,25,D,,A,,A
20202,04223704,7,0,2,160,D,01,D,30,D,,A,,A
20202,04223734,8,0,1,100,D,13,D,100,D,,A,,A
20202,04223734,9,0,1,160,D,13,D,400,D,,A,,A
20202,04223824,3,0,1,140,D,03,D,50,D,,A,,A
20202,04223824,4,0,1,160,D,02,D,270,D,,A,,A
20202,04223834,5,0,1,170,D,03,D,20,D,,A,,A
20202,04223864,5,0,1,150,D,13,D,250,D,,A,,A
20202,04223894,11,0,1,170,D,03,D,100,D,,A,,A
20202,04223894,12,0,1,160,D,13,D,10,D,,A,,A
20202,04223894,13,0,1,160,D,13,D,10,D,,A,,A
20202,04223894,14,0,1,130,D,02,D,50,D,,A,,A
20202,04224004,4,0,1,170,D,01,D,60,D,,A,,A
20202,04224004,5,0,1,170,D,02,D,20,D,,A,,A
20202,04224004,6,0,1,170,D,03,D,50,D,,A,,A
20202,04224004,7,0,1,150,D,01,D,30,D,,A,,A
20202,04224004,8,0,1,150,D,02,D,25,D,,A,,A
20202,04224034,6,0,1,170,D,01,D,5,D,,A,,A
20202,04224034,7,0,1,170,D,02,D,10,D,,A,,A
20202,04224034,8,0,1,170,D,03,D,5,D,,A,,A
20202,04224074,1,0,1,160,D,02,D,200,D,,A,,A
20202,04224084,8,0,1,150,D,13,D,400,D,,A,,A
20202,04224104,2,0,1,150,D,01,D,100,D,,A,,A
20202,04224104,3,0,1,160,D,01,D,239,D,,A,,A
20202,04224104,4,0,1,160,D,02,D,145,D,,A,,A
20202,04224104,5,0,1,160,D,03,D,200,D,,A,,A
20202,04224194,1,0,2,160,D,01,D,75,D,,A,,A
20202,04224224,2,0,1,150,D,13,D,100,D,,A,,A
20202,04224264,1,0,1,100,D,13,D,200,D,,A,,A
20202,04224264,2,0,1,150,D,13,D,20,D,,A,,A
20202,04224314,1,0,1,170,D,03,D,25,D,,A,,A
20202,04224314,2,0,1,140,D,01,D,6,D,,A,,A
20202,04224484,2,0,1,170,D,01,D,75,D,,A,,A
20202,04224484,3,0,1,170,D,02,D,150,D,,A,,A
20202,04224484,4,0,1,110,D,13,D,100,D,,A,,A
20202,04224864,1,0,1,170,D,02,D,50,D,,A,,A
20202,04224864,2,0,1,150,D,02,D,500,D,,A,,A
20202,04224864,3,0,1,150,D,01,D,100,D,,A,,A
20202,04224864,4,0,1,150,D,02,D,100,D,,A,,A
20202,04224864,5,0,1,150,D,03,D,100,D,,A,,A
20202,04224864,6,0,2,150,D,01,D,1000,D,,A,,A
20202,04224914,2,0,1,150,D,13,D,400,D,,A,,A
20202,04224954,3,0,1,100,D,03,D,200,D,,A,,A
20202,04224954,4,0,1,140,D,02,D,1100,D,,A,,A
20202,04224954,5,0,1,140,D,01,D,500,D,,A,,A
20202,04224954,6,0,1,150,D,02,D,250,D,,A,,A
20202,04224954,7,0,1,150,D,03,D,200,D,,A,,A
20202,04224954,8,0,1,150,D,03,D,50,D,,A,,A
20202,04224954,9,0,1,160,D,01,D,350,D,,A,,A
20202,04224954,10,0,1,160,D,02,D,700,D,,A,,A
20202,04224954,11,0,1,160,D,03,D,350,D,,A,,A
20202,04224984,7,0,1,150,D,13,D,900,D,,A,,A
20202,04225014,3,0,1,160,D,13,D,20,D,,A,,A
20202,04225064,1,0,1,150,D,13,D,100,D,,A,,A
20202,04225074,1,0,1,150,D,13,D,80,D,,A,,A
20202,04225094,8,0,1,150,D,13,D,165,D,,A,,A
20202,04225114,4,0,1,100,D,13,D,500,D,,A,,A
20202,04225114,5,0,1,170,D,02,D,400,D,,A,,A
20202,04225114,6,0,1,170,D,01,D,1858,D,,A,,A
20202,04225144,1,0,1,110,D,13,D,500,D,,A,,A
20202,04225194,2,0,1,150,D,13,D,100,D,,A,,A
20202,04225194,3,0,1,160,D,13,D,20,D,,A,,A
20202,04225204,4,0,1,150,D,01,D,10,D,,A,,A
20202,04225204,5,0,1,150,D,02,D,10,D,,A,,A
20202,04225204,6,0,1,150,D,03,D,10,D,,A,,A
20202,04225324,4,0,1,170,D,02,D,20,D,,A,,A
20202,04225394,4,0,1,150,D,13,D,100,D,,A,,A
20202,04225444,5,0,1,150,D,01,D,160,D,,A,,A
20202,04225444,6,0,1,150,D,02,D,160,D,,A,,A
20202,04225444,7,0,1,150,D,03,D,80,D,,A,,A
20202,04225574,5,0,1,160,D,02,D,100,D,,A,,A
20202,04225654,2,0,1,150,D,13,D,100,D,,A,,A
20202,04225654,3,0,2,170,D,02,D,300,D,,A,,A
20202,04225744,5,0,1,170,D,04,D,120,D,,A,,A
20202,04225804,4,0,1,170,D,04,D,300,D,,A,,A
20202,04225924,2,0,1,110,D,13,D,160,D,,A,,A
20202,04226024,20,0,1,150,D,13,D,100,D,,A,,A
20202,04226054,7,0,1,150,D,13,D,400,D,,A,,A
20202,04226214,18,0,1,160,D,13,D,15,D,,A,,A
20202,04226284,5,0,1,140,D,03,D,200,D,,A,,A
20202,04226374,2,0,1,170,D,03,D,200,D,,A,,A
20202,04226374,3,0,1,170,D,04,D,100,D,,A,,A
20202,04226374,4,0,1,150,D,02,D,50,D,,A,,A
20202,04226374,5,0,1,150,D,04,D,10,D,,A,,A
20202,04226444,3,0,1,160,D,13,D,50,D,,A,,A
20202,04226524,1,0,1,150,D,13,D,400,D,,A,,A
20202,04226524,2,0,1,140,D,02,D,100,D,,A,,A
20202,04226584,3,0,1,150,D,13,D,400,D,,A,,A
20202,04226644,1,0,1,150,D,13,D,100,D,,A,,A
20202,04226734,4,0,1,170,D,04,D,100,D,,A,,A
20202,04226774,4,0,1,160,D,13,D,4,D,,A,,A
20202,04226894,4,0,1,150,D,13,D,225,D,,A,,A
20202,04226904,1,0,1,160,D,04,D,2000,D,,A,,A
20202,04226904,2,0,1,160,D,04,D,320,D,,A,,A
20202,04226914,4,0,1,110,D,13,D,375,D,,A,,A
20202,04227044,1,0,1,160,D,13,D,7,D,,A,,A
20202,04227084,1,0,1,150,D,02,D,1200,D,,A,,A
20202,04227084,2,0,1,150,D,02,D,1200,D,,A,,A
20202,04227134,4,0,1,160,D,13,D,20,D,,A,,A
20202,04227154,1,0,2,160,D,02,D,50,D,,A,,A
20202,04227164,8,0,1,170,D,04,D,200,D,,A,,A
20202,04227164,9,0,1,140,D,13,D,30,D,,A,,A
20202,04227164,10,0,1,160,D,13,D,30,D,,A,,A
20202,04227274,1,0,1,150,D,13,D,10,D,,A,,A
20202,04227284,4,0,1,160,D,04,D,105,D,,A,,A
20202,04227284,5,0,1,160,D,03,D,410,D,,A,,A
20202,04227304,1,0,1,170,D,02,D,105,D,,A,,A
20202,04227304,2,0,1,170,D,03,D,70,D,,A,,A
20202,04227304,3,0,1,170,D,04,D,35,D,,A,,A
20202,04227304,4,0,1,150,D,13,D,20,D,,A,,A
20202,04227304,5,0,1,160,D,04,D,15,D,,A,,A
20202,04227334,15,0,1,150,D,13,D,540,D,,A,,A
20202,04227354,4,0,1,170,D,04,D,75,D,,A,,A
20202,04227354,5,0,1,150,D,13,D,650,D,,A,,A
20202,04227354,6,0,2,140,D,02,D,10,D,,A,,A
20202,04227374,1,0,1,150,D,02,D,15,D,,A,,A
20202,04227374,2,0,1,150,D,03,D,15,D,,A,,A
20202,04227484,4,0,1,160,D,13,D,20,D,,A,,A
20202,04227484,5,0,1,160,D,04,D,40,D,,A,,A
20202,04227724,4,0,1,140,D,04,D,500,D,,A,,A
20202,04227724,5,0,1,150,D,04,D,500,D,,A,,A
20202,04227724,6,0,1,160,D,02,D,100,D,,A,,A
20202,04227724,7,0,1,160,D,04,D,150,D,,A,,A
20202,04227764,2,0,1,170,D,04,D,150,D,,A,,A
20202,04227764,3,0,1,150,D,02,D,80,D,,A,,A
20202,04227774,3,0,1,160,D,04,D,50,D,,A,,A
20202,04227784,3,0,1,150,D,13,D,1000,D,,A,,A
20202,04227784,4,0,1,160,D,02,D,1200,D,,A,,A
20202,04227844,5,0,1,110,D,13,D,100,D,,A,,A
20202,04227854,2,0,1,150,D,13,D,1200,D,,A,,A
20202,04227874,1,0,1,150,D,13,D,200,D,,A,,A
20202,04227884,5,0,1,170,D,04,D,100,D,,A,,A
20202,04227884,6,0,1,150,D,04,D,50,D,,A,,A
20202,04227904,3,0,1,170,D,02,D,2500,D,,A,,A
20202,04227904,4,0,1,150,D,13,D,500,D,,A,,A
20202,04227944,5,0,1,160,D,13,D,30,D,,A,,A
20202,04228024,5,0,1,150,D,02,D,10,D,,A,,A
20202,04228114,1,0,1,150,D,13,D,20,D,,A,,A
20202,04228134,2,0,1,150,D,13,D,75,D,,A,,A
20202,04228254,7,0,1,100,D,02,D,140,D,,A,,A
20202,04228254,8,0,1,100,D,03,D,112,D,,A,,A
20202,04228254,9,0,1,130,D,02,D,150,D,,A,,A
20202,04228254,10,0,1,160,D,02,D,75,D,,A,,A
20202,04228254,11,0,1,160,D,03,D,100,D,,A,,A
20202,04228254,12,0,1,160,D,04,D,935,D,,A,,A
20202,04228264,9,0,1,160,D,04,D,35,D,,A,,A
20202,04228354,3,0,1,100,D,13,D,500,D,,A,,A
20202,04228354,4,0,1,150,D,13,D,150,D,,A,,A
20202,04228354,5,0,1,160,D,04,D,50,D,,A,,A
20202,04228464,2,0,1,150,D,13,D,400,D,,A,,A
20202,04228464,3,0,1,160,D,04,D,250,D,,A,,A
20202,04228464,4,0,1,160,D,02,D,250,D,,A,,A
20202,04228464,5,0,1,160,D,13,D,275,D,,A,,A
20202,04228464,6,0,1,160,D,02,D,200,D,,A,,A
20202,04228464,7,0,1,160,D,04,D,200,D,,A,,A
20202,04228464,8,0,1,160,D,03,D,225,D,,A,,A
20202,04228464,9,0,2,170,D,02,D,50,D,,A,,A
20202,04228474,2,0,1,170,D,13,D,120,D,,A,,A
20202,04228554,2,0,1,160,D,13,D,100,D,,A,,A
20202,04228574,2,0,1,110,D,13,D,1345,D,,A,,A
20202,04228634,2,0,1,150,D,13,D,600,D,,A,,A
20202,04228654,2,0,1,160,D,13,D,35,D,,A,,A
20202,04228664,4,0,1,150,D,13,D,100,D,,A,,A
20202,04228774,5,0,1,110,D,13,D,616,F,,A,,A
20202,04228794,4,0,1,170,D,03,D,100,D,,A,,A
20202,04228804,3,0,1,170,D,03,D,20,D,,A,,A
20202,04228804,4,0,1,170,D,04,D,20,D,,A,,A
20202,04228834,4,0,1,160,D,13,D,20,D,,A,,A
20202,04228864,9,0,1,170,D,03,D,25,D,,A,,A
20202,04228864,10,0,1,150,D,02,D,25,D,,A,,A
20202,04228864,11,0,1,160,D,03,D,25,D,,A,,A
