QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOB,PROP0NOB,OWNYB,OWNYB_,OBSNSZB,OBSNSZB_,PROPTYPE,PROP_YPE,ACQUIRMO,ACQU_RMO,ACQUIRYR,ACQU_RYR,OWN_PURX,OWN__URX,OWNDPMTX,OWND_MTX,CLOSECST,CLOS_CST,QADPTAX,QADPTAX_,TIMESHAR,TIME_HAR,SHARWKS,SHARWKS_,SHARED1,SHARED1_,SHARPER1,SHAR_ER1,SHARED2,SHARED2_,SHARPER2,SHAR_ER2,GIFTPROP,GIFT_ROP,BSNEXP2,BSNEXP2_,DEEDED,DEEDED_
20203,04424681,17,0,1,01,D,100,D,,A,3,D,05,D,2020,D,316000,D,2000,D,13000,D,2500,F,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20203,04424731,6,0,1,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,2300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04424764,2,0,1,01,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04424781,11,0,1,01,D,100,D,,A,3,D,,B,1998,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04424831,13,0,1,01,D,100,D,,A,1,D,05,F,1998,D,,A,,A,,A,5200,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04424841,16,0,1,01,D,100,D,,A,3,D,,B,2005,D,,A,,A,,A,500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04424871,10,0,1,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04424891,12,0,1,01,D,100,D,,A,3,D,,B,1966,D,,A,,A,,A,3000,D,,A,,A,,A,,A,1,D,0,D,,A,2,D,,A
20203,04424931,9,0,1,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,5000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04424971,16,0,1,01,D,100,D,,A,3,D,06,D,2019,D,,A,,A,,A,2500,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04424981,13,0,1,01,D,100,D,,A,3,D,06,F,1979,D,,A,,A,,A,2600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04424991,5,0,1,01,D,100,D,0.10,D,1,D,,B,2013,D,,A,,A,,A,2700,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04424991,6,0,1,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04425041,12,0,1,01,D,100,D,,A,1,D,,B,2015,D,,A,,A,,A,6500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04425191,14,0,1,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,3700,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04425241,19,0,1,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,2300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04425371,22,0,1,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,3500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04425411,22,0,1,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,4300,D,,A,,A,,A,,A,2,D,,A,,A,1,D,,A
20203,04425411,23,0,1,02,D,600,D,,A,,A,06,F,2020,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04425421,15,0,1,01,D,100,D,,A,3,D,08,D,2019,D,,A,,A,,A,2400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04425491,9,0,1,01,D,100,D,,A,3,D,,B,1959,D,,A,,A,,A,300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04425601,10,0,1,01,D,100,D,,A,3,D,05,F,1973,D,,A,,A,,A,900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04425731,10,0,1,01,D,100,D,,A,3,D,04,F,2015,D,,A,,A,,A,3400,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04425751,19,0,1,01,D,100,D,,A,3,D,,B,2006,D,,A,,A,,A,2800,F,,A,,A,,A,,A,1,D,1,D,,A,2,D,,A
20203,04425761,13,0,1,01,D,100,D,,A,3,D,06,F,1969,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04425861,28,0,1,01,D,100,D,,A,3,D,08,D,2019,D,,A,,A,,A,8000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04425901,14,0,1,01,D,100,D,,A,3,D,06,F,1988,D,,A,,A,,A,60,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04425941,13,0,1,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,2400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04425971,11,0,1,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04426011,36,0,1,01,D,100,D,,A,3,D,06,F,1996,D,,A,,A,,A,2400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04426011,37,0,1,02,D,300,D,,A,1,D,,B,1998,D,,A,,A,,A,0,D,1,D,4,D,2,D,,A,,A,,A,,A,,A,1,D
20203,04426031,9,0,1,01,D,100,D,,A,3,D,,B,1970,D,,A,,A,,A,3000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04426041,13,0,1,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,3500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04426071,16,0,1,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04426071,17,0,1,02,D,300,D,,A,1,D,,B,2010,D,,A,,A,,A,5000,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04426101,23,0,1,01,D,100,D,,A,3,D,06,F,2009,D,,A,,A,,A,800,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04426101,24,0,1,02,D,300,D,,A,3,D,,B,2013,D,,A,,A,,A,600,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04426111,25,0,1,01,D,100,D,,A,3,D,04,F,2015,D,,A,,A,,A,1600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04426111,26,0,1,02,D,200,D,,A,3,D,06,D,2020,D,160000,F,4800,F,4800,F,300,D,,A,,A,,A,,A,2,D,,A,1,D,,A,,A
20203,04426341,22,0,1,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,7500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04426341,23,0,1,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04426411,8,0,1,01,D,100,D,,A,3,D,04,F,1973,D,,A,,A,,A,12000,F,,A,,A,,A,,A,2,D,,A,,A,,C,,A
20203,04426581,10,0,1,01,D,100,D,,A,3,D,06,F,2014,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04426651,63,0,1,01,D,200,D,,A,3,D,,B,1999,D,,A,,A,,A,5000,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04426681,9,0,1,01,D,100,D,,A,3,D,06,F,2016,D,,A,,A,,A,1800,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04426701,13,0,1,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,3800,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04426701,14,0,1,02,D,400,D,,A,3,D,,B,,C,,A,,A,,A,450,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04426743,14,0,1,01,D,100,D,,A,3,D,02,D,2020,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04426761,23,0,1,01,D,100,D,,A,3,D,06,F,1965,D,,A,,A,,A,800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04426771,11,0,1,01,D,100,D,,A,3,D,,B,2002,D,,A,,A,,A,18760,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04426771,12,0,1,02,D,400,D,,A,3,D,,B,,C,,A,,A,,A,1200,F,,A,,A,,A,,A,1,D,0,D,,A,,A,,A
20203,04426981,7,0,1,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,1700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04427141,18,0,1,01,D,100,D,,A,1,D,,B,2012,D,,A,,A,,A,2100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04427171,9,0,1,01,D,100,D,,A,3,D,05,F,2004,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04427181,16,0,1,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,2400,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04427191,16,0,1,01,D,100,D,0.25,D,3,D,,B,2012,D,,A,,A,,A,2700,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04427231,18,0,1,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,3300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04427241,15,0,1,01,D,100,D,,A,3,D,,B,1987,D,,A,,A,,A,2500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04427351,14,0,1,01,D,100,D,,A,3,D,,B,1977,D,,A,,A,,A,2300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04427431,7,0,1,01,D,100,D,,A,3,D,05,F,1998,D,,A,,A,,A,18760,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04427481,11,0,1,01,D,100,D,,A,3,D,,B,1987,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,1,D,,A
20203,04427481,12,0,1,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04427501,10,0,1,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,7000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04427511,11,0,1,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,1100,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04427521,7,0,1,01,D,100,D,,A,3,D,05,F,1989,D,,A,,A,,A,230,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04427541,6,0,1,01,D,100,D,,A,3,D,04,F,2006,D,,A,,A,,A,3000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04427561,34,0,1,01,D,100,D,,A,3,D,,B,2012,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04427661,8,0,1,01,D,100,D,,A,3,D,,B,2004,D,,A,,A,,A,2000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04427681,16,0,1,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,8300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04427791,11,0,1,01,D,100,D,,A,3,D,,B,1976,D,,A,,A,,A,5500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04427841,13,0,1,01,D,100,D,0.17,D,3,D,,B,1999,D,,A,,A,,A,9100,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04427861,11,0,1,01,D,100,D,,A,3,D,06,F,2015,D,,A,,A,,A,2300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04427931,16,0,1,01,D,100,D,,A,3,D,09,D,2019,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04427961,13,0,1,01,D,100,D,,A,3,D,,B,1974,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04427971,16,0,1,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,3500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428031,21,0,1,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,1600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428101,12,0,1,01,D,100,D,,A,1,D,,B,1994,D,,A,,A,,A,3300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428141,6,0,1,01,D,100,D,,A,3,D,,B,2002,D,,A,,A,,A,650,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428171,24,0,1,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428271,10,0,1,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,3400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428281,15,0,1,01,D,100,D,,A,3,D,,B,1984,D,,A,,A,,A,1000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428311,24,0,1,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,4200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428371,4,0,1,01,D,100,D,,A,1,D,,B,,C,,A,,A,,A,6900,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428481,4,0,1,01,D,100,D,,A,3,D,,B,1984,D,,A,,A,,A,750,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428501,16,0,1,01,D,100,D,,A,3,D,04,F,2011,D,,A,,A,,A,2500,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428511,22,0,1,01,D,100,D,,A,3,D,,B,2003,D,,A,,A,,A,5500,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428541,22,0,1,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,3200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428571,10,0,1,01,D,100,D,,A,3,D,06,F,1980,D,,A,,A,,A,140,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428621,11,0,1,01,D,100,D,,A,3,D,08,D,2019,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428641,15,0,1,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,5000,D,,A,,A,,A,,A,1,D,0,D,,A,2,D,,A
20203,04428651,17,0,1,01,D,100,D,,A,3,D,10,D,2019,D,,A,,A,,A,1700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428661,36,0,1,01,D,100,D,,A,3,D,,B,2002,D,,A,,A,,A,2100,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428761,8,0,1,01,D,100,D,,A,3,D,,B,1982,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428811,10,0,1,01,D,100,D,,A,3,D,08,D,2019,D,,A,,A,,A,4400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428831,24,0,1,01,D,100,D,,A,2,D,,B,2018,D,,A,,A,,A,7200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428851,11,0,1,01,D,100,D,,A,3,D,06,F,1989,D,,A,,A,,A,4000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428851,12,0,1,02,D,400,D,,A,3,D,06,D,2020,D,277500,V,10000,F,1283,F,10,F,,A,,A,,A,,A,2,D,,A,2,D,,A,,A
20203,04428851,13,0,1,03,D,400,D,,A,3,D,06,F,2020,D,,A,,A,,A,30,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04428851,14,0,1,04,D,400,D,,A,3,D,,B,,C,,A,,A,,A,180,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04428851,15,0,1,05,D,400,D,,A,3,D,,B,,C,,A,,A,,A,1300,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04428871,38,0,1,01,D,100,D,,A,3,D,,B,2012,D,,A,,A,,A,12000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428921,15,0,1,01,D,100,D,,A,3,D,,B,2002,D,,A,,A,,A,4500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04428971,32,0,1,01,D,100,D,,A,3,D,,B,1984,D,,A,,A,,A,12500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04429001,12,0,1,01,D,100,D,,A,3,D,,B,2004,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04429171,14,0,1,01,D,100,D,,A,3,D,06,F,2014,D,,A,,A,,A,4800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04429191,30,0,1,01,D,100,D,,A,3,D,,B,1972,D,,A,,A,,A,2500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04429341,22,0,1,01,D,100,D,,A,3,D,,B,1996,D,,A,,A,,A,5200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04429371,16,0,1,01,D,100,D,,A,3,D,05,F,1980,D,,A,,A,,A,9000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04429371,17,0,1,02,D,200,D,,A,3,D,,B,2000,D,,A,,A,,A,18760,T,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04429381,9,0,1,01,D,100,D,,A,3,D,,B,2006,D,,A,,A,,A,6500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04429431,14,0,1,01,D,100,D,0.10,D,3,D,,B,2013,D,,A,,A,,A,3000,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04429471,5,0,1,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,6500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04429501,17,0,1,01,D,100,D,,A,3,D,12,D,2019,D,,A,,A,,A,940,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04429531,10,0,1,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,1600,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04429591,8,0,1,01,D,100,D,0.15,D,3,D,,B,1989,D,,A,,A,,A,2600,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04429591,9,0,1,02,D,300,D,,A,3,D,06,F,1992,D,,A,,A,,A,1900,D,2,D,,A,,A,,A,1,D,0,D,,A,,A,,A
20203,04429611,8,0,1,01,D,100,D,,A,3,D,04,F,2006,D,,A,,A,,A,900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04429621,13,0,1,01,D,100,D,,A,3,D,,B,1995,D,,A,,A,,A,1300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04429651,21,0,1,01,D,400,D,,A,3,D,,B,2009,D,,A,,A,,A,480,D,,A,,A,,A,,A,1,D,1,D,,A,,A,,A
20203,04429791,18,0,1,01,D,100,D,,A,3,D,,B,2007,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04429841,24,0,1,01,D,100,D,,A,3,D,,B,2003,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04429901,18,0,1,01,D,100,D,,A,3,D,06,D,2019,D,,A,,A,,A,2400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04429941,5,0,1,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,4600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04429961,16,0,1,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,5500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04430091,13,0,1,01,D,100,D,,A,3,D,04,F,2014,D,,A,,A,,A,800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04430141,11,0,1,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,1600,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04430161,16,0,1,01,D,100,D,,A,3,D,05,F,1993,D,,A,,A,,A,9000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04430181,6,0,1,01,D,100,D,,A,3,D,,B,1998,D,,A,,A,,A,4100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04430291,21,0,1,01,D,100,D,,A,3,D,05,F,1990,D,,A,,A,,A,12000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04430291,22,0,1,02,D,400,D,,A,3,D,,B,2017,D,,A,,A,,A,800,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04430331,12,0,1,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,3100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04430381,13,0,1,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,5300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04430491,37,0,1,01,D,100,D,,A,3,D,04,F,2015,D,,A,,A,,A,10000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04430501,10,0,1,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,3700,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04430541,9,0,1,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,590,F,,A,,A,,A,,A,,C,,A,,A,,C,,A
20203,04430651,24,0,1,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,10000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04430681,24,0,1,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04430681,25,0,1,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04430681,26,0,1,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04430721,19,0,1,01,D,100,D,,A,3,D,04,F,2018,D,,A,,A,,A,590,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04430731,23,0,1,01,D,100,D,,A,3,D,06,D,2019,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,1,D,,A
20203,04430741,26,0,1,01,D,100,D,,A,3,D,,B,1977,D,,A,,A,,A,11000,D,,A,,A,,A,,A,2,D,,A,,A,,C,,A
20203,04430821,10,0,1,01,D,200,D,,A,1,D,,B,2016,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04430841,12,0,1,01,D,100,D,,A,3,D,04,F,1985,D,,A,,A,,A,800,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04430891,17,0,1,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,1700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04430901,5,0,1,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04430921,20,0,1,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,4500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04430942,8,0,1,01,D,100,D,,A,3,D,04,F,2020,D,,A,,A,,A,330,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04430971,19,0,1,01,D,100,D,,A,3,D,,B,1986,D,,A,,A,,A,3200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04431031,11,0,1,01,D,100,D,,A,3,D,,B,1988,D,,A,,A,,A,170,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04431071,22,0,1,01,D,100,D,,A,3,D,,B,1997,D,,A,,A,,A,2400,D,,A,,A,,A,,A,2,D,,A,,A,1,D,,A
20203,04431151,17,0,1,01,D,100,D,,A,3,D,,B,1998,D,,A,,A,,A,570,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04431181,11,0,1,01,D,100,D,,A,1,D,07,D,2019,D,,A,,A,,A,1500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04431191,12,0,1,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04431231,27,0,1,01,D,100,D,0.33,D,3,D,,B,1995,D,,A,,A,,A,6400,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04431231,28,0,1,02,D,300,D,0.20,D,3,D,,B,2006,D,,A,,A,,A,1100,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04431231,29,0,1,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04431231,30,0,1,04,D,600,D,,A,,A,06,F,2020,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04431341,23,0,1,01,D,100,D,,A,3,D,06,F,2017,D,,A,,A,,A,4200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04431411,4,0,1,01,D,100,D,,A,3,D,,B,1990,D,,A,,A,,A,2500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04431471,10,0,1,01,D,100,D,,A,3,D,,B,1992,D,,A,,A,,A,1900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04431541,25,0,1,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,3500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04431541,26,0,1,02,D,600,D,,A,,A,05,F,2020,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04431631,8,0,1,01,D,100,D,,A,3,D,,B,1995,D,,A,,A,,A,1700,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04431701,18,0,1,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04431721,16,0,1,01,D,100,D,,A,3,D,,B,2006,D,,A,,A,,A,5000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04431721,17,0,1,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04431741,11,0,1,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,1100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04431851,10,0,1,01,D,100,D,,A,3,D,04,F,1985,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04431851,11,0,1,02,D,300,D,,A,3,D,,B,1999,D,,A,,A,,A,1300,D,1,D,1,D,2,D,,A,,A,,A,,A,,A,1,D
20203,04431881,32,0,1,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,1900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04461181,12,0,1,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,3100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04461181,13,0,1,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
