QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOB,PROP0NOB,OWNYB,OWNYB_,OBSNSZB,OBSNSZB_,PROPTYPE,PROP_YPE,ACQUIRMO,ACQU_RMO,ACQUIRYR,ACQU_RYR,OWN_PURX,OWN__URX,OWNDPMTX,OWND_MTX,CLOSECST,CLOS_CST,QADPTAX,QADPTAX_,TIMESHAR,TIME_HAR,SHARWKS,SHARWKS_,SHARED1,SHARED1_,SHARPER1,SHAR_ER1,SHARED2,SHARED2_,SHARPER2,SHAR_ER2,GIFTPROP,GIFT_ROP,BSNEXP2,BSNEXP2_,DEEDED,DEEDED_
20203,04270804,13,0,5,01,D,100,D,,A,3,D,,B,1997,D,,A,,A,,A,2500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04270824,9,0,5,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,2200,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04270844,27,0,5,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,760,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04270854,19,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,3200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04270874,13,0,5,01,D,100,D,,A,3,D,,B,1951,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04270934,16,0,5,01,D,100,D,,A,3,D,,B,2003,D,,A,,A,,A,4600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04270954,30,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,5100,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04270964,13,0,5,01,D,100,D,,A,3,D,,B,1997,D,,A,,A,,A,2200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04270974,29,0,5,01,D,100,D,,A,3,D,,B,1992,D,,A,,A,,A,1500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04270984,3,0,5,01,D,100,D,,A,3,D,,B,1998,D,,A,,A,,A,450,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271004,12,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,5800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271034,16,0,5,01,D,100,D,,A,3,D,,B,2009,D,,A,,A,,A,520,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271064,24,0,5,01,D,100,D,,A,3,D,08,D,2019,D,,A,,A,,A,3200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271074,10,0,5,01,D,100,D,,A,1,D,,B,2001,D,,A,,A,,A,1500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271174,22,0,5,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,4600,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04271204,16,0,5,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,5000,D,,A,,A,,A,,A,1,D,1,D,,A,1,D,,A
20203,04271234,18,0,5,01,D,100,D,,A,3,D,,B,2012,D,,A,,A,,A,2900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271244,13,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,2900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271294,16,0,5,01,D,100,D,,A,3,D,,B,1994,D,,A,,A,,A,800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271304,28,0,5,01,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04271304,29,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04271314,22,0,5,01,D,100,D,,A,3,D,,B,1987,D,,A,,A,,A,3000,D,,A,,A,,A,,A,1,D,1,D,,A,2,D,,A
20203,04271394,13,0,5,01,D,100,D,,A,3,D,,B,2005,D,,A,,A,,A,1500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271424,34,0,5,01,D,100,D,,A,1,D,,B,2016,D,,A,,A,,A,2500,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271434,17,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271464,17,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,2200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271484,19,0,5,01,D,100,D,,A,3,D,,B,1993,D,,A,,A,,A,2200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271534,11,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271544,34,0,5,01,D,100,D,,A,3,D,08,D,2018,D,,A,,A,,A,1900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271614,30,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,1600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271624,17,0,5,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,750,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271634,32,0,5,01,D,100,D,,A,3,D,,B,1988,D,,A,,A,,A,3600,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271674,6,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271724,22,0,5,01,D,100,D,,A,3,D,,B,1960,D,,A,,A,,A,4200,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271724,23,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04271734,13,0,5,01,D,100,D,,A,3,D,,B,1986,D,,A,,A,,A,1300,D,,A,,A,,A,,A,1,D,0,D,,A,1,D,,A
20203,04271734,14,0,5,02,D,300,D,,A,3,D,,B,1943,D,,A,,A,,A,100,D,2,D,,A,,A,,A,1,D,0,D,,A,,A,,A
20203,04271804,57,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,790,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271854,18,0,5,01,D,100,D,,A,1,D,,B,2003,D,,A,,A,,A,5000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271854,19,0,5,02,D,400,D,,A,3,D,,B,1975,D,,A,,A,,A,50,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04271854,20,0,5,03,D,400,D,,A,3,D,,B,1975,D,,A,,A,,A,50,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04271874,29,0,5,01,D,100,D,,A,1,D,07,D,2018,D,,A,,A,,A,8000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271974,14,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,3800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04271974,15,0,5,02,D,400,D,,A,3,D,06,D,2018,D,,A,,A,,A,3700,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04271994,18,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,18760,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04272004,20,0,5,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,1100,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04272034,30,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,7600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04272044,23,0,5,01,D,100,D,,A,3,D,04,D,2018,D,,A,,A,,A,1300,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04272054,34,0,5,01,D,100,D,0.50,D,3,D,,B,2012,D,,A,,A,,A,1500,D,,A,,A,,A,,A,2,D,,A,,A,1,D,,A
20203,04272054,35,0,5,02,D,300,D,,A,1,D,,B,2002,D,,A,,A,,A,60,F,1,D,1,D,2,D,,A,,A,,A,,A,,A,1,D
20203,04272094,34,0,5,01,D,100,D,,A,3,D,12,D,2018,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04272114,22,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,5000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04272144,11,0,5,01,D,100,D,,A,3,D,11,D,2018,D,,A,,A,,A,500,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04272154,27,0,5,01,D,100,D,,A,3,D,,B,1995,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04272184,40,0,5,01,D,100,D,,A,3,D,,B,2007,D,,A,,A,,A,2300,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04272194,13,0,5,01,D,100,D,,A,3,D,,B,1992,D,,A,,A,,A,1300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04272204,19,0,5,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,1100,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04272274,16,0,1,01,D,100,D,,A,3,D,06,F,2017,D,,A,,A,,A,5000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04272274,17,0,1,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04272274,18,0,1,03,D,400,D,,A,3,D,,B,2004,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04272274,19,0,1,04,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04272274,20,0,1,05,D,400,D,,A,3,D,,B,2004,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04272324,18,0,5,01,D,100,D,,A,3,D,,B,1993,D,,A,,A,,A,5300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04272404,23,0,5,01,D,100,D,,A,3,D,,B,2005,D,,A,,A,,A,2500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04272404,24,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04272454,21,0,5,01,D,100,D,,A,1,D,,B,2010,D,,A,,A,,A,18760,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04272524,17,0,5,01,D,100,D,,A,3,D,,B,1977,D,,A,,A,,A,750,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04272524,18,0,5,02,D,400,D,,A,3,D,,B,2000,D,,A,,A,,A,800,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04272564,15,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,1,D,,A
20203,04272594,19,0,5,01,D,100,D,,A,3,D,,B,1998,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04272744,36,0,5,01,D,100,D,,A,3,D,,B,1995,D,,A,,A,,A,3700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04272764,7,0,1,01,D,100,D,,A,3,D,06,D,2020,D,281000,D,0,D,6888,F,4500,D,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20203,04272794,23,0,5,01,D,100,D,,A,3,D,08,D,2018,D,,A,,A,,A,1300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04272804,16,0,5,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,12000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04272904,10,0,5,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,18760,V,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04272924,6,0,5,01,D,100,D,,A,3,D,,B,1986,D,,A,,A,,A,3000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04273004,18,0,5,01,D,100,D,,A,1,D,,B,2014,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04273034,15,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,2700,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04273054,13,0,5,01,D,100,D,,A,3,D,,B,1996,D,,A,,A,,A,5400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04273064,6,0,5,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,18760,V,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04273134,12,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,60,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04273144,19,0,5,01,D,100,D,,A,3,D,,B,1994,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04273164,16,0,5,01,D,100,D,,A,3,D,,B,2012,D,,A,,A,,A,2600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04273244,33,0,5,01,D,100,D,,A,3,D,,B,2006,D,,A,,A,,A,2400,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04273284,14,0,5,01,D,100,D,,A,3,D,,B,1988,D,,A,,A,,A,5800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04273384,16,0,5,01,D,100,D,,A,3,D,,B,1981,D,,A,,A,,A,180,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04273414,33,0,5,01,D,100,D,,A,3,D,,B,1993,D,,A,,A,,A,500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04273444,33,0,1,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,4600,D,,A,,A,,A,,A,2,D,,A,,A,1,D,,A
20203,04273444,34,0,1,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04273444,35,0,1,03,D,400,D,,A,3,D,04,D,2020,D,75000,D,25000,D,1089,F,1200,F,,A,,A,,A,,A,2,D,,A,2,D,,A,,A
20203,04273514,29,0,5,01,D,100,D,,A,1,D,,B,2017,D,,A,,A,,A,1500,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04273594,12,0,5,01,D,100,D,,A,3,D,,B,1992,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04273684,28,0,5,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,3200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04273694,19,0,5,01,D,100,D,,A,1,D,,B,1975,D,,A,,A,,A,1400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04273794,16,0,5,01,D,100,D,,A,3,D,,B,1967,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04273804,27,0,5,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,3100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04273884,26,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,9000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04273904,42,0,5,01,D,100,D,,A,3,D,,B,1983,D,,A,,A,,A,3400,D,,A,,A,,A,,A,1,D,1,D,,A,2,D,,A
20203,04273904,43,0,5,02,D,300,D,,A,3,D,,B,2015,D,,A,,A,,A,0,D,1,D,3,D,2,D,,A,,A,,A,,A,,A,1,D
20203,04273904,44,0,5,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04273914,19,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,4100,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274014,28,0,5,01,D,100,D,,A,3,D,,B,2009,D,,A,,A,,A,18760,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274024,11,0,5,01,D,100,D,,A,3,D,,B,1985,D,,A,,A,,A,1500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274124,22,0,5,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274204,24,0,5,01,D,100,D,,A,1,D,,B,2005,D,,A,,A,,A,5000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274304,7,0,1,01,D,100,D,,A,3,D,05,F,1957,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274354,16,0,5,01,D,100,D,,A,3,D,07,D,2018,D,,A,,A,,A,750,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274354,17,0,5,02,D,300,D,,A,3,D,07,D,2018,D,,A,,A,,A,3500,F,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04274424,14,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,590,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274604,42,0,5,01,D,100,D,,A,3,D,,B,1971,D,,A,,A,,A,440,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274604,43,0,5,02,D,300,D,,A,1,D,,B,2001,D,,A,,A,,A,250,D,1,D,,C,2,D,,A,,A,,A,,A,,A,1,D
20203,04274604,44,0,5,03,D,300,D,,A,1,D,,B,,C,,A,,A,,A,60,D,1,D,,C,2,D,,A,,A,,A,,A,,A,1,D
20203,04274604,45,0,5,04,D,300,D,,A,1,D,,B,2009,D,,A,,A,,A,0,D,1,D,,C,2,D,,A,,A,,A,,A,,A,1,D
20203,04274674,16,0,5,01,D,100,D,,A,1,D,,B,1986,D,,A,,A,,A,2400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274694,16,0,5,01,D,100,D,,A,1,D,,B,2004,D,,A,,A,,A,1000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274714,14,0,5,01,D,100,D,,A,3,D,,B,2003,D,,A,,A,,A,500,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274724,26,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,410,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274734,20,0,1,01,D,100,D,,A,3,D,,B,1989,D,,A,,A,,A,7500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274734,21,0,1,02,D,300,D,,A,3,D,,B,2005,D,,A,,A,,A,0,D,1,D,2,D,2,D,,A,,A,,A,,A,,A,1,D
20203,04274734,22,0,1,03,D,600,D,,A,,A,05,F,2020,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04274734,23,0,1,04,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04274764,22,0,5,01,D,100,D,,A,3,D,,B,1996,D,,A,,A,,A,1900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274804,19,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,990,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274814,6,0,5,01,D,100,D,,A,3,D,,B,1986,D,,A,,A,,A,90,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274824,18,0,5,01,D,100,D,,A,3,D,,B,1974,D,,A,,A,,A,300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274904,31,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,1100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274934,29,0,5,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274954,24,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,1000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274954,25,0,5,02,D,200,D,,A,3,D,,B,2008,D,,A,,A,,A,2300,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04274954,26,0,5,03,D,400,D,,A,3,D,,B,2011,D,,A,,A,,A,300,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04274964,15,0,5,01,D,100,D,,A,3,D,,B,1966,D,,A,,A,,A,4800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04274984,16,0,5,01,D,100,D,,A,3,D,,B,1976,D,,A,,A,,A,1000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275004,15,0,5,01,D,100,D,,A,3,D,,B,2006,D,,A,,A,,A,850,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275034,14,0,5,01,D,100,D,0.20,D,3,D,,B,2001,D,,A,,A,,A,1900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275074,22,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,1900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275094,23,0,5,01,D,100,D,,A,3,D,,B,1988,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275104,8,0,5,01,D,100,D,,A,3,D,,B,1989,D,,A,,A,,A,1600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275184,26,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,4400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275194,17,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,4000,D,,A,,A,,A,,A,1,D,0,D,,A,,A,,A
20203,04275214,14,0,5,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,8000,D,,A,,A,,A,,A,1,D,0,D,,A,2,D,,A
20203,04275234,13,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,3300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275254,33,0,5,01,D,100,D,,A,3,D,,B,2005,D,,A,,A,,A,3900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275294,11,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,1100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275324,13,0,5,01,D,100,D,,A,3,D,,B,2003,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275384,12,0,5,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275384,13,0,5,02,D,300,D,,A,1,D,,B,2010,D,,A,,A,,A,2000,D,2,D,,A,,A,,A,1,D,1,D,,A,,A,,A
20203,04275444,23,0,5,01,D,100,D,,A,3,D,,B,2006,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275464,27,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275464,28,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04275464,29,0,5,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04275464,30,0,5,04,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04275464,31,0,5,05,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04275534,29,0,5,01,D,100,D,,A,3,D,03,D,2019,D,,A,,A,,A,7000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275534,31,0,5,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04275534,32,0,5,04,D,400,D,,A,3,D,,B,2006,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04275574,19,0,5,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275584,13,0,5,01,D,100,D,,A,3,D,,B,2011,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275594,38,0,5,01,D,100,D,,A,3,D,,B,1978,D,,A,,A,,A,900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275594,39,0,5,02,D,300,D,,A,3,D,,B,1988,D,,A,,A,,A,1000,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04275614,23,0,5,01,D,100,D,,A,3,D,,B,2009,D,,A,,A,,A,7000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275614,24,0,1,02,D,600,D,,A,,A,05,F,2020,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04275634,11,0,5,01,D,100,D,,A,3,D,,B,1990,D,,A,,A,,A,1400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275644,27,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275664,26,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,2800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275664,27,0,5,02,D,300,D,,A,3,D,,B,1991,D,,A,,A,,A,2400,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04275664,28,0,5,03,D,400,D,,A,3,D,,B,1991,D,,A,,A,,A,500,D,,A,,A,,A,,A,1,D,0,D,,A,,A,,A
20203,04275674,5,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,3100,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275724,22,0,5,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,18760,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275724,23,0,5,02,D,300,D,,A,3,D,,B,1999,D,,A,,A,,A,8000,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04275804,15,0,5,01,D,100,D,,A,3,D,,B,1985,D,,A,,A,,A,1500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275814,30,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,4100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20203,04275814,31,0,5,02,D,300,D,,A,1,D,01,D,2019,D,,A,,A,,A,2000,D,1,D,1,D,2,D,,A,,A,,A,,A,,A,1,D
20203,04275814,32,0,5,03,D,400,D,,A,3,D,,B,2009,D,,A,,A,,A,530,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20203,04275844,15,0,5,01,D,100,D,,A,3,D,06,D,2019,D,,A,,A,,A,11900,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
