QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,APPRPRYB,APPR_RYB,SRVCMOB,SRVCMOB_,REPAIRX,REPAIRX_,APPRPB1,APPRPB1_,APPRPB2,APPRPB2_,APPRPB3,APPRPB3_,APPRPB4,APPRPB4_,APPRPB5,APPRPB5_,APPRPB6,APPRPB6_,APPRPB7,APPRPB7_,APPRPB8,APPRPB8_,APPRPB9,APPRPB9_
20203,04277404,15,0,1,220,D,06,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04277544,4,0,1,190,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04278424,4,0,1,220,D,05,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04278424,5,0,1,190,D,05,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04278724,21,0,1,190,D,05,D,96,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04279004,7,0,1,200,D,06,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04279024,12,0,1,200,D,06,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04279024,13,0,1,200,D,07,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04279024,14,0,1,190,D,05,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04279024,15,0,2,200,D,05,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04279204,6,0,1,190,D,07,D,134,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04279224,4,0,1,190,D,06,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04279264,10,0,1,200,D,07,D,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04279394,22,0,2,200,D,05,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04279604,10,0,1,190,D,07,D,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04279694,17,0,1,190,D,07,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04279704,3,0,1,100,D,05,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04279984,4,0,1,200,D,07,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04280124,14,0,2,110,D,05,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04280364,2,0,1,110,D,05,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04280364,3,0,1,110,D,06,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04280364,4,0,1,110,D,07,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04280444,10,0,1,130,D,07,D,98,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04280564,3,0,1,170,D,07,D,385,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04280664,18,0,1,220,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04280824,3,0,1,190,D,05,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04280824,4,0,1,190,D,06,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04280824,5,0,1,190,D,07,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04280824,6,0,2,190,D,05,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04280904,9,0,1,190,D,06,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04280904,10,0,2,190,D,05,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04281204,7,0,1,110,D,06,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04281314,17,0,1,190,D,05,D,83,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04281314,18,0,1,190,D,06,D,83,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04281314,19,0,1,190,D,07,D,83,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04281314,20,0,1,220,D,05,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04281314,21,0,1,220,D,06,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04281314,22,0,1,220,D,07,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04281534,5,0,1,190,D,07,D,6500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04281604,14,0,1,130,D,06,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04281844,6,0,1,190,D,05,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04281914,6,0,1,110,D,06,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282394,13,0,1,170,D,06,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282404,8,0,1,110,D,07,D,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282524,6,0,1,100,D,07,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282524,7,0,1,200,D,07,D,242,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282544,9,0,1,200,D,06,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282544,10,0,1,200,D,07,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282544,11,0,1,190,D,05,D,159,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282544,12,0,1,190,D,06,D,159,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282544,13,0,2,200,D,05,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282644,13,0,1,110,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282644,14,0,1,190,D,07,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282854,9,0,1,130,D,07,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282854,10,0,1,190,D,06,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282864,3,0,1,130,D,07,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04283104,17,0,1,190,D,05,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04283104,18,0,1,190,D,06,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04283104,19,0,1,190,D,07,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04283104,20,0,1,190,D,05,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04283104,21,0,2,190,D,05,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04283294,3,0,1,190,D,06,D,147,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04283564,4,0,1,110,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04283604,7,0,1,130,D,05,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04283754,9,0,1,170,D,06,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284204,16,0,1,200,D,06,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284204,17,0,1,200,D,05,D,254,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284574,10,0,1,110,D,06,D,132,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284824,6,0,2,130,D,05,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285494,11,0,1,190,D,06,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285494,12,0,1,190,D,07,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285494,13,0,2,190,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285514,5,0,1,130,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285514,6,0,1,130,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285514,7,0,1,130,D,07,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285664,14,0,1,190,D,05,D,245,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286314,5,0,1,190,D,05,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286314,6,0,1,190,D,06,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286314,7,0,1,190,D,07,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286394,6,0,1,190,D,05,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286394,7,0,1,190,D,06,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286394,8,0,1,190,D,07,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286624,4,0,1,110,D,07,D,486,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286874,11,0,1,190,D,07,D,82,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287044,3,0,1,130,D,05,D,131,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287044,4,0,1,130,D,05,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287044,5,0,1,130,D,06,D,131,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287044,6,0,1,130,D,07,D,131,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287394,3,0,1,130,D,05,D,594,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287404,2,0,1,190,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287404,3,0,1,190,D,06,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287404,4,0,1,190,D,07,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287784,28,0,1,190,D,07,D,114,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287944,8,0,1,200,D,05,D,266,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288284,3,0,1,200,D,06,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288704,8,0,2,190,D,06,D,509,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288704,9,0,2,200,D,06,D,212,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288994,11,0,1,190,D,08,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288994,12,0,1,200,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289044,1,0,1,190,D,08,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289044,2,0,1,190,D,06,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289044,3,0,1,190,D,07,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289114,1,0,1,120,D,08,D,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289114,2,0,1,190,D,07,D,78,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289164,5,0,2,200,D,06,D,268,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289194,2,0,2,190,D,06,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289264,6,0,1,190,D,06,D,98,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289264,7,0,1,110,D,07,D,145,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289524,43,0,2,200,D,06,D,269,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289534,8,0,1,190,D,08,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289664,7,0,1,190,D,07,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289804,11,0,1,190,D,07,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289804,12,0,1,190,D,08,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290084,17,0,1,190,D,07,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290084,18,0,2,190,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290384,8,0,1,190,D,06,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290384,9,0,1,190,D,08,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291084,8,0,1,130,D,06,D,124,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291084,108,0,1,130,D,06,D,124,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291084,109,0,1,130,D,07,D,124,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291434,10,0,1,190,D,07,D,139,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291704,3,0,1,210,D,06,D,,H,210,D,130,D,,A,,A,,A,,A,,A,,A,,A
20203,04291704,3,1,1,100,D,06,D,35,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291704,3,2,1,130,D,06,D,27,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291704,3,3,1,190,D,06,D,18,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291704,4,0,1,210,D,07,D,,H,210,D,130,D,,A,,A,,A,,A,,A,,A,,A
20203,04291704,4,1,1,100,D,07,D,35,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291704,4,2,1,130,D,07,D,27,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291704,4,3,1,190,D,07,D,18,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291704,5,0,1,210,D,08,D,,H,210,D,130,D,,A,,A,,A,,A,,A,,A,,A
20203,04291704,5,1,1,130,D,08,D,49,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291704,5,2,1,190,D,08,D,31,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291744,6,0,1,130,D,06,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291914,22,0,1,190,D,07,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292014,6,0,1,130,D,07,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292394,6,0,1,190,D,06,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292404,18,0,1,190,D,08,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292404,19,0,2,190,D,06,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292424,10,0,1,190,D,08,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04293014,16,0,1,130,D,07,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04293114,22,0,1,220,D,06,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04293114,23,0,1,190,D,06,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04293114,24,0,1,190,D,08,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04293924,13,0,1,190,D,06,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04293964,29,0,1,170,D,06,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04294124,2,0,1,110,D,08,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04294224,3,0,1,110,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04294224,4,0,1,110,D,07,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04294224,5,0,1,110,D,08,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04294234,4,0,2,190,D,06,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04294314,1,0,1,190,D,08,D,189,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04294394,2,0,1,190,D,07,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04294764,3,0,1,190,D,08,D,67,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04294814,3,0,1,190,D,07,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04294884,7,0,1,190,D,06,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04295064,5,0,1,190,D,08,D,3200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04295134,3,0,1,110,D,07,D,131,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04295244,18,0,1,190,D,07,D,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04295394,4,0,1,200,D,06,D,149,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04295574,4,0,1,110,D,07,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04295764,7,0,1,200,D,07,D,229,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04295804,8,0,1,110,D,07,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296074,6,0,1,110,D,07,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296074,7,0,1,190,D,06,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296404,20,0,1,210,D,06,D,,H,210,D,140,D,,A,,A,,A,,A,,A,,A,,A
20203,04296404,20,1,1,120,D,06,D,29,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296404,20,2,1,140,D,06,D,2,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296404,20,3,1,220,D,06,D,4,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296404,21,0,1,210,D,08,D,,H,210,D,140,D,,A,,A,,A,,A,,A,,A,,A
20203,04296404,21,1,1,140,D,08,D,1,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296404,21,2,1,150,D,08,D,31,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296404,21,3,1,220,D,08,D,3,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296404,22,0,1,210,D,06,D,,H,210,D,190,D,,A,,A,,A,,A,,A,,A,,A
20203,04296404,22,1,1,110,D,06,D,4,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296404,22,2,1,190,D,06,D,4,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296404,22,3,1,220,D,06,D,2,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296404,23,0,1,210,D,08,D,,H,210,D,190,D,,A,,A,,A,,A,,A,,A,,A
20203,04296404,23,1,1,110,D,08,D,4,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296404,23,2,1,190,D,08,D,4,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296404,23,3,1,220,D,08,D,2,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296444,5,0,1,130,D,08,D,360,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296504,10,0,1,200,D,06,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296674,4,0,1,200,D,07,D,425,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296734,16,0,1,190,D,07,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296764,10,0,1,190,D,06,D,72,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296764,11,0,1,190,D,07,D,72,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296894,9,0,1,200,D,08,D,128,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04297024,2,0,1,210,D,06,D,,H,210,D,130,D,,A,,A,,A,,A,,A,,A,,A
20203,04297024,2,1,1,100,D,06,D,83,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04297024,2,2,1,110,D,06,D,34,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04297024,2,3,1,130,D,06,D,66,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04297024,2,4,1,150,D,06,D,369,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04297024,2,5,1,170,D,06,D,64,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04297024,2,6,1,190,D,06,D,39,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04297024,2,7,1,200,D,06,D,45,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04297024,2,8,1,220,D,06,D,20,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04297154,6,0,1,110,D,08,D,86,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04297734,2,0,1,190,D,08,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04297824,4,0,1,130,D,08,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04297824,5,0,1,190,D,08,D,127,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04298264,2,0,1,190,D,08,D,77,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04298324,6,0,1,200,D,07,D,51,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04298424,8,0,1,110,D,08,D,296,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04298744,4,0,1,110,D,07,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04298744,5,0,1,190,D,08,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04298834,9,0,1,110,D,08,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04299054,4,0,1,190,D,06,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04299054,5,0,1,190,D,07,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04299054,6,0,1,190,D,08,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04299054,7,0,2,190,D,06,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04299464,5,0,1,220,D,07,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04310183,4,0,1,130,D,05,D,164,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04310523,3,0,1,190,D,04,D,217,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04310573,18,0,2,190,D,04,D,161,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04310663,5,0,1,110,D,05,D,86,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04310663,6,0,2,110,D,04,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04311103,4,0,1,190,D,04,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04311433,4,0,1,190,D,06,D,1095,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04311433,5,0,1,190,D,04,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04311793,4,0,1,110,D,04,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04311963,3,0,1,110,D,04,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04311963,4,0,1,110,D,05,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04311963,5,0,1,110,D,06,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04312313,6,0,1,200,D,06,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04312683,21,0,1,190,D,04,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04312683,22,0,1,190,D,06,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04313303,6,0,1,190,D,06,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04313303,7,0,1,130,D,06,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04313583,4,0,1,190,D,06,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04313903,6,0,1,130,D,06,D,365,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04314003,13,0,1,200,D,05,D,183,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04314173,3,0,1,120,D,06,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04314243,4,0,1,200,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04314243,5,0,1,200,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04314243,6,0,1,200,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04314413,8,0,1,200,D,06,D,82,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04314433,5,0,1,200,D,06,D,258,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04314433,6,0,1,190,D,06,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04314433,7,0,2,190,D,04,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04314613,3,0,1,190,D,04,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04314623,4,0,1,130,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04314863,7,0,1,200,D,05,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04314863,8,0,1,200,D,06,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04315023,6,0,1,190,D,05,D,49,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04315023,7,0,1,190,D,06,D,49,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04315023,8,0,2,190,D,04,D,49,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04315213,13,0,2,120,D,04,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04315253,13,0,2,190,D,04,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04315423,7,0,1,150,D,06,D,722,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04315593,9,0,1,130,D,06,D,272,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04316043,11,0,1,190,D,05,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04316063,5,0,1,190,D,04,D,84,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04316333,6,0,1,110,D,05,D,302,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04316493,11,0,1,190,D,06,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04316743,2,0,1,190,D,06,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04316813,2,0,2,190,D,04,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04316893,7,0,1,110,D,06,D,93,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04317023,16,0,1,190,D,04,D,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04317023,17,0,1,190,D,05,D,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04317023,18,0,1,190,D,06,D,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04317053,10,0,1,190,D,06,D,143,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04317053,11,0,1,200,D,06,D,192,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04317233,10,0,1,100,D,04,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04317233,11,0,1,130,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
