QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,APPRPRYB,APPR_RYB,SRVCMOB,SRVCMOB_,REPAIRX,REPAIRX_,APPRPB1,APPRPB1_,APPRPB2,APPRPB2_,APPRPB3,APPRPB3_,APPRPB4,APPRPB4_,APPRPB5,APPRPB5_,APPRPB6,APPRPB6_,APPRPB7,APPRPB7_,APPRPB8,APPRPB8_,APPRPB9,APPRPB9_
20203,04513581,14,0,1,190,D,06,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04513581,15,0,1,190,D,07,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04513581,16,0,1,190,D,08,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04513661,2,0,1,190,D,06,D,68,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04513661,3,0,1,190,D,07,D,143,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04513691,9,0,1,190,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04513851,14,0,1,190,D,07,D,97,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04514281,12,0,1,100,D,07,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04514281,13,0,1,110,D,06,D,235,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04514301,3,0,1,200,D,06,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04310244,10,0,1,200,D,08,D,181,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04310434,8,0,2,130,D,07,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04310664,5,0,1,110,D,09,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04311424,6,0,1,200,D,07,D,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04312034,28,0,1,190,D,08,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04312604,12,0,1,110,D,09,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04312684,18,0,1,190,D,07,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04312684,19,0,1,190,D,09,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04312724,4,0,1,190,D,08,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04312744,2,0,2,130,D,07,D,882,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04313294,14,0,1,190,D,07,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04313294,15,0,1,190,D,08,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04313294,16,0,1,190,D,09,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04313304,5,0,1,190,D,09,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04313314,1,0,1,190,D,08,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04313584,4,0,1,190,D,09,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04314244,3,0,1,200,D,08,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04314244,4,0,1,200,D,09,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04314244,5,0,2,200,D,07,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04314384,12,0,1,200,D,07,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04314614,5,0,1,190,D,09,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04314764,4,0,2,190,D,07,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04314854,11,0,1,110,D,09,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04314864,10,0,1,200,D,07,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04314864,11,0,1,200,D,08,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04314864,12,0,1,200,D,09,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04314864,13,0,1,200,D,09,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04314864,14,0,2,200,D,07,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04314864,15,0,2,200,D,07,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04315244,7,0,1,110,D,09,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04315424,5,0,2,190,D,07,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04315624,3,0,2,110,D,07,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04316214,7,0,1,100,D,09,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04316214,8,0,1,190,D,09,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04316364,3,0,1,200,D,07,D,429,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04316494,21,0,1,190,D,09,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04316744,3,0,1,190,D,09,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04316814,3,0,1,190,D,09,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04317024,23,0,1,190,D,07,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04317024,24,0,1,190,D,08,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04317024,25,0,1,190,D,09,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04317054,5,0,1,190,D,09,D,143,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04317054,6,0,1,200,D,09,D,298,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04317054,7,0,1,110,D,09,D,162,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04317234,4,0,1,200,D,09,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04317954,7,0,1,190,D,08,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04317964,4,0,1,190,D,07,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04317964,5,0,1,190,D,08,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04317964,6,0,1,190,D,09,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04318034,11,0,1,200,D,07,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04318034,12,0,1,200,D,08,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04318034,13,0,1,200,D,09,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04318034,14,0,2,200,D,07,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04318054,14,0,1,200,D,07,D,57,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04318054,15,0,1,200,D,08,D,57,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04318054,16,0,1,200,D,09,D,57,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04318104,10,0,2,220,D,07,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04318114,8,0,1,190,D,07,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04318114,9,0,1,190,D,09,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04318124,6,0,1,110,D,09,D,660,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04318564,1,0,1,190,D,08,D,121,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04318804,10,0,1,110,D,07,D,182,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04318864,8,0,1,190,D,07,D,37,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04318864,9,0,1,190,D,08,D,37,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04318864,10,0,1,190,D,09,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04319504,10,0,2,190,D,07,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04319544,12,0,1,190,D,07,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04319984,5,0,1,190,D,07,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04319984,6,0,1,190,D,08,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04319984,7,0,1,190,D,09,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04319984,8,0,2,190,D,07,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04320034,8,0,2,200,D,07,D,214,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04320214,5,0,2,200,D,07,D,428,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04320294,14,0,1,130,D,09,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04320594,6,0,1,100,D,08,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04320594,7,0,2,100,D,07,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04320844,12,0,1,110,D,08,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04320844,13,0,1,110,D,09,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04320844,14,0,1,110,D,10,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04320844,15,0,1,220,D,08,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04320844,16,0,1,220,D,09,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04320844,17,0,1,220,D,10,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04320924,19,0,1,130,D,10,D,162,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04320924,20,0,1,130,D,08,D,164,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04320924,21,0,1,130,D,09,D,164,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04320924,22,0,1,130,D,10,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04321004,3,0,1,190,D,08,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04321004,4,0,1,190,D,10,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04321284,7,0,1,200,D,08,D,102,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04321784,11,0,1,110,D,08,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04321944,7,0,1,190,D,10,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04321974,14,0,1,190,D,09,D,38,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04321974,15,0,1,190,D,10,D,38,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04321974,16,0,2,190,D,08,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04322034,14,0,1,190,D,09,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04322074,8,0,1,190,D,10,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04322074,9,0,2,190,D,08,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04322124,4,0,1,200,D,10,D,111,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04322254,5,0,1,130,D,08,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04322254,6,0,1,130,D,09,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04322254,7,0,1,100,D,10,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04322414,12,0,2,110,D,08,D,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04322554,11,0,1,170,D,09,D,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04322754,16,0,1,190,D,09,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04322754,17,0,2,190,D,08,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04322874,26,0,1,190,D,08,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04322874,27,0,1,190,D,09,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04322874,28,0,1,190,D,10,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04322874,29,0,1,110,D,09,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04322874,30,0,2,190,D,08,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04322954,10,0,1,190,D,08,D,132,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04322954,11,0,1,190,D,09,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04322954,12,0,1,190,D,10,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04322954,13,0,2,190,D,08,D,57,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04323134,9,0,1,190,D,08,D,219,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04323134,10,0,1,200,D,09,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04323354,12,0,1,200,D,10,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04323464,22,0,1,140,D,09,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04323694,3,0,1,110,D,08,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04323704,5,0,1,190,D,10,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04323704,6,0,2,190,D,08,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04323904,2,0,1,200,D,10,D,149,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04324814,1,0,1,190,D,10,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04324814,2,0,1,110,D,10,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04324894,6,0,1,130,D,08,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04324984,13,0,1,200,D,08,D,51,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04325014,8,0,1,190,D,10,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04325104,2,0,1,110,D,10,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04325534,2,0,1,200,D,10,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04325564,11,0,1,190,D,09,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04325564,12,0,2,190,D,08,D,66,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04325914,7,0,1,110,D,08,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04325914,8,0,1,110,D,09,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04325914,9,0,1,110,D,10,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04326154,8,0,1,110,D,09,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04326154,9,0,1,200,D,10,D,361,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04326284,4,0,1,190,D,10,D,121,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04326284,5,0,1,190,D,10,D,121,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04326424,9,0,1,200,D,09,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04326454,7,0,1,190,D,08,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04326634,6,0,2,130,D,08,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04326714,3,0,2,130,D,08,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04326714,4,0,2,130,D,08,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04326934,6,0,1,190,D,08,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04327544,16,0,1,190,D,09,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04327884,9,0,1,190,D,09,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04327884,10,0,1,200,D,08,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04327884,11,0,1,200,D,09,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04327884,12,0,1,200,D,10,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04327884,13,0,1,110,D,08,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04327884,14,0,1,110,D,09,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04327884,15,0,1,110,D,10,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04328344,9,0,1,190,D,10,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04328514,3,0,1,190,D,10,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04328654,6,0,1,190,D,08,D,288,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04328964,19,0,1,190,D,08,D,124,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04329114,5,0,1,200,D,09,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04329474,23,0,1,190,D,08,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04329474,24,0,1,190,D,09,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04329474,25,0,1,190,D,10,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04329494,4,0,1,190,D,08,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04329654,7,0,1,110,D,08,D,295,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04329744,9,0,1,190,D,10,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04329754,4,0,1,190,D,10,D,320,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04329764,5,0,1,200,D,08,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04329894,8,0,1,190,D,10,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04330024,16,0,1,200,D,09,D,873,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04330024,17,0,1,190,D,10,D,410,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04330024,18,0,1,190,D,10,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04330064,5,0,1,190,D,08,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04330144,4,0,1,200,D,10,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04330304,20,0,1,115,D,08,D,,H,110,D,100,D,,A,,A,,A,,A,,A,,A,,A
20204,04330304,20,1,1,110,D,08,D,29,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04330304,20,2,1,100,D,08,D,27,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04330304,21,0,1,115,D,09,D,,H,110,D,100,D,,A,,A,,A,,A,,A,,A,,A
20204,04330304,21,1,1,110,D,09,D,29,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04330304,21,2,1,100,D,09,D,27,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04330304,22,0,1,115,D,10,D,,H,110,D,100,D,,A,,A,,A,,A,,A,,A,,A
20204,04330304,22,1,1,110,D,10,D,29,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04330304,22,2,1,100,D,10,D,27,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04330304,23,0,1,100,D,08,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04330304,24,0,1,100,D,09,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04330304,25,0,1,100,D,10,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04330304,26,0,1,100,D,08,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04330304,27,0,1,100,D,09,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04330304,28,0,1,100,D,10,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04330464,4,0,1,110,D,10,D,51,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04331104,8,0,1,190,D,09,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04331104,9,0,1,190,D,10,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04331104,10,0,2,190,D,08,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04341674,5,0,1,200,D,11,D,178,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04341854,12,0,1,190,D,10,D,210,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04341924,3,0,1,190,D,10,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04341924,4,0,1,190,D,11,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04341924,5,0,2,190,D,09,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04341984,8,0,1,220,D,11,D,329,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04343244,8,0,1,220,D,09,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04343354,4,0,1,190,D,10,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04343354,5,0,2,200,D,09,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04343354,6,0,2,190,D,09,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04343424,6,0,2,190,D,09,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04343484,4,0,1,200,D,11,D,2134,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04343484,5,0,2,200,D,09,D,297,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04343564,13,0,1,190,D,09,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04343564,14,0,1,190,D,10,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04343564,15,0,1,190,D,11,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04343564,16,0,1,200,D,10,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04343574,2,0,1,190,D,09,D,2086,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04343574,3,0,1,120,D,11,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04343584,7,0,1,190,D,10,D,128,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04343694,10,0,1,140,D,10,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04344204,5,0,1,110,D,09,D,149,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04344204,6,0,1,190,D,09,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04344404,14,0,1,190,D,09,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04344404,15,0,1,190,D,10,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04344504,4,0,1,190,D,11,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04344554,1,0,1,130,D,09,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04344844,6,0,2,200,D,09,D,183,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04344934,5,0,1,190,D,10,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04345094,10,0,1,130,D,10,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04345164,5,0,1,190,D,09,D,44,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04345164,6,0,1,190,D,10,D,44,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04345164,7,0,1,190,D,11,D,44,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04345614,2,0,1,220,D,10,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04345754,6,0,1,200,D,11,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04345844,5,0,1,220,D,10,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04345844,6,0,1,220,D,11,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04345844,7,0,2,220,D,09,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04345854,8,0,1,190,D,10,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04346094,5,0,2,110,D,09,D,380,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04346134,6,0,1,190,D,10,D,210,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04346364,4,0,1,190,D,10,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04346374,12,0,1,190,D,10,D,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04346374,13,0,1,190,D,11,D,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04346374,14,0,1,200,D,11,D,360,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04346374,15,0,2,190,D,09,D,82,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04346384,9,0,1,190,D,09,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04346804,6,0,1,190,D,11,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04346824,9,0,1,190,D,11,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04347374,1,0,1,190,D,09,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04347374,2,0,1,190,D,10,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04347374,3,0,1,190,D,11,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04347964,4,0,1,200,D,11,D,490,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04348294,26,0,1,110,D,09,D,684,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04348294,27,0,1,190,D,10,D,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04348294,28,0,2,110,D,09,D,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04348394,6,0,1,110,D,09,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04348434,5,0,1,200,D,09,D,275,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04348554,1,0,1,220,D,11,D,588,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04349094,7,0,1,200,D,11,D,148,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04349134,7,0,1,190,D,09,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04350084,6,0,1,110,D,10,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04350124,9,0,1,200,D,10,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04350124,10,0,1,200,D,11,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
