QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CRMCODEA,CRMC_DEA,ADVMATX,ADVMATX_,MATNSPCX,MATN_PCX,CRMCDA1,CRMCDA1_,CRMCDA2,CRMCDA2_,CRMCDA3,CRMCDA3_,CRMCDA4,CRMCDA4_,CRMCDA5,CRMCDA5_,CRMCDA6,CRMCDA6_,CRMCDA7,CRMCDA7_,CRMCDA8,CRMCDA8_,CRMCDA9,CRMCDA9_
20211,04387404,21,0,1,300,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04388944,15,0,1,130,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04390244,10,0,1,300,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04392824,11,0,1,220,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04394094,1,0,1,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04394574,12,0,1,,A,,A,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04395404,3,0,1,150,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04396204,14,0,1,,A,,A,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04400094,10,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04402924,17,0,1,175,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04403034,15,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04405474,2,0,1,110,D,11268,T,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04407464,14,0,1,300,D,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04408164,13,0,1,140,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04408634,9,0,1,140,D,62,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04410484,14,0,1,,A,,A,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04414174,2,0,1,200,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04414264,7,0,1,300,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04414444,5,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04415944,4,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04415974,1,0,1,200,D,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04416124,3,0,1,200,D,475,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04416594,5,0,1,140,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04417114,4,0,1,,A,,A,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04417614,6,0,1,120,D,1800,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04418254,9,0,1,160,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04419204,11,0,1,130,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04421233,27,0,1,,A,,A,312,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04422063,5,0,1,310,D,,H,,A,310,D,235,D,,A,,A,,A,,A,,A,,A,,A
20211,04422063,5,1,1,130,D,51,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04422063,5,2,1,235,D,159,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04422063,5,3,1,300,D,216,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04425583,3,0,1,300,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04428273,6,0,1,100,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04429803,6,0,1,200,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04461813,18,0,1,140,D,367,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04463173,3,0,1,,A,,A,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04463903,6,0,1,,A,,A,330,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04465353,3,0,1,235,D,11268,T,10000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04465363,12,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04467793,15,0,1,280,D,11268,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04468203,8,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04468293,4,0,1,130,D,755,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04468923,5,0,1,130,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04503663,9,0,1,300,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04503703,5,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04503923,10,0,1,190,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04507193,7,0,1,140,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04508023,3,0,1,,A,,A,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04509403,11,0,1,150,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04509813,6,0,1,140,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04510353,3,0,1,175,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04510883,6,0,1,200,D,375,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04512033,12,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04512743,5,0,1,175,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04513103,3,0,1,160,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04513773,24,0,1,130,D,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04514063,14,0,1,,A,,A,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04514403,11,0,1,260,D,2400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04545342,10,0,1,175,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04546322,12,0,1,130,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04548162,2,0,1,,A,,A,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04548232,9,0,1,175,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04550392,6,0,1,,A,,A,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04551172,6,0,1,300,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04552322,10,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04552572,25,0,1,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04553612,9,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04555742,16,0,1,,A,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04555852,5,0,1,160,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04557372,13,0,1,200,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04560582,12,0,1,300,D,775,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04561522,20,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04562102,5,0,1,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04562582,16,0,1,200,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04563162,14,0,1,175,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04563282,5,0,1,200,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04564702,5,0,1,130,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04566342,5,0,1,175,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04568202,7,0,1,140,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04569452,2,0,1,300,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04570112,4,0,1,175,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04570702,5,0,1,,A,,A,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04570822,30,0,1,175,D,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04570932,31,0,1,130,D,1670,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04570962,7,0,1,300,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04572422,10,0,1,200,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04572452,23,0,1,140,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04572672,10,0,1,130,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04573352,12,0,1,175,D,94,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04574432,2,0,1,,A,,A,154,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04575622,4,0,1,190,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04579522,6,0,1,130,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04610471,10,0,1,130,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04611131,5,0,1,175,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04611351,12,0,1,300,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04611691,2,0,1,175,D,63,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04613461,4,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04614331,1,0,1,,A,,A,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04615321,3,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04617571,11,0,1,175,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04618101,19,0,1,300,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04618581,2,0,1,,A,,A,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04618751,1,0,1,270,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04620911,24,0,1,,A,,A,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04652701,20,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04652901,2,0,1,,A,,A,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04653541,9,0,1,175,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04653761,2,0,1,160,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04653801,5,0,1,,A,,A,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04653871,16,0,1,280,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04654731,12,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04655131,4,0,1,200,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04657061,5,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04658091,6,0,1,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04658441,7,0,1,300,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04658631,8,0,1,175,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04659011,3,0,1,300,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04659051,4,0,1,300,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04659671,5,0,1,235,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04660251,11,0,1,300,D,20,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04660411,9,0,1,,A,,A,298,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04660681,3,0,1,175,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04661021,6,0,1,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04661081,9,0,1,235,D,369,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04661191,15,0,1,300,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04661241,16,0,1,140,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04662094,13,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04662871,11,0,1,240,D,20,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04679431,11,0,1,310,D,,H,,A,190,D,310,D,175,D,,A,,A,,A,,A,,A,,A
20211,04679431,11,1,1,120,D,476,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04679431,11,2,1,130,D,121,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04679431,11,3,1,140,D,211,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04679431,11,4,1,175,D,38,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04679431,11,5,1,190,D,74,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04679431,11,6,1,220,D,52,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04679431,11,7,1,300,D,528,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04679523,9,0,1,130,D,11268,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04680031,13,0,1,300,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04682041,5,0,1,140,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04682401,10,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04683024,18,0,1,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04683731,11,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04684311,9,0,1,150,D,11268,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04684341,19,0,1,,A,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04684381,7,0,1,,A,,A,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04684551,3,0,1,280,D,11268,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04685141,7,0,1,130,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04685261,2,0,1,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04686511,16,0,1,,A,,A,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04687291,3,0,1,175,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04687441,7,0,1,,A,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04687641,7,0,1,140,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04688211,5,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04688681,6,0,1,220,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04688791,6,0,1,210,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
