QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MEDPCARY,MEDP_ARY,MEDPGFTC,MEDP_FTC,MEDPMTMO,MEDP_TMO,MEDPMTX,MEDPMTX_,MEDPCY1,MEDPCY1_,MEDPCY2,MEDPCY2_,MEDPCY3,MEDPCY3_,MEDPCY4,MEDPCY4_,MEDPCY5,MEDPCY5_,MEDPCY6,MEDPCY6_,MEDPCY7,MEDPCY7_,MEDPCY8,MEDPCY8_,MEDPCY9,MEDPCY9_,MEDPPRNT,MEDP_RNT,MEDPNOUT,MEDP_OUT
20203,04467261,8,0,1,410,D,1,D,06,D,281,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20203,04467321,5,0,1,620,D,1,D,13,D,73,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467361,8,0,1,330,D,1,D,07,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467381,15,0,1,110,D,1,D,07,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467381,16,0,1,120,D,1,D,07,D,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467381,17,0,1,620,D,1,D,06,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467431,13,0,1,420,D,1,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467431,14,0,1,420,D,1,D,07,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467461,31,0,1,200,D,1,D,05,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467531,16,0,1,110,D,1,D,07,D,325,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467551,11,0,1,420,D,1,D,06,D,139,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467551,12,0,1,420,D,1,D,07,D,165,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467551,13,0,1,620,D,1,D,13,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467611,13,0,1,420,D,1,D,06,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467611,14,0,1,420,D,1,D,05,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467611,15,0,1,510,D,1,D,05,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467611,16,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467621,4,0,1,620,D,1,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467651,15,0,1,420,D,1,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467651,16,0,1,420,D,1,D,06,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467651,17,0,1,420,D,1,D,07,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467651,18,0,1,420,D,1,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467651,19,0,1,620,D,1,D,13,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467701,5,0,1,420,D,1,D,07,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467701,6,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467761,19,0,1,330,D,1,D,05,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467761,20,0,1,420,D,1,D,06,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467761,21,0,1,620,D,1,D,13,D,68,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467771,9,0,1,620,D,1,D,13,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467771,10,0,1,620,D,1,D,13,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467771,11,0,1,620,D,1,D,13,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467791,18,0,1,200,D,1,D,07,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467791,19,0,1,420,D,1,D,07,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467801,9,0,1,330,D,1,D,06,D,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467801,10,0,1,620,D,1,D,13,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467891,18,0,1,620,D,1,D,13,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467911,19,0,1,120,D,1,D,05,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467911,20,0,1,110,D,1,D,05,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467911,21,0,1,200,D,1,D,07,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467911,22,0,1,200,D,1,D,06,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467911,23,0,1,410,D,1,D,06,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20203,04467911,24,0,1,410,D,1,D,07,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20203,04467931,8,0,1,420,D,1,D,06,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467931,9,0,1,620,D,1,D,07,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467941,6,0,1,200,D,1,D,06,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468011,8,0,1,620,D,1,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468101,5,0,1,130,D,1,D,05,D,,H,120,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468101,5,1,1,120,D,1,D,05,D,320,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468101,5,2,1,110,D,1,D,05,D,280,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468131,8,0,1,620,D,1,D,07,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468161,17,0,1,130,D,1,D,07,D,,H,120,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468161,17,1,1,120,D,1,D,07,D,413,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468161,17,2,1,110,D,1,D,07,D,147,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468161,18,0,1,200,D,1,D,06,D,158,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468161,19,0,1,620,D,1,D,07,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468291,17,0,1,110,D,1,D,05,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468341,9,0,1,620,D,1,D,13,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468411,13,0,1,420,D,1,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468411,14,0,1,620,D,1,D,05,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468481,22,0,1,410,D,1,D,05,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20203,04468481,23,0,1,410,D,1,D,06,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20203,04468481,24,0,1,410,D,1,D,07,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20203,04468481,25,0,1,110,D,1,D,07,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468481,26,0,1,620,D,1,D,06,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468511,15,0,1,420,D,1,D,07,D,163,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468511,16,0,1,420,D,1,D,07,D,121,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468511,17,0,1,420,D,1,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468511,18,0,1,420,D,1,D,06,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468511,19,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468541,14,0,1,200,D,1,D,06,D,315,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468551,11,0,1,110,D,1,D,07,D,266,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468671,16,0,1,620,D,1,D,13,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468771,13,0,1,410,D,1,D,07,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20203,04468771,14,0,1,620,D,1,D,13,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468901,9,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468911,16,0,1,410,D,1,D,06,D,1951,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20203,04468911,17,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468911,18,0,1,620,D,1,D,13,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468911,19,0,1,620,D,1,D,13,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468921,11,0,1,120,D,1,D,06,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469001,10,0,1,620,D,1,D,13,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469011,24,0,1,200,D,1,D,07,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469011,25,0,1,420,D,1,D,05,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469011,26,0,1,420,D,1,D,07,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469011,27,0,1,510,D,1,D,07,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469011,28,0,1,620,D,1,D,07,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469061,8,0,1,120,D,1,D,06,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469121,21,0,1,420,D,1,D,07,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469141,11,0,1,620,D,1,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469181,16,0,1,620,D,1,D,07,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469212,12,0,1,120,D,1,D,07,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469212,13,0,1,120,D,1,D,07,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469221,14,0,1,620,D,1,D,13,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469251,14,0,1,110,D,1,D,07,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469251,15,0,1,200,D,1,D,07,D,398,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469251,16,0,1,510,D,1,D,07,D,176,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469251,17,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469261,11,0,1,200,D,1,D,07,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469261,12,0,1,620,D,1,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469491,18,0,1,420,D,1,D,07,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469491,19,0,1,510,D,1,D,07,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469491,20,0,1,620,D,1,D,13,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469511,9,0,1,620,D,1,D,05,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469511,10,0,1,620,D,1,D,06,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469671,21,0,1,410,D,1,D,07,D,285,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20203,04469711,8,0,1,620,D,1,D,13,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469781,18,0,1,120,D,1,D,06,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469781,19,0,1,200,D,1,D,07,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469781,20,0,1,410,D,1,D,07,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20203,04469781,21,0,1,620,D,1,D,13,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469811,16,0,1,620,D,1,D,13,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469891,25,0,1,420,D,1,D,07,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469891,26,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469901,8,0,1,620,D,1,D,13,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469931,9,0,1,620,D,1,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469981,19,0,1,130,D,1,D,07,D,,H,120,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469981,19,1,1,120,D,1,D,07,D,675,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469981,19,2,1,110,D,1,D,07,D,192,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469981,20,0,1,200,D,1,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469981,21,0,1,200,D,1,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469981,22,0,1,200,D,1,D,07,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469981,23,0,1,420,D,1,D,07,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470061,14,0,1,620,D,1,D,13,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470141,8,0,1,410,D,1,D,07,D,320,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20203,04470141,9,0,1,620,D,1,D,13,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470141,10,0,1,510,D,1,D,07,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470231,7,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470291,8,0,1,120,D,1,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470301,8,0,1,200,D,1,D,07,D,4735,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470301,9,0,1,620,D,1,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470351,8,0,1,110,D,1,D,07,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470351,9,0,1,620,D,1,D,07,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470381,20,0,1,410,D,1,D,07,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20203,04470381,21,0,1,420,D,1,D,06,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470531,13,0,1,200,D,1,D,05,D,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470531,14,0,1,620,D,1,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470551,27,0,1,620,D,1,D,13,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470561,19,0,1,620,D,1,D,07,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470601,9,0,1,110,D,1,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470651,17,0,1,200,D,1,D,07,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470651,18,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470791,28,0,1,420,D,1,D,06,D,140,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470801,6,0,1,410,D,1,D,13,D,334,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20203,04470801,7,0,1,130,D,1,D,07,D,,H,120,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470801,7,1,1,120,D,1,D,07,D,311,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470801,7,2,1,110,D,1,D,07,D,89,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470801,660,0,1,410,D,1,D,05,D,333,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20203,04470801,670,0,1,410,D,1,D,06,D,333,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20203,04470841,16,0,1,620,D,1,D,06,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470841,17,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470861,19,0,1,200,D,1,D,06,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470861,20,0,1,420,D,1,D,06,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470891,10,0,1,200,D,1,D,05,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04470901,7,0,1,410,D,1,D,07,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20203,04470901,8,0,1,510,D,1,D,07,D,199,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471051,19,0,1,420,D,1,D,07,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471051,20,0,1,620,D,1,D,13,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471081,7,0,1,620,D,1,D,13,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471121,10,0,1,620,D,1,D,13,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471121,11,0,1,620,D,1,D,06,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471131,7,0,1,620,D,1,D,13,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471211,16,0,1,620,D,1,D,13,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471231,10,0,1,330,D,1,D,05,D,2089,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471231,11,0,1,330,D,1,D,06,D,281,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471231,12,0,1,330,D,1,D,07,D,837,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471231,13,0,1,420,D,1,D,05,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471231,14,0,1,420,D,1,D,06,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471231,15,0,1,420,D,1,D,07,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471231,16,0,1,510,D,1,D,05,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471231,17,0,1,510,D,1,D,06,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471231,18,0,1,510,D,1,D,07,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471361,12,0,1,655,D,1,D,05,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20203,04471411,10,0,1,420,D,1,D,06,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471411,11,0,1,420,D,1,D,05,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471481,7,0,1,620,D,1,D,13,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471511,27,0,1,410,D,1,D,07,D,117,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20203,04471511,28,0,1,410,D,1,D,05,D,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20203,04471511,29,0,1,420,D,1,D,05,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471511,30,0,1,420,D,1,D,06,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471511,31,0,1,420,D,1,D,07,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471511,32,0,1,530,D,1,D,06,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471511,33,0,1,510,D,1,D,06,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471511,34,0,1,510,D,1,D,07,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471511,35,0,1,620,D,1,D,06,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471511,36,0,1,620,D,1,D,13,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471551,15,0,1,110,D,1,D,06,D,266,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471551,16,0,1,110,D,1,D,07,D,266,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471551,17,0,1,200,D,1,D,06,D,398,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471581,5,0,1,110,D,1,D,06,D,266,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471581,6,0,1,620,D,1,D,13,D,73,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471631,9,0,1,410,D,1,D,06,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20203,04471631,10,0,1,620,D,1,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471691,18,0,1,420,D,1,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471691,19,0,1,420,D,1,D,06,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471691,20,0,1,420,D,1,D,07,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471691,21,0,1,620,D,1,D,13,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471711,9,0,1,620,D,1,D,13,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471731,16,0,1,410,D,1,D,06,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20203,04471731,17,0,1,620,D,1,D,13,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471761,20,0,1,620,D,1,D,13,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471801,7,0,1,620,D,1,D,13,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471831,17,0,1,110,D,1,D,07,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471831,18,0,1,120,D,1,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471831,19,0,1,410,D,1,D,07,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20203,04471831,20,0,1,620,D,1,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04471851,17,0,1,410,D,1,D,07,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20203,04472061,17,0,1,420,D,1,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04472071,13,0,1,620,D,1,D,07,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04472101,12,0,1,200,D,1,D,07,D,168,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04472101,13,0,1,620,D,1,D,13,D,525,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04472141,10,0,1,620,D,1,D,13,D,23,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04472151,33,0,1,120,D,1,D,06,D,608,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04472161,17,0,1,420,D,1,D,06,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04472161,18,0,1,620,D,1,D,06,D,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04472191,25,0,1,620,D,1,D,05,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04472191,26,0,1,620,D,1,D,06,D,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04472191,27,0,1,620,D,1,D,07,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04472221,8,0,1,620,D,1,D,13,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04472251,38,0,1,130,D,1,D,06,D,,H,120,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04472251,38,1,1,120,D,1,D,06,D,743,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
