QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MISCCODE,MISC_ODE,MISCMO,MISCMO_,MISCGFTC,MISC_FTC,MISCEXPX,MISC_XPX,MISCDE1,MISCDE1_,MISCDE2,MISCDE2_,MISCDE3,MISCDE3_,MISCDE4,MISCDE4_,MISCDE5,MISCDE5_,MISCDE6,MISCDE6_,MISCDE7,MISCDE7_,MISCDE8,MISCDE8_,MISCDE9,MISCDE9_
20202,04321672,26,0,1,160,D,03,D,1,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321672,27,0,1,390,D,04,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321762,7,0,1,140,D,02,D,2,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321782,30,0,1,140,D,02,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321782,31,0,1,150,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321782,32,0,1,160,D,02,D,1,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321782,33,0,1,370,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321782,34,0,1,240,D,13,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321782,35,0,1,260,D,02,D,1,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321782,36,0,1,260,D,04,D,1,D,163,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321802,13,0,1,140,D,13,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321802,14,0,1,380,D,13,D,1,D,92,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321802,15,0,1,170,D,04,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321802,16,0,1,180,D,13,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321802,17,0,2,140,D,02,D,1,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321812,23,0,1,140,D,03,D,2,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321812,24,0,1,170,D,04,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321812,25,0,1,170,D,04,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321812,26,0,2,140,D,02,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321822,14,0,1,340,D,04,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321832,31,0,1,230,D,13,D,1,D,165,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321832,32,0,1,330,D,03,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321832,33,0,1,240,D,02,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321942,11,0,1,140,D,04,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321962,13,0,1,180,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321972,35,0,1,140,D,02,D,1,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321972,36,0,1,140,D,03,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321972,37,0,1,380,D,13,D,1,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321972,38,0,1,340,D,04,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321972,39,0,2,260,D,02,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322002,25,0,1,170,D,03,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322002,26,0,1,170,D,04,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322002,27,0,1,370,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322002,28,0,1,340,D,03,D,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322002,29,0,1,340,D,04,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322002,30,0,1,460,D,03,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322002,31,0,1,460,D,04,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322002,32,0,1,250,D,03,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322032,23,0,1,140,D,04,D,2,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322032,24,0,1,140,D,04,D,2,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322032,25,0,1,240,D,03,D,1,D,82,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322032,26,0,2,140,D,02,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322032,27,0,2,240,D,02,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322072,13,0,1,160,D,02,D,1,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322072,14,0,1,210,D,04,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322072,15,0,1,390,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322072,16,0,1,240,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322092,18,0,1,180,D,02,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322092,19,0,1,180,D,03,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322102,10,0,1,240,D,13,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322102,11,0,2,140,D,02,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322102,12,0,2,160,D,02,D,1,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322122,13,0,1,160,D,03,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322162,12,0,1,140,D,13,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322162,13,0,1,380,D,13,D,1,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322162,14,0,1,240,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322162,15,0,1,260,D,13,D,1,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322172,12,0,1,390,D,13,D,1,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322242,10,0,1,160,D,02,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322332,12,0,1,260,D,13,D,1,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322372,7,0,1,170,D,03,D,1,D,349,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322412,16,0,1,140,D,04,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322412,17,0,1,180,D,04,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322412,18,0,1,250,D,04,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322412,19,0,2,250,D,02,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322462,5,0,1,370,D,13,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322472,38,0,1,140,D,04,D,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322472,39,0,1,370,D,13,D,1,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322472,40,0,1,240,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322472,41,0,1,260,D,02,D,1,D,177,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322472,42,0,1,260,D,03,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322502,20,0,1,170,D,13,D,1,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322502,21,0,1,160,D,03,D,1,D,585,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322502,22,0,1,260,D,04,D,1,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322522,4,0,1,230,D,13,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322552,10,0,1,140,D,02,D,1,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322632,7,0,2,140,D,02,D,1,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322642,13,0,1,250,D,13,D,1,D,480,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322642,14,0,1,260,D,02,D,1,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322642,15,0,1,260,D,04,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322642,16,0,1,260,D,03,D,1,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322642,17,0,1,240,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322682,20,0,1,250,D,03,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322752,28,0,1,160,D,03,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322752,29,0,1,160,D,03,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322752,30,0,1,170,D,02,D,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322752,31,0,1,170,D,03,D,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322752,32,0,1,170,D,04,D,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322752,33,0,1,170,D,04,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322752,34,0,1,240,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322772,19,0,1,140,D,04,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322772,20,0,1,170,D,04,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322792,14,0,1,370,D,02,D,1,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322792,15,0,1,370,D,03,D,1,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322792,16,0,1,370,D,04,D,1,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322792,17,0,1,230,D,02,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322792,18,0,1,230,D,03,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322792,19,0,1,230,D,04,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322822,13,0,2,160,D,02,D,1,D,139,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322842,19,0,1,140,D,04,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322842,20,0,1,160,D,02,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322872,29,0,1,180,D,13,D,1,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322872,30,0,1,225,D,13,D,1,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322872,31,0,1,330,D,04,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322872,32,0,1,250,D,02,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322902,11,0,1,160,D,03,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322952,26,0,1,240,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323082,10,0,1,225,D,02,D,1,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323082,11,0,1,225,D,03,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323112,20,0,1,340,D,04,D,1,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323112,21,0,1,240,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323252,9,0,1,160,D,02,D,1,D,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323252,10,0,1,240,D,13,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323282,40,0,1,140,D,04,D,1,D,101,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323282,41,0,1,170,D,04,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323312,15,0,1,330,D,04,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323352,29,0,1,140,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323352,30,0,1,170,D,03,D,1,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323352,31,0,1,170,D,03,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323352,32,0,1,170,D,04,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323352,33,0,1,180,D,02,D,1,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323352,34,0,1,180,D,03,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323352,35,0,1,390,D,13,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323352,36,0,1,225,D,02,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323352,37,0,1,225,D,03,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323352,38,0,1,345,D,02,D,1,D,,H,340,D,330,D,,A,,A,,A,,A,,A,,A,,A
20202,04323352,38,1,1,340,D,02,D,1,D,300,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323352,38,2,1,330,D,02,D,1,D,300,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323382,14,0,1,140,D,03,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323422,25,0,1,180,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323422,26,0,1,330,D,04,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323422,27,0,1,240,D,13,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323422,28,0,1,260,D,02,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323422,29,0,2,260,D,02,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323462,29,0,1,160,D,02,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323462,30,0,1,170,D,03,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323462,31,0,1,170,D,04,D,1,D,119,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323462,32,0,1,340,D,03,D,1,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323462,33,0,2,160,D,02,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323462,34,0,2,460,D,02,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323532,11,0,1,370,D,13,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323532,12,0,1,260,D,02,D,1,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323532,13,0,1,260,D,03,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323532,14,0,1,260,D,04,D,1,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323592,5,0,1,140,D,13,D,1,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323602,16,0,1,180,D,13,D,1,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323642,23,0,1,140,D,02,D,1,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323642,24,0,1,140,D,03,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323642,25,0,1,390,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323672,18,0,1,140,D,04,D,1,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323672,19,0,1,370,D,03,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323672,20,0,2,100,D,02,D,2,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323692,8,0,1,260,D,04,D,1,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323702,16,0,1,370,D,02,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323722,14,0,1,240,D,13,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323782,22,0,1,250,D,04,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323782,23,0,1,240,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323882,15,0,1,140,D,02,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323882,16,0,1,140,D,04,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323902,9,0,1,380,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323912,28,0,1,170,D,04,D,1,D,756,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323912,29,0,1,160,D,03,D,1,D,313,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323912,30,0,1,240,D,13,D,1,D,72,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323912,31,0,1,260,D,02,D,1,D,299,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323912,32,0,1,265,D,03,D,1,D,,H,240,D,260,D,,A,,A,,A,,A,,A,,A,,A
20202,04323912,32,1,1,240,D,03,D,1,D,28,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323912,32,2,1,260,D,03,D,1,D,111,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323912,33,0,2,370,D,02,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323912,34,0,2,260,D,02,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323932,14,0,1,140,D,04,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323932,15,0,1,240,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323932,16,0,1,250,D,04,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323942,16,0,1,150,D,04,D,1,D,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323942,17,0,1,340,D,04,D,1,D,116,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323952,19,0,1,160,D,04,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323952,20,0,1,240,D,13,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324012,26,0,1,330,D,03,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324022,34,0,1,140,D,04,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324022,35,0,1,160,D,04,D,1,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324022,36,0,1,370,D,13,D,1,D,134,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324032,22,0,1,250,D,04,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324072,12,0,1,140,D,13,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324072,13,0,1,160,D,04,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324212,14,0,1,260,D,03,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324232,12,0,1,260,D,04,D,1,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324232,13,0,2,260,D,02,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324262,19,0,1,160,D,02,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324262,20,0,1,140,D,04,D,1,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324262,21,0,1,380,D,13,D,1,D,400,T,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324262,22,0,1,170,D,04,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324262,23,0,1,460,D,03,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324332,11,0,1,140,D,04,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324332,12,0,1,330,D,04,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324352,18,0,1,370,D,13,D,1,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324362,17,0,1,240,D,03,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324392,14,0,1,240,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324402,23,0,1,160,D,03,D,1,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324402,24,0,1,210,D,02,D,1,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324402,25,0,2,140,D,02,D,1,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324492,20,0,1,140,D,04,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324492,22,0,1,170,D,13,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324492,23,0,1,390,D,02,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324492,24,0,1,240,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324504,19,0,1,160,D,03,D,1,D,127,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324504,20,0,1,260,D,04,D,1,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324512,23,0,1,140,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324512,24,0,1,140,D,03,D,1,D,2297,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324512,25,0,1,240,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324512,26,0,1,265,D,04,D,1,D,,H,260,D,240,D,,A,,A,,A,,A,,A,,A,,A
20202,04324512,26,1,1,260,D,04,D,1,D,154,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324512,26,2,1,240,D,04,D,1,D,46,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324512,27,0,1,410,D,04,D,1,D,438,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324512,28,0,1,130,D,02,D,1,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324512,29,0,1,130,D,02,D,1,D,3800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324512,30,0,1,420,D,03,D,1,D,718,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324562,26,0,1,160,D,02,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324562,27,0,1,160,D,03,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324562,28,0,1,390,D,13,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324562,29,0,1,240,D,04,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324572,9,0,1,380,D,13,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324672,18,0,1,170,D,13,D,1,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324672,19,0,1,240,D,04,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324792,16,0,1,260,D,04,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324823,15,0,1,230,D,04,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324823,16,0,1,240,D,04,D,1,D,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324823,17,0,1,240,D,13,D,1,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324823,18,0,2,240,D,02,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324842,6,0,1,370,D,13,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324882,11,0,1,160,D,02,D,1,D,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324882,12,0,1,460,D,03,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324882,13,0,2,140,D,02,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324892,23,0,1,140,D,03,D,1,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324892,24,0,1,140,D,04,D,1,D,57,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324892,25,0,1,330,D,04,D,2,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324892,26,0,1,240,D,03,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324892,27,0,1,240,D,04,D,1,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324892,28,0,1,250,D,04,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324902,25,0,1,460,D,04,D,1,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324953,7,0,2,340,D,02,D,1,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324982,31,0,1,140,D,02,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324982,32,0,1,180,D,02,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324982,33,0,1,330,D,02,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324982,34,0,1,330,D,03,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324982,35,0,1,330,D,04,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04325012,27,0,1,340,D,04,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
