QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOG,PROP0NOG,OWNYG,OWNYG_,NEWMRTG,NEWMRTG_,ORGMRTG,ORGMRTG_,QMRTTRMG,QMRT_RMG,MRTPMTG,MRTPMTG_,PAYPRTXG,PAYP_TXG,PAYPRING,PAYP_ING,PAYMRING,PAYM_ING,PAYOTHRG,PAYO_HRG,QESCROWG,QESC_OWG,QPRINM1G,QPRI_M1G,QPRINM2G,QPRI_M2G,QPRINM3G,QPRI_M3G,QADINT1G,QADI_T1G,QADINT2G,QADI_T2G,QADINT3G,QADI_T3G,QRFINDTG,QRFI_DTG,FRSTPYMG,FRST_YMG,FRSTPYRG,FRST_YRG,FIXDRTEG,FIXD_TEG,QNEWDATG,QNEW_ATG,QBLNCM1G,QBLN_M1G,QBLNCM2G,QBLN_M2G,QBLNCM3G,QBLN_M3G,LOAN_NOG,LOAN0NOG,VARRTEG,VARRTEG_,INTONLYG,INTO_LYG,OTHRTEG,OTHRTEG_,PAYMT1G,PAYMT1G_,PAYMT2G,PAYMT2G_,PAYMT3G,PAYMT3G_,PAYPRNPG,PAYP_NPG,PAYINTG,PAYINTG_
20202,04216804,51,0,5,01,D,100,D,.0400,D,40000,D,10,D,466,D,,B,,B,,B,,B,61,D,345,D,346,D,348,D,60,D,59,D,57,D,,A,01,D,2014,D,1,D,,A,17935,D,17589,D,17243,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04219584,23,0,5,01,D,100,D,.0500,F,94,F,10,F,1,F,,C,,C,,C,,C,0,F,1,F,1,F,1,F,0,F,0,F,0,F,,A,11,F,2019,F,1,F,,A,93,F,92,F,92,F,01,D,,C,,C,,C,,A,,A,,A,,C,,A
20202,04220324,16,0,5,01,D,100,D,.0544,D,30000,D,15,D,528,D,,B,,B,,B,,B,284,D,183,D,184,D,185,D,61,D,60,D,59,D,,A,04,D,2010,D,1,D,,A,13381,D,13198,D,13014,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04221184,19,0,5,01,D,100,D,.0529,D,40000,D,10,D,430,D,3,D,4,D,,A,,A,0,D,260,D,261,D,262,D,140,D,139,D,138,D,,A,03,D,2018,D,2,D,,A,34154,D,33875,D,33594,D,01,D,1,D,,A,,A,400,D,400,D,400,D,1,D,2,D
20202,04225444,32,0,5,01,D,100,D,.0662,D,70000,D,19,D,542,D,,B,,B,,B,,B,2,D,403,D,405,D,407,D,137,D,135,D,133,D,,A,06,D,2005,D,1,D,,A,24856,D,24453,D,24048,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04225874,13,0,5,01,D,100,D,.0500,D,75000,D,15,D,700,D,,B,,B,,B,,B,107,D,375,D,377,D,378,D,218,D,216,D,215,D,,A,04,D,2014,D,1,D,,A,52256,D,51881,D,51504,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04226054,28,0,5,01,D,100,D,.0600,D,6000,D,15,D,51,D,,A,,A,,A,,A,0,D,15,D,15,D,15,D,15,D,15,D,15,D,,A,10,D,2016,D,2,D,,A,5089,D,5064,D,5038,D,01,D,1,D,,A,,A,30,D,30,D,30,D,1,D,2,D
20202,04227104,12,0,5,01,D,100,D,.0400,F,32890,F,10,F,333,F,,A,,A,,A,,A,0,F,234,F,235,F,236,F,99,F,98,F,97,F,,A,12,F,2018,F,1,F,,A,29694,F,29460,F,29225,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04228224,21,0,5,01,D,100,D,.0599,D,75000,D,15,D,640,D,,B,,B,,B,,B,8,D,269,D,271,D,272,D,363,D,361,D,360,D,,A,05,D,2019,D,1,D,,A,72635,D,72365,D,72094,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04228354,29,0,5,01,D,100,D,.0640,D,130000,D,15,D,1125,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,0,D,0,D,0,D,,A,11,D,2007,D,2,D,,A,33968,D,33024,D,32075,D,01,D,1,D,,A,,A,0,D,0,D,0,D,1,D,2,D
20202,04228904,31,0,5,01,D,100,D,.0400,F,32890,F,10,F,333,F,,A,,A,,A,,A,0,F,234,F,235,F,236,F,99,F,98,F,97,F,,A,12,F,2018,F,1,F,,A,29694,F,29460,F,29225,F,01,D,1,D,,A,,A,,A,,A,,A,1,D,2,D
20202,04229924,40,0,5,01,D,100,D,.0540,D,40000,D,14,D,346,D,,B,,B,,B,,B,6,D,228,D,229,D,230,D,112,D,111,D,110,D,,A,07,D,2013,D,1,D,,A,24862,D,24634,D,24405,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04235124,27,0,5,01,D,100,D,.0472,D,1829,D,2,D,80,D,,A,,A,,A,,A,0,D,75,D,75,D,75,D,5,D,5,D,5,D,,A,07,D,2019,D,1,D,,A,1313,D,1238,D,1163,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04235744,15,0,5,01,D,100,D,.0440,D,11336,D,4,D,258,D,,A,,A,,A,,A,0,D,251,D,251,D,252,D,7,D,7,D,6,D,,A,10,D,2016,D,1,D,,A,2030,D,1779,D,1528,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04236364,20,0,5,01,D,100,D,.0440,D,100000,D,15,D,800,D,,B,,B,,B,,B,40,D,454,D,455,D,457,D,306,D,305,D,303,D,,A,12,D,2016,D,1,D,,A,83541,D,83088,D,82632,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04237294,32,0,5,01,D,100,D,.0472,F,48000,F,10,F,503,F,3,F,4,F,,A,,A,0,F,32,F,32,F,32,F,18,F,18,F,18,F,,A,09,F,2019,F,2,F,,A,46737,F,46419,F,46099,F,01,D,,A,,A,,A,50,F,50,F,50,F,1,D,2,D
20202,04238604,18,0,5,01,D,100,D,.0472,D,38204,D,10,D,400,D,,A,,A,,A,,A,0,D,258,D,259,D,260,D,142,D,141,D,140,D,,A,07,D,2019,D,1,D,,A,36178,D,35921,D,35662,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04240104,20,0,5,01,D,100,D,.0529,F,120000,F,10,F,1290,F,,A,,A,,A,,A,0,F,0,F,0,F,0,F,500,F,500,F,500,F,,A,11,F,2018,F,2,F,,A,120000,F,120000,F,120000,F,01,D,1,D,,A,,A,500,F,500,F,500,F,,A,2,D
20202,04240564,26,0,5,01,D,100,D,.0440,D,30000,D,15,D,600,D,,B,,B,,B,,B,372,D,163,D,163,D,164,D,65,D,65,D,64,D,,A,11,D,2012,D,1,D,,A,17771,D,17608,D,17445,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04243384,24,0,5,01,D,100,D,.0525,D,40000,D,20,D,270,D,,A,,A,,A,,A,0,D,143,D,144,D,144,D,9,D,8,D,8,D,,A,05,D,2001,D,2,D,,A,3653,D,3399,D,3144,D,01,D,1,D,,A,,A,193,D,200,D,152,D,1,D,2,D
20202,04244744,42,0,5,01,D,100,D,.0500,D,12000,D,5,D,226,D,,A,,A,,A,,A,0,D,181,D,182,D,183,D,45,D,44,D,43,D,,A,08,D,2019,D,1,D,,A,10752,D,10571,D,10389,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04245504,64,0,5,01,D,100,D,.0460,D,25000,D,5,D,644,D,,B,,B,,B,,B,177,D,455,D,456,D,458,D,12,D,11,D,9,D,,A,10,D,2015,D,1,D,,A,3233,D,2779,D,2322,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04267793,36,0,5,02,D,200,D,.0525,D,135000,D,10,D,1448,D,,A,,A,,A,,A,0,D,851,D,855,D,859,D,399,D,395,D,391,D,,A,05,D,2017,D,2,D,,A,105604,D,104618,D,103627,D,01,D,1,D,,A,,A,1122,T,1122,T,1122,T,1,D,2,D
20202,04267893,16,0,5,01,D,100,D,.0475,D,165000,D,5,D,1300,D,,A,,A,,A,,A,,B,,A,,A,,A,,A,,A,,A,,A,08,D,2010,D,1,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04269293,12,0,5,01,D,100,D,.0600,F,18000,F,19,F,177,F,,B,,B,,B,,B,45,F,46,F,46,F,46,F,43,F,43,F,43,F,,A,07,F,2018,F,1,F,,A,17211,F,17165,F,17119,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04269353,20,0,5,01,D,100,D,.0600,D,9278,D,10,D,103,D,,A,,A,,A,,A,0,D,,A,57,D,57,D,,A,46,D,46,D,,A,02,D,2020,D,1,D,,A,,A,9278,D,9221,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04270203,19,0,1,01,D,100,D,.0472,F,1829,F,2,F,80,F,,A,,A,,A,,A,0,F,75,F,75,F,75,F,5,F,5,F,5,F,,A,07,F,2019,F,1,F,,A,1313,F,1238,F,1163,F,01,D,1,D,,A,,A,,A,,A,,A,1,D,2,D
20202,04272053,29,0,5,01,D,100,D,.0600,D,18000,D,19,D,177,D,,B,,B,,B,,B,45,D,46,D,46,D,46,D,43,D,43,D,43,D,,A,07,D,2018,D,1,D,,A,17211,D,17165,D,17119,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04272383,8,0,1,01,D,100,D,.0500,F,94,F,10,F,1,F,,C,,C,,C,,C,0,F,1,F,1,F,1,F,0,F,0,F,0,F,,A,11,F,2019,F,1,F,,A,93,F,92,F,92,F,01,D,,C,,C,,C,,A,,A,,A,,C,,A
20202,04272793,22,0,5,01,D,100,D,.0650,D,8954,D,15,D,78,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,78,D,78,D,78,D,,A,12,D,2019,D,1,D,,A,8954,D,8954,D,8954,D,01,D,,A,,A,,A,,A,,A,,A,,A,2,D
20202,04273143,18,0,5,01,D,100,D,.0550,D,100000,D,15,D,817,D,,A,,A,,A,,A,0,D,198,D,199,D,200,D,52,D,51,D,50,D,,A,04,D,2009,D,2,D,,A,37084,D,36437,D,35787,D,01,D,1,D,,A,,A,250,D,250,D,250,D,1,D,2,D
20202,04273343,25,0,5,01,D,100,D,.0475,D,150000,D,10,D,1573,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,08,D,2019,D,2,D,,A,145066,D,144068,D,143065,D,01,D,1,D,,A,,A,690,D,690,D,690,D,1,D,2,D
20202,04274903,28,0,5,01,D,100,D,.0700,D,11131,D,7,D,168,D,,A,,A,,A,,A,0,D,106,D,107,D,107,D,62,D,61,D,61,D,,A,08,D,2019,D,1,D,,A,10610,D,10503,D,10397,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04275323,14,0,5,01,D,100,D,.0472,D,48000,D,10,D,503,D,3,D,4,D,,A,,A,0,D,32,D,32,D,32,D,18,D,18,D,18,D,,A,09,D,2019,D,2,D,,A,46737,D,46419,D,46099,D,01,D,,A,,A,3,D,50,D,50,D,50,D,1,D,2,D
20202,04281223,11,0,5,01,D,100,D,.0440,D,30000,D,15,D,250,D,3,D,4,D,,A,,A,22,D,163,D,164,D,165,D,65,D,64,D,63,D,,A,09,D,2012,D,1,D,,A,17608,D,17445,D,17281,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04283553,8,0,1,01,D,100,D,.0662,F,70000,F,19,F,542,F,,B,,B,,B,,B,2,F,403,F,405,F,407,F,137,F,135,F,133,F,,A,06,F,2005,F,1,F,,A,24856,F,24453,F,24048,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04284303,15,0,5,01,D,100,D,.0709,D,101674,D,15,D,919,D,,A,,A,,A,,A,0,D,788,D,793,D,798,D,131,D,126,D,121,D,,A,04,D,2007,D,1,D,,A,22088,D,21300,D,20507,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04288573,17,0,5,01,D,100,D,.0472,D,30000,D,15,D,300,D,,B,,B,,B,,B,67,D,119,D,119,D,120,D,114,D,114,D,113,D,,A,06,D,2019,D,1,D,,A,29067,D,28949,D,28829,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04289473,22,0,5,01,D,100,D,.0472,D,103000,D,5,D,1931,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,,A,,A,,A,,A,09,D,2019,D,2,D,,A,103000,D,103000,D,103000,D,01,D,,A,2,D,,A,340,D,340,D,340,D,,A,2,D
20202,04292463,21,0,5,01,D,100,D,.0460,F,25000,F,5,F,644,F,,B,,B,,B,,B,177,F,455,F,456,F,458,F,12,F,11,F,9,F,,A,10,F,2015,F,1,F,,A,3233,F,2779,F,2322,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04292993,29,0,5,01,D,100,D,.0472,F,30000,F,15,F,300,F,,B,,B,,B,,B,67,F,119,F,119,F,120,F,114,F,114,F,113,F,,A,06,F,2019,F,1,F,,A,29067,F,28949,F,28829,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04293263,23,0,5,02,D,200,D,.0500,D,5516,D,2,D,242,D,,A,,A,,A,,A,0,D,221,D,222,D,223,D,21,D,20,D,19,D,,A,01,D,2020,D,1,D,,A,5077,D,4856,D,4634,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04298423,25,0,5,01,D,100,D,.0775,D,19165,D,10,D,230,D,,A,,A,,A,,A,0,D,119,D,119,D,120,D,111,D,111,D,110,D,,A,10,D,2018,D,1,D,,A,17263,D,17144,D,17025,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04299163,25,0,5,01,D,100,D,.0995,D,31000,D,10,D,409,D,,A,,A,,A,,A,0,D,171,D,172,D,173,D,238,D,237,D,236,D,,A,01,D,2019,D,1,D,,A,28754,D,28583,D,28411,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04310592,11,0,5,01,D,100,D,.0500,D,94,D,10,D,1,D,,C,,C,,C,,C,0,D,1,D,1,D,1,D,0,D,0,D,0,D,,A,11,D,2019,D,1,D,,A,93,D,92,D,92,D,01,D,,A,,A,,A,,A,,A,,A,,C,,A
20202,04312012,34,0,5,01,D,100,D,.0500,D,98986,D,16,D,750,D,,A,,A,,A,,A,0,D,556,D,558,D,561,D,194,D,192,D,189,D,,A,01,D,2010,D,1,D,,A,46569,D,46013,D,45455,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04313272,34,0,5,01,D,100,D,.0460,D,30000,D,10,D,332,D,,B,,B,,B,,B,20,D,222,D,223,D,224,D,90,D,89,D,88,D,,A,06,D,2017,D,1,D,,A,23528,D,23307,D,23084,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04313862,22,0,1,01,D,100,D,.0590,D,59500,D,10,D,658,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,,A,,A,,A,,A,12,D,2018,D,2,D,,A,59500,D,59500,D,59500,D,01,D,1,D,,A,,A,335,D,335,D,335,D,,A,2,D
20202,04320172,14,0,5,01,D,100,D,.0400,D,32000,D,13,D,320,D,3,D,,A,,A,,A,57,D,220,D,221,D,222,D,43,D,42,D,41,D,,A,06,D,2011,D,1,D,,A,12826,D,12605,D,12384,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04320372,16,0,5,01,D,100,D,.0472,D,130000,D,20,D,838,D,,A,,A,,A,,A,0,D,337,D,339,D,340,D,525,D,523,D,522,D,,A,12,D,2019,D,2,D,,A,129673,D,129345,D,129016,D,01,D,,A,2,D,,A,1122,T,1122,T,1122,T,1,D,2,D
20202,04320582,10,0,5,01,D,100,D,.0449,D,33225,D,15,D,254,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,254,D,254,D,254,D,,A,08,D,2012,D,1,D,,A,33225,D,33225,D,33225,D,01,D,,A,,A,,A,,A,,A,,A,,A,2,D
20202,04320592,30,0,5,01,D,100,D,.0500,D,231555,T,10,D,3040,T,,A,,A,,A,,A,0,D,0,D,0,D,0,D,0,D,0,D,0,D,,A,01,D,2020,D,2,D,,A,234223,T,242252,T,241239,T,01,D,1,D,,A,,A,0,D,0,D,0,D,,A,2,D
20202,04321022,18,0,5,01,D,100,D,.0640,F,130000,F,15,F,1125,F,,A,,A,,A,,A,0,F,0,F,0,F,0,F,0,F,0,F,0,F,,A,11,F,2007,F,2,F,,A,33968,F,33024,F,32075,F,01,D,,A,,A,,A,0,F,0,F,0,F,1,D,2,D
20202,04321082,32,0,5,01,D,100,D,.0590,D,45000,D,5,D,1000,D,,B,,B,,B,,B,132,D,799,D,803,D,806,D,69,D,65,D,62,D,,A,07,D,2016,D,1,D,,A,14116,D,13317,D,12514,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04321672,33,0,5,02,D,200,D,.0450,D,55000,D,5,D,1025,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,09,D,2012,D,2,D,,A,,A,,A,,A,01,D,1,D,,A,,A,180,D,180,D,181,D,1,D,2,D
20202,04322502,28,0,5,01,D,100,D,.0540,D,27770,D,10,D,300,D,,A,,A,,A,,A,0,D,230,D,231,D,232,D,70,D,69,D,68,D,,A,01,D,2015,D,1,D,,A,15515,D,15285,D,15054,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04322872,39,0,5,01,D,100,D,.0529,F,120000,F,10,F,1290,F,,A,,A,,A,,A,0,F,0,F,0,F,0,F,500,F,500,F,500,F,,A,11,F,2018,F,2,F,,A,120000,F,120000,F,120000,F,01,D,,C,,C,,C,500,F,500,F,500,F,,A,2,D
20202,04324362,22,0,5,01,D,100,D,.0475,F,119000,F,20,F,950,F,3,F,4,F,,A,,A,181,F,338,F,339,F,341,F,431,F,430,F,428,F,,A,07,F,2017,F,1,F,,A,108857,F,108518,F,108179,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04325462,16,0,1,01,D,100,D,.0400,D,32890,D,10,D,333,D,,A,,A,,A,,A,0,D,234,D,235,D,236,D,99,D,98,D,97,D,,A,12,D,2018,D,1,D,,A,29694,D,29460,D,29225,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04330912,29,0,5,02,D,200,D,.0472,D,30000,D,15,D,233,D,,A,,A,,A,,A,0,D,,A,115,D,115,D,,A,118,D,118,D,,A,03,D,2020,D,1,D,,A,,A,30000,D,29885,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04343462,18,0,5,01,D,100,D,.0440,D,50000,D,15,D,679,D,,B,,B,,B,,B,299,D,212,D,213,D,214,D,168,D,167,D,166,D,,A,06,D,2018,D,1,D,,A,45715,D,45503,D,45289,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04344442,10,0,5,01,D,100,D,.0475,D,119000,D,20,D,950,D,3,D,4,D,,A,,A,181,D,338,D,339,D,341,D,431,D,430,D,428,D,,A,07,D,2017,D,1,D,,A,108857,D,108518,D,108179,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04345752,26,0,5,01,D,100,D,.0600,D,22160,D,15,D,187,D,,A,,A,,A,,A,0,D,102,D,102,D,103,D,85,D,85,D,84,D,,A,05,D,2015,D,1,D,,A,17048,D,16946,D,16844,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04345782,14,0,5,01,D,100,D,.0529,D,120000,D,10,D,1290,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,500,D,500,D,500,D,,A,11,D,2018,D,2,D,,A,120000,D,120000,D,120000,D,01,D,1,D,,A,,A,500,D,500,D,500,D,,A,2,D
20202,04347612,25,0,5,01,D,100,D,.0473,D,14703,D,12,D,134,D,,A,,A,,A,,A,0,D,105,D,105,D,106,D,29,D,29,D,28,D,,A,05,D,2013,D,1,D,,A,7358,D,7253,D,7148,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04378974,22,0,1,01,D,100,D,.0500,D,231555,T,10,D,1909,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,03,D,2011,D,2,D,,A,25911,D,24110,D,22302,D,01,D,,A,,A,3,D,,C,,C,,C,1,D,2,D
20202,04385663,20,0,1,01,D,100,D,.0590,D,30000,D,20,D,238,D,,B,,B,,B,,B,25,D,91,D,92,D,92,D,122,D,121,D,121,D,,A,05,D,2014,D,1,D,,A,24726,D,24635,D,24543,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04385663,21,0,1,01,D,100,D,.0590,D,18292,D,20,D,130,D,,A,,A,,A,,A,0,D,41,D,42,D,42,D,89,D,88,D,88,D,,A,06,D,2019,D,1,D,,A,18007,D,17966,D,17924,D,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04385831,19,0,1,01,D,100,D,.0460,F,85831,F,15,F,661,F,,A,,A,,A,,A,0,F,418,F,419,F,421,F,243,F,242,F,240,F,,A,01,F,2015,F,1,F,,A,63483,F,63066,F,62646,F,01,D,1,D,,A,,A,,A,,A,,A,1,D,2,D
20202,04385944,22,0,1,01,D,100,D,.0472,F,231555,V,15,F,1600,F,,A,,A,,A,,A,0,F,811,F,814,F,818,F,789,F,786,F,782,F,,A,07,F,2019,F,1,F,,A,234223,V,242252,V,241239,V,01,D,1,D,,A,,A,,A,,A,,A,1,D,2,D
20202,04388491,28,0,1,01,D,100,D,.0580,D,63625,D,10,D,700,D,,A,,A,,A,,A,0,D,606,D,609,D,612,D,94,D,91,D,88,D,,A,07,D,2012,D,1,D,,A,19504,D,18898,D,18290,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04389011,26,0,1,01,D,100,D,.0460,D,85831,D,15,D,661,D,,A,,A,,A,,A,0,D,418,D,419,D,421,D,243,D,242,D,240,D,,A,01,D,2015,D,1,D,,A,63483,D,63066,D,62646,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04390381,28,0,1,02,D,300,D,.0700,D,,T,20,D,1120,D,3,D,4,D,,A,,A,190,D,,T,,T,,T,164,D,161,D,158,D,,A,11,D,2003,D,1,D,,A,37569,D,36858,D,36143,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04392791,9,0,1,01,D,100,D,.0775,F,19165,F,10,F,230,F,,A,,A,,A,,A,0,F,119,F,119,F,120,F,111,F,111,F,110,F,,A,10,F,2018,F,1,F,,A,17263,F,17144,F,17025,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04393201,13,0,1,01,D,100,D,.0500,D,40000,D,15,D,332,D,,B,,B,,B,,B,16,D,161,D,162,D,162,D,155,D,154,D,154,D,,A,08,D,2018,D,1,D,,A,37215,D,37054,D,36892,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04393991,30,0,1,01,D,100,D,.0450,D,49555,D,17,D,348,D,,A,,A,,A,,A,0,D,248,D,248,D,249,D,100,D,100,D,99,D,,A,09,D,2010,D,1,D,,A,26788,D,26540,D,26292,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04394541,32,0,1,01,D,100,D,.0460,D,11813,D,10,D,123,D,,A,,A,,A,,A,0,D,96,D,97,D,97,D,27,D,26,D,26,D,,A,06,D,2015,D,1,D,,A,6969,D,6872,D,6776,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04394563,18,0,1,01,D,100,D,.0440,D,30000,D,18,D,204,D,,B,,B,,B,,B,3,D,106,D,107,D,107,D,95,D,94,D,94,D,,A,08,D,2016,D,1,D,,A,25876,D,25770,D,25664,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04397251,35,0,1,01,D,100,D,.0400,D,79016,D,10,D,800,D,,A,,A,,A,,A,0,D,587,D,589,D,591,D,213,D,211,D,209,D,,A,11,D,2017,D,1,D,,A,63882,D,63295,D,62706,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04399802,12,0,1,01,D,100,D,.0529,D,70486,D,10,D,758,D,,A,,A,,A,,A,0,D,484,D,486,D,488,D,274,D,272,D,270,D,,A,08,D,2018,D,1,D,,A,62126,D,61642,D,61156,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04399822,36,0,1,01,D,100,D,.0472,D,231555,T,15,D,1600,D,,A,,A,,A,,A,0,D,811,D,814,D,818,D,789,D,786,D,782,D,,A,07,D,2019,D,1,D,,A,234223,T,242252,T,241239,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04404081,8,0,1,01,D,100,D,.0529,D,155000,D,15,D,1397,D,3,D,,A,,A,,A,148,D,623,D,626,D,629,D,626,D,623,D,620,D,,A,04,D,2018,D,1,D,,A,141961,D,141338,D,140712,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04406504,39,0,1,01,D,100,D,.0492,D,24829,D,7,D,350,D,,A,,A,,A,,A,0,D,329,D,331,D,332,D,21,D,19,D,18,D,,A,06,D,2014,D,1,D,,A,5082,D,4752,D,4422,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04407853,16,0,1,01,D,100,D,.0472,D,65868,D,12,D,600,D,,A,,A,,A,,A,0,D,349,D,350,D,352,D,251,D,250,D,248,D,,A,09,D,2019,D,1,D,,A,63802,D,63453,D,63103,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04408071,11,0,1,01,D,100,D,.0400,D,50000,D,10,D,527,D,,B,,B,,B,,B,21,D,342,D,343,D,344,D,164,D,163,D,162,D,,A,01,D,2020,D,1,D,,A,49320,D,48979,D,48636,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04410661,13,0,1,01,D,100,D,.0472,F,30000,F,15,F,300,F,,B,,B,,B,,B,67,F,119,F,119,F,120,F,114,F,114,F,113,F,,A,06,F,2019,F,1,F,,A,29067,F,28949,F,28829,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04411691,26,0,1,01,D,100,D,.0500,F,94,F,10,F,1,F,,C,,C,,C,,C,0,F,1,F,1,F,1,F,0,F,0,F,0,F,,A,11,F,2019,F,1,F,,A,93,F,92,F,92,F,01,D,,A,,A,3,D,,A,,A,,A,,C,,A
20202,04414954,6,0,1,01,D,100,D,.0509,D,30000,D,20,D,199,D,,A,,A,,A,,A,0,D,75,D,75,D,75,D,124,D,124,D,124,D,,A,06,D,2019,D,1,D,,A,29343,D,29269,D,29194,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04415801,12,0,1,01,D,100,D,.0600,D,69000,F,15,D,585,D,3,D,4,D,,A,,A,3,F,582,F,,A,,A,3,F,,A,,A,,A,05,F,2005,D,1,D,,A,582,F,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04415941,20,0,1,01,D,100,D,.0473,F,14703,F,12,F,134,F,,A,,A,,A,,A,0,F,105,F,105,F,106,F,29,F,29,F,28,F,,A,05,F,2013,F,1,F,,A,7358,F,7253,F,7148,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04415961,14,0,1,01,D,100,D,.0475,D,19000,D,10,D,199,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,02,D,2017,D,2,D,,A,14069,D,13926,D,13782,D,01,D,1,D,,A,,A,0,D,0,D,0,D,1,D,2,D
20202,04418201,28,0,1,01,D,100,D,.0473,D,64367,D,15,D,500,D,,A,,A,,A,,A,0,D,339,D,340,D,341,D,145,D,144,D,143,D,,A,06,D,2013,D,1,D,,A,40919,D,40581,D,40241,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
