QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOG,PROP0NOG,OWNYG,OWNYG_,NEWMRTG,NEWMRTG_,ORGMRTG,ORGMRTG_,QMRTTRMG,QMRT_RMG,MRTPMTG,MRTPMTG_,PAYPRTXG,PAYP_TXG,PAYPRING,PAYP_ING,PAYMRING,PAYM_ING,PAYOTHRG,PAYO_HRG,QESCROWG,QESC_OWG,QPRINM1G,QPRI_M1G,QPRINM2G,QPRI_M2G,QPRINM3G,QPRI_M3G,QADINT1G,QADI_T1G,QADINT2G,QADI_T2G,QADINT3G,QADI_T3G,QRFINDTG,QRFI_DTG,FRSTPYMG,FRST_YMG,FRSTPYRG,FRST_YRG,FIXDRTEG,FIXD_TEG,QNEWDATG,QNEW_ATG,QBLNCM1G,QBLN_M1G,QBLNCM2G,QBLN_M2G,QBLNCM3G,QBLN_M3G,LOAN_NOG,LOAN0NOG,VARRTEG,VARRTEG_,INTONLYG,INTO_LYG,OTHRTEG,OTHRTEG_,PAYMT1G,PAYMT1G_,PAYMT2G,PAYMT2G_,PAYMT3G,PAYMT3G_,PAYPRNPG,PAYP_NPG,PAYINTG,PAYINTG_
20211,04571692,26,0,1,01,D,100,D,.0472,D,331395,T,15,D,6313,T,,A,,A,,A,,A,0,D,2024,T,2032,T,2275,T,2067,D,2059,D,2051,D,,A,12,D,2020,D,1,D,,A,240725,T,239352,T,237974,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20211,04572212,32,0,5,01,D,100,D,.0521,F,100000,F,10,F,1200,F,,B,,B,,B,,B,129,F,2024,V,2032,V,2275,V,54,F,50,F,45,F,,A,12,F,2011,F,1,F,,A,12489,F,11472,F,10451,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20211,04576552,26,0,5,01,D,100,D,.0460,D,25000,D,10,D,260,D,,A,,A,,A,,A,0,D,2024,T,2032,T,2275,T,492,D,484,D,476,D,,A,07,D,2015,D,2,D,,A,12886,D,12675,D,12463,D,01,D,1,D,,A,,A,1440,T,1440,T,1492,T,1,D,2,D
20211,04576732,26,0,5,01,D,100,D,.0521,D,100000,D,10,D,1200,D,,B,,B,,B,,B,129,D,2024,T,2032,T,2275,T,54,D,50,D,45,D,,A,12,D,2011,D,1,D,,A,12489,D,11472,D,10451,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20211,04577142,38,0,5,01,D,100,D,.0849,D,35000,D,20,D,304,D,,A,,A,,A,,A,0,D,57,D,57,D,58,D,247,D,247,D,246,D,,A,11,D,2020,D,1,D,,A,34944,D,34887,D,34830,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20211,04577712,34,0,1,01,D,100,D,.0472,F,9000,F,15,F,70,F,,A,,A,,A,,A,0,F,187,F,188,F,189,F,163,F,162,F,161,F,,A,03,F,2019,F,2,F,,A,8247,F,8210,F,8172,F,01,D,,A,,A,,A,50,F,400,F,350,F,1,D,2,D
20211,04578502,16,0,1,01,D,100,D,.0635,F,87000,F,20,F,641,F,3,F,4,F,5,F,,A,0,F,231,F,233,F,234,F,410,F,408,F,407,F,,A,01,F,2017,F,1,F,,A,77390,F,77159,F,76926,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20211,04610241,19,0,1,01,D,100,D,.0440,D,35000,D,10,D,361,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,06,D,2016,D,2,D,,A,21695,D,21413,D,21131,D,01,D,1,D,,A,,A,127,D,126,D,127,D,1,D,2,D
20211,04610661,14,0,1,01,D,100,D,.0460,F,97388,F,15,F,750,F,,A,,A,,A,,A,0,F,470,F,472,F,474,F,280,F,278,F,276,F,,A,12,F,2015,F,1,F,,A,72974,F,72503,F,72031,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20211,04613931,23,0,1,01,D,100,D,.0500,D,60000,D,10,D,636,D,,A,,A,,A,,A,0,D,529,D,532,D,534,D,107,D,104,D,102,D,,A,06,D,2014,D,1,D,,A,25571,D,25042,D,24510,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20211,04614731,38,0,1,01,D,100,D,.0472,D,21000,D,5,D,394,D,,A,,A,,A,,A,0,D,318,D,319,D,320,D,76,D,75,D,74,D,,A,05,D,2020,D,1,D,,A,19431,D,19113,D,18794,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20211,04618281,60,0,1,01,D,100,D,.0499,D,140000,D,15,D,1106,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,1106,D,1106,D,1106,D,,A,03,D,2015,D,1,D,,A,140000,D,140000,D,140000,D,01,D,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04657901,47,0,1,01,D,100,D,.0425,D,17000,D,5,D,358,D,,B,,B,,B,,B,43,D,268,D,269,D,270,D,47,D,46,D,45,D,,A,09,D,2019,D,1,D,,A,13350,D,13082,D,12813,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20211,04661921,22,0,1,01,D,100,D,.0460,D,25000,D,5,D,467,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,07,D,2015,D,2,D,,A,,A,,A,,A,01,D,,A,2,D,,A,1440,T,1440,T,1492,T,,A,2,D
20211,04679141,15,0,1,01,D,100,D,.0529,F,155000,F,15,F,1397,F,3,F,,A,,A,,A,148,F,648,F,651,F,654,F,601,F,598,F,595,F,,A,04,F,2018,F,1,F,,A,136252,F,135604,F,134953,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20211,04680421,11,0,1,01,D,100,D,.0500,D,331395,T,20,D,6313,T,3,D,4,D,5,D,,A,1020,D,2024,T,2032,T,2275,T,841,D,836,D,831,D,,A,01,D,2012,D,1,D,,A,240725,T,239352,T,237974,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20211,04681623,12,0,1,01,D,100,D,.0492,D,38000,D,15,D,400,D,,B,,B,,B,,B,101,D,201,D,202,D,203,D,98,D,97,D,96,D,,A,01,D,2014,D,1,D,,A,23876,D,23675,D,23473,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20211,04681911,14,0,1,01,D,100,D,.0400,D,52000,D,10,D,526,D,,A,,A,,A,,A,0,D,362,D,363,D,365,D,164,D,163,D,161,D,,A,04,D,2020,D,1,D,,A,49146,D,48783,D,48420,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20211,04683161,16,0,1,01,D,100,D,.0472,D,40000,D,10,D,420,D,,B,,B,,B,,B,1,D,268,D,269,D,270,D,151,D,150,D,149,D,,A,06,D,2020,D,1,D,,A,38414,D,38147,D,37878,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20211,04684031,25,0,1,02,D,300,D,.0440,D,,T,10,D,280,D,,A,,A,,A,,A,0,D,596,T,599,T,602,T,58,D,57,D,56,D,,A,03,D,2016,D,1,D,,A,15725,D,15503,D,15280,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20211,04686311,15,0,1,01,D,100,D,.0800,D,25000,D,15,D,400,D,,B,,B,,B,,B,161,D,162,D,163,D,164,D,77,D,76,D,75,D,,A,11,D,2010,D,1,D,,A,11606,D,11445,D,11282,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20211,04688391,14,0,1,01,D,100,D,.0690,D,25000,D,10,D,289,D,,A,,A,,A,,A,0,D,171,D,172,D,173,D,118,D,117,D,116,D,,A,08,D,2018,D,1,D,,A,20601,D,20430,D,20259,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20211,04690411,13,0,1,01,D,100,D,.0635,D,87000,D,20,D,641,D,3,D,4,D,5,D,,A,0,D,231,D,233,D,234,D,410,D,408,D,407,D,,A,01,D,2017,D,1,D,,A,77390,D,77159,D,76926,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
