QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MAJAPPLY,MAJA_PLY,GFTC_MAJ,GFTC0MAJ,MAJ_MO,MAJ_MO_,MAJPURX,MAJPURX_,MAJRENTX,MAJR_NTX,MAJINSTX,MAJI_STX,MJAPPL1,MJAPPL1_,MJAPPL2,MJAPPL2_,MJAPPL3,MJAPPL3_,MJAPPL4,MJAPPL4_,MJAPPL5,MJAPPL5_,MJAPPL6,MJAPPL6_,MJAPPL7,MJAPPL7_,MJAPPL8,MJAPPL8_,MJAPPL9,MJAPPL9_
20204,04551273,1,0,1,120,D,1,D,08,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04551461,1,0,1,140,D,2,D,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04551831,1,0,1,195,D,1,D,07,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04551971,1,0,1,160,D,1,D,07,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04552274,1,0,1,195,D,2,D,,A,,A,94,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04552291,1,0,1,140,D,1,D,08,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04552391,1,0,1,220,D,1,D,07,D,,H,,A,,A,120,D,140,D,,A,,A,,A,,A,,A,,A,,A
20204,04552391,1,1,1,120,D,1,D,07,D,106,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04552391,1,2,1,140,D,1,D,07,D,1394,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04552391,2,0,1,100,D,1,D,07,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04552551,1,0,1,120,D,1,D,09,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04552631,1,0,1,120,D,1,D,08,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04553081,1,0,1,195,D,1,D,08,D,599,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04553271,1,0,1,160,D,1,D,07,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04553431,1,0,1,195,D,1,D,07,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04553431,2,0,1,120,D,1,D,07,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04553731,1,0,1,140,D,1,D,09,D,216,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04553821,1,0,1,195,D,2,D,,A,,A,258,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04553941,1,0,1,120,D,1,D,07,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04554071,1,0,1,120,D,1,D,07,D,67,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04554091,1,0,1,160,D,1,D,07,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04554311,1,0,1,140,D,1,D,09,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04554311,2,0,1,195,D,1,D,09,D,325,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04554631,1,0,1,195,D,1,D,09,D,3200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04554841,1,0,1,195,D,1,D,07,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04554884,1,0,1,120,D,1,D,07,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04554884,2,0,1,140,D,1,D,07,D,383,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04555301,1,0,1,120,D,1,D,08,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04555391,1,0,1,140,D,1,D,08,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04555491,1,0,1,120,D,1,D,09,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04555861,1,0,1,140,D,1,D,08,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04556021,1,0,1,195,D,1,D,09,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04556214,1,0,1,120,D,1,D,08,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04556214,2,0,1,140,D,1,D,08,D,439,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04556281,1,0,1,120,D,1,D,08,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04556281,2,0,1,100,D,1,D,08,D,400,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04556281,3,0,1,140,D,1,D,08,D,425,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04556301,1,0,1,140,D,1,D,09,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04556911,1,0,1,120,D,1,D,08,D,97,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04557261,1,0,1,140,D,1,D,08,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04557281,1,0,1,140,D,1,D,10,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04557311,1,0,1,220,D,1,D,08,D,,H,,A,,A,220,D,160,D,,A,,A,,A,,A,,A,,A,,A
20204,04557311,1,1,1,120,D,1,D,08,D,49,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04557311,1,2,1,140,D,1,D,08,D,128,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04557311,1,3,1,160,D,1,D,08,D,353,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04557841,1,0,1,195,D,1,D,08,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04557971,1,0,1,220,D,1,D,09,D,,H,,A,,A,100,D,140,D,160,D,120,D,,A,,A,,A,,A,,A
20204,04557971,1,1,1,100,D,1,D,09,D,834,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04557971,1,2,1,140,D,1,D,09,D,1370,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04557971,1,3,1,160,D,1,D,09,D,793,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04557971,1,4,1,120,D,1,D,09,D,391,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04558361,1,0,1,120,D,1,D,08,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04558891,1,0,1,140,D,1,D,08,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04558991,1,0,1,160,D,1,D,09,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04559291,1,0,1,120,D,1,D,09,D,375,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04559651,1,0,1,195,D,1,D,10,D,1140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04560021,1,0,1,195,D,1,D,08,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04560552,1,0,1,120,D,1,D,10,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04560821,1,0,1,140,D,1,D,10,D,1643,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04561501,1,0,1,140,D,3,D,08,D,458,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04561501,2,0,1,195,D,3,D,10,D,1020,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04561591,1,0,1,140,D,1,D,08,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04562091,1,0,1,195,D,1,D,10,D,2734,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04563071,1,0,1,100,D,1,D,10,D,1066,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04563421,1,0,1,120,D,1,D,08,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04563851,1,0,1,140,D,1,D,10,D,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04564091,1,0,1,195,D,1,D,10,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04564201,1,0,1,195,D,1,D,10,D,2300,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04564391,1,0,1,195,D,1,D,10,D,775,D,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04564861,1,0,1,120,D,1,D,09,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04565414,1,0,1,195,D,1,D,08,D,1680,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04565671,1,0,1,195,D,1,D,10,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04566021,1,0,1,120,D,1,D,10,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04566081,1,0,1,120,D,1,D,09,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04566461,1,0,1,140,D,1,D,09,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04566561,1,0,1,140,D,1,D,08,D,1464,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04566561,2,0,1,195,D,1,D,09,D,1639,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04566561,3,0,1,100,D,1,D,08,D,2180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04566811,1,0,1,120,D,1,D,08,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04566821,1,0,1,195,D,1,D,09,D,713,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04567221,1,0,1,140,D,1,D,10,D,1100,D,,A,45,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04567391,1,0,1,120,D,1,D,08,D,248,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04567391,2,0,1,100,D,1,D,08,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04567591,1,0,1,195,D,1,D,08,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04567872,1,0,1,195,D,1,D,10,D,1700,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04568091,1,0,1,195,D,1,D,11,D,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04568161,1,0,1,140,D,1,D,09,D,2124,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04568461,1,0,1,195,D,1,D,11,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04568521,1,0,1,170,D,1,D,10,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04568751,1,0,1,195,D,1,D,11,D,962,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04568761,1,0,1,120,D,1,D,09,D,298,F,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04569041,1,0,1,120,D,1,D,11,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04569171,1,0,1,160,D,1,D,10,D,900,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04569921,1,0,1,140,D,1,D,09,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04570553,1,0,1,100,D,1,D,11,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04570553,2,0,1,120,D,1,D,11,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04570751,1,0,1,160,D,1,D,09,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04570861,1,0,1,140,D,1,D,09,D,81,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04570931,1,0,1,140,D,1,D,09,D,2000,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04571491,1,0,1,210,D,1,D,10,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04571531,1,0,1,220,D,1,D,09,D,,H,,A,,A,100,D,140,D,,A,,A,,A,,A,,A,,A,,A
20204,04571531,1,1,1,100,D,1,D,09,D,590,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04571531,1,2,1,140,D,1,D,09,D,1110,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04571551,1,0,1,100,D,1,D,09,D,1236,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04571551,2,0,1,140,D,1,D,09,D,2060,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04571551,3,0,1,160,D,1,D,09,D,515,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04571551,4,0,1,195,D,1,D,09,D,3090,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04571551,5,0,1,120,D,1,D,09,D,412,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04571941,1,0,1,140,D,1,D,09,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04572851,1,0,1,195,D,1,D,11,D,800,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04573031,1,0,1,195,D,1,D,09,D,756,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04573191,1,0,1,140,D,1,D,11,D,1710,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04573241,1,0,1,140,D,1,D,10,D,765,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04573762,1,0,1,140,D,1,D,11,D,1400,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04574081,1,0,1,140,D,1,D,11,D,3300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04574131,1,0,1,100,D,1,D,11,D,672,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04574731,1,0,1,160,D,1,D,11,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04575121,1,0,1,100,D,1,D,09,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04575621,1,0,1,100,D,1,D,09,D,1300,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04576031,1,0,1,120,D,1,D,10,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04576041,1,0,1,140,D,1,D,10,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04576351,1,0,1,120,D,1,D,09,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04576351,2,0,1,140,D,1,D,09,D,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04576441,1,0,1,195,D,1,D,10,D,729,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04576641,1,0,1,195,D,1,D,11,D,86,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04576761,1,0,1,120,D,1,D,09,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04576821,1,0,1,170,D,1,D,10,D,325,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04577052,1,0,1,120,D,1,D,11,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04577052,2,0,1,100,D,1,D,11,D,4000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04577052,3,0,1,100,D,1,D,11,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04577052,4,0,1,140,D,1,D,11,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04577052,5,0,1,160,D,1,D,11,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04577241,1,0,1,140,D,1,D,09,D,1175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04577691,1,0,1,195,D,1,D,11,D,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04577981,1,0,1,140,D,1,D,10,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04578091,1,0,1,120,D,1,D,10,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04578581,1,0,1,195,D,1,D,09,D,383,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04578711,1,0,1,160,D,1,D,11,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04578831,1,0,1,160,D,1,D,09,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04578831,2,0,1,140,D,1,D,10,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04578831,3,0,1,195,D,1,D,09,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04579061,1,0,1,100,D,1,D,11,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04579221,1,0,1,160,D,1,D,11,D,700,D,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04378674,1,0,2,160,D,1,D,10,D,749,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04378734,1,0,1,120,D,1,D,11,D,63,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04379754,1,0,1,120,D,1,D,12,D,275,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04380474,1,0,2,100,D,1,D,10,D,165,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04381454,1,0,1,180,D,1,D,10,D,309,D,,A,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04381674,1,0,2,195,D,1,D,10,D,754,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04382534,1,0,1,195,D,1,D,11,D,726,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04383064,1,0,2,120,D,1,D,10,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04383274,1,0,1,120,D,1,D,11,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04384154,1,0,1,120,D,1,D,10,D,367,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04384284,1,0,1,120,D,1,D,10,D,289,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04384564,1,0,2,140,D,1,D,10,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04384844,1,0,1,195,D,1,D,12,D,950,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04384944,1,0,1,195,D,1,D,12,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04385214,1,0,1,160,D,1,D,11,D,543,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04385804,1,0,1,120,D,1,D,10,D,38,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04385884,1,0,1,220,D,1,D,11,D,,H,,A,,A,100,D,140,D,,A,,A,,A,,A,,A,,A,,A
20211,04385884,1,1,1,100,D,1,D,11,D,206,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04385884,1,2,1,140,D,1,D,11,D,276,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04385924,1,0,1,140,D,3,D,11,D,165,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04385934,1,0,1,140,D,1,D,12,D,3206,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04386814,1,0,1,120,D,1,D,12,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04388364,1,0,1,100,D,1,D,11,D,2413,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04388364,2,0,2,140,D,1,D,10,D,3200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04388384,1,0,2,120,D,1,D,10,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04388854,1,0,1,195,D,3,D,12,D,500,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04389274,1,0,1,195,D,1,D,12,D,1594,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04390054,1,0,1,100,D,1,D,11,D,800,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04390054,2,0,1,120,D,1,D,11,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04390054,3,0,1,160,D,1,D,11,D,550,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04390464,1,0,1,195,D,1,D,12,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04390594,1,0,2,120,D,1,D,10,D,128,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04390714,1,0,1,140,D,1,D,11,D,535,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04390914,1,0,1,195,D,1,D,12,D,783,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04391694,1,0,1,160,D,1,D,12,D,952,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04391734,1,0,1,195,D,1,D,11,D,424,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04392614,1,0,1,160,D,1,D,01,D,330,D,,A,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04392674,1,0,1,120,D,1,D,12,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04392824,1,0,1,140,D,1,D,01,D,600,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04393134,1,0,1,180,D,1,D,01,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04393564,1,0,1,100,D,1,D,11,D,1643,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04393564,2,0,1,120,D,1,D,11,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04397454,1,0,1,220,D,1,D,11,D,,H,,A,,A,120,D,140,D,,A,,A,,A,,A,,A,,A,,A
20211,04397454,1,1,1,120,D,1,D,11,D,338,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04397454,1,2,1,140,D,1,D,11,D,1162,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04397644,1,0,1,120,D,1,D,01,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04398304,1,0,1,140,D,1,D,11,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04398524,1,0,1,100,D,1,D,12,D,648,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04398524,2,0,1,140,D,1,D,12,D,2160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04399664,1,0,2,140,D,1,D,11,D,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04400084,1,0,1,195,D,1,D,11,D,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04401694,1,0,1,120,D,1,D,12,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04401904,1,0,1,195,D,1,D,11,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04402264,1,0,1,100,D,1,D,01,D,785,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04402274,1,0,1,195,D,1,D,12,D,1500,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04402434,1,0,1,170,D,1,D,12,D,450,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04402784,1,0,1,195,D,1,D,01,D,1950,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04402784,2,0,2,100,D,1,D,11,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04402924,1,0,1,140,D,1,D,12,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04403214,1,0,1,120,D,1,D,12,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04403494,1,0,1,195,D,1,D,11,D,768,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04404084,1,0,1,195,D,1,D,12,D,817,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04404454,1,0,1,195,D,1,D,12,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04404514,1,0,1,195,D,1,D,01,D,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04404794,1,0,1,100,D,1,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04405434,1,0,1,120,D,1,D,11,D,354,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04405644,1,0,1,120,D,1,D,11,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04405654,1,0,1,100,D,1,D,11,D,850,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04405884,1,0,1,195,D,1,D,01,D,711,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04406024,1,0,1,120,D,1,D,11,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04406234,1,0,1,100,D,1,D,11,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04406264,1,0,1,120,D,1,D,02,D,164,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04407204,1,0,1,140,D,1,D,12,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04407264,1,0,1,195,D,1,D,02,D,801,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04407394,1,0,1,195,D,1,D,02,D,2229,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04407524,1,0,1,160,D,1,D,02,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
