QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MAJAPPLY,MAJA_PLY,GFTC_MAJ,GFTC0MAJ,MAJ_MO,MAJ_MO_,MAJPURX,MAJPURX_,MAJRENTX,MAJR_NTX,MAJINSTX,MAJI_STX,MJAPPL1,MJAPPL1_,MJAPPL2,MJAPPL2_,MJAPPL3,MJAPPL3_,MJAPPL4,MJAPPL4_,MJAPPL5,MJAPPL5_,MJAPPL6,MJAPPL6_,MJAPPL7,MJAPPL7_,MJAPPL8,MJAPPL8_,MJAPPL9,MJAPPL9_
20211,04407934,1,0,1,195,D,1,D,01,D,3000,D,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04408414,1,0,1,195,D,1,D,02,D,2598,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04408474,1,0,1,160,D,1,D,02,D,1194,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04408474,2,0,1,100,D,1,D,12,D,326,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04408824,1,0,2,195,D,1,D,12,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04410484,1,0,1,120,D,1,D,12,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04411174,1,0,1,170,D,1,D,12,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04411264,1,0,1,120,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04411654,1,0,1,195,D,1,D,12,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04411824,1,0,1,195,D,1,D,02,D,3400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04412414,1,0,1,220,D,1,D,12,D,,H,,A,,A,220,D,195,D,,A,,A,,A,,A,,A,,A,,A
20211,04412414,1,1,1,100,D,1,D,12,D,342,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04412414,1,2,1,120,D,1,D,12,D,149,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04412414,1,3,1,195,D,1,D,12,D,514,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04413084,1,0,1,120,D,1,D,01,D,74,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04413404,1,0,1,100,D,1,D,01,D,3168,D,,A,49,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04413944,1,0,1,100,D,1,D,01,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04414734,1,0,1,100,D,1,D,12,D,697,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04415144,1,0,1,120,D,1,D,01,D,77,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04415584,1,0,1,120,D,1,D,01,D,440,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04416034,1,0,1,120,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04416164,1,0,1,195,D,3,D,02,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04416444,1,0,1,140,D,1,D,02,D,673,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04416874,1,0,1,120,D,1,D,02,D,198,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04417814,1,0,1,140,D,1,D,01,D,824,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04418654,1,0,1,195,D,1,D,02,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04418704,1,0,1,195,D,1,D,02,D,1609,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04419094,1,0,1,120,D,1,D,02,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04419104,1,0,1,100,D,1,D,02,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04419164,1,0,1,100,D,1,D,02,D,600,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04419164,2,0,1,140,D,1,D,02,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04419164,3,0,1,160,D,1,D,02,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04419424,1,0,1,140,D,1,D,02,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04420323,1,0,1,140,D,1,D,10,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04420513,1,0,1,195,D,1,D,12,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04420543,1,0,1,195,D,1,D,11,D,400,D,,A,100,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04420603,1,0,1,140,D,1,D,10,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04420673,1,0,2,140,D,1,D,10,D,2092,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04420673,2,0,2,195,D,1,D,10,D,440,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04421043,1,0,1,195,D,1,D,11,D,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04421673,1,0,1,160,D,1,D,11,D,1066,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04421693,1,0,1,120,D,1,D,11,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04423493,1,0,1,100,D,1,D,10,D,795,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04424013,1,0,2,140,D,1,D,10,D,161,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04425043,1,0,1,160,D,1,D,11,D,600,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04425043,2,0,1,195,D,1,D,11,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04425653,1,0,2,140,D,1,D,10,D,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04426043,1,0,1,140,D,1,D,11,D,646,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04427003,1,0,1,210,D,1,D,10,D,131,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04427003,2,0,1,195,D,1,D,12,D,131,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04427873,1,0,1,100,D,1,D,10,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04428483,1,0,1,120,D,1,D,10,D,159,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04428483,2,0,1,100,D,1,D,10,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04428483,3,0,1,140,D,1,D,11,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04428503,1,0,1,160,D,1,D,10,D,800,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04428733,1,0,1,195,D,1,D,12,D,635,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04428893,1,0,1,140,D,1,D,10,D,313,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04428893,2,0,1,195,D,1,D,12,D,932,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04428893,3,0,1,120,D,1,D,11,D,168,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04429313,1,0,1,120,D,1,D,12,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04429713,1,0,2,195,D,1,D,10,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04430023,1,0,2,195,D,1,D,10,D,2598,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04430023,2,0,2,140,D,1,D,10,D,866,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04430163,1,0,2,160,D,1,D,10,D,800,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04430163,2,0,2,195,D,1,D,10,D,520,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04430303,1,0,2,140,D,1,D,10,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04431213,1,0,1,195,D,1,D,11,D,506,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04431673,1,0,1,140,D,1,D,12,D,275,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04461193,1,0,1,120,D,1,D,11,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04461513,1,0,1,140,D,1,D,12,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04461884,1,0,1,120,D,1,D,01,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04462773,1,0,1,100,D,1,D,12,D,669,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04462773,2,0,1,140,D,1,D,12,D,536,D,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04462813,1,0,1,120,D,1,D,11,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04463173,1,0,1,195,D,1,D,12,D,890,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04463193,1,0,1,140,D,1,D,01,D,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04463253,1,0,1,195,D,1,D,01,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04463623,1,0,1,140,D,1,D,01,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04464143,1,0,2,140,D,1,D,11,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04464493,1,0,1,140,D,1,D,11,D,402,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04464603,1,0,1,180,D,1,D,11,D,250,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04464803,1,0,1,195,D,1,D,11,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04466613,1,0,1,120,D,1,D,12,D,66,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04467063,1,0,1,140,D,1,D,11,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04467183,1,0,1,195,D,1,D,01,D,1900,D,,A,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04467183,2,0,1,100,D,1,D,01,D,3500,D,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04467223,1,0,1,120,D,1,D,11,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04467533,1,0,1,100,D,1,D,12,D,650,D,,A,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04467533,2,0,1,160,D,1,D,12,D,450,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04467603,1,0,1,100,D,1,D,12,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04468123,1,0,1,120,D,1,D,11,D,459,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04468203,1,0,1,140,D,1,D,11,D,480,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04468203,2,0,1,100,D,1,D,11,D,680,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04468203,3,0,1,195,D,1,D,01,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04469543,1,0,2,210,D,1,D,11,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04469673,1,0,1,195,D,1,D,01,D,2800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04470273,1,0,1,100,D,1,D,11,D,824,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04470313,1,0,1,100,D,1,D,12,D,1409,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04471003,1,0,1,120,D,1,D,11,D,469,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04471003,2,0,1,100,D,1,D,11,D,1149,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04471003,3,0,1,140,D,1,D,11,D,1199,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04471003,4,0,1,160,D,1,D,11,D,749,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04471003,5,0,1,180,D,1,D,11,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04471223,1,0,1,220,D,1,D,12,D,,H,,A,,A,195,D,120,D,,A,,A,,A,,A,,A,,A,,A
20211,04471223,1,1,1,195,D,1,D,12,D,551,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04471223,1,2,1,120,D,1,D,12,D,149,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04472483,1,0,2,140,D,1,D,11,D,690,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04503163,1,0,1,195,D,1,D,01,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04503163,2,0,1,195,D,1,D,01,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04503483,1,0,1,140,D,1,D,01,D,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04503523,1,0,1,120,D,1,D,12,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04504543,1,0,1,180,D,1,D,02,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04504553,1,0,1,120,D,1,D,01,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04504843,1,0,1,195,D,1,D,01,D,770,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04505103,1,0,1,140,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04505113,1,0,1,100,D,1,D,02,D,3419,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04505573,1,0,1,120,D,1,D,02,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04505873,1,0,1,100,D,1,D,01,D,1760,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04505923,1,0,1,120,D,1,D,12,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04505983,1,0,1,195,D,1,D,02,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04506013,1,0,1,160,D,1,D,01,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04506063,1,0,1,120,D,1,D,12,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04506063,2,0,1,100,D,1,D,01,D,2200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04506063,3,0,1,100,D,1,D,12,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04506573,1,0,1,195,D,1,D,01,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04507193,1,0,2,140,D,1,D,12,D,321,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04507433,1,0,2,140,D,1,D,12,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04508443,1,0,1,120,D,1,D,02,D,112,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04508723,1,0,1,195,D,1,D,02,D,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04509253,1,0,1,195,D,1,D,01,D,1100,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04509403,1,0,1,100,D,1,D,02,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04510033,1,0,1,195,D,1,D,01,D,643,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04510433,1,0,1,100,D,1,D,12,D,195,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04510493,1,0,1,100,D,1,D,02,D,1133,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04510863,1,0,1,195,D,1,D,12,D,1547,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04510883,1,0,1,100,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04510883,2,0,1,210,D,1,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04511433,1,0,1,120,D,1,D,01,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04512003,1,0,1,100,D,1,D,12,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04512053,1,0,1,195,D,1,D,02,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04512633,1,0,1,120,D,3,D,12,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04513183,1,0,1,195,D,1,D,12,D,1962,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04513653,1,0,1,120,D,1,D,12,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04513773,1,0,1,100,D,1,D,12,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04513773,2,0,1,195,D,3,D,01,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04513853,1,0,1,160,D,1,D,02,D,908,D,,A,159,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04514163,1,0,1,120,D,1,D,02,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04514463,1,0,1,140,D,1,D,12,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04544262,1,0,1,140,D,1,D,12,D,1900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04544522,1,0,1,140,D,1,D,10,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04544952,1,0,1,195,D,1,D,12,D,583,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04545202,1,0,1,220,D,1,D,11,D,,H,,A,,A,100,D,140,D,,A,,A,,A,,A,,A,,A,,A
20211,04545202,1,1,1,100,D,1,D,11,D,1098,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04545202,1,2,1,140,D,1,D,11,D,1924,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04545202,2,0,1,120,D,1,D,12,D,199,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04545252,1,0,1,195,D,1,D,11,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04545342,1,0,1,160,D,1,D,12,D,983,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04545552,1,0,1,195,D,1,D,12,D,740,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04545812,1,0,1,140,D,1,D,10,D,2200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04546042,1,0,2,195,D,1,D,10,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04546112,1,0,1,140,D,1,D,12,D,2500,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04546522,1,0,1,120,D,1,D,10,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04546632,1,0,1,160,D,1,D,11,D,950,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04546662,1,0,1,160,D,1,D,12,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04546922,1,0,2,195,D,1,D,10,D,2400,D,,A,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04546992,1,0,1,140,D,1,D,12,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04547042,1,0,1,220,D,1,D,12,D,,H,,A,,A,140,D,100,D,160,D,,A,,A,,A,,A,,A,,A
20211,04547042,1,1,1,140,D,1,D,12,D,334,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04547042,1,2,1,100,D,1,D,12,D,665,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04547042,1,3,1,160,D,1,D,12,D,409,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04548142,1,0,1,195,D,1,D,10,D,615,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04548232,1,0,1,160,D,1,D,12,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04549002,1,0,1,120,D,1,D,11,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04549002,2,0,1,140,D,1,D,11,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04549532,1,0,1,100,D,1,D,11,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04549952,1,0,1,140,D,1,D,12,D,1378,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04550142,1,0,1,120,D,1,D,10,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04550142,2,0,1,160,D,1,D,10,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04550422,1,0,1,120,D,1,D,10,D,247,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04550432,1,0,1,140,D,1,D,10,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04550642,1,0,1,195,D,1,D,11,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04551332,1,0,1,220,D,1,D,12,D,,H,,A,,A,220,D,120,D,,A,,A,,A,,A,,A,,A,,A
20211,04551332,1,1,1,100,D,1,D,12,D,106,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04551332,1,2,1,120,D,1,D,12,D,52,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04551332,1,3,1,180,D,1,D,12,D,42,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04551362,1,0,1,140,D,1,D,10,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04551462,1,0,1,140,D,2,D,,A,,A,456,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04552042,1,0,1,120,D,1,D,12,D,322,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04552552,1,0,2,100,D,1,D,10,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04552752,1,0,1,160,D,1,D,12,D,1096,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04553082,1,0,1,195,D,1,D,12,D,631,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04553122,1,0,1,120,D,1,D,12,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04553312,1,0,1,120,D,1,D,10,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04553442,1,0,1,195,D,1,D,12,D,2200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04553672,1,0,1,195,D,1,D,10,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04553822,1,0,1,195,D,2,D,,A,,A,206,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04554962,1,0,1,140,D,1,D,11,D,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04555432,1,0,1,180,D,1,D,11,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04555952,1,0,1,120,D,1,D,01,D,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04556393,1,0,1,195,D,1,D,11,D,910,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04556393,2,0,1,195,D,1,D,11,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04556812,1,0,1,120,D,1,D,01,D,94,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04557282,1,0,1,120,D,1,D,12,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04557282,2,0,1,120,D,1,D,01,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04557372,1,0,1,195,D,1,D,11,D,1216,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04557532,1,0,1,120,D,1,D,11,D,44,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04557742,1,0,1,140,D,3,D,01,D,568,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04559312,1,0,1,120,D,1,D,12,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04559372,1,0,1,140,D,1,D,01,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04559412,1,0,1,140,D,1,D,12,D,858,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04559412,2,0,1,100,D,1,D,12,D,559,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04559412,3,0,1,160,D,1,D,01,D,625,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04559522,1,0,1,195,D,1,D,12,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04560122,1,0,1,195,D,1,D,12,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04560322,1,0,1,160,D,1,D,11,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04560482,1,0,1,195,D,1,D,01,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04560802,1,0,1,195,D,1,D,12,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04561232,1,0,1,140,D,1,D,12,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20211,04561262,1,0,1,160,D,1,D,01,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
