QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,FURNPURY,FURN_URY,FURNMO,FURNMO_,FURNGFTC,FURN_FTC,FURNPURX,FURN_URX,FRNPRY1,FRNPRY1_,FRNPRY2,FRNPRY2_,FRNPRY3,FRNPRY3_,FRNPRY4,FRNPRY4_,FRNPRY5,FRNPRY5_,FRNPRY6,FRNPRY6_,FRNPRY7,FRNPRY7_,FRNPRY8,FRNPRY8_,FRNPRY9,FRNPRY9_
20204,04427832,16,0,1,200,D,09,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04427832,17,0,1,200,D,08,D,1,D,62,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04427842,4,0,1,140,D,07,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04427862,4,0,2,107,D,07,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04427862,5,0,2,171,D,07,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04427932,1,0,1,214,D,09,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04427952,14,0,1,180,D,08,D,1,D,57,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04427952,15,0,1,196,D,08,D,1,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04427962,8,0,1,110,D,09,D,1,D,145,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04427962,9,0,1,199,D,07,D,1,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04427962,10,0,1,171,D,08,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428032,15,0,1,171,D,09,D,1,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428182,5,0,1,200,D,08,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428182,6,0,1,212,D,08,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428182,7,0,1,214,D,08,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428292,2,0,1,107,D,09,D,1,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428412,6,0,1,100,D,09,D,1,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428552,3,0,1,214,D,09,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428652,9,0,1,199,D,09,D,1,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428722,6,0,1,196,D,08,D,1,D,326,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428732,13,0,1,204,D,07,D,1,D,,H,200,D,201,D,,A,,A,,A,,A,,A,,A,,A
20204,04428732,13,1,1,200,D,07,D,1,D,94,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428732,13,2,1,201,D,07,D,1,D,36,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428832,5,0,1,200,D,07,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428872,24,0,1,122,D,09,D,1,D,,H,120,D,121,D,,A,,A,,A,,A,,A,,A,,A
20204,04428872,24,1,1,120,D,09,D,1,D,257,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428872,24,2,1,121,D,09,D,1,D,143,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428872,25,0,2,140,D,07,D,1,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428922,8,0,1,199,D,09,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428922,9,0,1,200,D,09,D,1,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428962,3,0,1,199,D,07,D,1,D,41,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428972,13,0,2,130,D,07,D,2,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428972,14,0,2,200,D,07,D,1,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428982,5,0,1,120,D,07,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429162,8,0,1,100,D,08,D,1,D,3940,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429162,9,0,1,121,D,09,D,1,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429192,17,0,1,107,D,09,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429302,2,0,1,171,D,09,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429342,9,0,1,200,D,08,D,1,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429364,9,0,1,199,D,07,D,1,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429364,10,0,1,201,D,07,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429364,11,0,1,206,D,09,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429382,8,0,1,106,D,08,D,1,D,,H,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429382,8,1,1,102,D,08,D,1,D,26,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429382,8,2,1,107,D,08,D,1,D,34,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429382,9,0,1,200,D,09,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429432,9,0,1,214,D,08,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429652,7,0,1,173,D,08,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429712,11,0,1,107,D,08,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429712,12,0,1,197,D,07,D,1,D,,H,196,D,199,D,,A,,A,,A,,A,,A,,A,,A
20204,04429712,12,1,1,196,D,07,D,1,D,40,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429712,12,2,1,199,D,07,D,1,D,40,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429792,15,0,1,212,D,08,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429792,16,0,1,200,D,08,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429792,17,0,2,196,D,07,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429812,17,0,1,141,D,07,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429812,18,0,1,214,D,08,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429842,21,0,1,141,D,09,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429842,22,0,1,141,D,07,D,1,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429842,23,0,1,141,D,08,D,1,D,177,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429842,24,0,1,141,D,09,D,1,D,67,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429892,3,0,1,100,D,07,D,1,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429952,4,0,1,120,D,09,D,1,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429952,5,0,1,173,D,09,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429952,6,0,1,214,D,08,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429962,6,0,1,200,D,09,D,1,D,165,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429962,7,0,1,200,D,09,D,1,D,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429992,9,0,1,107,D,08,D,1,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429992,10,0,1,199,D,07,D,1,D,145,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429992,11,0,1,199,D,08,D,1,D,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429992,12,0,1,200,D,09,D,1,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04429992,13,0,1,205,D,09,D,1,D,74,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430012,11,0,1,173,D,09,D,1,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430012,12,0,1,197,D,08,D,1,D,,H,199,D,192,D,,A,,A,,A,,A,,A,,A,,A
20204,04430012,12,1,1,199,D,08,D,1,D,23,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430012,12,2,1,192,D,08,D,1,D,26,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430012,13,0,1,201,D,08,D,1,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430012,14,0,2,120,D,07,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430072,4,0,1,107,D,08,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430072,5,0,1,171,D,08,D,1,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430072,6,0,1,199,D,08,D,1,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430072,7,0,1,200,D,08,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430072,8,0,1,201,D,08,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430162,11,0,1,196,D,09,D,1,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430222,6,0,1,120,D,08,D,1,D,859,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430292,7,0,1,900,D,09,D,1,D,,H,900,D,212,D,,A,,A,,A,,A,,A,,A,,A
20204,04430292,7,1,1,121,D,09,D,1,D,235,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430292,7,2,1,200,D,09,D,1,D,53,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430292,7,3,1,212,D,09,D,1,D,62,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430302,13,0,1,106,D,08,D,1,D,,H,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430302,13,1,1,102,D,08,D,1,D,106,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430302,13,2,1,107,D,08,D,1,D,87,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430302,14,0,1,200,D,08,D,1,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430332,2,0,1,220,D,09,D,1,D,,H,212,D,201,D,,A,,A,,A,,A,,A,,A,,A
20204,04430332,2,1,1,212,D,09,D,1,D,54,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430332,2,2,1,201,D,09,D,1,D,18,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430402,9,0,1,140,D,07,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430402,10,0,1,200,D,07,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430432,21,0,1,110,D,09,D,1,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430432,22,0,1,102,D,09,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430432,23,0,1,107,D,09,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430432,24,0,1,173,D,09,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430492,16,0,1,100,D,07,D,1,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430492,17,0,1,107,D,08,D,1,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430492,18,0,1,212,D,07,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430622,7,0,1,212,D,08,D,1,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430622,8,0,1,201,D,08,D,1,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430652,6,0,2,212,D,07,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430682,16,0,1,173,D,08,D,1,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430682,17,0,1,212,D,09,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430682,18,0,1,214,D,08,D,1,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430682,19,0,1,201,D,08,D,1,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430722,13,0,1,200,D,09,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430792,3,0,1,100,D,08,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430792,4,0,1,214,D,09,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430832,7,0,1,200,D,08,D,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430832,8,0,1,200,D,08,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430892,2,0,2,196,D,07,D,1,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04430892,3,0,2,200,D,07,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431072,20,0,1,100,D,09,D,1,D,3100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431072,21,0,1,101,D,09,D,1,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431072,22,0,1,171,D,09,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431072,23,0,2,171,D,07,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431152,2,0,2,212,D,07,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431182,7,0,1,180,D,09,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431252,14,0,1,110,D,07,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431252,15,0,1,120,D,08,D,1,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431502,4,0,1,171,D,08,D,1,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431502,5,0,1,214,D,07,D,1,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431542,13,0,1,196,D,08,D,1,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431542,14,0,1,200,D,07,D,1,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431542,15,0,1,205,D,08,D,1,D,128,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431552,9,0,1,100,D,08,D,1,D,1236,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431562,9,0,1,150,D,08,D,1,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431562,10,0,2,100,D,07,D,1,D,480,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431562,11,0,2,107,D,07,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431562,12,0,2,120,D,07,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431562,13,0,2,171,D,07,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431562,14,0,2,192,D,07,D,1,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431562,15,0,2,199,D,07,D,1,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431562,16,0,2,200,D,07,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431562,17,0,2,201,D,07,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431562,18,0,2,206,D,07,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431562,19,0,2,214,D,07,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431592,8,0,1,206,D,08,D,1,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431642,5,0,1,173,D,08,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431642,6,0,1,214,D,08,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431712,11,0,1,196,D,08,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431722,3,0,1,199,D,08,D,1,D,950,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,31,0,1,121,D,07,D,1,D,1302,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,32,0,1,121,D,08,D,1,D,326,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,33,0,1,110,D,08,D,1,D,748,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,34,0,1,110,D,07,D,1,D,868,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,35,0,1,102,D,07,D,1,D,163,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,36,0,1,102,D,09,D,1,D,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,37,0,1,121,D,07,D,1,D,1519,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,38,0,1,141,D,08,D,1,D,434,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,39,0,1,900,D,07,D,1,D,,H,900,D,173,D,,A,,A,,A,,A,,A,,A,,A
20204,04431772,39,1,1,107,D,07,D,1,D,177,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,39,2,1,120,D,07,D,1,D,631,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,39,3,1,140,D,07,D,1,D,304,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,39,4,1,173,D,07,D,1,D,85,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,39,5,1,199,D,07,D,1,D,61,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,39,6,1,201,D,07,D,1,D,44,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,40,0,1,900,D,08,D,1,D,,H,900,D,173,D,,A,,A,,A,,A,,A,,A,,A
20204,04431772,40,1,1,120,D,08,D,1,D,643,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,40,2,1,150,D,08,D,1,D,198,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,40,3,1,173,D,08,D,1,D,87,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,40,4,1,196,D,08,D,1,D,72,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,40,5,1,199,D,08,D,1,D,66,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,40,6,1,200,D,08,D,1,D,80,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,40,7,1,205,D,08,D,1,D,48,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,40,8,1,212,D,08,D,1,D,108,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,41,0,1,900,D,09,D,1,D,,H,900,D,173,D,,A,,A,,A,,A,,A,,A,,A
20204,04431772,41,1,1,100,D,09,D,1,D,897,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,41,2,1,121,D,09,D,1,D,276,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,41,3,1,173,D,09,D,1,D,68,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431772,41,4,1,200,D,09,D,1,D,61,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431882,15,0,1,106,D,07,D,1,D,,H,101,D,102,D,100,D,,A,,A,,A,,A,,A,,A
20204,04431882,15,1,1,101,D,07,D,1,D,301,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431882,15,2,1,102,D,07,D,1,D,305,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431882,15,3,1,100,D,07,D,1,D,1530,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431882,16,0,1,141,D,09,D,1,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04431882,17,0,1,212,D,08,D,1,D,285,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461212,5,0,1,212,D,09,D,1,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461212,6,0,1,201,D,08,D,1,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461312,9,0,1,140,D,09,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461312,10,0,1,200,D,08,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461332,5,0,1,173,D,09,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461562,5,0,1,196,D,08,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461592,19,0,1,173,D,08,D,1,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461592,20,0,1,199,D,10,D,1,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461592,21,0,1,196,D,10,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461772,5,0,1,201,D,10,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461772,6,0,1,205,D,10,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461812,38,0,1,107,D,09,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461812,39,0,1,171,D,09,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461812,40,0,1,180,D,09,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461872,9,0,1,141,D,08,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461872,10,0,1,173,D,08,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461883,3,0,1,201,D,09,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461883,4,0,2,206,D,08,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461952,7,0,1,200,D,09,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461952,8,0,1,206,D,08,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461992,7,0,1,140,D,08,D,1,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461992,8,0,1,199,D,09,D,1,D,31,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04461992,9,0,1,214,D,09,D,1,D,309,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04462152,7,0,1,171,D,10,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04462172,9,0,1,200,D,09,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04462252,2,0,1,196,D,10,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04462252,3,0,2,192,D,08,D,1,D,29,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04462602,8,0,1,206,D,10,D,1,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04462632,15,0,1,180,D,09,D,1,D,19,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04462682,3,0,1,122,D,08,D,1,D,,H,120,D,121,D,,A,,A,,A,,A,,A,,A,,A
20204,04462682,3,1,1,120,D,08,D,1,D,1083,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04462682,3,2,1,121,D,08,D,1,D,717,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04462682,4,0,1,212,D,10,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04462942,7,0,1,173,D,10,D,1,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04462942,8,0,1,200,D,09,D,1,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04462962,13,0,1,140,D,09,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04462993,13,0,1,171,D,09,D,1,D,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04462993,14,0,1,212,D,10,D,1,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463022,2,0,1,199,D,09,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463022,3,0,1,200,D,08,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463022,4,0,1,215,D,08,D,1,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463122,16,0,2,212,D,08,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463132,15,0,1,171,D,08,D,1,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463132,16,0,1,173,D,10,D,1,D,44,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463132,17,0,1,214,D,10,D,1,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463172,4,0,1,212,D,10,D,1,D,360,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463262,2,0,1,102,D,09,D,1,D,363,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463262,3,0,1,206,D,10,D,1,D,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463262,4,0,1,200,D,09,D,1,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463352,8,0,2,199,D,08,D,1,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463422,12,0,1,201,D,08,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463442,3,0,2,192,D,08,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463442,4,0,2,171,D,08,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463442,5,0,2,215,D,08,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463522,1,0,1,140,D,08,D,1,D,192,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463682,4,0,1,200,D,10,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463782,7,0,1,130,D,10,D,2,D,863,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463782,8,0,1,200,D,09,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463782,9,0,1,201,D,09,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463792,5,0,1,196,D,09,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04463792,6,0,1,204,D,09,D,1,D,,H,200,D,206,D,,A,,A,,A,,A,,A,,A,,A
