QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,FURNPURY,FURN_URY,FURNMO,FURNMO_,FURNGFTC,FURN_FTC,FURNPURX,FURN_URX,FRNPRY1,FRNPRY1_,FRNPRY2,FRNPRY2_,FRNPRY3,FRNPRY3_,FRNPRY4,FRNPRY4_,FRNPRY5,FRNPRY5_,FRNPRY6,FRNPRY6_,FRNPRY7,FRNPRY7_,FRNPRY8,FRNPRY8_,FRNPRY9,FRNPRY9_
20203,04282604,8,0,1,100,D,05,D,1,D,575,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282604,9,0,1,173,D,06,D,1,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282604,10,0,1,212,D,05,D,1,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282604,11,0,1,215,D,05,D,1,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282614,5,0,1,199,D,05,D,1,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282644,15,0,1,181,D,07,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282644,16,0,1,206,D,07,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282714,19,0,1,100,D,07,D,1,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282714,20,0,1,101,D,07,D,1,D,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282714,21,0,1,215,D,06,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282774,5,0,1,196,D,06,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282854,11,0,1,141,D,05,D,1,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282854,12,0,1,201,D,07,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04283104,22,0,1,130,D,05,D,2,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04283294,4,0,1,171,D,07,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04283444,2,0,1,140,D,07,D,1,D,46,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04283604,8,0,1,110,D,05,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04283704,4,0,1,212,D,05,D,1,D,87,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04283874,4,0,2,181,D,05,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04283914,10,0,1,200,D,07,D,1,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04283914,11,0,1,212,D,07,D,1,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04283944,7,0,1,200,D,06,D,1,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04283944,8,0,1,212,D,06,D,1,D,163,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284004,11,0,1,131,D,06,D,1,D,19,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284004,12,0,1,201,D,07,D,1,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284004,13,0,1,206,D,07,D,1,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284034,5,0,1,171,D,07,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284034,6,0,1,171,D,07,D,1,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284054,8,0,2,120,D,05,D,1,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284104,5,0,1,140,D,07,D,1,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284104,6,0,1,171,D,07,D,1,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284204,18,0,1,196,D,05,D,1,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284204,19,0,1,173,D,07,D,1,D,37,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284214,8,0,1,212,D,06,D,1,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284334,4,0,1,200,D,06,D,1,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284474,7,0,1,140,D,07,D,1,D,165,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284474,8,0,2,206,D,05,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284654,7,0,1,101,D,07,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284654,8,0,1,102,D,06,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284654,9,0,1,212,D,07,D,1,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284734,7,0,1,141,D,07,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284804,5,0,1,215,D,07,D,1,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284824,7,0,1,196,D,07,D,1,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04284964,5,0,1,121,D,07,D,1,D,432,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285014,9,0,1,212,D,05,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285214,18,0,1,141,D,05,D,1,D,153,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285214,19,0,1,200,D,05,D,1,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285214,20,0,1,206,D,07,D,1,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285314,3,0,1,110,D,06,D,1,D,1853,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285314,4,0,1,215,D,07,D,1,D,970,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285324,4,0,1,173,D,06,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285354,7,0,1,200,D,07,D,1,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285504,7,0,1,200,D,05,D,1,D,162,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285534,4,0,1,171,D,07,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285554,6,0,1,120,D,07,D,1,D,316,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285564,3,0,1,107,D,07,D,1,D,147,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285584,5,0,1,180,D,05,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285584,6,0,1,199,D,06,D,1,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285604,8,0,1,171,D,06,D,1,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285604,9,0,1,205,D,06,D,1,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285664,15,0,1,140,D,05,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285664,16,0,1,196,D,05,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04285664,17,0,1,212,D,07,D,1,D,266,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286004,14,0,1,171,D,06,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286004,15,0,1,171,D,06,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286004,16,0,1,180,D,07,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286004,17,0,2,141,D,05,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286034,6,0,2,150,D,05,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286044,13,0,1,140,D,05,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286044,14,0,1,141,D,06,D,1,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286184,10,0,1,196,D,06,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286184,11,0,1,196,D,06,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286234,20,0,1,107,D,05,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286234,21,0,1,150,D,05,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286234,22,0,1,212,D,05,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286234,23,0,1,215,D,06,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286234,24,0,1,215,D,07,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286314,8,0,1,106,D,06,D,1,D,,H,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286314,8,1,1,100,D,06,D,1,D,985,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286314,8,2,1,101,D,06,D,1,D,308,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286314,8,3,1,102,D,06,D,1,D,53,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286314,8,4,1,107,D,06,D,1,D,354,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286314,9,0,1,141,D,06,D,1,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286314,10,0,1,200,D,06,D,1,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286394,9,0,1,120,D,07,D,2,D,358,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286394,10,0,1,200,D,07,D,2,D,83,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286524,6,0,2,120,D,05,D,1,D,468,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286684,3,0,1,140,D,07,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286784,9,0,1,196,D,06,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286874,12,0,1,204,D,07,D,2,D,,H,201,D,200,D,,A,,A,,A,,A,,A,,A,,A
20203,04286874,12,1,1,201,D,07,D,2,D,43,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286874,12,2,1,200,D,07,D,2,D,107,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286934,9,0,1,141,D,07,D,1,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04286934,10,0,2,205,D,05,D,1,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287064,3,0,1,192,D,07,D,1,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287164,3,0,2,141,D,05,D,1,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287214,6,0,1,141,D,07,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287444,5,0,1,199,D,06,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287444,6,0,1,200,D,05,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287554,5,0,1,101,D,07,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287554,6,0,1,214,D,07,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287664,10,0,1,192,D,06,D,1,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287664,11,0,1,196,D,07,D,1,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287664,12,0,2,180,D,05,D,1,D,56,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287694,3,0,1,200,D,07,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287794,3,0,1,181,D,06,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287794,4,0,1,200,D,06,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287794,5,0,1,215,D,05,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04287944,9,0,1,130,D,06,D,1,D,638,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288264,9,0,1,200,D,06,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288284,4,0,1,120,D,06,D,1,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288284,5,0,2,201,D,05,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288544,3,0,1,100,D,05,D,1,D,963,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288544,4,0,1,122,D,05,D,1,D,,H,120,D,121,D,,A,,A,,A,,A,,A,,A,,A
20203,04288544,4,1,1,120,D,05,D,1,D,451,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288544,4,2,1,121,D,05,D,1,D,84,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288584,2,0,1,192,D,07,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288614,2,0,2,192,D,05,D,1,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288704,10,0,1,196,D,08,D,1,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288704,11,0,2,100,D,06,D,1,D,2650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288704,12,0,2,192,D,06,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288734,8,0,1,900,D,07,D,1,D,,H,900,D,106,D,,A,,A,,A,,A,,A,,A,,A
20203,04288734,8,1,1,100,D,07,D,1,D,978,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288734,8,2,1,101,D,07,D,1,D,384,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288734,8,3,1,107,D,07,D,1,D,138,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288784,7,0,1,171,D,08,D,1,D,87,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288914,4,0,1,200,D,06,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288964,3,0,1,215,D,06,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288994,13,0,1,150,D,06,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288994,14,0,1,220,D,06,D,1,D,,H,173,D,205,D,,A,,A,,A,,A,,A,,A,,A
20203,04288994,14,1,1,173,D,06,D,1,D,133,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04288994,14,2,1,205,D,06,D,1,D,67,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289024,5,0,1,141,D,07,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289244,5,0,2,212,D,06,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289294,6,0,2,101,D,06,D,1,D,576,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289294,7,0,2,101,D,06,D,1,D,624,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289364,10,0,1,121,D,08,D,1,D,1287,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289364,11,0,1,107,D,08,D,1,D,536,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289364,12,0,1,204,D,06,D,1,D,,H,201,D,206,D,200,D,,A,,A,,A,,A,,A,,A
20203,04289364,12,1,1,201,D,06,D,1,D,52,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289364,12,2,1,206,D,06,D,1,D,32,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289364,12,3,1,200,D,06,D,1,D,131,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289494,3,0,1,140,D,06,D,1,D,243,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289504,1,0,1,200,D,08,D,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289524,44,0,1,141,D,06,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289524,45,0,1,173,D,06,D,2,D,19,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289524,46,0,1,173,D,07,D,2,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289534,9,0,1,102,D,06,D,1,D,156,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289534,10,0,1,100,D,06,D,1,D,538,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289534,11,0,1,107,D,07,D,1,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289534,12,0,1,101,D,07,D,1,D,139,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289534,13,0,1,173,D,08,D,1,D,44,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289534,14,0,1,200,D,08,D,1,D,44,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289534,15,0,2,199,D,06,D,1,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289554,6,0,1,196,D,07,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289564,2,0,1,100,D,06,D,1,D,850,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289574,5,0,1,121,D,07,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289574,6,0,1,173,D,07,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289574,7,0,1,212,D,07,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289604,4,0,1,200,D,08,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289664,8,0,2,171,D,06,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289804,13,0,1,199,D,08,D,1,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289804,14,0,1,200,D,07,D,1,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289894,6,0,1,192,D,07,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289894,7,0,1,200,D,06,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289994,10,0,1,150,D,08,D,1,D,263,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04289994,11,0,1,150,D,08,D,1,D,434,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290024,6,0,1,140,D,06,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290024,7,0,1,199,D,07,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290024,8,0,1,200,D,06,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290024,9,0,1,214,D,06,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290064,4,0,1,200,D,08,D,1,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290074,8,0,1,171,D,07,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290074,9,0,1,206,D,07,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290084,19,0,1,180,D,07,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290084,20,0,1,196,D,08,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290084,21,0,1,200,D,07,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290084,22,0,2,141,D,06,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290084,23,0,2,200,D,06,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290084,24,0,2,200,D,06,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290164,6,0,1,101,D,08,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290174,4,0,1,150,D,07,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290174,5,0,2,214,D,06,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290184,17,0,1,121,D,08,D,1,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290184,18,0,1,131,D,07,D,2,D,163,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290184,19,0,1,173,D,08,D,2,D,94,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290234,5,0,1,180,D,08,D,1,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290284,8,0,1,200,D,08,D,1,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290284,9,0,1,212,D,07,D,1,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290304,5,0,1,201,D,07,D,1,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290304,6,0,1,205,D,07,D,1,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290574,13,0,1,150,D,08,D,1,D,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290574,14,0,1,201,D,08,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290624,12,0,1,106,D,08,D,1,D,,H,101,D,100,D,,A,,A,,A,,A,,A,,A,,A
20203,04290624,12,1,1,101,D,08,D,1,D,5383,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290624,12,2,1,100,D,08,D,1,D,13317,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290734,6,0,1,201,D,07,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290774,8,0,1,200,D,06,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290774,9,0,1,200,D,07,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290774,10,0,1,200,D,08,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290774,11,0,1,201,D,08,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290774,12,0,1,214,D,06,D,1,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04290854,4,0,1,212,D,07,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291084,9,0,1,150,D,06,D,1,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291094,4,0,1,212,D,07,D,1,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291114,13,0,1,150,D,06,D,1,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291114,14,0,1,181,D,06,D,1,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291114,15,0,1,200,D,06,D,1,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291344,2,0,1,102,D,08,D,1,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291344,3,0,1,171,D,08,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291344,4,0,1,200,D,08,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291434,11,0,1,192,D,08,D,1,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291434,12,0,1,214,D,08,D,1,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291484,7,0,1,199,D,07,D,1,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291594,10,0,1,140,D,08,D,1,D,860,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291594,11,0,1,215,D,08,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291694,3,0,1,200,D,08,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291804,4,0,2,199,D,06,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291914,23,0,1,101,D,08,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291914,24,0,1,171,D,07,D,1,D,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291914,25,0,1,171,D,08,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291914,26,0,1,200,D,06,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291914,27,0,1,200,D,08,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04291924,4,0,1,199,D,08,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292074,4,0,1,173,D,08,D,1,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292074,5,0,1,206,D,06,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292084,3,0,1,199,D,08,D,1,D,197,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292084,4,0,1,199,D,08,D,1,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292154,20,0,1,107,D,07,D,1,D,1064,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292154,21,0,1,121,D,08,D,1,D,297,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292154,22,0,1,141,D,07,D,1,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292154,23,0,1,173,D,08,D,1,D,810,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292154,24,0,1,214,D,07,D,1,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292154,25,0,1,212,D,08,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292154,26,0,1,200,D,07,D,1,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292154,27,0,1,214,D,08,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292194,7,0,1,199,D,07,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292394,7,0,1,200,D,07,D,1,D,208,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292404,20,0,1,120,D,07,D,1,D,865,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292404,21,0,1,171,D,08,D,1,D,568,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292404,22,0,1,171,D,08,D,1,D,257,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292404,23,0,1,171,D,08,D,1,D,216,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292404,24,0,1,199,D,08,D,1,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292424,11,0,1,199,D,07,D,1,D,134,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04292464,4,0,1,200,D,08,D,1,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
