QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,S17CODEA,S17C_DEA,S17GFTCA,S17G_TCA,SUBEXPX,SUBEXPX_,SUBMO,SUBMO_
20204,04345814,39,0,1,355,D,1,D,9,D,13,D
20204,04345814,40,0,1,355,D,1,D,12,D,13,D
20204,04345814,41,0,2,830,D,1,D,115,D,09,D
20204,04345844,35,0,1,210,D,1,D,16,D,13,D
20204,04345844,36,0,1,330,D,1,D,10,D,13,D
20204,04345844,37,0,1,355,D,1,D,20,D,13,D
20204,04345844,38,0,1,355,D,1,D,15,D,13,D
20204,04345844,39,0,1,355,D,1,D,70,D,11,D
20204,04345844,40,0,2,150,D,1,D,16,D,09,D
20204,04345914,12,0,1,355,D,1,D,13,D,13,D
20204,04345964,19,0,1,355,D,1,D,10,D,13,D
20204,04345964,20,0,1,355,D,1,D,30,D,13,D
20204,04346094,35,0,1,210,D,1,D,45,D,09,D
20204,04346094,36,0,1,355,D,1,D,14,D,13,D
20204,04346134,30,0,1,830,D,1,D,200,D,13,D
20204,04346134,31,0,1,150,D,1,D,25,D,11,D
20204,04346134,32,0,1,355,D,1,D,34,D,13,D
20204,04346154,21,0,1,830,D,1,D,99,D,13,D
20204,04346154,22,0,1,210,D,1,D,12,D,13,D
20204,04346204,27,0,1,150,D,1,D,8,D,09,D
20204,04346204,28,0,1,150,D,1,D,8,D,10,D
20204,04346204,29,0,1,150,D,1,D,8,D,11,D
20204,04346204,30,0,1,210,D,2,D,20,D,11,D
20204,04346204,31,0,1,355,D,1,D,119,D,09,D
20204,04346214,28,0,1,355,D,1,D,85,D,13,D
20204,04346214,29,0,1,355,D,1,D,12,D,13,D
20204,04346364,35,0,1,355,D,1,D,13,D,13,D
20204,04346364,36,0,1,355,D,1,D,12,D,13,D
20204,04346364,37,0,1,700,D,1,D,137,D,11,D
20204,04346374,62,0,1,150,D,1,D,57,D,11,D
20204,04346374,63,0,1,150,D,1,D,39,D,11,D
20204,04346374,64,0,1,210,D,1,D,50,D,11,D
20204,04346374,65,0,1,355,D,1,D,50,D,13,D
20204,04346394,40,0,1,210,D,1,D,100,D,13,D
20204,04346424,14,0,1,340,D,1,D,100,D,11,D
20204,04346424,15,0,1,370,D,1,D,50,D,09,D
20204,04346504,29,0,1,210,D,1,D,25,D,10,D
20204,04346504,30,0,1,355,D,1,D,70,D,13,D
20204,04346544,37,0,1,355,D,1,D,15,D,13,D
20204,04346574,77,0,1,810,D,1,D,30,D,10,D
20204,04346574,78,0,1,810,D,1,D,30,D,11,D
20204,04346574,79,0,1,355,D,1,D,16,D,13,D
20204,04346574,80,0,1,355,D,1,D,7,D,13,D
20204,04346574,81,0,1,700,D,1,D,10,D,13,D
20204,04346574,82,0,1,400,D,1,D,20,D,11,D
20204,04346574,83,0,1,410,D,1,D,20,D,10,D
20204,04346574,84,0,2,810,D,1,D,29,D,09,D
20204,04346634,13,0,2,840,D,1,D,13,D,09,D
20204,04346654,35,0,1,610,D,1,D,300,D,09,D
20204,04346654,36,0,1,610,D,1,D,300,D,10,D
20204,04346654,37,0,1,150,D,1,D,400,D,09,D
20204,04346654,38,0,1,355,D,1,D,14,D,13,D
20204,04346694,33,0,1,355,D,1,D,15,D,13,D
20204,04346724,18,0,1,330,D,1,D,10,D,13,D
20204,04346734,10,0,1,840,D,1,D,4,D,09,D
20204,04346734,11,0,1,840,D,1,D,4,D,10,D
20204,04346734,12,0,1,840,D,1,D,4,D,11,D
20204,04346734,13,0,2,840,D,1,D,6,D,09,D
20204,04346744,17,0,1,355,D,1,D,39,D,13,D
20204,04346744,18,0,1,370,D,1,D,100,D,11,D
20204,04346804,33,0,1,610,D,1,D,85,D,11,D
20204,04346804,34,0,1,355,D,1,D,15,D,13,D
20204,04346804,35,0,1,355,D,1,D,15,D,13,D
20204,04346824,45,0,1,820,D,1,D,35,D,09,D
20204,04346824,46,0,1,700,D,1,D,14,D,13,D
20204,04346824,47,0,1,340,D,1,D,13,D,10,D
20204,04346824,48,0,2,840,D,1,D,119,D,09,D
20204,04347074,17,0,1,355,D,1,D,5,D,13,D
20204,04347074,18,0,1,330,D,1,D,14,D,13,D
20204,04347074,19,0,1,330,D,1,D,16,D,13,D
20204,04347104,22,0,1,355,D,1,D,25,D,13,D
20204,04347134,15,0,1,330,D,1,D,15,D,13,D
20204,04347144,17,0,1,700,D,1,D,20,D,13,D
20204,04347204,14,0,2,370,D,1,D,25,D,09,D
20204,04347214,23,0,1,610,D,1,D,60,D,11,D
20204,04347214,24,0,1,320,D,1,D,15,D,09,D
20204,04347214,25,0,1,320,D,1,D,15,D,10,D
20204,04347214,26,0,1,320,D,1,D,15,D,11,D
20204,04347224,9,0,1,830,D,1,D,75,D,13,D
20204,04347224,10,0,1,330,D,1,D,15,D,13,D
20204,04347224,11,0,1,370,D,1,D,50,D,10,D
20204,04347244,31,0,1,810,D,1,D,189,D,11,D
20204,04347244,32,0,1,150,D,1,D,23,D,09,D
20204,04347244,33,0,1,210,D,2,D,89,D,11,D
20204,04347244,34,0,1,320,D,1,D,6,D,11,D
20204,04347244,35,0,1,355,D,1,D,4,D,10,D
20204,04347244,36,0,1,355,D,1,D,4,D,11,D
20204,04347274,20,0,1,150,D,1,D,75,D,11,D
20204,04347274,21,0,1,150,D,2,D,75,D,11,D
20204,04347314,9,0,1,355,D,1,D,15,D,13,D
20204,04347324,49,0,1,830,D,1,D,30,D,13,D
20204,04347324,50,0,1,310,D,1,D,70,D,10,D
20204,04347344,17,0,1,160,D,1,D,3,D,09,D
20204,04347344,18,0,1,160,D,1,D,3,D,10,D
20204,04347344,19,0,1,160,D,1,D,4,D,11,D
20204,04347464,30,0,1,210,D,1,D,24,D,10,D
20204,04347464,31,0,1,700,D,1,D,245,D,10,D
20204,04347464,32,0,1,355,D,1,D,50,D,13,D
20204,04347604,19,0,1,840,D,1,D,50,D,11,D
20204,04347614,33,0,1,840,D,1,D,14,D,09,D
20204,04347614,34,0,1,840,D,1,D,14,D,10,D
20204,04347614,35,0,1,840,D,1,D,14,D,11,D
20204,04347614,36,0,1,150,D,1,D,341,D,10,D
20204,04347614,37,0,1,150,D,1,D,155,D,10,D
20204,04347614,38,0,1,355,D,1,D,13,D,13,D
20204,04347644,17,0,1,830,D,1,D,15,D,13,D
20204,04347644,18,0,1,330,D,1,D,10,D,13,D
20204,04347654,18,0,1,840,D,1,D,13,D,09,D
20204,04347654,19,0,1,840,D,1,D,13,D,10,D
20204,04347654,20,0,1,840,D,1,D,13,D,11,D
20204,04347654,21,0,2,320,D,1,D,12,D,09,D
20204,04347694,9,0,1,355,D,1,D,15,D,13,D
20204,04347714,46,0,1,210,D,1,D,75,D,10,D
20204,04347714,47,0,1,310,D,1,D,30,D,10,D
20204,04347764,38,0,1,355,D,1,D,99,D,11,D
20204,04347824,27,0,1,840,D,1,D,120,D,11,D
20204,04347824,28,0,1,210,D,1,D,40,D,13,D
20204,04347824,29,0,1,330,D,1,D,15,D,13,D
20204,04348044,34,0,1,840,D,1,D,40,D,09,D
20204,04348124,16,0,1,355,D,1,D,10,D,13,D
20204,04348144,21,0,1,800,D,1,D,200,D,09,D
20204,04348174,16,0,1,950,D,1,D,437,D,10,D
20204,04348174,17,0,1,950,D,1,D,437,D,11,D
20204,04348174,18,0,1,840,D,1,D,25,D,10,D
20204,04348174,19,0,1,840,D,1,D,25,D,11,D
20204,04348174,20,0,1,355,D,1,D,10,D,13,D
20204,04348174,21,0,2,950,D,1,D,437,D,09,D
20204,04348174,22,0,2,840,D,1,D,25,D,09,D
20204,04348214,11,0,1,355,D,1,D,73,D,13,D
20204,04348244,21,0,1,150,D,1,D,26,D,10,D
20204,04348244,22,0,1,150,D,1,D,26,D,11,D
20204,04348244,23,0,1,210,D,1,D,20,D,13,D
20204,04348244,24,0,2,150,D,1,D,26,D,09,D
20204,04348254,41,0,1,210,D,1,D,36,D,11,D
20204,04348254,42,0,1,355,D,1,D,20,D,09,D
20204,04348264,16,0,1,355,D,1,D,10,D,11,D
20204,04348294,62,0,1,210,D,1,D,38,D,11,D
20204,04348294,63,0,1,210,D,2,D,99,D,11,D
20204,04348294,64,0,1,340,D,1,D,20,D,11,D
20204,04348314,19,0,1,150,D,1,D,5,D,10,D
20204,04348314,20,0,1,150,D,1,D,5,D,11,D
20204,04348314,21,0,2,150,D,1,D,5,D,09,D
20204,04348434,29,0,1,840,D,1,D,150,D,10,D
20204,04348474,13,0,1,840,D,1,D,15,D,09,D
20204,04348474,14,0,1,355,D,1,D,18,D,13,D
20204,04348474,602,0,1,840,D,1,D,15,D,10,D
20204,04348474,603,0,1,840,D,1,D,15,D,11,D
20204,04348494,38,0,1,820,D,1,D,39,D,10,D
20204,04348494,39,0,1,700,D,1,D,28,F,13,D
20204,04348494,40,0,1,355,D,1,D,12,D,13,D
20204,04348504,7,0,1,355,D,1,D,9,D,13,D
20204,04348504,8,0,2,840,D,1,D,12,D,09,D
20204,04348534,20,0,1,150,D,1,D,35,D,11,D
20204,04348544,23,0,1,810,D,1,D,20,D,11,D
20204,04348544,24,0,1,500,D,1,D,30,D,10,D
20204,04348544,25,0,1,530,D,1,D,11,D,10,D
20204,04348544,26,0,1,210,D,1,D,73,D,10,D
20204,04348544,27,0,1,355,D,1,D,10,D,10,D
20204,04348544,28,0,1,330,D,1,D,10,D,13,D
20204,04348544,29,0,1,340,D,1,D,40,D,10,D
20204,04348544,30,0,1,340,D,1,D,15,D,10,D
20204,04348564,16,0,1,830,D,1,D,1300,D,13,D
20204,04348624,18,0,1,355,D,1,D,10,D,13,D
20204,04348664,15,0,1,840,D,1,D,10,D,09,D
20204,04348664,16,0,1,840,D,1,D,10,D,10,D
20204,04348664,17,0,1,310,D,1,D,20,D,11,D
20204,04348664,18,0,2,840,D,1,D,10,D,09,D
20204,04348724,26,0,1,355,D,1,D,70,D,13,D
20204,04348724,27,0,1,370,D,1,D,40,D,11,D
20204,04348794,34,0,1,500,D,1,D,100,D,11,D
20204,04348794,35,0,1,150,D,1,D,28,D,09,D
20204,04348794,36,0,1,150,D,1,D,28,D,10,D
20204,04348794,37,0,1,150,D,1,D,28,D,11,D
20204,04348794,38,0,1,150,D,1,D,15,D,09,D
20204,04348794,39,0,1,150,D,1,D,15,D,10,D
20204,04348794,40,0,1,150,D,1,D,15,D,11,D
20204,04348794,41,0,1,210,D,1,D,24,D,10,D
20204,04348794,42,0,1,355,D,1,D,13,D,13,D
20204,04348794,43,0,1,320,D,1,D,8,D,10,D
20204,04348824,17,0,1,840,D,1,D,14,D,09,D
20204,04348824,18,0,1,840,D,1,D,14,D,11,D
20204,04348824,19,0,1,840,D,1,D,14,D,10,D
20204,04348824,20,0,1,355,D,1,D,14,D,13,D
20204,04348824,21,0,2,840,D,1,D,14,D,09,D
20204,04348834,26,0,1,355,D,1,D,30,D,13,D
20204,04348834,27,0,1,355,D,1,D,10,D,13,D
20204,04348904,22,0,1,840,D,1,D,120,D,10,D
20204,04348904,23,0,1,840,D,1,D,120,D,10,D
20204,04348904,24,0,1,150,D,1,D,150,D,09,D
20204,04348904,25,0,1,355,D,1,D,20,D,13,D
20204,04348904,26,0,1,355,D,1,D,20,D,13,D
20204,04348904,27,0,2,355,D,1,D,46,D,09,D
20204,04349094,31,0,1,150,D,1,D,27,D,09,D
20204,04349094,32,0,1,150,D,1,D,27,D,10,D
20204,04349094,33,0,1,330,D,1,D,5,D,13,D
20204,04349094,34,0,2,800,D,1,D,50,D,09,D
20204,04349094,35,0,2,150,D,1,D,30,D,09,D
20204,04349104,13,0,1,355,D,1,D,35,D,13,D
20204,04349124,18,0,1,150,D,1,D,37,D,11,D
20204,04349134,22,0,1,830,D,1,D,21,D,13,D
20204,04349134,23,0,1,355,D,1,D,13,D,13,D
20204,04349154,22,0,1,355,D,1,D,23,D,13,D
20204,04349154,23,0,1,370,D,1,D,50,D,11,D
20204,04349154,24,0,1,410,D,1,D,16,D,10,D
20204,04349154,25,0,1,410,D,1,D,16,D,11,D
20204,04349164,27,0,1,355,D,1,D,16,D,13,D
20204,04349164,28,0,1,355,D,1,D,12,D,13,D
20204,04349204,33,0,1,830,D,1,D,40,D,13,D
20204,04349204,34,0,1,840,D,1,D,120,D,11,D
20204,04349204,35,0,1,210,D,1,D,15,D,10,D
20204,04349204,36,0,1,210,D,1,D,15,D,11,D
20204,04349204,37,0,1,700,D,1,D,5,D,13,D
20204,04349204,38,0,1,355,D,1,D,20,D,11,D
20204,04349204,39,0,2,340,D,1,D,12,D,09,D
20204,04349394,30,0,1,210,D,1,D,150,D,11,D
20204,04349464,41,0,1,840,D,1,D,29,D,11,D
20204,04349464,42,0,1,150,D,1,D,39,D,10,D
20204,04349464,43,0,1,330,D,1,D,10,D,13,D
20204,04349584,48,0,1,320,D,1,D,30,D,11,D
20204,04349614,19,0,1,700,D,1,D,7,D,13,D
20204,04349614,20,0,1,355,D,1,D,15,D,13,D
20204,04349784,17,0,1,840,D,1,D,15,D,11,D
20204,04349784,18,0,1,840,D,1,D,16,D,11,D
20204,04349794,10,0,1,840,D,1,D,11,D,09,D
20204,04349794,11,0,1,840,D,1,D,11,D,10,D
20204,04349794,12,0,1,840,D,1,D,11,D,11,D
20204,04349794,13,0,2,370,D,1,D,55,D,09,D
20204,04349844,31,0,1,520,D,1,D,7,D,10,D
20204,04349844,32,0,1,210,D,1,D,3,D,13,D
20204,04349844,33,0,1,330,D,1,D,18,D,13,D
20204,04349844,34,0,1,355,D,1,D,2,D,13,D
20204,04349844,35,0,1,355,D,1,D,7,D,11,D
20204,04349884,13,0,1,840,D,1,D,45,D,11,D
20204,04349924,23,0,1,700,D,1,D,10,D,13,D
20204,04350014,15,0,1,355,D,1,D,3,D,13,D
20204,04350044,26,0,1,700,D,1,D,129,D,11,D
20204,04350064,33,0,1,160,D,1,D,100,D,09,D
20204,04350124,44,0,1,840,D,1,D,60,D,10,D
20204,04350124,45,0,1,355,D,1,D,110,D,09,D
20204,04350124,46,0,2,150,D,1,D,40,D,09,D
20204,04350154,18,0,1,840,D,1,D,12,D,09,D
20204,04350154,19,0,1,840,D,1,D,12,D,10,D
20204,04350154,20,0,1,840,D,1,D,12,D,11,D
20204,04350154,21,0,1,330,D,1,D,13,D,13,D
20204,04350154,22,0,1,355,D,1,D,60,D,13,D
20204,04350154,23,0,1,410,D,1,D,10,D,09,D
20204,04350154,24,0,1,410,D,1,D,10,D,10,D
20204,04350154,25,0,1,410,D,1,D,10,D,11,D
20204,04350174,51,0,1,840,D,1,D,55,D,11,D
20204,04350174,52,0,1,330,D,1,D,8,D,09,D
20204,04350174,53,0,1,330,D,1,D,53,D,11,D
20204,04350174,54,0,1,330,D,1,D,58,D,10,D
20204,04350174,55,0,1,370,D,1,D,80,D,10,D
20204,04350174,56,0,2,330,D,1,D,8,D,09,D
20204,04350184,15,0,1,840,D,1,D,96,D,11,D
20204,04350184,16,0,1,840,D,1,D,13,D,09,D
20204,04350184,17,0,1,840,D,1,D,13,D,10,D
20204,04350184,18,0,1,840,D,1,D,13,D,11,D
20204,04350324,11,0,1,355,D,1,D,5,D,13,D
20204,04350384,15,0,1,820,D,1,D,69,D,11,D
20204,04350414,43,0,1,800,D,1,D,100,D,13,D
20204,04350414,44,0,1,830,D,1,D,838,D,11,D
20204,04350444,27,0,1,150,D,1,D,49,D,10,D
20204,04350444,28,0,1,150,D,1,D,49,D,11,D
20204,04350444,29,0,2,150,D,1,D,49,D,09,D
20204,04350504,22,0,1,330,D,1,D,13,D,13,D
20204,04350504,23,0,1,330,D,1,D,11,D,13,D
20204,04350504,24,0,1,355,D,1,D,13,D,13,D
20204,04350504,25,0,1,355,D,1,D,14,D,13,D
20204,04350514,13,0,1,355,D,1,D,10,D,10,D
20204,04350514,14,0,2,340,D,1,D,10,D,09,D
20204,04350544,53,0,1,150,D,1,D,256,D,09,D
20204,04350544,54,0,1,150,D,1,D,112,D,10,D
20204,04350544,55,0,1,150,D,1,D,82,D,11,D
20204,04350544,56,0,1,210,D,1,D,9,D,09,D
20204,04350544,57,0,2,150,D,1,D,82,D,09,D
20204,04350614,15,0,1,840,D,1,D,99,D,10,D
20204,04350614,16,0,1,355,D,1,D,22,D,13,D
20204,04350734,22,0,1,840,D,1,D,14,D,10,D
20204,04350734,23,0,1,840,D,1,D,14,D,11,D
20204,04350734,24,0,1,330,D,1,D,9,D,13,D
20204,04350734,25,0,2,840,D,1,D,14,D,09,D
20204,04350764,47,0,1,355,D,1,D,14,D,13,D
20204,04350834,37,0,1,210,D,1,D,16,D,13,D
20204,04350834,38,0,2,410,D,1,D,50,D,09,D
20204,04350914,22,0,1,810,D,1,D,200,D,10,D
20204,04350914,23,0,1,840,D,1,D,58,D,09,D
20204,04350914,24,0,1,355,D,1,D,13,D,13,D
20204,04350914,25,0,1,330,D,1,D,9,D,13,D
20204,04350974,29,0,1,355,D,1,D,17,D,13,D
20204,04350994,36,0,1,600,D,1,D,950,D,10,D
20204,04351114,37,0,1,800,D,1,D,310,D,13,D
20204,04351114,38,0,1,830,D,1,D,70,D,13,D
20204,04351114,39,0,1,330,D,1,D,16,D,13,D
20204,04351114,40,0,1,355,D,1,D,14,D,13,D
20204,04351114,41,0,1,410,D,1,D,80,D,11,D
20204,04351194,27,0,1,830,D,1,D,49,D,13,D
20204,04351234,18,0,1,355,D,1,D,17,D,13,D
20204,04351254,24,0,2,410,D,1,D,74,D,09,D
20204,04351264,28,0,1,700,D,1,D,80,D,11,D
20204,04351694,23,0,1,840,D,1,D,15,D,09,D
20204,04351694,24,0,1,355,D,1,D,20,D,13,D
20204,04351704,18,0,1,355,D,1,D,16,D,13,D
20204,04351704,19,0,1,400,D,1,D,40,D,10,D
20204,04351704,20,0,1,400,D,1,D,60,D,11,D
20204,04351714,12,0,1,210,D,1,D,20,D,13,D
20204,04351714,13,0,1,310,D,1,D,35,D,10,D
20204,04351804,39,0,1,840,D,1,D,12,D,10,D
20204,04351804,40,0,1,840,D,1,D,12,D,11,D
20204,04351804,41,0,1,150,D,1,D,20,D,10,D
20204,04351804,42,0,1,150,D,1,D,20,D,11,D
20204,04351804,43,0,2,840,D,1,D,12,D,09,D
20204,04351804,44,0,2,150,D,1,D,20,D,09,D
20204,04351824,21,0,1,950,D,1,D,130,F,11,D
20204,04351824,22,0,1,355,D,1,D,92,D,13,D
20204,04351874,49,0,1,830,D,1,D,80,D,13,D
20204,04351874,50,0,1,840,D,1,D,100,D,09,D
20204,04351874,51,0,1,330,D,1,D,5,D,13,D
20204,04351874,52,0,1,355,D,1,D,15,D,13,D
20204,04351884,28,0,1,840,D,1,D,140,D,09,D
20204,04352034,21,0,1,355,D,1,D,9,D,13,D
20204,04352034,22,0,1,355,D,1,D,7,D,13,D
20204,04352034,23,0,1,355,D,1,D,6,D,13,D
20204,04352044,19,0,1,700,D,1,D,75,D,13,D
20204,04378033,28,0,1,830,D,1,D,20,D,13,D
20204,04378033,29,0,1,840,D,1,D,6,D,07,D
20204,04378033,30,0,1,840,D,1,D,6,D,08,D
20204,04378033,31,0,1,840,D,1,D,6,D,09,D
20204,04378033,32,0,1,330,D,1,D,15,D,13,D
20204,04378033,33,0,1,355,D,1,D,13,D,13,D
20204,04378033,34,0,1,355,D,1,D,15,D,13,D
20204,04378123,14,0,1,840,D,1,D,9,D,07,D
20204,04378123,15,0,1,840,D,1,D,9,D,08,D
20204,04378123,16,0,1,840,D,1,D,9,D,09,D
20204,04378153,17,0,1,355,D,1,D,15,D,13,D
20204,04378173,45,0,1,210,D,1,D,40,D,07,D
20204,04378263,27,0,1,840,D,1,D,12,D,07,D
20204,04378263,28,0,1,840,D,1,D,12,D,08,D
20204,04378263,29,0,1,840,D,1,D,12,D,09,D
20204,04378263,30,0,1,355,D,1,D,8,D,13,D
20204,04378313,22,0,1,700,D,1,D,15,D,13,D
20204,04378363,13,0,1,405,D,1,D,,H,09,D
20204,04378363,13,1,1,400,D,1,D,4,E,09,D
20204,04378363,13,2,1,355,D,1,D,5,E,09,D
20204,04378413,21,0,1,600,D,1,D,30,D,09,D
20204,04378413,22,0,1,370,D,1,D,30,D,08,D
20204,04378413,23,0,1,370,D,1,D,30,D,09,D
20204,04378613,49,0,1,610,D,1,D,75,D,09,D
20204,04378613,50,0,1,210,D,1,D,8,D,09,D
20204,04378613,51,0,1,330,D,1,D,32,D,09,D
20204,04378673,17,0,1,310,D,1,D,20,D,09,D
20204,04378813,17,0,1,355,D,1,D,14,D,13,D
20204,04378863,21,0,1,840,D,1,D,45,D,07,D
20204,04378873,51,0,1,320,D,1,D,15,F,08,D
20204,04378873,52,0,1,355,D,1,D,15,D,13,D
20204,04378873,53,0,1,355,D,1,D,20,D,13,D
20204,04378953,25,0,1,830,D,1,D,15,D,13,D
20204,04379033,17,0,1,530,D,1,D,32,D,07,D
20204,04379033,18,0,1,355,D,1,D,13,D,13,D
20204,04379083,32,0,1,830,D,1,D,200,D,13,D
20204,04379123,16,0,1,840,D,1,D,10,D,07,D
20204,04379123,17,0,1,840,D,1,D,10,D,08,D
20204,04379123,18,0,1,840,D,1,D,10,D,09,D
20204,04379123,19,0,1,330,D,1,D,10,D,13,D
20204,04379163,35,0,1,355,D,1,D,17,D,13,D
20204,04379163,36,0,2,330,D,1,D,15,D,07,D
20204,04379223,66,0,1,610,D,1,D,333,D,07,D
20204,04379223,67,0,1,610,D,1,D,333,D,08,D
20204,04379223,68,0,1,610,D,1,D,333,D,09,D
20204,04379223,69,0,1,150,D,1,D,20,D,07,D
20204,04379223,70,0,1,150,D,1,D,20,D,08,D
20204,04379223,71,0,1,150,D,1,D,20,D,09,D
20204,04379223,72,0,1,355,D,1,D,10,D,13,D
20204,04379243,7,0,1,370,D,1,D,60,D,09,D
20204,04379373,59,0,1,210,D,1,D,15,D,13,D
20204,04379373,60,0,1,355,D,1,D,10,D,13,D
20204,04379373,61,0,2,500,D,1,D,44,D,07,D
20204,04379383,33,0,1,840,D,1,D,35,D,08,D
20204,04379383,34,0,1,150,D,1,D,250,D,07,D
20204,04379393,17,0,1,330,D,1,D,15,D,13,D
20204,04379393,18,0,1,410,D,1,D,15,D,07,D
20204,04379443,25,0,1,830,D,1,D,29,D,13,D
20204,04379443,26,0,1,610,D,1,D,100,D,08,D
20204,04379443,27,0,1,840,D,1,D,139,D,07,D
20204,04379443,28,0,1,355,D,1,D,8,D,13,D
20204,04379463,35,0,1,355,D,1,D,20,D,13,D
20204,04379503,6,0,1,355,D,1,D,25,D,13,D
20204,04379523,63,0,1,355,D,1,D,60,D,13,D
20204,04379523,64,0,1,355,D,1,D,6,D,13,D
20204,04379523,65,0,1,410,D,1,D,4,D,08,D
20204,04379603,15,0,1,355,D,1,D,11,D,13,D
20204,04379603,16,0,2,150,D,1,D,78,D,07,D
20204,04379683,28,0,1,150,D,1,D,120,D,09,D
20204,04379683,29,0,2,150,D,1,D,20,D,07,D
20204,04379693,30,0,1,370,D,1,D,20,D,09,D
20204,04379733,33,0,1,840,D,1,D,15,D,07,D
20204,04379733,34,0,1,840,D,1,D,15,D,08,D
20204,04379733,35,0,1,840,D,1,D,15,D,09,D
20204,04379733,36,0,1,160,D,1,D,10,D,09,D
20204,04379733,37,0,1,210,D,1,D,50,D,07,D
20204,04379733,38,0,1,210,D,1,D,30,D,08,D
20204,04379733,39,0,1,210,D,1,D,30,D,09,D
20204,04379733,40,0,1,410,D,1,D,15,D,07,D
20204,04379733,41,0,1,410,D,1,D,15,D,08,D
20204,04379733,42,0,1,410,D,1,D,15,D,09,D
20204,04379733,43,0,1,330,D,1,D,10,D,13,D
20204,04379733,44,0,1,410,D,1,D,30,D,07,D
20204,04379733,45,0,1,410,D,1,D,30,D,08,D
20204,04379733,46,0,1,410,D,1,D,30,D,09,D
20204,04379773,15,0,1,840,D,1,D,10,D,07,D
20204,04379773,16,0,1,840,D,1,D,10,D,08,D
20204,04379773,17,0,1,840,D,1,D,10,D,09,D
20204,04379804,24,0,1,830,D,1,D,50,D,13,D
20204,04379804,25,0,1,210,D,1,D,25,D,13,D
20204,04379823,48,0,1,830,D,1,D,160,D,13,D
20204,04379823,49,0,1,610,D,1,D,500,D,08,D
20204,04379823,50,0,1,610,D,1,D,450,D,09,D
20204,04379823,51,0,1,150,D,1,D,52,D,07,D
20204,04379823,52,0,1,150,D,1,D,52,D,08,D
20204,04379823,53,0,1,150,D,1,D,52,D,09,D
20204,04379823,54,0,1,330,D,2,D,10,D,13,D
20204,04379823,55,0,1,370,D,1,D,100,D,09,D
20204,04379873,24,0,1,840,D,1,D,13,D,09,D
20204,04379873,25,0,1,355,D,1,D,13,D,13,D
20204,04379883,9,0,1,150,D,1,D,72,D,08,D
20204,04379973,23,0,1,840,D,1,D,99,D,07,D
20204,04379973,24,0,1,355,D,1,D,13,D,13,D
20204,04380033,36,0,1,210,D,1,D,80,D,07,D
20204,04380033,37,0,1,330,D,1,D,5,D,13,D
20204,04380033,38,0,1,330,D,1,D,15,D,13,D
20204,04380033,39,0,1,330,D,1,D,10,D,13,D
20204,04380033,40,0,1,410,D,1,D,13,D,07,D
20204,04380033,41,0,1,410,D,1,D,13,D,08,D
20204,04380033,42,0,1,410,D,1,D,13,D,09,D
20204,04380033,43,0,1,410,D,1,D,10,D,07,D
20204,04380033,44,0,1,410,D,1,D,10,D,08,D
20204,04380033,45,0,1,410,D,1,D,10,D,09,D
20204,04380033,46,0,1,410,D,1,D,10,D,07,D
20204,04380033,47,0,1,410,D,1,D,10,D,08,D
20204,04380033,48,0,1,410,D,1,D,10,D,07,D
20204,04380033,49,0,1,410,D,1,D,10,D,08,D
20204,04380033,50,0,1,410,D,1,D,10,D,07,D
20204,04380033,51,0,1,410,D,1,D,10,D,08,D
20204,04380033,52,0,1,410,D,1,D,10,D,09,D
20204,04380033,53,0,1,410,D,1,D,10,D,09,D
20204,04380033,54,0,1,410,D,1,D,7,D,07,D
20204,04380033,55,0,1,410,D,1,D,7,D,08,D
20204,04380033,56,0,1,410,D,1,D,7,D,09,D
20204,04380183,25,0,1,820,D,1,D,95,D,08,D
20204,04380183,26,0,1,150,D,1,D,13,D,07,D
20204,04380183,27,0,1,150,D,1,D,13,D,08,D
20204,04380183,28,0,1,150,D,1,D,13,D,09,D
20204,04380183,29,0,1,330,D,1,D,73,D,07,D
20204,04380254,11,0,1,830,D,1,D,86,D,13,D
20204,04380254,12,0,1,160,D,1,D,5,D,07,D
20204,04380254,13,0,1,160,D,1,D,12,D,08,D
20204,04380254,14,0,1,160,D,1,D,8,D,09,D
20204,04380254,15,0,1,150,D,1,D,36,D,09,D
20204,04380254,16,0,1,210,D,1,D,14,D,13,D
20204,04380254,17,0,1,330,D,1,D,5,D,13,D
20204,04380263,31,0,1,330,D,1,D,15,D,13,D
20204,04380353,37,0,1,700,D,1,D,170,D,09,D
20204,04380353,38,0,2,150,D,1,D,13,D,07,D
20204,04380393,51,0,1,830,D,1,D,266,D,09,D
20204,04380393,52,0,1,330,D,1,D,10,D,13,D
20204,04380473,39,0,1,840,D,1,D,60,D,08,D
20204,04380473,40,0,1,530,D,1,D,7,D,08,D
20204,04380473,41,0,1,300,D,1,D,60,D,09,D
20204,04380473,42,0,1,330,D,1,D,30,D,13,D
20204,04380473,43,0,1,355,D,1,D,20,D,13,D
20204,04380513,10,0,1,330,D,1,D,40,D,13,D
20204,04380603,29,0,1,340,D,1,D,30,D,08,D
20204,04380613,20,0,1,210,D,1,D,24,D,09,D
20204,04380613,21,0,1,210,D,1,D,12,D,08,D
20204,04380823,35,0,1,355,D,1,D,15,D,13,D
20204,04380833,19,0,1,830,D,1,D,20,D,13,D
20204,04380903,24,0,1,610,D,1,D,80,D,09,D
20204,04380903,25,0,1,830,D,1,D,10,D,13,D
20204,04380903,26,0,1,355,D,1,D,60,D,13,D
