QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,S17CODEA,S17C_DEA,S17GFTCA,S17G_TCA,SUBEXPX,SUBEXPX_,SUBMO,SUBMO_
20202,04312384,35,0,1,355,D,1,D,10,D,13,D
20202,04312384,36,0,1,355,D,1,D,7,D,13,D
20202,04312502,35,0,2,520,D,1,D,100,D,01,D
20202,04312502,36,0,2,600,D,1,D,100,D,01,D
20202,04312522,18,0,1,210,D,1,D,80,D,13,D
20202,04312522,19,0,1,355,D,1,D,15,D,13,D
20202,04312602,17,0,1,800,D,1,D,700,D,13,D
20202,04312602,18,0,1,160,D,1,D,120,D,01,D
20202,04312602,19,0,1,355,D,1,D,11,D,13,D
20202,04312612,20,0,1,800,D,1,D,540,D,13,D
20202,04312612,21,0,1,800,D,1,D,300,D,02,D
20202,04312612,22,0,1,500,D,1,D,45,D,02,D
20202,04312612,23,0,1,160,D,1,D,45,D,03,D
20202,04312612,24,0,1,355,D,1,D,10,D,13,D
20202,04312632,12,0,1,830,D,1,D,21,D,01,D
20202,04312632,13,0,1,500,D,1,D,249,D,02,D
20202,04312632,14,0,1,500,D,1,D,97,D,02,D
20202,04312642,10,0,1,355,D,1,D,80,D,13,D
20202,04312682,37,0,1,830,D,1,D,59,D,13,D
20202,04312682,38,0,1,355,D,1,D,2,D,13,D
20202,04312732,18,0,1,500,D,1,D,264,D,02,D
20202,04312732,19,0,1,370,D,1,D,60,D,03,D
20202,04312732,20,0,2,520,D,1,D,60,D,01,D
20202,04312852,6,0,1,840,D,1,D,17,D,01,D
20202,04312852,7,0,1,840,D,1,D,17,D,02,D
20202,04312852,8,0,1,840,D,1,D,17,D,03,D
20202,04312852,9,0,1,355,D,1,D,15,D,13,D
20202,04312852,10,0,1,410,D,1,D,6,D,01,D
20202,04312852,11,0,1,410,D,1,D,6,D,02,D
20202,04312852,12,0,1,410,D,1,D,6,D,03,D
20202,04312962,15,0,2,150,D,1,D,42,D,01,D
20202,04312972,18,0,1,830,D,1,D,34,D,13,D
20202,04312992,15,0,1,355,D,1,D,12,D,13,D
20202,04313022,18,0,1,830,D,1,D,22,D,13,D
20202,04313072,17,0,1,150,D,1,D,16,D,03,D
20202,04313112,48,0,1,210,D,1,D,29,D,01,D
20202,04313112,49,0,1,355,D,1,D,11,D,13,D
20202,04313112,50,0,2,840,D,1,D,45,D,01,D
20202,04313142,22,0,1,830,D,1,D,80,D,13,D
20202,04313142,23,0,1,355,D,1,D,30,D,13,D
20202,04313202,48,0,1,410,D,1,D,60,D,02,D
20202,04313202,49,0,1,410,D,1,D,1,D,02,D
20202,04313202,50,0,2,840,D,1,D,120,D,01,D
20202,04313212,37,0,1,840,D,1,D,45,D,03,D
20202,04313212,38,0,1,210,D,1,D,20,D,02,D
20202,04313262,22,0,1,520,D,1,D,45,D,02,D
20202,04313262,23,0,1,150,D,1,D,37,D,01,D
20202,04313262,24,0,1,150,D,1,D,37,D,02,D
20202,04313262,25,0,1,150,D,1,D,37,D,03,D
20202,04313262,26,0,1,355,D,1,D,15,D,13,D
20202,04313262,27,0,1,355,D,1,D,6,D,13,D
20202,04313272,41,0,1,500,D,1,D,160,D,03,D
20202,04313292,41,0,1,610,D,1,D,160,D,03,D
20202,04313292,42,0,1,520,D,1,D,50,D,01,D
20202,04313292,43,0,1,210,D,1,D,20,D,13,D
20202,04313292,44,0,1,355,D,1,D,20,D,13,D
20202,04313292,45,0,1,370,D,1,D,30,D,03,D
20202,04313292,46,0,2,210,D,1,D,20,D,01,D
20202,04313302,29,0,1,160,D,1,D,13,D,02,D
20202,04313302,30,0,1,160,D,1,D,13,D,03,D
20202,04313302,31,0,2,150,D,1,D,14,D,01,D
20202,04313352,23,0,1,210,D,1,D,17,D,02,D
20202,04313352,24,0,1,330,D,1,D,11,D,13,D
20202,04313462,21,0,1,840,D,1,D,10,D,02,D
20202,04313462,22,0,1,840,D,1,D,10,D,03,D
20202,04313462,23,0,2,840,D,1,D,10,D,01,D
20202,04313493,8,0,1,830,D,1,D,20,D,13,D
20202,04313532,22,0,1,500,D,1,D,600,D,01,D
20202,04313622,19,0,1,810,D,1,D,20,D,01,D
20202,04313622,20,0,1,810,D,1,D,20,D,02,D
20202,04313622,21,0,1,810,D,1,D,20,D,03,D
20202,04313622,22,0,1,210,D,1,D,7,D,13,D
20202,04313622,23,0,2,810,D,1,D,20,D,01,D
20202,04313622,24,0,2,210,D,1,D,7,D,01,D
20202,04313752,14,0,1,355,D,1,D,30,D,13,D
20202,04313772,79,0,1,800,D,1,D,150,D,03,D
20202,04313772,80,0,1,500,D,1,D,200,D,02,D
20202,04313772,81,0,1,310,D,1,D,20,D,02,D
20202,04313772,82,0,1,355,D,1,D,100,D,01,D
20202,04313772,83,0,2,355,D,1,D,2,D,01,D
20202,04313832,30,0,1,840,D,1,D,15,D,01,D
20202,04313832,31,0,1,840,D,1,D,15,D,02,D
20202,04313832,32,0,1,840,D,1,D,15,D,03,D
20202,04313842,26,0,1,355,D,1,D,15,D,13,D
20202,04313912,19,0,1,340,D,1,D,30,D,01,D
20202,04313912,20,0,1,355,D,1,D,6,D,02,D
20202,04313923,19,0,1,830,D,1,D,20,D,13,D
20202,04313923,20,0,1,840,D,1,D,119,D,02,D
20202,04313923,21,0,1,210,D,1,D,10,D,13,D
20202,04313923,22,0,1,330,D,1,D,8,D,13,D
20202,04313923,23,0,1,355,D,1,D,9,D,13,D
20202,04313923,24,0,1,355,D,1,D,12,D,13,D
20202,04313932,15,0,2,840,D,1,D,99,D,01,D
20202,04313942,41,0,1,330,D,1,D,15,D,13,D
20202,04313942,42,0,1,355,D,1,D,13,D,13,D
20202,04313942,43,0,1,380,D,1,D,30,D,13,D
20202,04313942,44,0,2,610,D,1,D,150,D,01,D
20202,04313942,45,0,2,340,D,1,D,30,D,01,D
20202,04313942,46,0,2,410,D,1,D,30,D,01,D
20202,04313962,21,0,1,830,D,1,D,90,D,13,D
20202,04314002,64,0,1,610,D,1,D,117,D,01,D
20202,04314002,65,0,1,530,D,1,D,116,D,03,D
20202,04314002,66,0,1,530,D,1,D,18,D,03,D
20202,04314002,67,0,1,150,D,1,D,10,D,01,D
20202,04314002,68,0,1,150,D,1,D,10,D,02,D
20202,04314002,69,0,1,150,D,1,D,10,D,03,D
20202,04314002,70,0,1,210,D,1,D,19,D,01,D
20202,04314002,71,0,1,210,D,1,D,18,D,02,D
20202,04314002,72,0,1,310,D,1,D,2,D,02,D
20202,04314002,73,0,1,310,D,1,D,2,D,03,D
20202,04314002,74,0,1,310,D,1,D,5,D,01,D
20202,04314002,75,0,1,355,D,1,D,53,D,01,D
20202,04314002,76,0,1,355,D,1,D,31,D,13,D
20202,04314052,37,0,1,830,D,1,D,30,D,13,D
20202,04314052,38,0,1,820,D,1,D,60,D,03,D
20202,04314052,39,0,1,840,D,1,D,10,D,01,D
20202,04314052,40,0,1,840,D,1,D,10,D,02,D
20202,04314052,41,0,1,840,D,1,D,10,D,03,D
20202,04314052,42,0,1,530,D,1,D,150,D,01,D
20202,04314052,43,0,1,530,D,1,D,150,D,02,D
20202,04314052,44,0,1,530,D,1,D,150,D,03,D
20202,04314052,45,0,1,210,D,1,D,10,D,02,D
20202,04314052,46,0,1,210,D,1,D,10,D,03,D
20202,04314052,47,0,1,355,D,1,D,8,D,13,D
20202,04314052,48,0,1,355,D,1,D,7,D,13,D
20202,04314062,22,0,1,330,D,1,D,10,D,13,D
20202,04314062,23,0,1,355,D,1,D,10,D,13,D
20202,04314082,17,0,1,830,D,1,D,55,D,13,D
20202,04314082,18,0,1,610,D,1,D,100,D,01,D
20202,04314092,45,0,1,310,D,1,D,5,D,02,D
20202,04314092,46,0,1,330,D,1,D,10,D,13,D
20202,04314092,47,0,1,700,D,1,D,7,D,01,D
20202,04314122,15,0,1,150,D,1,D,14,D,01,D
20202,04314122,16,0,1,150,D,1,D,14,D,02,D
20202,04314122,17,0,1,150,D,1,D,14,D,03,D
20202,04314142,45,0,1,830,D,1,D,989,D,02,D
20202,04314142,46,0,1,150,D,1,D,142,D,02,D
20202,04314142,47,0,1,150,D,1,D,60,D,01,D
20202,04314142,48,0,1,210,D,1,D,63,D,01,D
20202,04314142,49,0,1,355,D,1,D,12,D,13,D
20202,04314232,30,0,2,950,D,1,D,80,D,01,D
20202,04314372,44,0,1,830,D,1,D,50,D,13,D
20202,04314372,45,0,1,820,D,1,D,300,D,01,D
20202,04314372,46,0,1,930,D,1,D,83,D,02,D
20202,04314372,47,0,1,930,D,1,D,55,D,03,D
20202,04314372,48,0,1,930,D,1,D,20,D,03,D
20202,04314372,49,0,1,150,D,1,D,30,D,01,D
20202,04314372,50,0,1,150,D,1,D,30,D,02,D
20202,04314372,51,0,1,150,D,1,D,30,D,03,D
20202,04314372,52,0,1,320,D,1,D,8,D,01,D
20202,04314372,53,0,1,320,D,1,D,8,D,02,D
20202,04314372,54,0,1,320,D,1,D,8,D,03,D
20202,04314372,55,0,1,355,D,1,D,16,D,13,D
20202,04314372,56,0,1,355,D,1,D,15,D,13,D
20202,04314372,57,0,1,355,D,1,D,5,D,13,D
20202,04314402,18,0,1,355,D,1,D,13,D,13,D
20202,04314412,16,0,1,210,D,1,D,12,D,13,D
20202,04314412,17,0,1,330,D,1,D,10,D,13,D
20202,04314422,16,0,1,810,D,1,D,25,D,01,D
20202,04314432,50,0,1,810,D,1,D,5,D,01,D
20202,04314432,51,0,1,810,D,1,D,5,D,02,D
20202,04314432,52,0,1,810,D,1,D,5,D,03,D
20202,04314432,53,0,1,840,D,1,D,14,D,01,D
20202,04314432,54,0,1,840,D,1,D,14,D,02,D
20202,04314432,55,0,1,840,D,1,D,14,D,03,D
20202,04314432,56,0,1,355,D,1,D,13,D,13,D
20202,04314462,18,0,1,840,D,1,D,6,D,02,D
20202,04314462,19,0,1,840,D,1,D,6,D,03,D
20202,04314462,20,0,1,355,D,1,D,3,D,01,D
20202,04314462,21,0,1,370,D,1,D,80,D,03,D
20202,04314462,22,0,2,840,D,1,D,6,D,01,D
20202,04314472,14,0,1,520,D,1,D,10,D,01,D
20202,04314612,23,0,1,830,D,1,D,20,D,13,D
20202,04314612,24,0,1,840,D,1,D,25,D,03,D
20202,04314612,25,0,1,520,D,1,D,12,D,01,D
20202,04314612,26,0,1,520,D,1,D,12,D,02,D
20202,04314612,27,0,1,520,D,1,D,12,D,03,D
20202,04314622,67,0,1,355,D,1,D,15,F,13,D
20202,04314622,68,0,1,355,D,1,D,14,F,03,D
20202,04314622,69,0,2,600,D,1,D,30,D,01,D
20202,04314622,70,0,2,355,D,1,D,13,F,01,D
20202,04314642,5,0,1,355,D,1,D,10,D,13,D
20202,04314652,30,0,1,355,D,1,D,12,D,13,D
20202,04314692,44,0,1,520,D,1,D,34,D,02,D
20202,04314732,34,0,1,610,D,1,D,30,D,01,D
20202,04314732,35,0,1,330,D,1,D,5,D,13,D
20202,04314732,36,0,1,355,D,1,D,7,D,13,D
20202,04314732,37,0,1,410,D,1,D,100,D,03,D
20202,04314732,38,0,2,840,D,1,D,7,D,01,D
20202,04314742,39,0,1,340,D,1,D,20,D,03,D
20202,04314782,9,0,1,840,D,1,D,14,D,01,D
20202,04314782,10,0,1,840,D,1,D,14,D,02,D
20202,04314782,11,0,1,840,D,1,D,14,D,03,D
20202,04314782,12,0,1,830,D,1,D,26,D,13,D
20202,04314782,13,0,1,210,D,1,D,14,D,13,D
20202,04314782,14,0,1,355,D,1,D,6,D,13,D
20202,04314822,31,0,1,840,D,1,D,115,D,02,D
20202,04314822,32,0,1,700,D,1,D,20,D,13,D
20202,04314852,29,0,1,210,D,1,D,100,D,01,D
20202,04314862,48,0,1,610,D,1,D,50,D,03,D
20202,04314862,49,0,1,500,D,1,D,500,D,01,D
20202,04314862,50,0,1,150,D,1,D,47,D,03,D
20202,04314862,51,0,1,210,D,1,D,4,D,01,D
20202,04314862,52,0,1,210,D,1,D,6,D,02,D
20202,04314862,53,0,1,355,D,1,D,65,D,13,D
20202,04314862,54,0,1,355,D,1,D,14,D,13,D
20202,04314862,55,0,1,355,D,1,D,1,D,13,D
20202,04314862,56,0,1,355,D,1,D,21,D,13,D
20202,04314862,57,0,1,410,D,1,D,11,D,03,D
20202,04314922,19,0,1,150,D,1,D,100,D,02,D
20202,04314952,39,0,1,520,D,1,D,68,D,01,D
20202,04314952,40,0,1,210,D,1,D,67,D,01,D
20202,04314952,41,0,1,210,D,1,D,67,D,02,D
20202,04314952,42,0,1,210,D,1,D,67,D,03,D
20202,04314952,43,0,1,330,D,1,D,20,D,01,D
20202,04314952,44,0,1,330,D,1,D,20,D,02,D
20202,04314952,45,0,1,330,D,1,D,20,D,03,D
20202,04314952,46,0,1,355,D,1,D,19,D,01,D
20202,04314952,47,0,1,355,D,1,D,19,D,02,D
20202,04314952,48,0,1,355,D,1,D,19,D,03,D
20202,04314972,29,0,1,830,D,1,D,60,D,13,D
20202,04314972,30,0,1,150,D,1,D,20,D,01,D
20202,04314972,31,0,1,150,D,1,D,20,D,02,D
20202,04314972,32,0,1,150,D,1,D,20,D,03,D
20202,04314972,33,0,1,355,D,1,D,10,D,13,D
20202,04314992,17,0,1,355,D,1,D,14,D,13,D
20202,04315022,58,0,1,820,D,1,D,99,D,01,D
20202,04315022,59,0,1,950,D,1,D,2795,D,01,D
20202,04315022,60,0,1,600,D,1,D,8035,D,03,D
20202,04315022,61,0,1,600,D,1,D,663,D,02,D
20202,04315022,62,0,1,600,D,1,D,663,D,01,D
20202,04315022,63,0,1,210,D,1,D,50,D,02,D
20202,04315022,64,0,1,700,D,1,D,70,D,13,D
20202,04315022,65,0,1,355,D,1,D,13,D,13,D
20202,04315022,66,0,1,355,D,1,D,13,D,13,D
20202,04315142,13,0,1,150,D,1,D,60,D,01,D
20202,04315203,15,0,1,520,D,1,D,20,D,01,D
20202,04315203,16,0,1,520,D,1,D,20,D,02,D
20202,04315203,17,0,1,355,D,1,D,2,D,13,D
20202,04315212,35,0,1,830,D,1,D,25,D,13,D
20202,04315212,36,0,1,520,D,1,D,100,D,01,D
20202,04315212,37,0,1,520,D,1,D,20,D,03,D
20202,04315212,38,0,1,210,D,1,D,45,D,01,D
20202,04315212,39,0,1,700,D,1,D,13,D,13,D
20202,04315212,40,0,1,355,D,1,D,13,D,13,D
20202,04315242,37,0,1,210,D,1,D,10,D,03,D
20202,04315242,38,0,1,355,D,1,D,5,D,03,D
20202,04315242,39,0,1,410,D,1,D,16,D,03,D
20202,04315242,40,0,2,840,D,1,D,150,D,01,D
20202,04315242,41,0,2,520,D,1,D,50,D,01,D
20202,04315242,42,0,2,150,D,1,D,10,D,01,D
20202,04315252,51,0,1,800,D,1,D,150,D,13,D
20202,04315252,52,0,1,830,D,1,D,41,D,13,D
20202,04315252,53,0,1,810,D,1,D,20,D,01,D
20202,04315252,54,0,1,810,D,1,D,20,D,02,D
20202,04315252,55,0,1,810,D,1,D,50,D,02,D
20202,04315252,56,0,1,520,D,1,D,40,D,03,D
20202,04315252,57,0,1,210,D,1,D,45,D,01,D
20202,04315252,58,0,1,310,D,1,D,230,D,03,D
20202,04315252,59,0,1,330,D,1,D,10,D,13,D
20202,04315252,60,0,1,355,D,1,D,10,D,13,D
20202,04315252,61,0,1,355,D,1,D,15,D,13,D
20202,04315312,19,0,1,840,D,1,D,10,D,01,D
20202,04315312,20,0,1,840,D,1,D,10,D,02,D
20202,04315312,21,0,1,840,D,1,D,10,D,03,D
20202,04315334,46,0,1,840,D,1,D,50,D,01,D
20202,04315334,47,0,1,840,D,1,D,110,D,03,D
20202,04315334,48,0,1,530,D,1,D,20,D,03,D
20202,04315334,49,0,1,210,D,1,D,20,D,01,D
20202,04315334,50,0,1,355,D,1,D,8,D,13,D
20202,04315352,40,0,1,610,D,1,D,40,D,02,D
20202,04315352,41,0,1,600,D,1,D,40,D,03,D
20202,04315352,42,0,1,210,D,1,D,30,D,13,D
20202,04315372,41,0,1,330,D,1,D,12,D,13,D
20202,04315372,42,0,1,355,D,1,D,19,D,13,D
20202,04315402,22,0,1,355,D,1,D,10,D,13,D
20202,04315422,36,0,1,520,D,1,D,36,D,02,D
20202,04315422,37,0,1,150,D,1,D,84,D,02,D
20202,04315422,38,0,2,520,D,1,D,65,D,01,D
20202,04315432,59,0,1,150,D,1,D,62,D,01,D
20202,04315432,60,0,1,320,D,1,D,25,D,01,D
20202,04315432,61,0,1,320,D,1,D,25,D,02,D
20202,04315432,62,0,1,320,D,1,D,25,D,03,D
20202,04315432,63,0,1,700,D,1,D,32,D,13,D
20202,04315432,64,0,1,355,D,1,D,10,D,13,D
20202,04315432,65,0,1,370,D,1,D,75,D,01,D
20202,04315432,66,0,1,370,D,1,D,100,D,02,D
20202,04315502,31,0,1,150,D,1,D,88,D,03,D
20202,04315502,32,0,1,330,D,1,D,15,D,13,D
20202,04315502,33,0,1,355,D,1,D,16,D,13,D
20202,04315552,26,0,1,520,D,1,D,20,D,01,D
20202,04315552,27,0,1,355,D,1,D,12,D,13,D
20202,04315592,28,0,1,840,D,1,D,50,D,01,D
20202,04315592,29,0,2,840,D,1,D,99,D,01,D
20202,04315632,28,0,1,950,D,1,D,40,D,01,D
20202,04315632,29,0,1,950,D,1,D,40,D,02,D
20202,04315632,30,0,1,950,D,1,D,40,D,03,D
20202,04315632,31,0,1,840,D,1,D,6,D,01,D
20202,04315632,32,0,1,840,D,1,D,6,D,02,D
20202,04315632,33,0,1,840,D,1,D,6,D,03,D
20202,04315632,34,0,1,930,D,1,D,30,D,13,D
20202,04315632,35,0,1,500,D,1,D,100,D,02,D
20202,04315632,36,0,1,520,D,1,D,50,D,01,D
20202,04315632,37,0,1,520,D,1,D,50,D,02,D
20202,04315632,38,0,1,150,D,1,D,25,D,02,D
20202,04315632,39,0,1,210,D,1,D,15,D,13,D
20202,04315632,40,0,1,330,D,1,D,10,D,13,D
20202,04315632,41,0,1,340,D,1,D,50,D,03,D
20202,04315632,42,0,1,355,D,1,D,16,D,13,D
20202,04315632,43,0,1,355,D,1,D,21,D,13,D
20202,04315632,44,0,1,370,D,1,D,200,D,01,D
20202,04315632,45,0,1,400,D,1,D,20,D,01,D
20202,04315632,46,0,1,400,D,1,D,20,D,02,D
20202,04315632,47,0,1,400,D,1,D,20,D,03,D
20202,04315692,23,0,1,840,D,1,D,13,D,01,D
20202,04315692,24,0,1,840,D,1,D,13,D,02,D
20202,04315692,25,0,1,840,D,1,D,13,D,03,D
20202,04315692,26,0,1,310,D,1,D,13,D,01,D
20202,04315712,32,0,1,330,D,1,D,5,D,02,D
20202,04315712,33,0,1,330,D,1,D,5,D,02,D
20202,04315712,34,0,1,355,D,1,D,13,D,13,D
20202,04315712,35,0,1,355,D,1,D,13,D,13,D
20202,04315762,26,0,2,810,D,1,D,10,D,01,D
20202,04315762,27,0,2,150,D,1,D,40,D,01,D
20202,04315802,16,0,1,210,D,1,D,45,D,01,D
20202,04315862,16,0,1,600,D,1,D,215,D,01,D
20202,04315862,17,0,1,370,D,1,D,115,D,03,D
20202,04315862,18,0,2,355,D,1,D,4,D,01,D
20202,04315892,42,0,1,840,D,1,D,1,D,01,D
20202,04315892,43,0,2,840,D,1,D,13,D,01,D
20202,04315892,44,0,2,830,D,1,D,110,D,01,D
20202,04315892,45,0,2,830,D,1,D,23,D,01,D
20202,04315892,46,0,2,830,D,1,D,10,D,01,D
20202,04315902,24,0,1,355,D,1,D,15,D,13,D
20202,04315912,31,0,1,340,D,1,D,20,D,02,D
20202,04315922,7,0,1,830,D,1,D,40,D,13,D
20202,04315922,8,0,1,520,D,1,D,50,D,02,D
20202,04315972,32,0,1,150,D,1,D,15,D,03,D
20202,04315972,33,0,1,355,D,1,D,76,D,02,D
20202,04315972,34,0,1,370,D,1,D,142,D,01,D
20202,04315972,35,0,1,370,D,1,D,50,D,02,D
20202,04315972,36,0,2,150,D,1,D,20,D,01,D
20202,04315992,32,0,1,370,D,1,D,60,D,03,D
20202,04315992,33,0,2,840,D,1,D,120,D,01,D
20202,04315992,34,0,2,520,D,1,D,240,D,01,D
20202,04316002,19,0,1,355,D,1,D,14,D,13,D
20202,04316002,20,0,1,355,D,1,D,58,D,13,D
20202,04316042,23,0,1,355,D,1,D,14,D,13,D
20202,04316042,24,0,1,700,D,1,D,7,D,13,D
20202,04316062,29,0,1,150,D,1,D,16,D,01,D
20202,04316062,30,0,1,355,D,1,D,15,D,13,D
20202,04316092,19,0,1,150,D,1,D,30,D,03,D
20202,04316092,20,0,1,355,D,1,D,11,D,13,D
20202,04316102,22,0,1,830,D,1,D,50,D,13,D
20202,04316102,23,0,1,520,D,1,D,40,D,01,D
20202,04316102,24,0,1,210,D,1,D,10,D,13,D
20202,04316102,25,0,1,330,D,1,D,20,D,13,D
20202,04316102,26,0,1,355,D,1,D,10,D,13,D
20202,04316102,27,0,1,355,D,1,D,10,D,13,D
20202,04316182,17,0,1,800,D,1,D,255,D,03,D
20202,04316204,15,0,1,830,D,1,D,220,D,13,D
20202,04316212,20,0,1,500,D,1,D,350,D,03,D
20202,04316232,37,0,1,610,D,1,D,150,D,01,D
20202,04316232,38,0,1,840,D,1,D,119,D,01,D
20202,04316232,39,0,1,150,D,1,D,9,D,13,D
20202,04316232,40,0,1,150,D,1,D,8,D,13,D
20202,04316232,41,0,1,150,D,1,D,5,D,13,D
20202,04316232,42,0,1,210,D,1,D,14,D,01,D
20202,04316232,43,0,1,210,D,1,D,14,D,02,D
20202,04316232,44,0,1,355,D,1,D,24,D,03,D
20202,04316332,30,0,1,210,D,1,D,14,D,13,D
20202,04316382,18,0,1,355,D,1,D,11,D,13,D
20202,04316392,33,0,1,355,D,1,D,19,D,01,D
20202,04316392,34,0,1,355,D,1,D,19,D,02,D
20202,04316433,20,0,1,830,D,1,D,50,D,13,D
20202,04316433,21,0,1,840,D,1,D,120,D,02,D
20202,04316433,22,0,1,355,D,1,D,10,D,13,D
20202,04316484,31,0,1,330,D,1,D,15,D,13,D
20202,04316484,32,0,1,355,D,1,D,16,D,13,D
20202,04316492,28,0,1,500,D,1,D,50,D,02,D
20202,04316492,29,0,1,530,D,1,D,20,D,02,D
20202,04316512,35,0,1,840,D,1,D,17,D,01,D
20202,04316512,36,0,1,840,D,1,D,17,D,02,D
20202,04316512,37,0,1,840,D,1,D,17,D,03,D
20202,04316512,38,0,1,520,D,1,D,16,D,01,D
20202,04316512,39,0,1,320,D,1,D,20,D,02,D
20202,04316512,40,0,1,330,D,1,D,14,D,13,D
20202,04316512,41,0,1,355,D,1,D,13,D,13,D
20202,04316512,42,0,1,355,D,1,D,7,D,13,D
20202,04316512,43,0,1,370,D,1,D,50,D,01,D
20202,04316512,44,0,1,370,D,1,D,50,D,02,D
20202,04316522,19,0,1,355,D,1,D,11,D,13,D
20202,04316522,20,0,2,600,D,1,D,16,D,01,D
20202,04316522,21,0,2,520,D,1,D,2,D,01,D
20202,04316562,19,0,1,500,D,1,D,15,D,03,D
20202,04316562,20,0,1,210,D,1,D,10,D,01,D
20202,04316562,21,0,1,330,D,1,D,7,D,13,D
20202,04316562,22,0,1,355,D,1,D,7,D,13,D
20202,04316562,23,0,1,355,D,1,D,2,D,13,D
20202,04316582,29,0,1,830,D,1,D,22,D,13,D
20202,04316582,30,0,1,820,D,1,D,95,D,01,D
20202,04316582,31,0,1,600,D,1,D,236,D,02,D
20202,04316582,32,0,1,520,D,1,D,20,D,02,D
20202,04316582,33,0,1,210,D,1,D,22,D,01,D
20202,04316582,34,0,1,500,D,1,D,12,D,02,D
20202,04316652,12,0,1,830,D,1,D,38,D,13,D
20202,04316812,29,0,1,355,D,1,D,17,D,13,D
20202,04316812,30,0,1,355,D,1,D,12,D,13,D
20202,04316822,37,0,1,830,D,1,D,90,D,13,D
20202,04316822,38,0,1,610,D,1,D,150,D,03,D
20202,04316822,39,0,1,840,D,1,D,10,D,01,D
20202,04316822,40,0,1,840,D,1,D,10,D,02,D
20202,04316822,41,0,1,840,D,1,D,10,D,03,D
20202,04316822,42,0,1,500,D,1,D,480,D,01,D
20202,04316822,43,0,1,530,D,1,D,50,D,03,D
20202,04316822,44,0,1,150,D,1,D,80,D,03,D
20202,04316822,45,0,1,150,D,1,D,28,F,03,D
20202,04316822,46,0,1,210,D,1,D,40,D,03,D
20202,04316822,47,0,1,355,D,1,D,8,D,03,D
20202,04316822,48,0,2,610,D,1,D,250,D,01,D
20202,04316822,49,0,2,530,D,1,D,20,D,01,D
20202,04316892,36,0,1,830,D,1,D,90,D,13,D
20202,04316892,37,0,1,830,D,1,D,37,D,13,D
20202,04316892,38,0,1,520,D,1,D,40,D,03,D
20202,04316892,39,0,1,150,D,1,D,12,D,03,D
20202,04316892,40,0,1,330,D,1,D,16,D,13,D
20202,04316892,41,0,1,410,D,1,D,55,D,03,D
20202,04316892,42,0,1,355,D,1,D,15,D,13,D
20202,04316902,33,0,1,840,D,1,D,50,D,02,D
20202,04317022,37,0,1,520,D,1,D,20,D,01,D
20202,04317022,38,0,1,520,D,1,D,20,D,02,D
20202,04317022,39,0,1,520,D,1,D,20,D,03,D
20202,04317042,28,0,1,700,D,1,D,22,D,13,D
20202,04317052,17,0,1,355,D,1,D,10,D,02,D
20202,04317112,11,0,1,830,D,1,D,10,D,13,D
20202,04317152,20,0,1,210,D,1,D,15,D,13,D
20202,04317162,23,0,1,355,D,1,D,13,D,13,D
20202,04317192,21,0,1,840,D,1,D,50,D,13,D
20202,04317192,22,0,1,355,D,1,D,21,D,13,D
20202,04317232,22,0,1,700,D,1,D,7,D,13,D
20202,04317232,23,0,1,355,D,1,D,12,D,01,D
20202,04317232,24,0,1,355,D,1,D,12,D,02,D
20202,04317242,22,0,1,840,D,1,D,35,D,01,D
20202,04317242,23,0,1,840,D,1,D,55,D,01,D
20202,04317242,24,0,1,500,D,1,D,800,D,02,D
20202,04317282,46,0,1,610,D,1,D,55,F,03,D
20202,04317282,47,0,1,840,D,1,D,60,D,01,D
20202,04317282,48,0,1,520,D,1,D,24,D,01,D
20202,04317282,49,0,1,355,D,1,D,19,D,13,D
20202,04317282,50,0,1,355,D,1,D,13,D,13,D
20202,04317363,19,0,1,150,D,1,D,20,D,01,D
20202,04317372,11,0,2,520,D,1,D,30,D,01,D
20202,04317422,29,0,1,840,D,1,D,80,D,03,D
20202,04317422,30,0,2,840,D,1,D,15,F,01,D
20202,04317432,18,0,1,330,D,1,D,21,D,13,D
20202,04317482,17,0,1,370,D,1,D,130,D,02,D
20202,04317482,18,0,1,340,D,1,D,40,D,03,D
20202,04317482,19,0,1,355,D,1,D,10,D,13,D
20202,04317482,20,0,1,355,D,1,D,8,D,13,D
20202,04317532,24,0,1,355,D,1,D,12,D,13,D
20202,04317532,25,0,2,950,D,1,D,1288,D,01,D
20202,04317542,18,0,1,830,D,1,D,11,D,13,D
20202,04317542,19,0,1,355,D,1,D,8,D,13,D
20202,04317542,20,0,2,530,D,1,D,60,D,01,D
20202,04317542,21,0,2,530,D,1,D,60,D,01,D
20202,04317552,13,0,1,355,D,1,D,15,D,13,D
20202,04317574,9,0,1,355,D,1,D,8,D,13,D
20202,04317574,10,0,1,355,D,1,D,12,D,13,D
20202,04317612,28,0,1,520,D,1,D,20,D,01,D
20202,04317612,29,0,1,520,D,1,D,20,D,01,D
20202,04317622,28,0,1,830,D,1,D,400,D,01,D
20202,04317622,29,0,1,355,D,1,D,109,D,13,D
20202,04317683,43,0,1,150,D,1,D,20,D,01,D
20202,04317683,44,0,1,150,D,1,D,33,D,01,D
20202,04317802,21,0,1,210,D,1,D,80,D,03,D
20202,04317912,24,0,1,830,D,1,D,20,D,13,D
20202,04317912,25,0,1,500,D,1,D,50,D,02,D
20202,04317912,26,0,1,160,D,1,D,15,D,02,D
20202,04317912,27,0,1,330,D,1,D,9,D,13,D
