QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOH,PROP0NOH,OWNYH,OWNYH_,PAIDLOAN,PAID_OAN,PRIMPLUS,PRIM_LUS,JINTPDX,JINTPDX_,JLCPRINX,JLCP_INX,LOAN_NOH,LOAN0NOH,TOTOWED,TOTOWED_
20203,04295244,48,0,5,01,D,100,D,1,D,0.0475,D,689,D,610,D,01,D,58000,D
20203,04296574,24,0,5,01,D,100,D,1,D,0.0475,D,75,D,225,D,01,D,6300,D
20203,04296624,13,0,5,01,D,100,D,1,D,0.0475,D,261,D,189,D,01,D,22000,D
20203,04297734,25,0,5,01,D,100,D,1,D,0.0475,D,986,F,19412,V,01,D,83000,F
20203,04298224,18,0,5,01,D,100,D,1,D,0.0475,D,220,D,435,D,01,D,18500,D
20203,04299084,6,0,1,01,D,100,D,1,D,0.0475,D,273,D,927,D,01,D,23000,D
20203,04299164,21,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04299534,19,0,5,01,D,100,D,1,D,0.0475,D,36,F,864,F,01,D,3000,F
20203,04310593,15,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,200000,D
20203,04311643,39,0,5,01,D,100,D,1,D,0.0475,D,1793,D,-1635,T,01,D,151000,D
20203,04312013,28,0,5,01,D,100,D,1,D,0.0475,D,103,F,197,F,01,D,8700,F
20203,04312743,14,0,5,01,D,100,D,1,D,0.0475,D,46,F,275,F,01,D,3852,F
20203,04314003,44,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,70500,D
20203,04314413,17,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,47604,D
20203,04314853,38,0,5,01,D,100,D,1,D,0.0475,D,629,F,871,F,01,D,53000,F
20203,04316493,35,0,5,01,D,100,D,1,D,0.0475,D,190,D,35,D,01,D,16000,D
20203,04316893,20,0,5,01,D,100,D,1,D,0.0475,D,820,D,533,D,01,D,69042,D
20203,04318123,18,0,5,01,D,100,D,2,D,0.0475,D,558,F,42,F,01,D,47000,F
20203,04318303,22,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,154522,D
20203,04319213,48,0,5,01,D,100,D,1,D,0.0475,D,1342,D,-142,D,01,D,113000,D
20203,04319503,22,0,5,01,D,100,D,1,D,0.0475,D,1722,D,-222,D,01,D,145000,D
20203,04319983,25,0,5,02,D,300,D,1,D,0.0475,D,950,D,22445,T,01,D,77667,T
20203,04320513,12,0,1,01,D,100,D,1,D,0.0475,D,71,F,514,F,01,D,6000,F
20203,04320593,22,0,5,01,D,100,D,1,D,0.0475,D,462,F,288,F,01,D,38864,F
20203,04320843,51,0,5,01,D,100,D,1,D,0.0475,D,0,D,0,D,01,D,0,D
20203,04322873,48,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,37000,D
20203,04322953,47,0,5,01,D,100,D,1,D,0.0475,D,2079,D,-378,D,01,D,175100,D
20203,04323113,29,0,5,01,D,100,D,1,D,0.0475,D,594,D,-240,D,01,D,50000,D
20203,04323423,34,0,5,01,D,100,D,1,D,0.0475,D,14,D,1186,D,01,D,1200,D
20203,04324363,23,0,5,01,D,100,D,1,D,0.0475,D,558,D,42,D,01,D,47000,D
20203,04324493,36,0,5,01,D,100,D,1,D,0.0475,D,1069,F,-169,F,01,D,90000,F
20203,04324793,20,0,5,01,D,100,D,1,D,0.0475,D,594,D,1406,D,01,D,50000,D
20203,04325363,32,0,5,01,D,100,D,1,D,0.0475,D,0,D,0,D,01,D,0,D
20203,04325433,40,0,5,01,D,100,D,1,D,0.0475,D,437,D,463,D,01,D,36826,D
20203,04325463,22,0,5,01,D,100,D,1,D,0.0475,D,380,D,625,D,01,D,32000,D
20203,04325793,23,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04326423,40,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04327063,38,0,5,01,D,100,D,1,D,0.0475,D,3050,D,161,D,01,D,256834,D
20203,04327493,40,0,5,01,D,100,D,1,D,0.0475,D,154,F,875,F,01,D,13000,F
20203,04327543,38,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04328283,10,0,5,01,D,100,D,2,D,0.0475,D,0,F,0,F,01,D,0,F
20203,04329713,12,0,1,01,D,100,D,1,D,0.0475,D,594,D,276,D,01,D,50000,D
20203,04330063,31,0,5,01,D,100,D,1,D,0.0475,D,475,F,275,F,01,D,40000,F
20203,04330193,23,0,5,01,D,100,D,1,D,0.0475,D,273,D,927,D,01,D,23000,D
20203,04330473,36,0,5,01,D,100,D,1,D,0.0475,D,71,D,514,D,01,D,6000,D
20203,04342633,18,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04343423,22,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04343573,24,0,5,01,D,100,D,1,D,0.0475,D,594,D,371,D,01,D,50000,D
20203,04344933,28,0,5,01,D,100,D,1,D,0.0475,D,119,D,4381,D,01,D,10000,D
20203,04345093,39,0,5,01,D,100,D,1,D,0.0475,D,119,D,181,D,01,D,10000,D
20203,04345503,20,0,5,02,D,300,D,1,D,0.0475,D,53,D,547,D,01,D,4500,D
20203,04346373,45,0,5,01,D,100,D,1,D,0.0475,D,119,D,4881,D,01,D,10000,D
20203,04346803,28,0,5,01,D,100,D,1,D,0.0475,D,178,D,1022,D,01,D,15000,D
20203,04347323,35,0,5,01,D,100,D,1,D,0.0475,D,33,D,5386,D,01,D,2754,D
20203,04347763,25,0,5,01,D,100,D,1,D,0.0475,D,629,D,1771,D,01,D,53000,D
20203,04350343,13,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04351263,20,0,5,01,D,100,D,1,D,0.0475,D,594,D,6,D,01,D,50000,D
20203,04351463,23,0,5,01,D,100,D,2,D,0.0475,D,143,F,541,F,01,D,12000,F
20203,04351573,21,0,5,01,D,100,D,2,D,0.0475,D,12,F,1488,F,01,D,1000,F
20203,04351693,21,0,5,01,D,100,D,1,D,0.0475,D,74,D,6126,D,01,D,6200,D
20203,04378262,17,0,5,01,D,100,D,1,D,0.0475,D,1069,D,131,D,01,D,90000,D
20203,04378612,47,0,5,01,D,100,D,1,D,0.0475,D,1081,F,-181,F,01,D,91000,F
20203,04379382,28,0,5,01,D,100,D,1,D,0.0475,D,665,D,600,D,01,D,56000,D
20203,04379822,41,0,5,01,D,100,D,1,D,0.0475,D,0,D,0,D,01,D,0,D
20203,04379822,42,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,02,D,0,D
20203,04384152,24,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,14200,D
20203,04384772,24,0,5,01,D,100,D,1,D,0.0475,D,2874,D,7966,D,01,D,242000,D
20203,04384852,27,0,1,01,D,100,D,1,D,0.0475,D,202,F,-52,F,01,D,17000,F
20203,04385342,35,0,1,01,D,100,D,1,D,0.0475,D,511,D,4589,D,01,D,43000,D
20203,04385353,9,0,1,01,D,100,D,1,D,0.0475,D,90,D,510,D,01,D,7600,D
20203,04385422,38,0,5,01,D,100,D,1,D,0.0475,D,273,D,267,D,01,D,23000,D
20203,04385532,31,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04385664,31,0,5,01,D,100,D,1,D,0.0475,D,46,D,275,D,01,D,3852,D
20203,04385664,32,0,5,01,D,100,D,1,D,0.0475,D,102,D,612,D,02,D,8626,D
20203,04388762,28,0,5,01,D,100,D,1,D,0.0475,D,629,F,2371,F,01,D,53000,F
20203,04388902,17,0,5,01,D,100,D,1,D,0.0475,D,499,F,19412,V,01,D,42000,F
20203,04389762,43,0,5,01,D,100,D,1,D,0.0475,D,5059,D,205,D,01,D,450612,T
20203,04390492,29,0,5,01,D,100,D,1,D,0.0475,D,707,F,-193,F,01,D,59500,F
20203,04392094,27,0,5,01,D,100,D,1,D,0.0475,D,986,D,19412,T,01,D,83000,D
20203,04393202,24,0,5,01,D,100,D,1,D,0.0475,D,344,D,2656,D,01,D,29000,D
20203,04393692,25,0,5,01,D,100,D,1,D,0.0475,D,950,D,1150,D,01,D,80000,D
20203,04394083,23,0,5,01,D,100,D,1,D,0.0475,D,103,D,197,D,01,D,8700,D
20203,04394512,27,0,1,01,D,100,D,1,D,0.0475,D,629,D,871,D,01,D,53000,D
20203,04394982,41,0,5,01,D,100,D,1,D,0.0475,D,295,D,1305,D,01,D,24850,D
20203,04395542,20,0,5,01,D,100,D,1,D,0.0475,D,273,D,3454,D,01,D,23000,D
20203,04397742,27,0,5,01,D,100,D,1,D,0.0475,D,707,D,-193,D,01,D,59500,D
20203,04399243,44,0,5,01,D,100,D,1,D,0.0475,D,178,D,2522,D,01,D,15000,D
20203,04399823,32,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04400092,36,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04400582,13,0,1,01,D,100,D,1,D,0.0475,D,487,D,133,D,01,D,41000,D
20203,04401402,8,0,1,01,D,100,D,2,D,0.0475,D,701,F,-179,F,01,D,59000,F
20203,04402642,35,0,5,01,D,100,D,1,D,0.0475,D,403,D,1597,D,01,D,33917,D
20203,04402872,33,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04403503,40,0,5,01,D,100,D,1,D,0.0475,D,53,D,-39,D,01,D,4500,D
20203,04403692,28,0,5,01,D,100,D,1,D,0.0475,D,76,D,3424,D,01,D,6428,D
20203,04404293,25,0,5,01,D,100,D,1,D,0.0475,D,1140,F,19412,V,01,D,96000,F
20203,04404562,25,0,5,01,D,100,D,1,D,0.0475,D,208,D,992,D,01,D,17500,D
20203,04404612,23,0,1,01,D,100,D,1,D,0.0475,D,594,D,6,D,01,D,50000,D
20203,04405002,36,0,5,01,D,100,D,1,D,0.0475,D,0,D,0,D,01,D,0,D
20203,04405652,15,0,5,01,D,100,D,1,D,0.0475,D,261,D,639,D,01,D,22000,D
20203,04406872,7,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04406952,29,0,5,01,D,100,D,1,D,0.0475,D,898,D,2102,D,01,D,75600,D
20203,04407722,40,0,5,01,D,100,D,1,D,0.0475,D,1253,D,-578,D,01,D,105500,D
20203,04407752,14,0,5,01,D,100,D,1,D,0.0475,D,166,F,1914,F,01,D,14000,F
20203,04408113,28,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,110000,D
20203,04408162,59,0,5,01,D,100,D,1,D,0.0475,D,76,D,-6,D,01,D,6400,D
20203,04408372,55,0,5,01,D,100,D,1,D,0.0475,D,1069,D,131,D,01,D,90000,D
20203,04409592,19,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04410562,34,0,1,01,D,100,D,1,D,0.0475,D,0,D,0,D,01,D,0,D
20203,04410562,35,0,1,02,D,300,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04411452,59,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,67000,D
20203,04412442,34,0,1,01,D,100,D,1,D,0.0475,D,33,F,5386,F,01,D,2754,F
20203,04413952,10,0,1,01,D,100,D,1,D,0.0475,D,2969,D,1531,D,01,D,250000,D
20203,04414122,16,0,1,01,D,100,D,1,D,0.0475,D,59,D,241,D,01,D,5000,D
20203,04414982,19,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04415062,19,0,5,01,D,100,D,1,D,0.0475,D,202,D,116,D,01,D,17000,D
20203,04415942,21,0,5,01,D,100,D,2,D,0.0475,D,119,F,4881,F,01,D,10000,F
20203,04416312,24,0,5,01,D,100,D,1,D,0.0475,D,1164,D,-204,D,01,D,98000,D
20203,04416342,35,0,5,01,D,100,D,1,D,0.0475,D,701,D,-179,D,01,D,59000,D
20203,04416592,19,0,5,01,D,100,D,1,D,0.0475,D,1081,D,-181,D,01,D,91000,D
20203,04418974,38,0,5,01,D,100,D,1,D,0.0475,D,462,D,288,D,01,D,38864,D
20203,04419902,9,0,1,01,D,100,D,1,D,0.0475,D,475,D,275,D,01,D,40000,D
20203,04420043,16,0,5,01,D,100,D,1,D,0.0475,D,131,D,73,D,01,D,11000,D
20203,04420441,16,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,15000,D
20203,04421631,23,0,1,01,D,100,D,1,D,0.0475,D,885,D,1518,D,01,D,74493,D
20203,04422281,16,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04422911,9,0,1,01,D,100,D,1,D,0.0475,D,102,F,612,F,01,D,8626,F
20203,04423491,19,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04425751,21,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04426101,26,0,1,01,D,100,D,1,D,0.0475,D,594,F,6,F,01,D,50000,F
20203,04427481,14,0,1,01,D,100,D,1,D,0.0475,D,1425,D,1575,D,01,D,120000,D
20203,04428511,24,0,1,01,D,100,D,1,D,0.0475,D,368,D,232,D,01,D,31000,D
20203,04429591,11,0,1,01,D,100,D,1,D,0.0475,D,36,D,864,D,01,D,3000,D
20203,04429791,20,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04429841,26,0,1,01,D,100,D,1,D,0.0475,D,285,D,615,D,01,D,24000,D
20203,04429941,7,0,1,01,D,100,D,1,D,0.0475,D,428,D,-38,D,01,D,36000,D
20203,04430491,39,0,1,01,D,100,D,1,D,0.0475,D,190,F,35,F,01,D,16000,F
20203,04431541,28,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04462971,17,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04464701,17,0,1,01,D,100,D,1,D,0.0475,D,56,D,644,D,01,D,4700,D
20203,04466321,27,0,1,01,D,100,D,1,D,0.0475,D,3,D,101,D,01,D,235,D
20203,04467261,11,0,1,01,D,100,D,1,D,0.0475,D,439,D,761,D,01,D,37000,D
20203,04468291,22,0,1,01,D,100,D,1,D,0.0475,D,401,D,610,D,01,D,33757,D
20203,04469891,34,0,1,01,D,100,D,1,D,0.0475,D,629,D,2371,D,01,D,53000,D
20203,04471411,19,0,1,01,D,100,D,1,D,0.0475,D,998,D,2752,D,01,D,84000,D
20203,04471731,22,0,1,01,D,100,D,1,D,0.0475,D,890,F,-296,F,01,D,74975,F
20203,04472191,35,0,1,01,D,100,D,1,D,0.0475,D,546,D,216,D,01,D,46000,D
20203,04503551,9,0,1,01,D,100,D,1,D,0.0475,D,594,D,906,D,01,D,50000,D
20203,04503921,16,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,40000,D
20203,04504341,17,0,1,01,D,100,D,1,D,0.0475,D,36,D,384,D,01,D,3000,D
20203,04505001,36,0,1,01,D,100,D,1,D,0.0475,D,58,D,392,D,01,D,4861,D
20203,04505401,29,0,1,01,D,100,D,1,D,0.0475,D,428,D,1272,D,01,D,36000,D
20203,04506631,17,0,1,01,D,100,D,1,D,0.0475,D,315,F,285,F,01,D,26500,F
20203,04507111,5,0,1,01,D,100,D,1,D,0.0475,D,0,F,0,F,01,D,0,F
20203,04509101,18,0,1,01,D,100,D,1,D,0.0475,D,721,D,-31,D,01,D,60700,D
20203,04509251,12,0,1,01,D,100,D,1,D,0.0475,D,261,D,54,D,01,D,22000,D
20203,04509451,28,0,1,01,D,100,D,1,D,0.0475,D,315,D,285,D,01,D,26500,D
20203,04509881,42,0,1,01,D,100,D,1,D,0.0475,D,119,D,7481,D,01,D,10000,D
20203,04510011,11,0,1,01,D,100,D,1,D,0.0475,D,249,D,-4,D,01,D,21000,D
20203,04510031,28,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20203,04510031,29,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,02,D,0,D
20203,04510591,7,0,1,01,D,100,D,,C,0.0475,D,998,F,2752,F,01,D,84000,F
20203,04510891,36,0,1,01,D,100,D,1,D,0.0475,D,594,D,-247,D,01,D,50000,D
20203,04511171,12,0,1,01,D,100,D,1,D,0.0475,D,235,D,2765,D,01,D,19800,D
20203,04513021,28,0,1,01,D,100,D,1,D,0.0475,D,166,D,1914,D,01,D,14000,D
20203,04513461,21,0,1,01,D,100,D,1,D,0.0475,D,1188,D,19412,T,01,D,100000,D
20203,04513741,14,0,1,01,D,100,D,1,D,0.0475,D,208,F,992,F,01,D,17500,F
20203,04514061,25,0,1,01,D,100,D,1,D,0.0475,D,28,D,1472,D,01,D,2360,D
20204,04310594,13,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04311644,45,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04312014,54,0,5,01,D,100,D,1,D,0.0475,D,855,D,3645,D,01,D,72000,D
20204,04312744,12,0,5,01,D,100,D,1,D,0.0475,D,817,F,548,F,01,D,68787,F
20204,04313464,17,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,7000,D
20204,04314004,67,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04314414,20,0,5,01,D,100,D,1,D,0.0475,D,593,D,873,D,01,D,49896,D
20204,04314854,40,0,5,01,D,100,D,1,D,0.0475,D,261,F,123,F,01,D,22000,F
20204,04316244,11,0,1,01,D,100,D,1,D,0.0475,D,2399,D,1951,D,01,D,202000,D
20204,04316494,50,0,5,01,D,100,D,1,D,0.0475,D,4038,F,2262,F,01,D,440586,V
20204,04316894,23,0,5,01,D,100,D,1,D,0.0475,D,817,D,548,D,01,D,68787,D
20204,04318124,25,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04318304,20,0,5,01,D,100,D,1,D,0.0475,D,95,D,1205,D,01,D,8000,D
20204,04319214,45,0,5,01,D,100,D,1,D,0.0475,D,1318,D,-118,D,01,D,111000,D
20204,04319504,31,0,5,01,D,100,D,1,D,0.0475,D,2518,D,-868,D,01,D,212000,D
20204,04320594,26,0,5,01,D,100,D,1,D,0.0475,D,0,D,0,D,01,D,0,D
20204,04320844,51,0,5,01,D,100,D,1,D,0.0475,D,380,D,190,D,01,D,32000,D
20204,04322384,24,0,5,01,D,100,D,1,D,0.0475,D,511,F,2789,F,01,D,43000,F
20204,04322874,66,0,5,01,D,100,D,2,D,0.0475,D,2518,F,-868,F,01,D,212000,F
20204,04322954,57,0,5,01,D,100,D,1,D,0.0475,D,2032,D,3747,D,01,D,171120,D
20204,04323114,29,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04323424,35,0,5,01,D,100,D,1,D,0.0475,D,653,D,2347,D,01,D,55000,D
20204,04324364,18,0,5,01,D,100,D,1,D,0.0475,D,558,D,42,D,01,D,47000,D
20204,04324494,42,0,5,01,D,100,D,1,D,0.0475,D,2138,D,2362,D,01,D,180000,D
20204,04324814,17,0,5,01,D,100,D,1,D,0.0475,D,831,D,3669,D,01,D,70000,D
20204,04325364,26,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04325434,39,0,5,01,D,100,D,1,D,0.0475,D,428,D,472,D,01,D,36000,D
20204,04325464,24,0,5,01,D,100,D,1,D,0.0475,D,333,D,777,D,01,D,28000,D
20204,04325794,18,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04326424,35,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04327064,51,0,5,01,D,100,D,1,D,0.0475,D,3038,D,-1303,T,01,D,255835,D
20204,04327494,47,0,5,01,D,100,D,1,D,0.0475,D,1888,D,-1303,T,01,D,159000,D
20204,04327544,35,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04328684,34,0,5,02,D,300,D,1,D,0.0475,D,1188,D,,T,01,D,90000,T
20204,04329714,11,0,5,01,D,100,D,1,D,0.0475,D,831,D,-21,D,01,D,70000,D
20204,04330064,28,0,5,01,D,100,D,1,D,0.0475,D,10,D,398,D,01,D,800,D
20204,04330194,32,0,5,01,D,100,D,1,D,0.0475,D,285,D,1165,D,01,D,24000,D
20204,04330474,36,0,5,01,D,100,D,1,D,0.0475,D,65,D,520,D,01,D,5500,D
20204,04342634,17,0,5,01,D,100,D,2,D,0.0475,D,689,F,-137,F,01,D,58000,F
20204,04343424,30,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04343564,36,0,1,01,D,100,D,1,D,0.0475,D,2078,D,622,D,01,D,175000,D
20204,04343574,18,0,5,01,D,100,D,1,D,0.0475,D,1484,D,76,D,01,D,125000,D
20204,04344934,28,0,5,01,D,100,D,1,D,0.0475,D,119,D,2881,D,01,D,10000,D
20204,04345094,44,0,5,01,D,100,D,1,D,0.0475,D,107,D,193,D,01,D,9000,D
20204,04345854,29,0,5,01,D,100,D,1,D,0.0475,D,356,D,-244,D,01,D,30000,D
20204,04346374,56,0,5,01,D,100,D,1,D,0.0475,D,27,D,2267,D,01,D,2294,D
20204,04346804,25,0,5,01,D,100,D,1,D,0.0475,D,214,D,986,D,01,D,18000,D
20204,04347324,35,0,5,01,D,100,D,1,D,0.0475,D,48,D,3952,D,01,D,4000,D
20204,04347764,28,0,5,01,D,100,D,1,D,0.0475,D,618,D,882,D,01,D,52000,D
20204,04350344,20,0,5,01,D,100,D,1,D,0.0475,D,15,D,2025,D,01,D,1300,D
20204,04351264,20,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,49000,D
20204,04351694,17,0,5,01,D,100,D,1,D,0.0475,D,71,D,5929,D,01,D,6000,D
20204,04378263,18,0,5,01,D,100,D,1,D,0.0475,D,1069,D,30592,T,01,D,90000,D
20204,04378613,42,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,81,D
20204,04379383,28,0,5,01,D,100,D,1,D,0.0475,D,618,D,882,D,01,D,52000,D
20204,04379823,39,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,9200,D
20204,04379823,40,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,02,D,0,D
20204,04383333,13,0,1,01,D,100,D,1,D,0.0475,D,178,D,1622,D,01,D,15000,D
20204,04384153,20,0,5,01,D,100,D,1,D,0.0475,D,689,D,-469,D,01,D,58000,D
20204,04384773,31,0,5,01,D,100,D,1,D,0.0475,D,2810,D,30592,T,01,D,236590,D
20204,04384853,24,0,5,01,D,100,D,1,D,0.0475,D,333,D,567,D,01,D,28000,D
20204,04385343,42,0,5,01,D,100,D,1,D,0.0475,D,511,D,2789,D,01,D,43000,D
20204,04385354,11,0,5,01,D,100,D,1,D,0.0475,D,83,D,517,D,01,D,7000,D
20204,04385423,24,0,5,01,D,100,D,1,D,0.0475,D,261,D,123,D,01,D,22000,D
20204,04385633,7,0,1,01,D,100,D,1,D,0.0475,D,2138,F,2362,F,01,D,180000,F
20204,04386153,10,0,1,01,D,100,D,1,D,0.0475,D,201,D,216,D,01,D,16900,D
20204,04388763,31,0,5,01,D,100,D,1,D,0.0475,D,107,F,30592,V,01,D,9000,F
20204,04388903,17,0,5,01,D,100,D,1,D,0.0475,D,618,F,882,F,01,D,52000,F
20204,04389763,40,0,5,01,D,100,D,1,D,0.0475,D,5131,D,-77,D,01,D,440586,T
20204,04390493,33,0,5,01,D,100,D,1,D,0.0475,D,119,D,231,D,01,D,10000,D
20204,04391143,30,0,1,01,D,100,D,1,D,0.0475,D,3,D,235,D,01,D,238,D
20204,04391943,23,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,40000,D
20204,04393203,20,0,5,01,D,100,D,1,D,0.0475,D,358,D,638,D,01,D,30140,D
20204,04393693,28,0,5,01,D,100,D,1,D,0.0475,D,998,D,1102,D,01,D,84000,D
20204,04394084,19,0,5,01,D,100,D,1,D,0.0475,D,19,D,311,D,01,D,1600,D
20204,04394983,34,0,5,01,D,100,D,1,D,0.0475,D,288,D,797,D,01,D,24238,D
20204,04395063,15,0,1,01,D,100,D,1,D,0.0475,D,74,F,-14,F,01,D,6200,F
20204,04395444,14,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,200,D
20204,04395543,26,0,5,01,D,100,D,1,D,0.0475,D,226,D,1274,D,01,D,19000,D
20204,04395653,34,0,1,02,D,200,D,1,D,0.0475,D,1069,F,30592,V,01,D,90000,F
20204,04397743,25,0,5,01,D,100,D,1,D,0.0475,D,713,D,-113,D,01,D,60000,D
20204,04398223,12,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,5500,D
20204,04399244,39,0,5,01,D,100,D,1,D,0.0475,D,202,D,2498,D,01,D,17000,D
20204,04399824,34,0,5,01,D,100,D,1,D,0.0475,D,2032,F,3747,F,01,D,171120,F
20204,04400093,30,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04400583,21,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,41000,D
20204,04400943,29,0,5,01,D,100,D,1,D,0.0475,D,588,F,312,F,01,D,49500,F
20204,04402643,36,0,5,01,D,100,D,1,D,0.0475,D,380,D,2620,D,01,D,32000,D
20204,04402873,33,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04403504,35,0,5,01,D,100,D,1,D,0.0475,D,65,D,-5,D,01,D,5500,D
20204,04403693,29,0,5,01,D,100,D,1,D,0.0475,D,71,D,929,D,01,D,6000,D
20204,04404294,23,0,5,01,D,100,D,1,D,0.0475,D,938,F,562,F,01,D,79000,F
20204,04404563,23,0,5,01,D,100,D,1,D,0.0475,D,196,D,609,D,01,D,16500,D
20204,04404613,29,0,5,01,D,100,D,1,D,0.0475,D,588,D,312,D,01,D,49500,D
20204,04405003,24,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04406953,36,0,5,01,D,100,D,1,D,0.0475,D,872,D,1428,D,01,D,73400,D
20204,04407393,18,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04407723,36,0,5,01,D,100,D,1,D,0.0475,D,1253,D,-591,D,01,D,105500,D
20204,04408114,29,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04408163,42,0,5,01,D,100,D,1,D,0.0475,D,74,D,-14,D,01,D,6200,D
20204,04408173,13,0,1,01,D,100,D,1,D,0.0475,D,238,D,1262,D,01,D,20000,D
20204,04408373,39,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04409593,19,0,5,01,D,100,D,1,D,0.0475,D,1188,D,-888,D,01,D,100000,D
20204,04411453,70,0,5,01,D,100,D,1,D,0.0475,D,525,D,20,D,01,D,44224,D
20204,04414123,13,0,5,01,D,100,D,2,D,0.0475,D,19,F,311,F,01,D,1600,F
20204,04414983,23,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04415063,22,0,5,01,D,100,D,1,D,0.0475,D,238,D,80,D,01,D,20000,D
20204,04416313,24,0,5,01,D,100,D,1,D,0.0475,D,1044,D,30592,T,01,D,87885,D
20204,04416343,39,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,58330,D
20204,04416593,15,0,5,01,D,100,D,1,D,0.0475,D,1051,D,449,D,01,D,88500,D
20204,04417813,44,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04418253,23,0,5,01,D,100,D,1,D,0.0475,D,831,F,3669,F,01,D,70000,F
20204,04418373,44,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04419903,16,0,5,01,D,100,D,1,D,0.0475,D,428,F,472,F,01,D,36000,F
20204,04420044,16,0,5,01,D,100,D,1,D,0.0475,D,131,D,49,D,01,D,11000,D
